ID	Acetate	Propionate	Butyrate
sample156	0.508960032254963	0.304250268085754	0.207662541835809
sample157	0.5236622144388	0.311950776492042	0.198893564313469
sample158	0.5528728103938	0.288068397316907	0.191734004757744
sample159	0.528608876575722	0.325285346877973	0.202298690017496
sample160	0.496638721826214	0.310773826862304	0.209332647461482
sample426	0.496291963773997	0.304204788287812	0.20046158363097
sample427	0.488608112767899	0.332585497642359	0.203422080079897
sample428	0.512560915321348	0.300901784469917	0.19916352064457
sample429	0.513481937861837	0.292924136329306	0.198852927352312
sample291	0.494193013492647	0.301926290232693	0.203371497420598
sample292	0.511119462594582	0.305445589495686	0.19771103422045
sample294	0.49669127476375	0.30372777201696	0.20703650359746
sample295	0.506708136748297	0.313438712640964	0.202603444997984
sample171	0.486114376108938	0.319450032992572	0.209909302024629
sample172	0.487546972163599	0.308405954318021	0.214211126698398
sample173	0.486114376108938	0.310402179996772	0.212162550238776
sample174	0.508812704856242	0.297885682090817	0.203980713548973
sample175	0.493413159553653	0.283789109401648	0.208609164521554
sample441	0.507792445802872	0.304372095454114	0.198737132487423
sample442	0.541700541372746	0.265908295591924	0.201161119429845
sample443	0.505935164403146	0.304785971071135	0.195472248414886
sample444	0.525064551482444	0.26748442657454	0.198951914356217
sample306	0.508828975269971	0.270787833773426	0.205119545888076
sample307	0.497074510794616	0.307878421266072	0.199559790771115
sample309	0.487853869227331	0.305158171786386	0.210491372652409
sample310	0.50142636085044	0.305574374893431	0.200299042156206
sample46	0.551910478596986	0.127895479759616	0.24466267444414
sample47	0.54909733654293	0.132687243703836	0.249854046420335
sample48	0.541505297699523	0.147440531249127	0.242723695512585
sample49	0.546581572637867	0.128944850785196	0.250741529712679
sample50	0.521364094661633	0.161261364806647	0.24998389251582
sample456	0.512273094741337	0.280400208939053	0.202814868617181
sample457	0.54803823306706	0.248195539254024	0.20246487450649
sample458	0.505796822786891	0.295522540070132	0.200544934944898
sample459	0.524543033111454	0.252698144682296	0.202377993071557
sample321	0.506773631059606	0.302048628328542	0.194323062615529
sample322	0.503696344335705	0.343711366405735	0.189414873754738
sample324	0.492208541135486	0.325494645123479	0.222776215384205
sample325	0.509814457569363	0.291508670320561	0.19703031290975
sample61	0.563226606638294	0.0994880752582326	0.258369244804764
sample62	0.565025632154432	0.12253709543117	0.252165166911415
sample63	0.552827341208334	0.137165390441659	0.24540901519937
sample64	0.546013807401709	0.132535300727554	0.251485014113092
sample65	0.54098488637019	0.121752036525705	0.259853855619708
sample471	0.514856628518482	0.27148919809602	0.208168444903461
sample472	0.498016837502597	0.289633105977874	0.214605578906948
sample473	0.496886418521319	0.269962673518651	0.214395078160171
sample474	0.513982364272599	0.267008557694699	0.208711390112582
sample336	0.509360677545672	0.281027903266661	0.195405778934121
sample337	0.507446691666279	0.336885527753416	0.18933500925987
sample339	0.494520349014446	0.350388923415319	0.189203056188874
sample340	0.516851583191922	0.324048719385	0.194934876366423
sample76	0.571577901361989	0.112624692800798	0.247853278536698
sample77	0.567349031946327	0.129170602242103	0.243142112689009
sample78	0.551913740731754	0.155070544473364	0.235728909258192
sample79	0.552283328407992	0.116382628065394	0.250182924546695
sample80	0.557577127444866	0.136051829913257	0.24441278863907
sample486	0.490495795027868	0.264398680142928	0.209878660788991
sample487	0.519980894286788	0.266709149679508	0.212475032886958
sample488	0.496833963748494	0.276489347948565	0.208308466204326
sample489	0.513257265926399	0.238645203945128	0.209883827476166
sample351	0.499511748259028	0.329548406221406	0.189060801405129
sample352	0.492056926067442	0.361683056655566	0.186152295740977
sample354	0.488506591568052	0.375591837285167	0.186906177256113
sample355	0.498696355763427	0.351676962920026	0.188638875710978
sample81	0.547296880689597	0.135937845039705	0.255779212862169
sample82	0.567713921361181	0.156812874692295	0.240371007189948
sample83	0.535209618377709	0.161140068750479	0.250376998262422
sample84	0.526174650522308	0.13303466692215	0.25105113896281
sample85	0.550800259958564	0.153861985800468	0.238558657213514
sample501	0.501530393296911	0.28081375134216	0.209363564258607
sample502	0.519886742712208	0.265809644256374	0.207648200532683
sample503	0.524670073750605	0.263518221328808	0.205555272444075
sample504	0.504370752439045	0.284790808980221	0.202005025048907
sample366	0.499268186065916	0.334833371907769	0.186738765460376
sample367	0.488941816261132	0.367064777551656	0.182565948362862
sample369	0.486978961445354	0.370020999637745	0.185763765616066
sample370	0.500519855225332	0.346966415628468	0.184505483971324
sample96	0.515507317433393	0.286438491276906	0.198554152016728
sample97	0.554242302730772	0.237788748563987	0.198869790136822
sample98	0.528829863283801	0.291999246765546	0.19664612529467
sample99	0.530189855018111	0.247525563403955	0.196495879273156
sample100	0.547227795916409	0.257035734273196	0.199322605855754
sample249	0.51435996207024	0.266130481383207	0.196459765390634
sample250	0.513948161152448	0.267108934493325	0.199367028576427
sample516	0.586276265095357	0.228093325581211	0.185800068637197
sample517	0.619262665773104	0.203434902792592	0.188722627431722
sample518	0.545086147947621	0.271658083781788	0.1810351679291
sample519	0.557727650612271	0.251089881108503	0.181181940126222
sample381	0.506339423024727	0.3002919795083	0.19429414633951
sample382	0.497927315601609	0.348898160795071	0.183935090687417
sample384	0.487644438971723	0.358453920740224	0.184958528959943
sample385	0.506605836617131	0.331758519268037	0.186398460072459
sample111	0.513110685853969	0.271992130121879	0.20230835720267
sample112	0.552736273204653	0.271448112546884	0.195812487867565
sample113	0.532515648402924	0.271131853406765	0.198760296201947
