SampleID,Muribaculaceae,Akkermansia_dash_muciniphila,Bacteroides_dash_acidifaciens,Faecalibaculum,Parasutterella,Bacteroides_dash_uniformis,Bacteroides,Alloprevotella,Clostridia_dash_UCG_dash_014,Lachnospiraceae_dash_NK4A136_dash_group,Lachnospiraceae,Escherichia_dash_Shigella,Parabacteroides_dash_goldsteinii,Desulfovibrionaceae,Helicobacter_dash_ganmani,Mucispirillum_dash_schaedleri,Oscillospiraceae,Muribaculum,Lachnospiraceae_dash_bacterium_dash_10_dash_1,Roseburia,Colidextribacter,Lachnoclostridium,Clostridia_dash_vadinBB60_dash_group,Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,Lachnospiraceae_dash_bacterium_dash_28_dash_4,Oscillibacter,Rikenellaceae_dash_RC9_dash_gut_dash_group,Alistipes,Dubosiella_dash_newyorkensis,Ruminococcus_dash_sp_dot__dash_N15_dot_MGS_dash_57,Parabacteroides,Bacteroides_dash_caecimuris,Lactobacillus,Anaerotruncus,Ruminococcaceae,Bilophila,Desulfovibrio,Gastranaerophilales,mouse_dash_gut_dash_metagenome,Helicobacter_dash_mastomyrinus
sample173,76648038.66869481,63721.3033560551,178439924.357113,59168126.58897698,3637907.137054782,81099.84063497922,1396075.828073571,14192472.11112136,86892.6863946206,1036919.390975806,6815283.036218075,130339.0295919309,139028.298231393,304124.4023811721,8689.26863946206,49239.18895695167,379431.3972565099,2983315.566215307,338881.4769390203,101374.800793724,249092.367664579,364949.2828574065,0.0,0.0,324399.3625399169,179578.2185488826,104271.2236735447,240403.099025117,14482.11439910343,34757.07455784824,251988.7905443997,477909.7751704133,23171.38303856549,327295.7854197376,28964.22879820687,897891.0927444127,0.0,269367.3278233238,608248.8047623441,0.0
sample175,141721859.1643604,20610536.42244468,22963033.88569254,76802596.9765133,14666854.90357101,34240.11718768295,682788.219213207,12860185.19078562,96677.97794169303,525686.5050579559,4503582.472450534,0.0,100706.2270225969,545827.7504624752,0.0,1703949.36122234,300104.5565273388,1871121.698079851,181271.2086406744,255793.8166373961,491446.3878702729,962751.5303360265,38268.36626858683,0.0,189327.7068024822,416923.7798735512,104734.4761035008,449149.7725207822,696887.0909963707,14098.87178316357,336358.7982554737,424980.278035359,370598.9154431567,223567.8239901651,70494.35891581784,561940.7467860908,0.0,0.0,1158121.610759865,0.0
sample186,204296806.0441246,7328876.152286652,751422.708710183,41739026.7264883,11787317.5573004,0.0,0.0,26765676.88425672,3000681.350115998,1137153.032514744,4688877.702351542,90170.72504522196,105199.1792194256,220417.3278883204,30056.90834840732,26941008.84962243,1001896.944946911,1743300.684207625,240455.2667872586,1507854.902145101,1653129.959162403,3702009.211578835,25047.42362367277,0.0,4894266.576065659,796508.071232794,115218.1486688947,345654.4460066842,631195.0753165537,30056.90834840732,220417.3278883203,170322.4806409748,1092067.669992133,736394.2545359795,611157.1364176155,671270.9531144302,0.0,85161.24032048741,345654.4460066842,0.0
sample187,175617507.3120857,863797.9423468843,2315235.377071017,48241027.83597487,16858510.02721614,205513.2650936825,542683.4656380053,14646031.28269196,80278.61917721972,9755457.80241574,15747453.93780342,86700.9087113973,93123.19824557487,250469.2918329255,0.0,7677847.138109295,2292757.363701395,1856041.67537732,305058.752873435,452771.4121595192,1428959.421354511,1730807.029460857,57800.6058075982,0.0,346803.6348455892,2588182.682273563,89912.05347848608,497727.4388987623,658284.6772532017,44956.02673924304,244047.0022987479,401393.0958860986,944076.5615241039,1088578.076043099,404604.2406531874,606906.3609797811,0.0,28900.3029037991,2225323.323592531,0.0
sample188,149128421.9246854,6410127.640325063,9542315.299379488,77540235.41902263,23561309.06682822,0.0,294479.1816205017,7079398.507644384,591932.9004290893,553263.916983973,4732488.666244629,62465.2809498034,65439.81813788928,154675.9337804655,17847.22312851526,252835.6609872994,202268.5287898396,2290393.634826124,226064.8262945266,56516.20657363164,139803.2478400362,1752002.403782581,20821.76031660113,0.0,205243.0659779254,211192.1403540972,38668.98344511638,374791.6856988204,823946.8010997876,26770.83469277288,208217.6031660113,220115.7519183548,1121400.519908375,193344.9172255819,68414.35532597515,240937.512234956,11898.1487523435,44618.05782128814,487824.0988460836,0.0
sample189,189917904.1219087,910263.3014155733,2284191.971989704,66102183.11967216,15667907.07561556,51202.310704626,824926.1169078633,5606653.022156548,3282637.030729912,756656.3693016954,4568383.943979409,71114.32042309166,139384.0680292597,290146.427326214,0.0,5495714.682296525,2838883.67128982,1996890.117480414,236099.5438046643,1857506.049451154,978533.0490217413,1561670.476491093,79648.03887386266,0.0,295835.5729600613,631495.165357054,62580.60197232067,1302814.350151039,910263.3014155733,0.0,625806.0197232066,287301.8545092903,711143.2042309167,841993.5538094053,341348.7380308401,722521.4954986114,0.0,133694.9223954123,341348.7380308401,0.0
sample190,167256867.7635484,17653286.75301318,1345151.271593236,71120861.37486665,21446554.98093337,40850.58091606357,259692.9786806898,14356061.29335948,1540650.480262969,1032936.117449036,4671555.717615554,81701.16183212714,49604.27682664862,233431.8909489347,14589.49318430842,916220.1719745685,323886.7486916468,1957909.98533419,207170.8032171795,177991.8168485627,566072.3355511666,3352665.533754074,0.0,0.0,248021.3841332431,350147.836423402,102126.4522901589,405587.910523774,1520225.189804937,0.0,399752.1132500506,373491.0255182955,615676.6123778152,233431.8909489347,110880.148200744,446438.4914398375,0.0,131305.4386587757,452274.2887135609,0.0
sample201,137016658.1504475,2224874.962201544,1531115.351126257,19375096.9686587,18767841.04973744,185117.9012096153,432518.4607701291,2856351.914925933,12164149.19069911,541513.1128842017,2366741.017334146,43251.84607701291,60552.58450781807,60552.58450781807,5190.221529241549,520752.2267672354,164357.0150926491,1155689.327177785,117645.0213294751,299302.7748529293,256050.9287759165,7605404.614181952,31141.3291754493,0.0,2138371.270047518,193768.2704250179,181657.7535234542,916939.1368326739,1823497.830606864,20760.88611696619,349474.9163022643,110724.725957153,702409.9802906897,129755.5382310387,133215.6859171998,147056.2766618439,0.0,2454974.783331253,230099.8211297087,0.0
sample202,142401328.8162226,2517897.89186802,2040598.751966715,15832031.79437812,18044612.82752385,90822.1035439731,1453153.65670357,17947993.56843452,16400153.0378234,2075381.685238875,5511162.538455559,63768.71099895985,61836.32581717319,139131.7330886397,7729.540727146648,1068609.005528024,888897.1836218644,1111121.479527331,255074.8439958394,409665.6585387723,705320.5913521318,3905350.452390844,83092.56281682647,0.0,519811.6139006121,685996.739534265,210629.9848147461,743968.2949878647,1750740.974698716,27053.39254501327,173914.6663607996,170049.8959972263,374882.7252666124,326573.0957219459,309181.6290858659,805804.620805038,0.0,139131.7330886397,991313.5982565576,0.0
sample203,36104214.45755277,1265993.349236708,2055198.145622445,28916463.73957343,42491874.79574796,26125.40015621753,306973.4518355559,14751054.06320432,321124.710253507,268873.9099410721,8634444.751629889,45719.45027338067,57693.59201164703,74021.96710928298,10885.58339842397,33745.3085351143,228597.2513669034,2283795.396989349,155663.8425974628,77287.64212881017,278670.9349996536,1294295.86607261,51162.24197259265,0.0,140424.0258396692,205737.526230213,784850.5630263682,729334.0876944057,371198.3938862573,14151.25841795116,343984.4353901974,104501.6006248701,2821543.216871493,116475.7423631365,74021.967109283,170903.6593552563,0.0,31568.19185542951,107767.2756443973,0.0
sample205,141675875.2229587,966967.5185285421,903246.4299928887,15165619.07148554,23618221.46573997,57348.97968208817,506582.6538584455,12914671.61896358,8372951.033584873,858641.6680179313,1835167.349826821,39825.68033478345,89209.52394991492,121070.0682177417,17523.29934730472,406221.9394147912,143372.4492052204,939886.0559008894,176826.0206864385,125849.1498579157,246919.2180756574,8530660.727710616,15930.27213391338,0.0,248512.2452890487,374361.3951469644,47790.81640174014,520919.8987789675,1701353.063901949,0.0,802885.7155492343,100360.7144436543,511361.7354986195,111511.9049373937,170453.9118328732,266035.5446363534,0.0,363210.204653225,460384.8646700967,0.0
sample216,154480291.0753072,4995155.283584962,2135753.315878907,17605117.96116867,31633783.9227296,90181.13898149865,6781181.743413668,17387363.50362797,10439016.72210226,2709833.249395276,10494005.22148122,37392.17957769456,162765.9581617293,470701.5546839198,0.0,18396952.35222572,3418085.121396315,1645255.901418561,640066.1327711246,1678249.001045938,2263326.6344381,11743343.92737125,147369.1783356198,0.0,2951782.646662712,1865209.898934411,527889.5940380408,1060178.268026399,3699626.238216603,387119.0356278967,252947.0971432279,162765.9581617293,173763.6580375218,560882.6936654184,851221.970386341,2474482.472053317,0.0,292538.816696081,2714232.329345594,0.0
sample217,169199301.974709,462312.3134063666,1089235.829313485,20630686.9857591,22446663.76228335,106822.1633249559,490331.2414916009,16622229.08656527,13732777.12777548,486828.8754809466,2120682.619451174,10507.09803196288,141845.8234314988,49033.12414916009,0.0,483326.5094702923,609411.6858538468,1376429.842187137,197883.6796019675,336227.137022812,355490.1500814107,731994.4962267469,190878.9475806589,0.0,112075.7123409373,229404.9736978561,1246842.299792928,1409702.319288353,7030999.766388491,178620.6665433689,246916.8037511276,117329.2613569188,50784.30715448724,105070.9803196288,227653.790692529,201386.0456126218,0.0,194381.3135913132,1304631.338968724,0.0
sample218,78472063.44359718,3540196.953677632,1831006.441455121,22515853.55888126,55541784.55846066,13814.17754184248,1710446.346544496,6498942.616275894,4455700.174405192,286330.225412735,5284550.82691574,41442.53262552743,106745.9173687828,57768.37881134127,5023.33728794272,522427.0779460428,223538.509313451,1784540.571541651,173305.1364340238,59024.21313332696,475961.2080325727,696988.0487020523,91675.90550495464,0.0,105490.0830467971,185863.4796538806,1993009.068991274,1416581.115199847,3783828.812142853,141909.2783843818,528706.2495559712,52745.04152339856,329028.5923602481,85396.73389502623,193398.4855857947,283818.5567687636,0.0,501077.8944722863,216003.503381537,0.0
sample219,176992715.9389987,4852109.525618388,2902523.175685234,19131591.01242325,32131747.52520622,198164.2328781084,13451854.39654924,29969426.04291863,16319407.41349128,486668.0425094719,1419205.608994687,110738.8360201194,125309.7354964509,75768.67727692377,8742.539685798896,489582.2224047382,221477.6720402387,1678567.619673388,212735.1323544398,195250.0529828421,332216.5080603581,4111907.832220748,11656.7195810652,0.0,101996.2963343205,279761.2699455647,571179.2594721946,1261839.894650308,4176019.789916607,166108.254030179,405071.0054420156,163194.0741349127,96167.93654378787,81597.03706745639,78682.85717219008,206906.7725639073,0.0,241876.9313071028,984992.8046000091,0.0
sample220,240680485.0270046,8040643.632085815,3347660.967444288,21260949.61255376,39803445.56307071,121669.9209351507,3608382.22659104,27188012.90382324,32447629.77167704,511013.6679276328,1546946.137604058,163385.3223986309,135575.0547563107,86907.08638225048,0.0,1261890.894270277,170337.8893092109,1178460.091343316,253768.6922361714,83430.80292696046,389343.7469924822,1734665.44418972,139051.3382116008,0.0,483203.4002853126,215529.5742279812,173814.172764501,1320987.713010208,4122872.177973963,225958.4245938512,312865.5109761017,246816.1253255914,163385.3223986309,187719.306585661,208577.0073174011,354580.912439582,0.0,93859.65329283051,2589831.174191064,0.0
sample231,164395217.0042894,6560513.946139599,753149.781877559,9482735.09982453,25542205.83339833,0.0,1186500.579450185,16080327.18907195,3418141.317751999,1211991.80283681,3744892.453889647,53299.8307174888,90377.97382530708,347607.5916357965,0.0,1703277.199015403,2078693.397982063,1040505.390963151,271133.9214759212,790227.9249853775,1587408.00180347,3580358.193848704,234055.778368103,0.0,282720.8411971145,920001.4258627414,885240.6666991618,739245.4782121272,12977350.0877364,208564.5549814779,192342.8673718074,78791.05410411386,345290.2076915579,403224.806297524,655819.656219536,1406652.054152857,0.0,398590.0384090467,829623.4520374343,0.0
sample232,207000758.8731672,229049.6828930766,1045762.18856233,5899764.559367124,21815247.07069514,39331.76372911416,647817.2849501156,15542987.5724817,3553740.534583491,1191521.077676105,4085876.161506801,55527.19585286705,76349.8942976922,254499.647658974,9254.532642144508,5929841.790454093,1992038.151221605,881494.2341642644,279949.6124248714,2406178.486957572,2116974.341890556,879180.6010037283,71722.62797661994,0.0,145758.889113776,1179952.911873425,886121.5004853366,465040.2652677616,8854274.105371758,175836.1202007457,185090.6528428902,50899.9295317948,62468.09533447543,853730.636237831,594603.7222577847,2022115.382308575,0.0,85604.4269398367,1698206.739833517,0.0
sample233,197277016.9114945,454555.3385057476,1233477.836042296,11875809.86329094,32125588.21992806,19859.21381821228,1253337.049860508,12328158.62248356,6875701.139727716,4602924.447198978,18369772.78184635,66197.37939404091,72817.11733344501,260376.3589498943,13239.47587880818,3925504.598066627,2519913.575599824,1659347.643477292,615635.6283645806,225071.0899397391,2383105.658185473,3109070.252206788,174319.7657376411,0.0,611222.4697383111,1125355.449698695,661973.7939404092,902490.939072091,1282022.580931259,278028.9934549718,218451.352000335,50751.32420209804,333193.4762833393,81643.43458598379,1052538.33236525,1220238.360163487,0.0,262582.938263029,428076.3867481312,0.0
sample234,322536393.1115454,1018594.72920469,1148826.018783372,5972034.850679555,13646378.70085188,153486.8770034465,12423134.80230926,22799777.91123924,8037131.013998653,1841842.524041358,5697618.919067332,46511.17484952925,106975.7021539172,399996.1037059515,0.0,5330180.637756051,3199968.829647612,916270.1445357262,381391.6337661398,497669.5708899628,1986027.166074899,5083671.411053546,18604.4699398117,0.0,246509.226702505,776736.6199871383,572087.4506492097,451158.3960404336,4451119.433099948,251160.3441874579,339531.5764015634,130231.2895786819,195346.9343680228,376740.5162811868,702318.7402278916,2111607.338168628,0.0,97673.4671840114,502320.6883749157,0.0
sample235,135995005.1960312,2810455.636512515,1076964.012610664,7271932.679744982,17323596.79744452,35575.38780395588,3070802.792714192,14919023.9945135,1251606.825466448,1015515.61549474,4400028.646116544,77619.02793590374,87321.40642789172,278134.8501036551,17787.69390197794,7596962.359226578,1392291.313600273,729295.4499810956,357370.9411215569,842489.8657209552,1980902.275447544,2411041.05525901,124513.8573138456,0.0,163323.3712817975,692102.9990951417,295922.544005633,585376.8356832741,7606664.737718567,160089.2451178015,181111.0651837754,53363.08170593382,74384.90177190775,522311.3754853523,456011.7891234345,1395525.439764269,0.0,46894.82937794185,6788430.818227582,0.0
sample246,162899028.3471496,3752183.86879431,2023014.796729462,25926234.32233177,26057334.72256675,83633.0139430057,1231891.691863192,11738006.52448726,3322717.040438335,153703.9175168753,395561.5524331351,42946.68283559753,63289.84838930162,54248.44147654425,0.0,144662.510604118,103976.1794967098,825028.3807891104,97195.12431214178,162745.3244296327,155964.2692450647,617076.0217956908,0.0,0.0,110757.2346812778,79112.31048662702,666803.7598158563,712010.794379643,4446111.849348439,133360.7519631713,185348.8417115262,92674.42085576308,169526.3796142008,67810.5518456803,108496.8829530885,63289.84838930162,0.0,79112.31048662702,472413.5111915728,0.0
sample247,180649406.7157716,13298398.22231362,1179033.244452548,26708583.1386451,38935516.44471205,145533.6205138208,1826552.39659375,27090345.24463063,7356829.97611894,649628.3350472,1174814.878640553,67493.85299191688,80148.95042790129,90694.86495788829,25310.19487196883,124441.7914538467,495657.9829093896,1581887.179498052,164516.2666677974,426054.9470114753,651737.5179531974,689702.8102611506,124441.7914538467,0.0,94913.23076988311,221464.2051297273,748759.9316290779,894293.5521428986,9322588.444508519,137096.8888898312,111786.6940178623,27419.37777796623,84367.3162398961,210918.2905997402,318486.6188056078,523077.3606873558,0.0,134987.7059838338,881638.4547069143,0.0
sample248,292412651.3806738,2273467.218239232,3344366.834552693,53790761.05548268,40575684.23286043,0.0,1027010.287776024,18099959.08883898,904120.1678712004,1285957.326146902,8672531.318997534,114112.254197336,105334.3884898486,364281.4268607264,39500.39568369323,860230.8393337635,2567525.71944006,2839639.556372168,574950.2038404235,373059.2925682138,1422014.244612956,2958140.743423248,127279.0527585671,0.0,438893.2853743692,1237679.064755721,1141122.54197336,1953075.119915943,13337966.94252708,250169.1726633904,57056.12709866799,61445.05995241168,711007.122306478,184335.179857235,557394.4724254488,1501015.035980342,0.0,74611.85851364274,548616.6067179614,0.0
sample250,97977605.34055762,4037746.855820127,1244881.738389583,11709465.88187837,20099968.79862416,17320.09375150725,1188591.433697185,11863181.713923,5911564.498561316,647338.5039625834,999152.9082900743,55207.79883292934,54125.29297346015,80105.43360072101,9742.552735222826,192686.0429855181,640843.4688057681,773991.6895204801,119075.6445416123,99590.53907116667,525015.3418425634,141808.2675904656,19485.10547044565,0.0,72527.89258443659,181860.9843908261,652751.0332599293,886572.298905277,1845672.490394991,71445.3867249674,120158.1504010815,40052.7168003605,41135.22265982971,57372.81055186775,251141.3593968551,307431.6640892536,0.0,567233.0703618623,768579.1602231341,0.0
sample261,93767049.65335774,1153843.262160767,1126187.897688205,5150043.428445925,9326003.463802734,82966.09341768496,424048.921912612,5119315.245698635,3046699.319393875,755913.295583352,2618041.17006917,90648.13910450765,215097.2792310351,76820.45686822681,0.0,342619.2376322916,2210892.748667568,616100.064083179,78356.86600559135,282699.2812750747,969474.1656770224,145958.868049631,107548.6396155175,0.0,259653.1442146066,663728.7473414796,892653.7088087955,565398.5625501494,2717907.763997865,53774.31980775877,110621.4578902466,58383.54721985238,16900.5005110099,170541.4142474635,382565.8752037695,307281.8274729073,13827.68223628083,181296.2782090153,3102010.048338999,9218.454824187218
sample262,132139750.7067145,2190423.918722789,1711336.125662238,7028779.018009973,15440870.08715424,187750.6216048105,1145926.207725912,11737650.92998349,9590388.073698595,930120.895536475,3316927.648351652,170486.1966296555,345288.4995030997,56109.3811692537,0.0,97112.3904852468,1834345.153610217,697051.1583718825,140273.4529231343,172644.2497515499,615045.1397398963,211489.2059456486,105744.6029728243,0.0,211489.2059456485,485561.9524262339,770424.9645162912,1670333.116346245,1914193.119120309,51793.27492546495,153221.7716545005,38844.95619409872,0.0,82006.01863198617,332340.1807717335,448875.0493540296,0.0,51793.27492546495,2188265.865600894,12948.31873136624
sample263,115829361.9459935,490660.6263236454,832636.2143673982,11439455.13265923,12812933.17376974,111513.7787099194,695102.5539584976,10881886.23910963,21973790.09478961,879100.2888298647,4572064.927106694,104079.5267959248,249047.43911882,61332.57829045567,0.0,9118109.97251441,1626242.606186324,1278691.329207076,172846.3570003751,115230.9046669167,986896.9415827865,912554.4224428403,234178.9352908307,0.0,191431.9867853616,449772.2407966749,1767493.392552222,444196.5518611789,1836260.222756673,91069.58594643416,263915.9429468092,24161.31872048253,139392.2233873993,146826.4753013939,544558.9527001063,310380.0174092756,26019.88169898119,509246.2561086318,185856.2978498656,7434.251913994625
sample264,174423118.0991969,171884.1437472727,1532224.367118546,7339452.938008546,13149136.99666636,250459.7523174545,2313069.477284728,10764858.37411491,15661100.98314437,370778.6529405455,2234493.868714545,78575.60857018182,324124.385352,22099.38991036364,0.0,211171.9480323636,535296.3333843637,476364.6269567273,0.0,39287.80428509091,321668.8975841819,152240.2416047273,105585.9740161818,0.0,51565.24312418182,166973.1682116364,218538.4113358182,505830.4801705455,2101897.529252364,58931.70642763637,206260.9724967273,71209.14526672728,54020.73089200001,68753.6574989091,223449.3868714546,46654.26758854546,22099.38991036364,1200733.518463091,176795.1192829091,0.0
sample265,158643041.6539315,4077217.048235428,2739557.330834741,17799565.25089248,23660328.58899549,119029.0426500611,1526594.705734118,22409578.96622818,15430320.49719126,1092044.232567228,3905286.208852006,221053.9363501135,413767.6244502125,64237.89603336633,11336.09930000582,204049.7874001048,642378.9603336634,1486918.358184097,153037.3405500786,495009.6694335876,789748.2512337391,438329.1729335585,272066.3832001397,0.0,272066.3832001397,529017.967333605,954121.6910838236,1596500.651417487,5067236.387102603,96356.8440500495,166262.7897334187,73684.64545003786,52901.79673336051,141701.2412500728,411878.2745668782,385427.376200198,30229.59813334886,149258.64078341,2988951.515434869,0.0
sample411,8398359.991968779,202870.64410296,194215.753142936,2977974.88152502,232643.4690054421,118745.1039715278,1500065.70119134,5197088.923675144,61622.82363537009,713855.4063827706,1836567.861717069,2226037.954918144,81702.17066262552,3202655.85084724,1472023.854480863,158211.4067492367,872066.813132007,62661.41055057295,22156.52085766116,217410.8609158001,391547.2670314808,147479.3419588071,515831.5012174237,0.0,48467.38937613377,385315.7455402635,808713.0113046322,1077360.826703774,0.0,0.0,1303080.382941197,35311.95511689746,85856.51832343698,383584.7673482588,270378.7935911463,8308.695321622934,49852.1719297376,102127.7133282819,36004.34639369938,145748.3637668023
sample412,14737749.58595569,784364.8614130312,343539.6486033819,4417372.64974083,280709.3883868342,241187.1279280381,805646.0785831523,10147087.02497246,404343.1262322991,4475135.953488301,5232139.249968321,432718.0824591271,284762.9535620954,22128412.29175059,14743829.9337186,1396453.202877464,3149620.141177909,105392.6945567897,143901.5637217706,710387.2969645153,2206152.846635878,544191.1247788086,201664.8674692419,0.0,146941.7376032165,958668.1639492605,2199059.107579171,1485631.636733209,2026.782587630572,0.0,4185306.04345713,58776.69504128659,269562.0841548661,1843358.763450005,1271806.073738184,32428.52140208915,220919.3020517323,48642.78210313372,64857.0428041783,582699.9939437894
sample413,25677827.04969819,2938165.582760127,574247.3963572186,4286107.606377187,192754.3708052202,234250.1034091218,748261.758889709,3948787.457468052,1037393.315097539,2635648.30635749,5623341.053838404,287792.9841883496,278422.9800519847,29295987.21835451,21880298.23043145,4425319.09640318,4347681.919273301,117794.3377143012,123148.625792224,2744072.639935426,1916835.131896356,829914.6520780313,267714.4038961391,0.0,133857.2019480696,1436287.776902787,2820371.245045826,2746749.783974388,0.0,5354.288077922783,2580766.853558782,41495.73260390157,112440.0496363784,2133683.799052229,1927543.708052202,49527.16472078574,258344.3997597743,120471.4817532626,0.0,509995.9394221451
sample414,17138791.10144236,966318.1464282545,213695.9625466945,7853326.623591024,465819.7078320491,90914.51038170776,172456.390827157,1939197.13381189,124655.9781522385,3938379.099215835,4704122.965008156,157460.1829291433,100287.1403179663,14257644.65903648,3307601.104505636,934451.2046449756,2265364.655593687,190264.3877060482,641087.8876400836,631715.2577038251,1026302.978020309,638276.0986592061,399274.0352846135,0.0,95600.82534983702,615781.7868121855,956945.5164919961,981314.3543262681,0.0,0.0,809795.2264927372,25306.10082789804,165895.549871776,992561.5102497786,1307481.876108065,25306.10082789804,145275.7640120072,25306.10082789804,73106.51350281655,687951.0373213763
sample426,80741424.39227346,3588428.562230533,169881980.9803538,41774724.96030641,45078074.78869539,1895773.58004632,58287910.61807828,7843228.664815694,217372.5345541833,3068159.872969701,4628965.940752197,2273502.902386376,131848.9144017177,32367126.74353519,6752802.507871759,481070.3633576187,1108243.577809033,1204457.650480557,160356.7877858729,1681964.529665156,356348.4173019398,737641.2238150154,242316.923765319,0.0,342094.4806098622,171047.2403049311,1336306.564882274,726950.7712959572,0.0,21380.90503811639,5990216.894845609,11980433.78969122,249443.8921113578,612919.2777593364,174610.7244779505,71269.68346038795,42761.81007623277,28507.87338415518,481070.3633576187,573720.951856123
sample427,57873392.44972017,2857466.96893886,74199699.48750475,23591053.56898506,21554502.95807185,799122.118432054,21317187.9047193,16592681.07726192,94441.70490560638,435884.7918720295,355972.580028824,16444964.56446085,82333.79402027224,2893790.701594862,2106776.494048142,31480.5683018688,70225.88313493808,864504.8372128584,53274.80789547027,680464.5917557793,50853.22571840344,62961.13660373759,75069.04748907175,0.0,89598.54055147273,0.0,656248.7699851111,324492.0117269552,7264.746531200492,0.0,1765333.407081719,5104695.229256879,341443.0869664231,222785.5602901484,31480.5683018688,19372.65741653464,12107.91088533415,14529.49306240098,106549.6157909405,72647.46531200492
sample428,99732558.5615879,1055338.144189097,93360178.53211667,24744575.54551612,14538834.90406391,1136040.472862381,35630078.10925484,2706631.946273214,251418.7931744614,1747515.809348417,10984828.50672122,496629.7149125163,117949.5572917226,19231985.70998719,13377962.94545591,940492.5226155777,1570591.473410833,1204327.058662852,164508.593064771,7474277.20943337,412823.4505210292,2539019.41749024,148988.9144737549,0.0,273146.343201884,505941.522067126,766672.122396197,713905.2151867423,0.0,49662.97149125164,4227560.448192795,7735007.809762442,1291237.258772542,1787866.973685059,403511.6433664195,102429.8787007065,176924.3359375839,9311.80715460968,599059.5936132228,558708.4292765809
sample429,350543152.6417425,6781728.898912996,49418338.1006589,72478891.59518752,30684982.43413494,922957.187426029,7858512.284243363,10834714.80891425,314340.4913697345,5363852.639968663,3317295.398284858,561800.0271288872,153826.1979043382,34095911.17027462,6454012.216421145,896204.8051817964,1544950.07460444,3477809.691750254,1578390.552409731,5484238.360067709,127073.8156601055,675497.6516668764,327716.6824918509,0.0,334404.7780529091,167202.3890264545,1083471.480891425,876140.5184986219,0.0,0.0,3277166.824918509,2855816.804571844,441414.30702984,1023278.620841902,220707.15351492,127073.8156601055,113697.6245379891,0.0,1451316.736749626,3036395.384720414
sample441,301667682.4268375,56047821.62383988,30080251.47104964,2888071.941989065,4530636.736781688,11209564.32476798,17821619.0457907,26164009.19949573,13362034.7301578,9792695.455977391,6649670.708689727,1295661.797419118,62693.31277834439,19526877.15336167,7794868.55544082,150463.9506680265,2231881.93490906,2980022.13406397,271671.0220394924,568419.3691903225,973836.1251569496,133745.7339271347,351082.5515587286,0.0,292568.7929656072,1295661.797419117,1767951.420349312,1115940.96745453,0.0,0.0,1111761.413269307,1642564.794792623,37615.98766700664,823372.1744889229,505726.0564119781,100309.300445351,29256.87929656072,8359.10837044592,2148290.851204601,2194265.947242054
sample442,158034007.1743825,36373232.44334443,12379692.45550743,6387909.56995489,6963026.830272372,3529928.898785362,3169013.475218779,11434856.95641443,10404927.57696833,2737675.529980667,9794599.05581508,214201.836750899,73356.79340784211,7670186.318723971,20745301.17573775,909624.2382572423,3670773.942128418,2517605.149757141,231807.4671687811,2227112.247862086,2150821.182717931,604459.977680619,401995.2278749748,0.0,349178.3366213284,1757628.770051897,167253.48896988,305164.2605766232,0.0,0.0,563380.1733722275,610328.5211532464,55751.16298996001,1590375.281082017,762910.6514415579,49882.61951733263,0.0,23474.17389050948,3491783.366213284,487089.1082280716
sample443,135909203.4938042,49284613.72396643,49749415.92926623,10147748.70565126,9111681.220094744,7901637.490096411,10116588.78127362,8883175.107992053,30617222.36139559,1246396.975105579,3440574.983364359,176572.9048066237,72706.4902144921,6922696.53256557,2778426.59033952,88286.45240331185,1152917.201972661,4497415.751839299,83093.13167370527,810158.0338186263,368725.7718020672,311599.2437763948,160992.942617804,0.0,179169.565171427,451818.9034757724,594635.2235399534,880267.8636683152,0.0,0.0,849107.9392906758,2199371.328988386,225909.4517378862,693308.3174024783,215522.810278673,36353.24510724605,0.0,10952713.41874028,475188.8467590021,2251304.536284452
sample444,122007715.8260523,19905300.66567691,7051848.720236166,8864849.728112597,13497429.90343845,194353.7080443534,1009478.961185597,2633927.864242879,139238.4774049099,2851487.985188051,5792900.820366775,162444.8903057282,58016.03225204579,9244854.739363497,5082204.425279211,1218336.677292962,490235.4725297869,2407665.338459901,1038486.97731162,855736.4757176754,116032.0645040916,153742.4854679214,159544.0886931259,0.0,104428.8580536824,388707.4160887068,104428.8580536824,174048.0967561374,0.0,0.0,397409.8209265137,380005.0112509,31908.81773862519,786117.2370152205,400310.622539116,37710.42096382976,43512.02418903435,0.0,3071948.907745825,385806.6144761045
sample456,263490101.9659315,2629045.047046731,24889931.14633962,4357171.230619504,10630842.5889927,19418896.59360685,9774969.66869244,14246803.30011772,15123151.6491333,2018877.271330278,8714342.46123901,1695365.497628266,110567.315062713,10553035.9598745,20688373.17395652,266180.5732991238,1904214.870524501,18014282.18373609,163803.4297225378,323511.7737020121,503695.5463968036,364462.6311326465,298941.2592436314,0.0,307131.4307297583,687974.4048346586,462744.6889661691,999200.9213074804,0.0,0.0,1298142.180551112,884538.520501704,45045.94317369789,1404614.409870761,470934.8604522961,24570.51445838067,45045.94317369789,7842089.197966495,409508.5743063444,339892.1166742658
