SampleID,Muribaculaceae,Akkermansia_dash_muciniphila,Bacteroides_dash_acidifaciens,Faecalibaculum,Parasutterella,Bacteroides_dash_uniformis,Bacteroides,Alloprevotella,Clostridia_dash_UCG_dash_014,Lachnospiraceae_dash_NK4A136_dash_group,Lachnospiraceae,Escherichia_dash_Shigella,Parabacteroides_dash_goldsteinii,Desulfovibrionaceae,Helicobacter_dash_ganmani,Mucispirillum_dash_schaedleri,Oscillospiraceae,Muribaculum,Lachnospiraceae_dash_bacterium_dash_10_dash_1,Roseburia,Colidextribacter,Lachnoclostridium,Clostridia_dash_vadinBB60_dash_group,Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,Lachnospiraceae_dash_bacterium_dash_28_dash_4,Oscillibacter,Rikenellaceae_dash_RC9_dash_gut_dash_group,Alistipes,Dubosiella_dash_newyorkensis,Ruminococcus_dash_sp_dot__dash_N15_dot_MGS_dash_57,Parabacteroides,Bacteroides_dash_caecimuris,Lactobacillus,Anaerotruncus,Ruminococcaceae,Bilophila,Desulfovibrio,Gastranaerophilales,mouse_dash_gut_dash_metagenome,Helicobacter_dash_mastomyrinus
sample457,136885520.9682362,6364180.583105896,16361978.72845584,7339993.073319846,15970369.76856735,3776993.520236014,2816160.607722716,21743927.00233322,9131122.57838361,3049414.031918595,14095782.61631424,199014.3894515294,32099.09507282731,12159137.21358699,18191627.147607,793917.6181345956,2542248.329767923,12734780.98522636,256792.7605826185,1846767.936523331,1793269.444735286,843136.2305795974,748978.8850326373,0.0,276052.2176263149,898774.6620391647,136956.1389773965,481486.4260924097,0.0,0.0,697620.3329161135,530705.0385374116,102717.1042330474,1902406.367982899,712599.9106167663,85597.58686087283,42798.79343043642,421568.1152897987,763958.4627332902,701900.2122591572
sample458,212114816.7164088,3975145.402790808,102220183.874807,6068520.453309921,9828282.502527464,1114703.321124799,4957595.78751097,21980438.03045069,27531282.70411961,4523050.42503859,3714418.185307381,253169.906831734,83130.41716862906,5309010.732814719,6718449.169355567,117138.31510125,627256.7840905648,9866069.05578593,132252.9364046371,631035.4394164116,343857.6346520565,230497.9748766533,411873.4305172985,0.0,117138.31510125,154924.8683597178,963557.1080909278,1156268.529709113,0.0,0.0,661264.6820231858,2229406.642249597,71794.45119108872,411873.4305172985,268284.5281351211,15114.6213033871,15114.6213033871,14974811.05633077,0.0,234276.6302025001
sample459,141772971.2269335,6729017.460926587,8948017.867773948,15168420.63098501,29774214.38396614,1026231.425479105,1291791.311896943,3591809.989176867,13084450.67485859,21150269.59792243,5554252.539654455,130529.4356969037,0.0,4523520.099151318,7255636.218738233,436598.4573310227,661649.2085325808,24418006.50536905,337576.1268023371,418594.3972348981,153034.5108170595,288064.9615379943,211547.7061294646,0.0,175539.5859372153,540121.8028837395,94521.31550465438,243054.8112976827,0.0,0.0,711160.3737969236,256557.8563697762,99022.33052868555,738166.4639411104,301568.0066100878,27006.09014418697,40509.13521628045,0.0,481608.6075713343,306069.021634119
sample471,371753695.6874902,14186919.65990281,4707280.682261331,11540430.05973745,6173696.231205412,655114.6387294569,898071.0610397191,40031409.08315695,22889965.7876597,676807.1764357304,4173644.254687004,312372.5429703371,121478.2111551311,21644814.12331961,5904708.763647622,390465.6787129214,2269039.444076199,2885107.514934364,160524.7790264232,264648.9600165356,516282.3974093072,151847.7639439139,212586.8695214794,0.0,65077.61311882023,485912.8446205244,2117191.680132285,2464272.283432659,0.0,0.0,1830850.182409476,95447.165907603,164863.2865676779,585698.5180693822,468558.8144555057,34708.06033003746,73754.62820132959,906748.0761222286,56400.59803631087,212586.8695214794
sample472,241671526.0470128,3508322.20713883,1290025.091730037,13209674.92519329,5098670.600647287,50053.88362973687,222967.2998051915,31891149.40172826,13828522.94097912,200215.5345189475,814513.1972475364,227517.6528624403,59154.58974423448,3014608.900427334,939647.9063218784,52329.06015836127,125134.7090743422,1060232.262338972,88731.88461635173,0.0,127409.8856029666,59154.58974423449,147886.4743605862,0.0,0.0,100107.7672594737,177463.7692327034,1067057.791924845,4550.353057248807,0.0,941923.082850503,27302.11834349284,213866.5936906939,241168.7120341867,38678.00098661485,0.0,13651.05917174642,138785.7682460886,18201.41222899523,104658.1203167225
sample473,352728549.4965814,7238188.363967534,12307902.40347393,11971341.55547309,4639427.385733164,800929.6129640356,1831913.476460294,48520145.54280533,24159956.56978216,1235476.530636012,3344307.160514723,93725.80577238715,144848.9725573256,12474052.69552498,7268010.211258749,127807.9169623461,826491.1963565048,1077846.766382452,183191.3476460294,217273.4588359884,894655.4187364227,792409.0851665458,264136.361722182,0.0,68164.22237991792,511231.6678493844,583656.1541280472,1895817.434941467,0.0,0.0,2142912.74106867,178931.0837472845,106506.5974686218,771107.7656728216,494190.6122544049,46862.90288619357,63903.95848117305,984120.960610065,55383.43068368331,238574.7783297127
sample474,112335577.6756338,6067701.182416984,2815820.078208333,8191298.824732436,20176133.03260665,205320.2140360243,420417.5811213831,8944139.609531194,12718120.6865743,260072.2711122974,1138060.614942535,72350.93256507523,41064.04280720485,3541284.834468952,1816595.036566348,166211.6018386863,254205.9792826967,7473655.790911283,66484.64073547453,275715.7159912326,48885.76524667245,150568.1569597511,260072.2711122974,0.0,0.0,152523.587569618,74306.36317494212,350022.0791661747,0.0,0.0,557297.7238120659,84083.51622427661,35197.75097760416,307002.605749103,123192.1284216146,0.0,58662.91829600694,119281.2672018808,142746.4345202835,598361.7666192708
sample486,236563051.8978089,11485273.37379519,9979438.079926204,5173357.490434931,3609807.254989079,724060.1761460652,1353677.720620905,42934669.72031342,17786695.63141421,388264.1524261509,3294998.482751659,110183.0702830969,120676.6960243442,13022589.54488793,3174321.786727315,309561.959366796,215119.3276955701,5105148.923116823,94442.6316712259,110183.0702830969,246600.2049193121,152157.5732480862,414498.2167792692,0.0,73455.38018873126,257093.8306605594,1663239.679987701,1804903.62749454,0.0,0.0,1280222.340432173,125923.5088949679,125923.5088949679,561408.9771567318,251847.0177899358,36727.69009436563,162651.1989893335,7996142.81483046,62961.75444748393,152157.5732480862
sample487,185323212.053265,5627227.40415218,2676653.587026775,4197234.391904999,8047215.578724333,116470.0190970555,437840.9977167086,15408552.15609934,15154043.59585022,524115.0859367497,7143494.504619402,213528.3683446017,92744.64483654418,8510938.802907053,31235533.64006588,420586.1800727003,741957.1586923534,2607634.316450742,183332.4374675873,69019.27057603288,1552933.58796074,148822.8021795709,375292.2837571788,0.0,28039.07867151335,476664.337415727,297645.6043591418,562938.4256357681,0.0,0.0,513330.8249092445,62548.71395952979,112156.3146860534,700976.9667878338,427056.7366892034,0.0,116470.0190970555,5471934.045356106,81960.38380903903,461566.3719772199
sample488,161210348.5185528,6355820.511624574,11439479.14690357,3210337.911483841,4377733.515659783,618619.8928111831,1431805.71965169,26538294.51458942,25972057.75786306,139688.3628928478,1095056.98767786,182093.7587710337,79821.92165305588,1232250.91551905,2412118.694953282,77327.48660139789,573720.0618813391,3275193.222826949,72338.61649808189,0.0,164632.7134094278,54877.57113647591,229488.0247525357,0.0,22449.91546492197,251937.9402174576,586192.2371396291,1342006.057792002,0.0,0.0,820669.131995481,204543.6742359557,59866.44123979191,204543.6742359557,152160.5381511378,0.0,29933.22061989595,8580856.577703508,52383.13608481792,1818443.152658679
sample489,103585560.2877346,18583571.14102094,12601615.93971506,15820180.48024001,21076630.10672548,501384.4259109218,1601195.424683266,5295728.590727339,12398289.53658067,5757834.052396392,4535565.10628175,233363.2581428714,101663.2015671915,26032711.18312606,32888045.70698645,2603964.27650511,1548053.296591325,5771697.216246463,972731.9968133551,284194.8589264672,711642.4109703406,935763.559879831,1088258.362230618,0.0,62384.23732532206,700089.7744286143,378926.478568623,640016.0644116374,0.0,0.0,1189921.56379781,258779.0585346693,233363.2581428714,783268.7575290437,478279.1528274692,11552.63654172631,566079.1905445892,5958849.92822243,231052.7308345262,628463.4278699112
sample501,237236854.9407656,19748505.54411768,6220683.099826749,5711106.277120693,10210765.76818548,100953.898837992,807631.1907039365,26997956.94638873,18142857.819742,216329.7832242687,5384207.938026244,163449.1695472252,57687.94219313832,10691498.61979497,15532478.43550249,552842.7793509089,235559.0972886481,6244719.742407223,235559.0972886481,67302.59922532804,447081.5519968219,399008.2668358734,384586.2812875888,0.0,0.0,134605.1984506561,495154.8371577705,1355666.64153875,0.0,0.0,903777.7610258335,134605.1984506561,163449.1695472252,1072034.259089154,240366.425804743,43265.95664485374,562457.4363830986,3086304.9073329,173063.8265794149,322091.0105783556
sample502,249698006.176249,17117854.62026452,5545906.557866188,4752640.124244174,10544412.88668327,215712.8021252846,874448.6709809925,41342634.24818359,33792686.17379864,459259.5142022188,2943435.977386947,266741.6370366423,81182.23735897808,5258289.488365809,4112460.195356233,122933.1022864525,475495.9616740145,5678117.630136524,164683.967213927,55667.81990329926,658735.8688557078,456940.0217062481,517246.826601489,0.0,41750.86492747444,315450.9794520291,649457.8988718246,1628283.732171503,0.0,0.0,1189899.650433021,113655.1323025693,160044.9822219854,524205.3040894013,477815.4541699853,11597.46247985401,480134.9466659561,463898.4991941605,143808.5347501897,361840.8293714452
sample503,309232210.9812986,17640488.92035366,15636377.66993479,2422173.167172919,5146040.501075562,155157.000032429,2288565.750478328,37802279.0912343,9486126.585316008,1021450.250213491,15860493.33664829,443921.4167594496,120677.6666918892,15636377.66993479,21769389.0878833,702516.4168134979,2831615.250591829,6447635.334680939,344793.3334053978,189636.3333729688,2422173.167172919,418061.9167540448,241355.3333837784,0.0,51719.00001080966,1525710.500318885,866293.2501810619,2417863.250505352,0.0,0.0,1331764.250278349,181016.5000378338,112057.8333567543,2034280.667091847,1318834.500275646,81888.41668378196,780094.9168297125,1400722.916959428,73268.58334864704,344793.3334053978
sample504,221302435.3672831,21584008.16881368,5803078.301286231,28075708.86431929,41704693.74991118,129116.6989161337,817739.0931355134,26260901.92955364,46507117.63459738,326378.3222602268,702968.6940989501,301272.2974709786,86077.79927742247,4605162.261342102,4906434.55881308,294099.1475311934,835671.9679849764,9131419.873346565,136289.8488559189,208021.3482537709,545159.3954236757,616890.8948215276,964788.6669011102,0.0,60971.77448817424,258233.3978322674,1448976.287836612,1190742.890004344,0.0,0.0,1316273.013950585,118356.9740064559,154222.7237053819,380176.9468086159,208021.348253771,0.0,455495.0211763605,0.0,60971.77448817425,520053.3706344274
sample516,69975208.56990151,234513.4600177158,6440100.402024964,10471927.96463723,414908.4292621125,360789.9384887935,1497278.244728493,1380021.514719635,559224.4046576299,32768746.16324467,36520961.52352811,171375.2207821769,721579.8769775869,7053443.297455912,396868.9323376729,53947115.55253685,31677356.59931606,1217666.042399678,3445543.912567978,9912703.5599796,17182620.82052879,9010728.713757617,21097191.6531322,0.0,5285572.598860824,16921048.11512441,17462233.0228576,12853141.55866327,45098.74231109919,369809.6869510133,288631.9507910348,153335.7238577372,2570628.311732654,2805141.771750369,5601263.795038519,24010570.40642921,0.0,72157.9876977587,1298843.778559657,0.0
sample517,28045920.38067243,196218.873707996,3344639.892749932,4290058.102433912,258652.1517059947,187299.8339939962,829470.693401983,276490.2311339944,392437.747415992,30645820.45730338,38035244.86035223,200678.3935649959,338923.5091319931,6212111.160800874,312166.3899899937,24322221.30007751,44381141.61686309,258652.1517059947,3919917.95430292,12700712.55273574,16803470.82117566,5636833.099247884,17467939.27986864,0.0,2216381.368928955,14578170.4125327,8499844.847441826,17459020.24015465,26757.11914199945,508385.2636979896,120407.0361389975,182840.3141369963,138245.1155669972,5917782.850238879,7969161.984458838,26654550.18528846,124866.5559959974,191759.3538509961,704604.1374059856,0.0
sample518,121610944.0484306,387784.8478259927,6479238.499092627,10963000.80208067,5251253.147643652,444336.8048006166,1421877.775361974,88867.36096012333,953304.4175722321,29423175.3287972,16424304.07563006,226207.8278984957,1179512.245470728,807885.0996374849,282759.7848731197,5138149.233694403,7618356.489581482,210050.1259057461,125367609.7617449,3053805.676629693,2859913.252716696,1502666.285325722,1405720.073369223,0.0,767490.8446556106,1454193.179347473,21360482.0344151,1195669.947463477,371627.145833243,58111175.21692427,1122960.288496104,72709.65896737363,492809.9107788658,1890451.133151714,1736952.964220593,2633705.424818201,0.0,646308.079709988,743254.2916664861,0.0
sample519,99900887.10152146,173798.7999089702,1223276.16859006,8382449.810994178,12185969.70130972,227275.3537271149,487973.5535905701,60161.12304541276,494658.1228178383,4010741.536360851,20174029.92789508,73530.26149994892,842255.7226357786,848940.2918630466,80214.830727217,4017426.105588119,6323602.488995606,327543.8921361361,9124436.995220933,1898417.660544136,2179169.568089395,1370336.691589957,1002685.384090213,0.0,795463.738044902,889047.7072266552,16330402.62221593,1123007.630181038,213906.2152725787,46725138.89860391,340913.0305906723,0.0,1557504.629953464,1390390.399271762,815517.4457267063,3228646.936770485,46791.98459087659,421127.8613178893,407758.7228633531,0.0
sample531,140691129.2937473,34223079.2125796,42816837.14015879,9995097.628932966,5512498.945686847,1857197.194565247,4161810.076912121,18394694.03162579,962365.8190019917,21129838.99089461,41483031.88224376,2076684.13574114,8568432.511289662,877947.7647035713,523391.936650206,20572679.83252503,27486518.47956565,253254.162895261,2625401.488680872,4263111.742070226,10847719.97734701,3984532.16288544,12831544.25335989,447415.6877816277,8779477.647035714,11734109.54748042,202603.3303162088,801971.5158349931,118185.2760177884,413648.4660622596,11067206.9185229,109743.4705879464,2093567.746600824,3562441.891393337,9817819.71490628,253254.162895261,4980665.203606799,0.0,937040.4027124656,953924.0135721496
sample532,137559420.4515153,52101458.57703733,19136835.87777642,8975931.796402205,8761330.516446643,1502208.959688934,2724503.206392353,5868878.482262979,3200358.218467729,45868690.96789318,26675872.14751966,10692742.0360467,4422652.465171149,550498.9355381809,410541.579045423,6167454.176114196,17690609.86068459,149287.8469256084,2659189.7733624,2957765.467213616,8388110.89913262,3470942.441020395,8444093.841729725,0.0,2939104.486347915,4637253.745126709,121296.3756270568,261253.7321198147,37321.96173140209,401211.0886125725,3638891.268811705,0.0,6148793.195248495,1716810.239644496,5738251.616203072,149287.8469256084,6503351.831696815,0.0,690456.2920309388,289245.2034183662
sample533,118395963.0566307,53096296.63787785,43732621.07849257,9855800.553273419,5287018.515419953,1609381.736769344,4003503.328657624,36297543.46812843,851243.2326713884,50456112.5490455,15960810.61258853,219461.1459230923,9363675.559385272,252712.8346993184,864543.9081818787,1908646.935755379,11910754.91964419,106405.4040839236,3125658.744965254,1323417.213293799,3657685.765384872,2221212.810251904,7634587.743021515,246062.4969440732,1868744.909223907,3744140.15620306,172908.7816363758,1662584.438811305,119706.079594414,206160.4704126019,984249.9877762928,86454.39081818788,571929.0469510892,2966050.638839369,4262866.501112187,86454.39081818788,4941200.9521472,0.0,891145.2592028596,7800846.186902645
sample534,42935273.69830906,8126714.712847886,11452634.1622398,2027954.244338072,325887.9639661732,340785.6994617697,1024219.315322259,4104326.129036833,63315.37585628509,21285139.58933348,9117414.12330505,109870.7992800241,1851043.635327864,150839.5718929144,119181.8839647719,1085672.474241594,4225370.229938555,61453.15891933552,1162023.368656526,661087.0126170941,1495360.200370498,1063325.870998199,1433907.041451162,83799.76216273024,294230.2760380307,1026081.532259208,0.0,679709.1819865899,31657.68792814254,80075.32828883114,260710.3711729386,40968.77261289035,65177.59279323464,921797.3837900328,409687.7261289035,61453.15891933552,2636899.182720579,0.0,178772.8259471579,400376.6414441557
sample276,26756731.57571327,10330027.095816,3650378.773310506,6592475.098068228,9761585.028131329,1029733.713665202,457659.4282956455,5486464.813020417,152553.1427652152,2488069.114146962,8463067.205784556,107150.4217041392,9360224.973951418,1816.108842443038,0.0,98069.87749192405,2731427.699034329,0.0,207036.4080385063,3775690.283439075,2477172.461092303,1712590.638423785,2262871.617684025,0.0,1489209.250803291,693753.5778132405,5448.326527329114,32689.95916397468,18161.08842443038,99885.98633436707,2729611.590191886,0.0,877180.5708999874,2428137.522346342,1173206.312218203,14528.8707395443,1552773.060288797,0.0,374118.4215432658,145288.707395443
sample277,55264422.22156968,1959911.220758067,6618664.591783307,11508928.51153887,15447779.21733421,478877.9843599807,540719.8432673953,6548894.289426226,3379102.598248738,1996382.060626542,914942.3740917512,8098112.13949146,22443837.71732174,0.0,12685.50951946969,47570.66069801132,661232.1837023575,33299.46248860793,74527.36842688441,250538.8130095263,505834.6920888537,344094.4457156152,2094694.759402432,0.0,1146452.922822073,187111.2654121779,38056.52855840906,25371.01903893937,231510.5487303218,31713.77379867421,371051.1534444884,0.0,3737468.242173756,91969.94401615523,648546.6741828878,0.0,1174995.31924088,0.0,57084.79283761359,499491.9373291189
sample279,22979427.87727652,1838905.371849765,9287796.987619307,3986238.100015543,8183393.876687055,521464.8086167634,498147.2765241439,2478017.728752018,925282.0689480376,2211985.885331677,1692640.852359698,29492438.5458741,15789148.89017058,19077.98080305232,0.0,30736.74684936207,538423.0137750322,0.0,78431.69885699288,209857.7888335755,490728.0617674014,125066.7630422319,4808711.050191577,0.0,86910.80143612724,104928.8944167878,20137.86862544412,34976.29813892925,43455.40071806363,54054.27894198158,987815.4504691536,0.0,2055122.487617692,93270.12837047802,469530.3053195655,14838.42951348514,473769.8566091326,0.0,0.0,85850.91361373545
sample280,32864842.56924566,530431.1175825286,5095743.600465167,2833686.625726081,6396072.311043695,325725.904729077,345037.7172624215,1122660.03527176,1078886.593529512,2304542.962312442,1888695.265761091,5017208.896162898,6053609.502119052,7724.725013337796,0.0,849719.7514671575,1505033.923431981,0.0,88834.33765338466,405548.0632002342,762172.8679826624,430009.6924091373,732561.4220982009,0.0,2027740.316001171,320576.0880535185,18024.35836445486,15449.45002667559,48923.25841780604,38623.62506668898,211142.4836978997,0.0,3902273.585904476,239466.4754134717,249766.1087645887,0.0,757023.051307104,0.0,60510.34593781273,239466.4754134716
sample291,241904992.6076681,67470627.98805596,153830491.6092458,34179849.61034753,37072859.17687158,345749.9238040934,804397.7819115645,2970626.896357619,119954.0551973386,6399901.650822709,8897768.447284935,254020.3521825993,4932228.504878802,0.0,0.0,49392.84625772764,1319494.607170724,70561.20893961091,296357.0775463659,12256481.99281042,1629963.926505012,896127.3535330587,1446504.783262024,0.0,698555.9685021482,324581.5611222102,84673.4507275331,0.0,0.0,141122.4178792218,1065474.254988125,56448.96715168874,2547259.642719954,225795.8686067549,522152.9461531208,0.0,966688.5624726696,0.0,705612.0893961092,296357.0775463659
sample292,138460680.6179168,4844573.412214293,186661997.2561603,36542237.85402905,34025102.57208036,995910.0463362215,1824011.073875864,3418196.752443368,98496.59798929664,13289744.68425954,11750279.33790831,9068983.059310794,5938980.056539812,7296.044295503454,0.0,36480.22147751728,1302343.906747367,0.0,539907.2778672556,671236.0751863178,777028.7174711179,780676.7396188697,437762.6577302072,0.0,1656202.055079284,744196.5181413523,65664.39865953109,58368.35436402763,244417.4838993657,186049.1295353381,134976.8194668139,51072.31006852418,2473359.016175671,634755.8537088005,766084.6510278627,0.0,3254035.755794541,0.0,1896971.516830898,893765.4261991731
sample294,63801900.2401414,9916689.959255477,292710902.3082523,31339960.30248725,21528927.61829234,950915.4755450459,1207511.714977836,11270109.33979314,8618614.865654306,5554553.888898046,4417480.357293917,79217799.80135843,6218685.332135856,45281.68931166885,55344.28693648415,45281.68931166885,382378.7097429814,0.0,256596.2394327901,186158.0560590831,327034.4228064973,206283.2513087136,825133.0052348545,0.0,171064.1596218601,90563.3786233377,90563.3786233377,0.0,352190.9168685355,145907.6655598218,286784.032307236,30187.7928744459,1615046.918782856,201251.952496306,166032.8608094525,45281.68931166885,412566.5026174273,0.0,90563.3786233377,155970.2631846372
sample295,95497662.17455758,3630482.691020268,183335173.9489645,47103832.13696436,18114595.92706988,1016871.309290399,1479085.540786035,2664034.752438484,684917.4521253515,1500095.278581292,3672502.16661078,20745015.09903595,5840707.10708122,50423.37070861484,58827.26582671731,302540.224251689,558859.0253538145,0.0,0.0,88240.89874007597,302540.224251689,558859.0253538145,92442.84629912721,0.0,466416.1790546873,155472.0596848958,58827.26582671731,0.0,336155.8047240989,29413.63291335866,373973.3327555601,0.0,4315400.14314562,672311.6094481979,210097.3779525618,0.0,806773.9313378376,0.0,0.0,2159801.045352336
sample306,178577273.4953317,39055270.21556381,78831545.29051642,65581190.25223837,33176307.51593208,539493.1465356736,549577.1305830693,7956263.41339526,5152915.848219238,1815117.128531238,6347867.957835635,257141.5932085921,2894103.421602585,0.0,0.0,1431925.734730199,2127720.634000507,0.0,0.0,1976460.87328957,892432.5881945255,983188.4446210873,1275623.981995564,0.0,1063860.317000253,544535.1385593713,30251.95214218731,0.0,0.0,0.0,1028566.372834368,0.0,3912585.810389558,363023.4257062476,443695.2980854138,0.0,700836.8912940059,0.0,1436967.726753897,5092411.943934863
sample307,86374071.99781393,67064582.21136712,162323639.9675758,28530221.55045827,30031524.82760638,3821499.250922462,3854254.958787512,4877870.829570314,7266307.861396854,12212419.74901936,11781136.26212953,1771537.86703477,824351.9812704169,0.0,0.0,76429.98501844924,737003.4269636178,0.0,0.0,843459.4775250292,633277.0187242938,335746.0056167592,152859.9700368985,0.0,212912.1011228229,881674.4700342538,46403.91947548704,10918.56928834989,0.0,0.0,90078.19662888661,0.0,1700567.166660496,428553.8445677334,169237.8239694233,0.0,1086397.644190814,0.0,2003557.464412205,1001778.732206103
sample309,20310084.21248538,33227702.64699449,148362390.3798104,3919612.402581387,9675125.182507219,1183213.361064194,1385651.045258068,540997.2594836287,5361108.326237767,1148310.312065251,3951025.146680437,9011967.251527287,638725.7966806714,0.0,0.0,45373.96369862693,383933.5389883817,0.0,0.0,0.0,565429.3937828895,188476.4645942965,841163.4808745454,0.0,62825.48819809882,984265.9817702149,0.0,0.0,0.0,20941.82939936627,34903.04899894379,0.0,575900.3084825726,600332.4427818332,181495.8547945077,0.0,834182.8710747566,0.0,111689.7567966201,1047091.469968314
sample310,78540020.3091947,49383371.2162705,151946270.1907085,16684753.88996262,18751596.52967827,20685094.48296066,14172039.95498573,3425291.632754565,15968026.20038381,4033676.764606349,6938090.71598096,5212943.835250561,1079258.555819261,0.0,0.0,458372.3596143578,825070.2473058441,0.0,0.0,237520.2227092581,329194.6946321297,383365.9734956448,350029.8018873278,0.0,195850.008198862,500042.5741247541,16668.08580415847,12501.06435311885,12501.06435311885,0.0,137511.7078843073,0.0,654222.3678132198,708393.6466767349,258355.3299644562,0.0,225019.1583561393,0.0,870907.4832672799,495875.5526737144
sample321,156390122.2973486,51385671.57998467,60456374.72333347,11213933.30679249,21978479.64383065,594573.5292134117,563462.1236150354,4694365.42251054,11193192.3697269,8268720.243479538,8403536.334405832,273089.0046968576,1337790.440730176,0.0,24197.75990984815,93334.21679512857,2219280.266017502,0.0,0.0,639512.2261888438,459757.4382871148,224693.4848771614,902230.7623529095,0.0,936798.9907955497,604943.9977462037,27654.58275411217,0.0,0.0,0.0,515066.6037953392,0.0,3695343.620518239,342225.4615821381,359509.5758034581,0.0,608400.8205904677,0.0,1794091.056173027,556548.4779265075
sample322,135737383.0702838,85175546.93123646,44283046.63241026,17299320.84868658,18248673.82209012,31434131.78602806,9870257.10443355,10779425.8249946,5344505.628049513,5399758.97570792,783592.9304283119,316450.9911345107,1074928.763536274,35161.22123716785,0.0,25115.15802654846,261197.643476104,0.0,0.0,25115.15802654846,210967.3274230071,0.0,296358.8647132718,0.0,0.0,175806.1061858392,0.0,0.0,0.0,0.0,185852.1693964586,0.0,1808291.377911489,221013.3906336265,50230.31605309693,0.0,210967.3274230071,0.0,195898.232607078,642948.0454796407
sample324,437292.1600566863,160229.1884177171,313782.1606513627,34228960.37573481,69175613.99125731,33381.08092035772,46733.51328850082,40057.29710442927,80114.59420885854,357177.5658478276,96805.1346690374,273751568.4116696,176919.7288778959,46733.51328850081,0.0,70100.26993275122,110157.5670371805,0.0,0.0,33381.08092035772,0.0,0.0,76776.48611682277,0.0,103481.350853109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5314268.08252095,43395.40519646504,30042.97282832195,0.0,110157.5670371805,0.0,0.0,7290428.073006127
