lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta__Muribaculaceae,beta__Akkermansia_dash_muciniphila,beta__Bacteroides_dash_acidifaciens,beta__Bacteroides_dash_uniformis,beta__Parasutterella,beta__Faecalibaculum,beta__Bacteroides,beta__Clostridia_dash_UCG_dash_014,beta__Lachnospiraceae_dash_NK4A136_dash_group,beta__Alloprevotella,beta__Lachnospiraceae,beta__Escherichia_dash_Shigella,beta__Parabacteroides_dash_goldsteinii,beta__Desulfovibrionaceae,beta__Helicobacter_dash_ganmani,beta__Oscillospiraceae,beta__Mucispirillum_dash_schaedleri,beta__Lachnospiraceae_dash_bacterium_dash_10_dash_1,beta__Muribaculum,beta__Roseburia,beta__Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,beta__Clostridia_dash_vadinBB60_dash_group,beta__Colidextribacter,beta__Ruminococcus_dash_sp_dot__dash_N15_dot_MGS_dash_57,beta__Oscillibacter,beta__Lachnospiraceae_dash_bacterium_dash_28_dash_4,beta__Rikenellaceae_dash_RC9_dash_gut_dash_group,beta__Parabacteroides,beta__Desulfovibrio,beta__Lactobacillus,beta__Ruminococcaceae,beta__Anaerotruncus,beta__Gastranaerophilales,beta__Helicobacter_dash_mastomyrinus,beta__Alistipes,beta__Bilophila,beta__Lachnoclostridium,beta__Peptococcaceae,beta__Lachnospiraceae_dash_UCG_dash_006,beta__Bacteroides_dash_caecimuris
# Adaptation terminated
# Step size = 0.373977
# Diagonal elements of inverse mass matrix:
# 0.0210511, 1.82043, 0.136385, 0.581051, 0.285891, 0.371914, 0.843244, 0.891372, 0.920548, 0.997793, 0.933215, 0.943373, 1.09702, 0.75231, 0.96573, 0.904686, 0.947076, 0.804305, 0.81007, 0.876024, 0.981599, 1.06153, 0.973217, 0.900225, 1.03705, 1.10776, 0.980944, 1.01494, 1.01561, 1.09343, 0.861208, 0.96794, 0.862674, 0.986777, 0.951009, 0.840794, 0.922123, 0.946595, 0.883483, 0.960308, 1.04123, 0.820458
-1397.69,0.952734,0.373977,4,15,0,1420.63,1.95755,0.999578,-2.6289,-0.762768,1.03311,-0.763866,-1.67155,1.73094,-0.107834,0.463293,-2.13348,-0.407485,0.443741,-0.852526,1.43545,0.775973,-0.651914,0.07468,0.0402677,0.629383,1.76174,0.528708,-1.0582,-0.916692,0.784171,0.229165,-1.07553,1.12984,2.09092,1.15085,0.159016,-1.18778,-0.331613,-0.777555,0.0772507,1.37854,-0.206195,0.268883,2.08808,0.257335,1.15631,-0.972762
-1396.19,0.955627,0.373977,4,15,0,1413.11,1.97414,0.999584,-1.67835,-0.395512,2.01673,-1.18725,-2.86404,-0.769304,0.0859322,-0.322691,-4.18822,-2.36903,-1.33735,-0.591366,4.34284,2.12119,0.698433,-0.978175,0.176585,-0.781529,0.917482,0.748321,-0.71847,-0.136383,1.53224,0.506845,1.20487,0.419384,-1.10308,-0.650785,0.764144,0.865422,0.711327,0.129381,-0.615087,-1.18727,-1.60961,-0.184901,-0.907819,0.303094,-0.0235289,0.764344
-1394.07,0.993382,0.373977,4,15,0,1410.48,1.91481,0.999581,-2.63513,-0.115178,1.12571,-0.999932,-0.870526,1.69988,-0.284666,0.16094,-2.59768,-0.631277,-1.06596,-1.51312,1.83068,1.48742,1.22858,-0.198135,0.595932,0.345225,0.255221,1.26064,-0.398105,0.174659,0.316483,-1.18264,-0.0848663,1.02121,-0.894938,-1.07801,0.60599,1.04943,-0.423612,1.44613,0.220681,0.0949899,0.921549,1.06605,1.36704,0.390949,3.01948,0.681608
-1406.6,0.581474,0.373977,3,7,0,1428.69,2.07579,0.999953,-2.02188,-1.90088,0.470391,-0.351651,-2.21899,1.59264,-0.279389,-0.338805,-5.01531,-1.4467,1.66815,-0.570822,2.28468,1.40827,2.35012,-1.29765,-1.08334,0.737552,-0.204294,1.43393,1.64515,0.932302,0.341288,-1.54547,-0.836936,1.09041,1.66515,-1.48069,1.11297,-0.0278888,0.949935,2.40218,2.32361,1.15675,-0.0909448,-0.542428,1.52123,0.385046,0.274375,0.590532
-1395.45,0.97661,0.373977,4,15,0,1423.77,1.95016,0.999952,-2.2015,-0.743352,1.50821,-1.68654,-1.67739,0.851977,0.517106,-1.44193,-4.06979,0.575106,0.724898,-1.46652,2.87923,1.54402,2.44182,-0.399687,-2.16793,-0.114755,-0.251163,0.922868,-0.932205,-0.759863,0.45292,-1.0903,-0.283593,0.928123,0.65089,-0.470221,0.988073,-0.681633,1.62731,1.9924,0.414016,-1.56057,-1.60936,-0.330596,-0.451732,0.0402839,0.517764,0.442371
-1392.87,0.938111,0.373977,4,15,0,1409.69,1.95416,0.999967,-2.07224,-1.06857,1.45001,-1.65137,-0.789962,1.83532,-1.25453,1.20984,-2.82064,-1.06252,0.0818233,-1.29179,2.68178,2.46798,1.24276,-1.09826,0.455557,-0.668577,0.0486028,0.78197,1.78464,-0.0523351,-0.256876,0.227403,1.08404,1.16204,-1.12061,0.707423,-0.482422,-1.50985,0.160884,-0.149867,0.0110105,0.66038,0.747843,-0.626086,-0.0718979,1.32479,0.335585,-0.613976
-1396.23,0.890307,0.373977,4,15,0,1414.06,1.92206,0.998456,-2.51279,-0.17257,1.61553,-0.781667,-2.61851,-0.546188,0.895213,0.0579544,-3.69874,-1.16815,-0.575715,-2.28652,1.94618,0.47632,1.42534,0.305183,-0.910873,-0.0996535,-0.367146,0.615717,-1.31831,-0.54861,-0.906914,-0.133936,-0.819805,1.99228,0.72479,0.584409,0.912784,1.87443,0.0601514,0.248737,-0.0823588,-1.47787,-1.67423,1.01298,-0.576426,-0.0123684,-1.50496,0.812872
-1402.7,0.580104,0.373977,4,15,0,1421.69,2.25258,0.999745,-2.37555,-1.13703,1.19626,-2.09209,-1.43027,0.932054,1.44909,0.91126,-3.07312,-1.87689,-0.567264,-2.18223,1.71668,1.23322,3.14064,0.0216485,0.964116,0.3196,-0.00100996,1.11763,-1.4665,-0.333254,-1.08279,-0.385448,-1.32984,3.40221,-0.15921,0.0534488,1.88176,1.40182,0.123546,1.45734,1.28326,0.341155,-1.82194,-0.3606,1.40333,0.067592,-0.871761,-0.179472
-1399.01,0.874242,0.373977,4,15,0,1424.59,1.82253,0.999428,-1.97709,-1.82974,2.00787,-1.08542,-3.04511,1.33638,-0.177214,-0.650419,-4.77689,-1.80716,-0.0735984,-1.18382,1.61554,-0.356112,1.61217,-0.243709,1.1365,-1.7343,0.843236,0.0683833,1.57136,-0.0277378,-0.841559,1.04834,0.647028,0.800066,0.023774,0.553034,-1.77922,-0.205254,0.0270703,1.68556,0.186625,-0.810048,0.772569,-0.125946,1.05695,0.512755,-0.470076,0.454235
-1395.72,0.935488,0.373977,4,15,0,1421.91,2.01165,0.999708,-2.51712,-0.408658,1.2573,-1.86745,-0.551669,-0.291789,-1.41029,0.42539,-1.65935,0.296335,0.953776,-0.628788,2.45506,4.08609,0.855394,-0.343014,-1.30358,1.29701,-0.413431,0.974033,-1.70239,-0.0428401,0.462289,-0.406601,-0.738585,2.89494,0.275287,-0.470766,1.95842,0.132319,0.187519,-0.968459,-0.171522,0.444886,-1.05291,-0.563922,-0.897733,0.651221,0.00897098,-0.153801
-1396.26,0.818732,0.373977,4,15,0,1421.98,1.95429,0.999693,-2.07238,-0.942744,2.25895,-0.804746,-2.6791,1.25215,1.12416,-0.439782,-4.14093,-1.7847,-0.574954,-2.02531,2.07145,-0.0173267,1.7383,-0.866869,2.29659,-1.2123,0.589671,-0.0771002,1.33134,-0.371837,-0.59976,0.0826246,0.370079,0.748099,-0.506239,0.884267,-1.34376,-0.211812,-0.571114,1.43071,0.378859,-0.372504,1.19576,0.411098,0.839913,-0.138363,0.024753,1.1567
-1397.35,0.991215,0.373977,4,15,0,1410.28,1.92514,0.999635,-2.49328,-0.229182,0.955222,-1.45691,0.220104,-0.108438,-1.70422,-0.147304,-2.92034,-0.647452,1.39429,0.129952,2.55652,2.06502,-0.287267,-0.0296613,-2.4119,0.479282,-0.481299,-0.0539901,-1.48434,-0.408123,-0.149509,0.560483,-0.924939,1.53487,0.642647,1.4398,1.51338,1.45742,-0.0435072,0.414301,0.142539,0.581783,-1.35632,-0.0357494,-0.248796,0.460844,0.268426,-0.990394
-1397.33,0.938699,0.373977,4,15,0,1417.75,1.96524,0.999781,-2.07948,-1.45461,2.18842,-1.08581,-3.08023,0.245903,0.515636,0.706512,-2.31923,-1.06665,0.258782,-1.32741,3.01656,1.54758,1.66579,-0.685406,2.90252,-1.08249,1.2147,0.661534,1.40372,0.9647,-1.05399,0.143696,0.0931166,1.66754,-0.454772,-1.68956,-1.43878,-1.13232,0.460314,0.190499,-0.680635,-0.948907,1.09849,-0.684717,0.15693,0.72684,-0.588445,1.46294
-1402.93,0.791201,0.373977,4,15,0,1421.94,2.15545,0.999507,-2.67252,0.191215,1.16466,-1.32282,-1.44814,0.20742,-1.01812,-1.53376,-3.22142,-0.428507,-0.322335,-0.81312,0.431122,2.44215,0.871324,0.0775356,-3.30116,0.975731,-0.53788,0.165593,-1.41437,-2.1265,0.686032,-0.272063,-0.436878,2.22511,0.799897,1.28537,2.01458,1.94009,0.687841,0.98891,0.669752,1.16305,-1.32486,0.853609,-0.300846,-0.197399,0.331486,-0.828057
-1391.87,0.977472,0.373977,3,7,0,1416.83,1.91615,0.999833,-1.97713,-0.369332,1.56917,-2.5669,-1.52209,0.132694,-0.472782,-0.243387,-2.53747,-0.557098,0.225229,-2.05198,3.06831,1.75961,0.294888,-1.68514,0.231031,-1.59764,0.726192,0.291004,1.53939,0.95804,-0.678836,0.384641,0.642666,1.882,-0.753932,-0.696613,-0.246939,-0.262329,0.713974,0.136601,0.0777906,-1.54082,0.17366,-0.474197,0.26878,1.9746,0.196176,-0.939497
-1391.15,0.865673,0.373977,4,15,0,1411.63,1.84545,0.999851,-2.32094,-0.480769,1.65999,-0.648457,-1.37601,0.953279,0.556062,-0.421492,-3.37451,-1.35573,0.275795,-0.138002,1.77779,2.07218,2.20752,0.980233,-0.325431,1.35613,-0.308211,0.66203,-2.02409,-1.27168,0.708642,-0.512066,-0.752343,1.68878,0.819608,1.10039,0.642144,0.382834,-0.562842,0.452778,-0.109698,0.877268,-0.420025,0.373508,-0.217736,-0.462005,-0.100965,1.16598
-1398.21,0.5721,0.373977,4,15,0,1419.41,1.90219,0.999878,-2.48232,-0.304343,1.20263,-1.15465,-0.132038,0.40913,-1.585,-0.718657,-4.01445,-3.07383,0.593947,-1.19665,0.739492,2.58141,-0.569439,-1.65729,0.619725,-0.734572,0.598,0.247511,0.773101,0.721895,0.253122,-0.269081,-1.05112,0.797346,-0.51357,1.25361,-1.01156,-0.754122,1.33071,1.13041,-0.6207,-1.30749,-0.378646,-0.686151,-0.010621,0.420406,-0.586561,0.250743
-1400.14,0.936862,0.373977,4,15,0,1420.92,2.2043,0.99949,-2.66703,-1.58529,1.8987,-1.82765,-4.48461,0.54474,0.72857,0.133358,-2.35578,0.994951,-0.620811,-1.01958,3.48546,1.05521,3.01965,0.888721,-0.603578,0.259266,-0.342734,0.648056,-1.27547,-1.28259,-0.474243,-0.102718,0.574698,2.61921,0.243046,-0.873505,1.21705,1.02179,-1.54468,-0.365747,1.04249,0.565839,-0.316225,0.238,0.0140626,0.579397,0.741767,-0.19999
-1399.79,0.927084,0.373977,4,15,0,1422.21,1.67868,0.99958,-1.7873,-0.33709,1.5312,-0.84734,0.604338,0.699043,-0.695608,-1.13095,-2.71094,-2.93913,0.511171,-0.860564,1.60224,2.69096,-0.975942,-1.46075,0.0411453,-0.653703,2.06271,-0.808237,0.684161,0.411398,-0.255816,-1.01573,-0.77224,1.23451,-0.500085,1.87352,-1.01172,-0.857269,1.29011,1.28894,0.000127436,-0.801456,-0.438422,-0.636911,0.611638,1.85595,0.315432,0.580727
-1397.21,0.912915,0.373977,4,15,0,1420.1,1.99714,0.999625,-2.19413,-1.31975,1.73518,-1.38066,-3.49532,0.59768,0.23028,0.163646,-3.35075,0.251142,-0.755512,-1.34742,3.64314,0.822953,3.59491,1.54328,1.23571,-0.69673,-0.865636,1.32582,-0.489935,-0.92534,0.0175302,0.940315,0.419684,3.56206,0.183675,-1.59899,0.794036,0.899929,-0.934886,-0.16609,-0.191017,-0.346947,0.0731524,-0.139521,0.348804,-0.312496,-0.0537307,-0.275033
-1398.36,0.878049,0.373977,4,15,0,1418.45,1.90669,0.999236,-2.29985,-1.05434,1.66658,-1.24083,-0.0753295,0.798077,-0.699718,-1.4732,-2.9537,-1.11027,2.23446,-0.358568,1.64721,3.02169,-1.29521,-1.95437,-1.19833,0.208936,0.806915,-0.766713,-0.0828001,0.320888,-0.272883,-0.0885077,-1.09805,0.944709,-0.0962279,1.60764,-1.20038,-0.625961,0.90339,1.39771,-0.974069,-0.613938,-0.232927,-0.49753,-0.243991,1.51047,0.500815,0.872177
-1400.12,0.900398,0.373977,4,15,0,1420.74,1.8727,0.998928,-2.42894,-1.03348,1.78654,-1.1273,-3.00001,2.05544,0.698563,-0.705917,-2.4644,0.95508,0.873396,-0.63163,1.78835,1.79646,-0.582504,0.018392,-0.131845,0.82366,-0.231135,3.42233,0.296068,-1.36595,-0.132463,-0.00537731,-2.0088,1.79587,-0.647276,0.565828,1.1118,2.02848,0.24076,1.51407,0.166127,0.600202,-0.200614,0.437938,-0.0499113,1.08283,0.00887668,-0.925292
-1397.88,0.998719,0.373977,4,15,0,1418.73,1.90321,0.999778,-2.21645,-0.591992,1.90319,-1.51677,-2.25142,0.770285,0.538388,-0.271717,-3.64978,-0.461443,0.0710761,-1.35359,1.35645,1.12109,0.285437,-0.334774,0.103398,0.0233304,1.29331,1.78949,-0.438803,-0.74051,0.0949923,0.513568,-1.96179,1.76026,-1.91967,2.21553,-0.197696,-0.289615,0.424611,-0.316221,1.19669,2.82762,-1.85069,-0.0432731,-1.09251,-0.689293,-0.346462,-0.618638
-1400.29,0.802367,0.373977,4,15,0,1418.21,1.96538,0.999528,-2.21855,0.414752,1.84762,-1.93934,-0.939434,-0.431053,-0.219166,-0.0742365,-2.89492,-1.88942,0.584687,-1.07201,3.46887,0.904924,2.71178,-1.47572,0.766084,-0.986787,0.12622,-2.19416,0.0555567,1.04971,-0.0919194,-0.144425,0.376487,1.22449,1.04376,-0.920077,0.021127,1.31825,-0.468469,2.30276,-1.48003,-0.744138,2.04163,-1.0653,0.160442,1.08779,1.09357,0.882762
-1407.16,0.823658,0.373977,4,15,0,1428.13,1.8496,0.99989,-1.84013,-1.14502,2.10305,-1.88683,-2.99015,2.13755,-0.3078,-1.21594,-3.3237,0.935846,-1.10838,-1.60762,1.02341,2.23136,0.461944,0.724246,-1.2348,-1.28843,-0.318111,4.14271,0.747224,-0.418877,2.45795,-0.134977,-0.400153,1.80035,-1.89345,-0.134837,-0.272673,-0.902209,1.06904,-0.522549,1.42103,0.212047,-1.65785,-1.18586,0.403155,-0.0323524,-0.291152,0.121072
-1392.06,0.910172,0.373977,3,7,0,1421.07,1.91991,0.999698,-2.36536,-0.771809,1.24547,-1.77283,-1.84932,-0.29204,-0.435918,0.314328,-2.45254,-1.08564,0.993763,-1.36214,3.14762,2.50327,1.57005,-0.56886,0.789004,-0.632376,0.964444,0.0025278,1.76132,-0.0706624,-0.0368109,1.45713,-0.102119,1.79875,-0.472854,-0.203399,-0.051099,-0.2225,-0.341089,2.17955,1.00262,-0.90051,1.28004,-0.321051,-1.41844,1.23103,-0.0648018,-0.345363
-1407.15,0.813845,0.373977,3,7,0,1418.93,2.21994,0.999705,-1.99468,-1.09274,0.735294,-1.69065,-1.59511,-0.0634825,-0.797274,0.401171,-3.07923,-1.11934,-2.32404,-0.403658,4.13659,1.18841,-1.04445,-0.76697,-0.584621,-1.89176,0.581965,1.15754,0.254073,0.142664,-0.828239,-0.815192,-1.14429,-0.0849904,0.312771,0.163354,0.311368,1.89658,-0.473833,0.985667,-2.47929,-0.582127,-0.896202,1.37354,-1.57747,0.0526834,-0.760194,-1.82269
-1407.95,0.893453,0.373977,4,15,0,1430.65,1.90181,0.999662,-2.80287,0.221147,2.48013,0.0626776,-1.62309,1.41546,0.289971,-1.05633,-3.78604,-0.5357,1.39041,-2.12939,0.0844863,2.5055,3.43243,-0.190602,0.225904,1.00805,-0.0676903,-0.267575,-1.05761,-0.530699,0.355375,0.446859,0.734712,3.48995,-0.817021,0.274617,-0.118455,-1.69707,0.612618,-0.585531,2.33407,0.229114,0.674446,-2.33616,1.62841,0.739299,0.936448,2.1982
-1403.53,0.999844,0.373977,4,15,0,1426.76,2.08,0.999568,-2.20794,-1.67037,1.22821,-0.995889,-0.423835,-0.144964,-0.882898,1.25477,-2.01224,-0.756903,-2.18074,-1.73498,4.78263,2.26613,-0.873845,-0.409879,-0.365887,-2.21768,0.461156,1.09853,0.735998,1.12341,-0.580235,0.47292,-0.994539,0.834581,0.287906,0.256269,0.401145,1.66318,-0.538962,0.786599,0.204117,-0.327157,-0.680543,1.30473,-2.21528,0.0513394,-0.335792,1.53502
-1400.28,0.985774,0.373977,4,15,0,1424.48,1.83306,0.999265,-2.0792,-0.350318,2.56135,-1.71656,-3.05023,1.00157,0.843838,-0.258108,-1.94719,-0.944752,-1.75684,-0.472777,3.51162,1.12781,2.14247,0.664434,-1.77143,0.342366,-1.36013,1.43662,-1.36156,-0.604031,0.169349,-0.563488,-0.666683,1.14603,0.512591,1.68494,0.858715,0.69426,-0.416405,2.64586,0.717602,0.284644,-1.85598,-1.7452,0.530093,0.92678,-0.526071,-0.145237
-1404.59,0.838672,0.373977,4,15,0,1424.99,1.98813,0.999858,-2.35712,0.309657,2.28195,-2.44853,-2.63082,-1.45468,-0.429678,-0.836991,-3.71345,-1.08678,0.849745,-2.58408,1.91412,1.76508,0.169583,-0.000811834,-1.58856,-2.26233,-0.2799,0.553131,-1.84425,-0.786996,-1.22523,-0.151247,-0.314051,3.5144,-1.34789,-0.802585,-0.443842,-1.69848,-1.04801,1.45531,0.459199,-0.656026,2.43662,0.0134466,0.74725,0.506316,-1.06469,0.481472
-1406.69,0.841183,0.373977,4,15,0,1435.86,1.57115,0.999319,-1.87111,-1.7958,1.11073,0.487575,-1.23351,1.85988,-0.435854,-0.0360712,-2.47536,-0.505181,0.0164923,-0.167468,1.98628,1.82623,2.27552,-0.660404,1.60027,1.99263,0.496671,0.263153,1.25998,0.82371,1.71887,-0.310656,0.206921,0.28724,1.58895,1.17247,0.665884,1.96159,1.31779,-0.627941,-0.412284,0.349128,-2.68585,-0.519601,-0.60371,0.590171,0.792159,-0.34225
-1403.12,0.951672,0.373977,4,15,0,1429.8,1.99316,0.99975,-2.03349,-0.524753,1.92596,-2.6039,-0.830737,-0.383567,1.00908,-0.502978,-2.87165,-1.86011,0.52636,-2.22479,3.24627,1.95648,0.286389,0.936608,-1.39688,-2.17934,-0.410611,0.674096,-1.38937,-1.01382,-1.75233,0.059184,-0.297315,3.40899,-1.71081,-0.785664,-0.686667,-1.59494,-1.12001,1.28619,0.396509,-0.534564,2.54457,-0.353322,0.212053,0.756975,-0.778645,-0.0615611
-1398.42,0.91282,0.373977,4,15,0,1423.89,1.90524,0.998731,-2.63087,-1.23962,1.45805,-0.131257,-2.01243,0.833013,-1.441,0.189379,-2.69004,-1.54601,0.611571,0.320869,2.26632,1.72212,1.78041,-2.00235,1.55924,-0.0866983,0.198303,0.227366,0.96438,-0.554131,-1.44362,-0.141725,0.769494,2.90116,1.2685,0.272873,1.06567,-0.11086,1.26584,-0.444195,-0.0571354,-1.04456,-1.97398,0.118521,-0.799007,0.30221,1.49463,0.245236
-1404.39,0.841142,0.373977,4,15,0,1423.97,2.12132,0.999394,-2.71415,-2.3211,1.30274,-0.273122,-1.25662,1.24759,-1.16008,-0.446491,-3.29251,-1.372,-0.472213,0.366337,3.45856,0.651582,1.15167,-1.97541,0.713988,-0.330527,-0.169997,0.475885,0.638278,0.381342,-1.31198,-0.704297,-1.17774,1.60879,0.689852,0.98595,2.07545,0.183437,1.26901,-0.279592,-0.189827,-0.792373,-2.64717,0.718223,-0.61157,-0.0412793,2.82592,0.324322
-1398.16,0.954244,0.373977,4,15,0,1420.73,1.99919,0.999781,-2.27667,-0.845256,2.04059,-0.872989,-2.38913,-1.17102,0.168466,-0.446871,-2.38458,-0.264483,0.228237,-2.80028,1.27632,3.5345,0.577462,1.79985,-0.111579,-1.38492,1.16639,-0.417073,-0.386151,0.373589,0.875119,0.971903,0.650284,0.927425,-0.296385,-0.172187,-0.403033,0.748153,-1.20445,1.91244,0.947183,1.14037,0.984943,-0.628239,-0.286981,0.410751,-1.26232,0.76004
-1402.32,0.886952,0.373977,4,15,0,1418.88,2.12752,0.999594,-2.42962,-0.848131,2.24213,-0.901537,-2.43764,-1.35242,0.031637,-0.173882,-2.43131,-0.256893,1.38563,-3.14296,1.10497,3.5846,0.703427,1.80533,0.330722,-1.34735,1.58935,-0.779777,-0.229646,0.387309,0.748996,0.323228,0.907092,1.03783,-0.33837,-0.362771,-0.0818198,0.896844,-0.751454,1.53299,0.616151,1.48622,1.55385,-0.806916,-0.548005,0.706808,-0.95814,0.776328
-1407.85,0.93458,0.373977,4,15,0,1426.52,1.84334,0.999513,-1.91985,-1.07464,0.286304,-1.84266,-0.788659,1.38154,1.0744,-0.592795,-1.77094,-0.143069,-1.18843,-0.96752,3.22873,0.635964,2.45026,-2.21686,-0.671868,1.12979,-0.561601,1.12213,-1.39547,-0.406589,0.720911,-1.91597,-1.21292,4.78914,0.282836,0.572583,1.11727,0.518818,0.747232,-1.72101,0.164247,-2.01606,0.0229043,1.01866,1.12887,-0.272509,1.63345,-0.970476
-1407.03,0.958522,0.373977,4,15,0,1433.58,1.8501,0.999571,-1.7806,-0.246693,0.310587,-1.92257,-0.0216539,-0.411573,0.963424,-0.112844,-2.58852,-0.572529,0.381962,-0.806819,4.29071,1.61834,-0.305839,-1.9186,-0.802668,-1.33967,0.112316,2.51871,-0.325357,1.77471,-0.615476,-0.855665,0.158321,1.33946,0.6208,-2.66592,0.615163,1.79679,1.31036,0.775464,-1.08828,0.204438,1.05181,1.48763,0.50876,1.03132,-1.36671,-0.450424
-1403.83,0.970344,0.373977,4,15,0,1431.2,2.04494,0.999685,-2.96024,-1.01285,2.59156,-0.190897,-2.77768,1.46626,-0.336799,-0.219621,-3.53806,-1.6988,-0.0830953,-1.65014,0.947681,2.09914,3.07587,1.22986,0.581285,0.678347,0.277563,-1.36701,-0.0916149,-1.00755,-0.125114,0.163146,-0.467809,2.0965,-1.18625,1.01457,-0.620393,-1.10004,-0.707945,0.249495,1.34051,-0.329662,-1.03853,-3.55224,-0.980449,-0.363591,1.97034,1.24407
-1403.63,0.95403,0.373977,4,15,0,1425.6,1.72091,0.999973,-2.10503,-0.598484,1.23467,-1.07,-1.09223,1.39929,-0.199488,1.18551,-2.97765,0.455555,-1.79916,-0.708645,4.06016,3.03397,1.34057,-0.233536,0.632382,0.297841,0.557349,1.86311,0.68771,0.230882,-0.176536,-1.08976,1.16785,0.673487,0.730187,0.766355,-0.867067,2.67773,-0.0773075,-0.32606,-0.504349,-1.75285,-0.864241,2.44158,0.749206,-0.0728732,-0.359638,-0.810591
-1401.96,0.939848,0.373977,4,15,0,1428.36,1.86294,0.999999,-2.43732,-0.105625,2.70505,-1.56547,-2.40395,0.725451,-0.477502,0.911757,-2.88493,-1.76595,-2.04525,-1.13292,2.25685,2.62833,2.03968,1.37013,1.50605,-1.08775,0.219422,0.968943,0.853272,-1.07715,-0.566516,-0.962955,-0.536258,1.19408,0.787173,-0.273796,0.206024,0.611003,1.75936,-0.810491,-0.557551,-0.848178,0.404832,-0.869481,1.05052,-1.726,-0.420043,0.442668
-1401.44,0.952061,0.373977,4,15,0,1417.02,2.01683,0.997988,-1.95882,-0.592642,0.341677,-1.50583,-0.858157,0.638768,0.0455816,-1.54123,-2.86785,-0.091622,2.19605,-1.1373,2.40542,0.754295,0.319161,-2.46552,-1.70794,0.625756,0.0992152,-0.0409218,-1.28135,0.695682,0.396868,0.455807,0.352071,2.34944,-0.95593,0.661069,0.0441965,-0.172209,-1.32037,0.994529,0.822178,0.463253,-0.734711,0.255214,-1.2356,2.4751,0.474374,-0.138809
-1396.75,0.99833,0.373977,4,15,0,1417.4,2.24393,0.999988,-2.75857,-0.739922,1.83104,-1.02664,-2.2795,0.917891,-1.38127,1.05141,-3.58596,-1.39552,-1.41135,-1.48962,1.62506,2.75228,1.27667,1.11887,0.947379,-1.7265,-0.2939,0.425218,1.01414,-0.613701,-0.589136,-0.631833,-0.781778,1.09162,0.856428,0.234638,0.1491,1.09561,2.07416,0.281282,0.602578,-0.53072,-0.0719345,-0.1899,0.888686,-1.02392,-0.507816,0.0344843
-1391.69,0.922123,0.373977,4,15,0,1415.4,1.73088,0.999285,-1.82077,-0.752244,1.61172,-1.84976,-0.942241,0.220846,0.513244,-0.44221,-2.68678,0.308115,0.876207,-0.930257,2.90896,1.52267,1.47871,-1.62548,-1.14472,0.888517,0.716756,0.395836,-1.60965,0.306431,0.190862,-0.507566,0.613252,2.56517,-0.92424,0.0380711,0.0280491,-0.540769,-1.87267,0.301305,-0.480369,0.221564,-0.306834,-0.307915,-0.754079,2.01726,0.770015,0.27681
-1393.45,0.859573,0.373977,4,15,0,1411.24,1.88893,0.999555,-2.86943,-0.573288,2.2097,-1.01188,-1.66264,1.1246,0.115679,0.202059,-2.70628,0.580387,0.833472,-0.689142,1.89793,2.68391,3.0566,-1.19762,-0.744192,0.878677,0.472598,0.536521,1.25023,0.528493,-1.17206,-1.14069,0.633683,1.38418,-0.422288,0.464321,0.89374,-0.181888,-1.63064,-0.659656,0.474688,0.0243941,-0.458847,1.57709,0.196833,1.09438,-0.359697,0.0935153
-1392.57,0.834144,0.373977,4,15,0,1413.97,1.82703,0.999621,-2.87435,0.168289,1.93308,-0.36955,-1.73168,2.13553,0.987156,0.620549,-2.2579,0.179448,-0.487679,-0.702395,2.00299,1.16726,1.38653,-1.41103,0.879366,0.335468,0.146682,-0.176618,0.36361,0.0904744,0.191203,-0.495744,0.127237,0.636943,0.0844486,0.879648,0.596388,-0.019114,-0.771103,-0.91748,0.609146,-0.905085,-0.10705,1.05954,0.156029,0.596772,0.968725,0.0354026
-1402.05,0.67707,0.373977,3,7,0,1425.08,1.81193,0.999912,-2.63809,-0.358371,1.68284,-0.549612,-2.15997,1.58637,1.38427,0.957025,-3.95025,1.34667,0.617896,-1.86895,1.93025,1.31474,0.528505,-0.877094,-0.0550915,0.583183,0.809669,0.664046,-2.05826,0.671242,0.645596,-0.747995,-0.102393,-0.584006,-0.482204,-0.209769,1.20961,-1.02186,-1.67486,-0.619559,-0.998705,-0.842229,1.25269,1.69711,-0.107193,1.15005,0.00324181,0.67103
-1401.96,0.776003,0.373977,4,15,0,1426.57,2.03985,0.999253,-2.12705,-1.19339,1.47126,-1.26584,-0.730631,-0.0826673,-1.69472,-0.462231,-1.39177,-2.63633,-0.134511,-0.44556,2.79425,3.18034,1.99051,-0.535695,0.0316056,-0.990567,-0.446711,0.551872,1.66747,-0.135109,-1.70063,0.76394,0.217251,4.7258,-0.0141654,-0.00904871,0.484761,1.68766,0.406763,1.55678,0.180421,-0.450519,-1.05609,-2.62377,0.194956,0.343143,0.704496,-1.33434
-1392.62,0.996986,0.373977,4,15,0,1413.97,1.99347,0.999522,-2.30794,-0.663595,2.01025,-1.4083,-1.57736,-0.194589,0.481236,-0.162274,-4.38722,-1.00863,1.05233,-1.28448,2.76102,-0.146982,0.771639,-0.320301,-0.246201,1.00134,1.34205,0.2384,-1.02104,-0.0850642,-0.654604,0.180487,0.733493,2.18936,0.91559,-0.0100484,-1.02342,-1.12131,0.392102,-1.18781,0.299989,0.203007,1.19796,0.577391,-1.18085,-0.812555,0.0473783,0.42446
