lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta__Muribaculaceae,beta__Akkermansia_dash_muciniphila,beta__Bacteroides_dash_acidifaciens,beta__Bacteroides_dash_uniformis,beta__Parasutterella,beta__Faecalibaculum,beta__Bacteroides,beta__Clostridia_dash_UCG_dash_014,beta__Lachnospiraceae_dash_NK4A136_dash_group,beta__Alloprevotella,beta__Lachnospiraceae,beta__Escherichia_dash_Shigella,beta__Parabacteroides_dash_goldsteinii,beta__Desulfovibrionaceae,beta__Helicobacter_dash_ganmani,beta__Oscillospiraceae,beta__Mucispirillum_dash_schaedleri,beta__Lachnospiraceae_dash_bacterium_dash_10_dash_1,beta__Muribaculum,beta__Roseburia,beta__Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,beta__Clostridia_dash_vadinBB60_dash_group,beta__Colidextribacter,beta__Ruminococcus_dash_sp_dot__dash_N15_dot_MGS_dash_57,beta__Oscillibacter,beta__Lachnospiraceae_dash_bacterium_dash_28_dash_4,beta__Rikenellaceae_dash_RC9_dash_gut_dash_group,beta__Parabacteroides,beta__Desulfovibrio,beta__Lactobacillus,beta__Ruminococcaceae,beta__Anaerotruncus,beta__Gastranaerophilales,beta__Helicobacter_dash_mastomyrinus,beta__Alistipes,beta__Bilophila,beta__Lachnoclostridium,beta__Peptococcaceae,beta__Lachnospiraceae_dash_UCG_dash_006,beta__Bacteroides_dash_caecimuris
# Adaptation terminated
# Step size = 0.373977
# Diagonal elements of inverse mass matrix:
# 0.0210511, 1.82043, 0.136385, 0.581051, 0.285891, 0.371914, 0.843244, 0.891372, 0.920548, 0.997793, 0.933215, 0.943373, 1.09702, 0.75231, 0.96573, 0.904686, 0.947076, 0.804305, 0.81007, 0.876024, 0.981599, 1.06153, 0.973217, 0.900225, 1.03705, 1.10776, 0.980944, 1.01494, 1.01561, 1.09343, 0.861208, 0.96794, 0.862674, 0.986777, 0.951009, 0.840794, 0.922123, 0.946595, 0.883483, 0.960308, 1.04123, 0.820458
-1399.7,0.835626,0.373977,3,7,0,1411.14,1.77086,0.999959,-2.29109,-0.913078,1.32473,-0.171276,-0.354538,-1.83342,-0.265904,0.881465,-3.59081,-0.196821,0.279686,-1.05352,2.76184,1.13654,2.25542,-0.0506604,0.931539,0.370104,1.19765,1.22521,0.623802,0.369768,0.966818,-0.433107,0.0128977,3.36874,-0.20971,1.30745,0.792899,1.76606,0.669035,-0.786031,0.9541,0.145917,-1.95628,-0.870143,1.10587,1.32589,0.912637,0.658628
-1402.92,0.904022,0.373977,4,15,0,1429.77,1.90737,0.999862,-2.27531,0.291872,2.66278,-1.52437,-1.27392,0.514536,-1.06378,-0.777368,-3.70448,-0.786119,-0.312832,-3.13962,1.692,1.46878,0.266435,-0.330982,-0.999401,-0.214347,-0.986358,-1.75607,-1.30359,-0.272917,0.942043,-0.825248,0.509095,1.23443,-0.741587,-1.63103,1.07174,-1.12088,1.42825,-0.634057,-1.06384,-1.1659,-0.498408,-1.83879,1.99038,-0.0214076,-1.01676,-1.5273
-1403.05,0.991696,0.373977,4,15,0,1425.59,2.06198,0.999376,-2.24511,-0.210863,1.10352,-3.02726,-2.76866,1.037,0.266734,-1.18436,-3.51789,-2.66687,-0.382644,-0.778083,2.82618,2.49153,0.384436,1.0118,1.45763,-0.644884,1.00096,0.485759,-0.45198,-0.454468,0.769079,1.43477,0.131577,1.77758,-0.569444,1.35377,-1.37589,-1.80978,-0.249613,-0.846491,1.14338,-0.443293,2.22347,1.67207,-0.0572736,-0.672076,0.341802,0.86015
-1401.92,0.97448,0.373977,4,15,0,1420.2,1.87471,0.999914,-2.34922,-1.77656,1.96489,-0.0544742,0.996563,-0.72463,-0.576923,-1.11663,-1.64918,0.43067,0.578646,-1.5311,1.64508,1.64967,1.89474,-1.5749,-1.95421,0.924333,-0.869899,0.799545,-0.191235,-0.0380469,-0.0589033,-0.373831,0.207571,3.63536,-0.57499,-0.484011,0.940266,1.44997,1.7005,1.53763,-0.389028,0.133427,-1.70122,-1.04448,-0.424237,1.71935,0.385745,-0.174003
-1401.91,0.984753,0.373977,4,15,0,1420,2.00353,0.999326,-2.04036,-0.549771,1.25418,-2.56646,-4.34312,1.70366,-0.43758,1.25156,-4.34546,-2.23909,-0.169986,-1.00332,2.70674,2.49059,0.587002,0.99697,1.8216,-1.25314,1.18067,-0.120785,-0.150722,-0.218526,0.5073,0.511133,-0.496174,0.088925,0.161812,1.08368,-0.756268,-1.22488,-1.47353,-0.999829,0.300104,-0.532711,1.41605,0.152244,0.57543,-0.72101,0.010839,0.548222
-1394.5,0.967743,0.373977,3,7,0,1417.54,2.15864,0.999631,-2.03646,-2.18575,1.13858,-1.23465,-1.53892,0.601602,-0.505366,-1.60326,-3.92859,-0.441759,1.62945,-1.39829,3.51704,1.82127,-0.299975,0.477351,0.257483,-0.459033,-1.38294,0.151836,-0.878769,0.681669,-1.08122,-0.789547,-0.0565471,3.34691,0.32574,0.376582,0.393632,0.011236,-0.27765,0.628652,-0.189475,0.453803,-0.734514,-1.30649,0.203272,1.86451,1.07253,-0.0822814
-1399.78,0.83198,0.373977,4,15,0,1417.28,1.81487,0.999434,-2.18851,-0.606818,1.66353,-2.03439,-0.865809,0.48744,1.13312,-1.40743,-2.1605,0.771702,1.12194,-1.13634,3.39147,2.57884,-0.114967,-0.0813818,0.220692,-0.802373,0.372183,1.18963,0.348858,-0.991014,-1.84334,0.470064,0.82469,3.65529,1.37375,0.0550132,-0.515045,-2.29683,0.470599,-0.77151,-0.580567,0.959663,-0.888153,-0.820636,-0.608197,0.62129,0.368938,2.05767
-1400.2,0.930458,0.373977,4,15,0,1420.41,2.07167,0.999829,-2.22523,-2.21703,1.60722,-0.439716,-0.716245,-0.42278,1.3779,-1.34239,-4.81842,-0.61231,-0.113474,-0.612086,2.981,2.40901,0.932711,-0.0188406,0.189507,0.028318,0.703058,1.54068,-1.40582,0.197523,-1.05837,-1.15835,1.00636,0.730924,1.70227,-0.420208,-0.0014998,0.507417,0.919011,1.49655,-0.55452,-2.59138,-0.911634,-0.351751,0.257743,0.0333816,-0.111173,-1.49505
-1400.3,0.970936,0.373977,4,15,0,1421.39,1.85201,0.999171,-2.15038,0.405969,1.64024,-1.39929,-1.53874,1.06471,-2.16994,-0.133051,-2.98715,-1.33047,0.395992,-1.2203,3.24783,2.14026,1.2086,0.70723,1.9071,0.311482,0.048178,0.297553,-1.46829,-0.55585,0.223017,-0.166677,0.579519,1.37497,1.48245,1.36273,0.295672,-2.28131,-2.66994,-1.30527,-0.4725,0.607375,0.700682,0.103454,0.00300537,-0.875247,0.367217,0.927497
-1400.09,1,0.373977,4,15,0,1421.06,2.02457,0.999533,-2.29334,-1.68986,1.62747,-1.37331,-1.61784,-0.481543,0.679733,0.387885,-3.06019,-0.37961,-0.348318,-0.869102,0.240152,2.23703,1.45373,-1.66052,-2.17593,-0.378908,0.464903,0.655653,1.24351,0.588052,-1.04051,-0.647226,-0.72003,2.06449,-2.06171,0.148805,0.538345,1.279,2.13477,3.0724,0.317804,-0.624044,-1.2736,-0.383859,0.306496,1.33699,-0.139899,-0.403431
-1399.07,1,0.373977,4,15,0,1416.03,1.846,0.999756,-2.22919,0.229763,1.63658,-1.33892,-1.96943,1.16848,-1.33294,-0.873671,-2.83108,-1.84353,0.503336,-1.73148,4.26303,1.49651,1.1652,0.607532,1.67091,-0.137742,-0.276806,0.240018,-1.62039,-0.371272,0.82678,0.316467,0.413882,1.67177,1.87996,0.264555,0.0300559,-1.38455,-1.93769,-2.42228,0.168171,0.480235,1.31,-0.106673,-0.583586,-0.64656,0.141138,0.246162
-1393.82,0.911235,0.373977,4,15,0,1417.21,2.11735,0.99968,-2.37426,-1.20334,1.96001,-1.37004,-0.241079,-0.259053,0.747078,-0.206327,-2.93129,0.21273,-0.631259,-1.81338,2.30463,1.67948,0.165725,-0.530062,-0.594739,-0.502968,0.42666,-0.740691,-0.353017,0.799994,-1.3493,1.06366,-0.341296,0.986813,-0.0994005,-1.0578,0.65257,-0.141377,1.01053,0.861785,-0.505746,-1.51032,-1.26219,-0.602355,0.173409,-1.24078,-0.942565,0.208168
-1396.88,0.863618,0.373977,3,7,0,1417.58,1.9159,0.999537,-1.90386,-0.573382,2.05749,-0.555974,-3.39203,1.35133,-1.05191,-0.250594,-2.93219,-1.89163,0.707025,-0.96914,2.39974,1.04757,2.13418,-0.781821,0.883747,-0.35803,-0.339699,0.815506,-0.0572847,-0.154219,2.14887,-1.33739,0.1539,1.69541,-0.253383,1.60192,-1.17656,-0.450528,-0.508093,-0.324988,-0.324108,-0.0163672,1.23967,-1.26086,0.855963,2.29331,1.82159,0.566656
-1401.74,0.984718,0.373977,4,15,0,1418.7,1.59934,0.999691,-1.21369,-0.74937,1.65004,-1.84272,-0.0532455,-0.96949,2.27936,-0.0785016,-2.62716,-0.701037,-0.217076,-1.26587,2.93893,1.27669,-0.439447,-0.428136,-0.846744,-0.963731,0.499464,0.393723,-0.0273597,-0.0014845,-2.17277,1.17884,-1.67153,1.69553,-0.326054,-0.896277,-0.145386,1.38563,1.76243,1.61004,0.190588,0.428418,0.391445,-0.091603,1.95794,-0.332031,0.181092,0.282865
-1399.67,0.95758,0.373977,4,15,0,1420.65,1.69858,0.999474,-1.78605,-0.55943,1.35769,-1.09289,-1.54358,1.07962,-1.11336,-0.299864,-4.07068,-1.80272,0.327928,-2.08648,2.25097,2.60047,1.49085,-0.78194,0.73013,-0.194163,-1.39489,1.4684,0.343037,-0.426875,0.129941,0.0356492,-0.78388,1.40804,-0.414619,0.465927,1.29988,-1.55825,1.33244,-0.568525,0.158429,-1.84147,-0.382588,0.679128,-3.46603,-0.528403,-0.339615,1.05676
-1399.47,0.889544,0.373977,4,15,0,1424.51,2.03732,0.9995,-2.70324,-0.803434,1.91108,-1.27327,-1.85119,0.0982297,0.640583,-1.28039,-1.38677,-0.564461,-0.763948,-0.474002,2.52802,1.18501,1.28627,0.178118,-0.805482,-0.463287,1.49507,-0.16697,-0.437597,0.177106,-0.404251,-0.70933,0.675085,2.13148,0.483129,-0.0126211,-1.06665,1.91693,-1.10187,0.717787,0.0908531,1.54034,0.145324,-1.00025,3.63555,1.54582,-0.0102339,-0.852226
-1400.46,0.936599,0.373977,4,15,0,1421.92,1.98288,0.999732,-2.26215,-1.07144,1.35121,-0.790326,-1.62498,0.809437,-1.97445,1.1384,-4.5641,-1.01149,0.856178,-2.35769,1.57952,2.31908,1.46694,-0.609351,0.670665,-0.191142,-1.23081,1.02643,0.196495,-0.787469,0.177894,0.341782,-0.891376,1.42824,-0.941446,0.414855,0.675806,-1.41861,0.809766,-0.280551,0.145563,-2.19226,-0.491339,0.542066,-3.66487,-0.531428,0.0334989,0.976427
-1394.89,0.929062,0.373977,4,15,0,1416.96,2.01792,0.999143,-2.21277,-1.13693,2.12558,-2.08499,-1.25528,0.514033,-0.431751,-0.859812,-3.37023,-2.49692,-0.0885571,-1.89935,2.56622,1.32577,1.90058,-0.732358,-1.13145,0.659714,0.764465,1.3921,-0.953329,0.297954,-1.10254,-0.221061,0.580577,3.2802,-1.49103,1.4434,0.083922,-1.97664,0.413617,-0.187747,0.417442,0.864224,1.32652,-0.0555928,0.0697769,0.871821,-0.706922,1.28712
-1397.55,0.86095,0.373977,4,15,0,1415.31,1.93696,0.999837,-1.73556,-1.83799,2.15826,-2.08121,-1.8003,1.13834,0.441726,0.00589212,-3.54645,-2.10237,-0.0774209,-1.42983,2.51378,1.40829,1.66164,-0.627036,-0.681901,0.0636284,-0.246034,1.2274,-0.578309,-0.250554,-1.44499,-1.30872,0.685054,2.6011,-1.17692,2.54902,0.226582,-0.495069,1.93568,0.475986,0.132136,-0.17243,1.77768,0.214161,0.20958,0.345341,0.236063,2.2921
-1399.87,0.89815,0.373977,4,15,0,1419.66,1.99675,0.999356,-1.79169,-3.27177,2.24844,-1.27943,-2.19581,1.24804,-0.746355,0.623754,-3.27708,0.124618,-1.23791,-0.812462,2.03372,1.37644,-0.0547609,-0.190639,0.354382,0.490299,0.140517,0.0872425,-0.400966,-0.13253,1.35452,0.0254756,-2.25519,0.0164679,0.936001,-1.19529,0.13882,-0.503476,-1.53692,-0.651809,0.131532,0.351498,0.386876,-0.912039,-0.578318,-0.0618134,0.144719,-0.0765529
-1402.08,0.846832,0.373977,3,7,0,1425.94,1.77623,0.999817,-1.83298,-1.12128,1.26659,0.0739579,-1.02854,0.928888,-0.181186,-1.05013,-1.75065,-0.808063,-0.00575802,-1.35025,1.9424,0.708424,0.778853,0.438376,0.712092,0.626905,0.482217,0.377249,-1.27104,-1.47196,-0.882774,1.42833,-1.60936,2.9331,0.818501,1.01849,-0.948719,-2.84019,0.479507,1.56006,2.08169,-0.18063,0.755383,0.260884,1.09649,0.0870262,-1.34053,1.15904
-1403.87,0.889347,0.373977,4,15,0,1424.06,1.80851,0.999705,-1.77066,-0.935791,1.44036,0.154485,-1.37927,1.18372,-0.306133,-0.779385,-1.91383,-0.621525,-0.343411,-0.482456,1.71986,1.01902,0.406582,0.98798,1.22123,0.413992,0.57758,0.894428,-1.47717,-1.04138,-0.884502,1.59326,-1.85829,3.06531,1.21823,0.78641,-0.896319,-2.88795,0.732238,0.957501,1.61388,0.273693,0.814654,0.33505,0.960562,0.148161,-0.300592,1.70889
-1403.78,0.840507,0.373977,4,15,0,1432.44,2.17236,0.999805,-2.94957,-0.54042,1.76731,-2.60935,-2.5856,-0.033118,-0.19674,0.232263,-2.72961,-1.20925,0.633534,-1.63891,3.36128,2.26911,2.01189,-1.58904,-1.47432,0.321485,-0.657333,-0.625505,1.10862,1.00327,-1.18169,-0.628659,1.93572,1.3658,-1.75523,0.246411,1.32471,1.66813,-0.728665,0.788865,-1.20583,-0.513557,-0.527156,-2.55643,-0.599167,0.496588,0.673728,-1.71175
-1404.76,0.958193,0.373977,4,15,0,1429.06,1.7174,0.999812,-1.69094,-1.77313,1.75478,-1.36627,-1.23668,1.08499,-0.599624,-0.649146,-2.91159,-0.148262,1.15415,-2.40116,3.6449,0.709515,0.818149,-0.437008,1.47688,-1.3704,2.12821,-0.289638,-0.862952,-0.335308,1.30773,0.814452,-2.123,2.52022,1.7814,3.44827,-0.788322,-1.03734,-0.789812,1.35515,-0.269523,-0.655174,-0.275993,-0.455148,1.09968,1.20914,0.17931,1.04269
-1405.45,0.978521,0.373977,4,15,0,1428.29,2.20441,0.999502,-2.64105,-0.16421,1.26756,-1.2093,-2.32262,-0.295799,0.437708,0.613806,-3.05781,-1.60661,-0.366161,-0.0403271,1.20646,2.95605,1.53723,-0.333905,-1.67219,0.807767,-1.64732,1.2695,0.107794,0.151138,-1.82128,-1.2966,2.09481,1.15195,-2.17152,-2.89879,0.983631,1.56418,1.00414,-1.0319,0.288079,0.337108,-0.249573,-0.356339,-1.0865,-0.0430362,-0.205972,-0.661448
-1404.84,0.909388,0.373977,4,15,0,1428.2,1.71075,0.999452,-1.62919,-1.24817,2.48586,-1.51996,-0.722875,1.63518,-1.25983,-1.2706,-2.80455,0.349482,0.589421,-1.33115,2.9492,1.03909,1.14893,-0.27635,1.57405,-1.18796,2.03577,0.173475,-0.261612,-0.300915,1.32877,0.36932,-2.08084,2.27257,2.21191,3.09456,-0.772771,-0.916378,-0.760838,1.62195,-0.0140956,-0.671153,0.134613,-0.185028,1.18136,0.769398,0.873332,1.00186
-1403.72,0.982511,0.373977,4,15,0,1428,1.63226,0.999824,-1.98112,-1.30105,2.28394,-0.218701,-1.75537,0.330227,0.333095,-0.94289,-4.12673,-0.623286,1.46128,-1.2704,2.06348,2.56218,1.28953,-0.104711,-0.781888,-0.72414,0.374095,0.980101,-0.625985,1.9411,-1.74179,-1.2797,-0.429416,1.30871,0.458543,2.12421,1.56035,0.924346,0.97886,3.24936,-1.16672,0.343401,-0.193353,-0.600688,-0.817778,-0.310936,0.890779,2.23223
-1404.15,0.995102,0.373977,4,15,0,1427.94,1.78658,0.99975,-1.73963,-0.587602,2.22109,-1.75295,-0.677073,-0.334942,0.997757,-0.645726,-2.78669,-0.554417,-1.13567,-0.00663885,2.57543,2.77786,1.54538,-1.42584,-1.17784,0.84903,0.715431,0.689476,-0.0808568,0.843797,-1.43919,-1.53531,0.238841,0.61726,-0.714951,1.03829,1.92208,-0.12636,1.1331,2.91661,-1.1886,-2.02492,-1.34093,1.42914,-1.36634,0.253524,-1.40457,-0.178569
-1400.86,0.838952,0.373977,4,15,0,1431.37,1.79168,0.999809,-2.06991,-0.462389,1.92384,-1.72245,-1.39963,-0.80659,0.320111,-0.110644,-3.51728,-0.394901,-1.04912,-0.511954,3.17073,2.33319,2.04064,-1.59139,-1.27909,0.308579,0.224119,0.88357,0.599874,0.732997,-1.79829,-0.579597,-0.00151561,0.66775,-0.416369,1.16431,1.37619,0.37787,1.01115,2.89464,-1.50536,-2.0734,-1.80654,0.606223,-1.46309,0.428926,-1.27678,0.0235082
-1400.2,0.96318,0.373977,4,15,0,1422.67,1.77222,0.99946,-2.12072,-0.881894,0.833155,-0.992307,-1.64498,2.17124,-0.578592,-0.474513,-2.31441,-1.53306,1.46032,-2.22788,1.74385,1.48513,0.326716,1.08402,0.904239,-0.693956,-0.0264944,0.0537343,-1.06747,-0.306038,1.62316,0.178199,-0.306911,2.96991,0.199516,-0.760227,-0.872196,-0.103593,-0.689,-2.46701,1.13675,1.59138,1.60589,-1.18083,0.914578,0.578327,1.30657,0.0514329
-1406.75,0.910414,0.373977,3,15,0,1421.18,1.83774,0.999881,-1.88989,-0.795793,0.878345,-0.842463,-0.782043,2.13786,-2.66777,0.346699,-2.82305,-1.45395,1.59228,-0.485252,1.71104,0.650547,1.79529,1.94623,0.620008,0.809541,-0.134602,0.817891,0.206047,0.344127,1.69387,-0.991208,0.826966,1.66704,-0.102064,-2.03329,-0.807127,0.270938,-0.359361,-2.68806,0.896883,1.3487,0.576025,-1.36732,0.0379887,1.53236,-0.690906,0.121018
-1404.34,0.972056,0.373977,4,15,0,1427.45,1.95113,0.999084,-2.11644,-0.797134,2.70542,-1.43452,-2.29507,-0.697737,1.98549,-0.0185002,-2.76187,-0.332457,-1.97344,-1.75449,2.65858,2.90009,0.286716,-2.5974,-0.715953,-1.643,0.303663,0.457422,-0.313718,-0.677054,-1.89156,0.838555,-1.03739,1.98898,-0.0678422,1.89663,1.01709,-0.154356,0.567104,2.80114,-0.895397,-1.69184,-0.835324,0.825371,0.0271144,-0.409809,0.63872,0.18815
-1397.65,0.829298,0.373977,4,15,0,1423.84,1.90639,0.999859,-3.03707,-0.340396,1.71573,-1.54444,-0.584452,-0.354934,-0.460053,-1.40966,-3.8789,-0.126736,0.667447,-1.69833,2.14147,3.45549,1.34292,1.25849,0.0209996,1.20845,0.0705689,-0.278534,-1.25835,0.0111001,-0.22044,0.0427454,-0.10821,0.724064,-0.560115,0.043987,0.794307,-0.679904,0.315747,-0.281814,-0.44818,0.384167,-1.6111,-0.567136,0.493248,-0.239147,0.218782,2.34061
-1399.05,0.88524,0.373977,4,15,0,1422.82,1.85838,0.999553,-2.22817,-1.01374,1.12527,-1.95206,-3.70542,1.30482,-0.410606,0.922179,-3.12408,-2.27054,-0.449586,-1.0709,2.87568,-0.728592,1.77217,-1.53546,0.822641,-1.26697,-0.0145221,1.06899,0.059967,-1.01523,0.79613,-0.420575,0.628344,2.63937,-0.750787,-0.01372,-0.0516242,0.440332,0.664964,0.556583,1.33276,-1.17497,0.546796,-0.294322,-1.43621,0.7577,-0.0593442,-0.638116
-1399.17,0.898073,0.373977,4,15,0,1415.8,2.0355,0.999905,-1.82243,-0.140495,1.54756,-1.76078,-2.86605,2.46133,-0.446218,-0.135444,-2.42129,-1.91378,0.16973,-0.644679,3.55166,-0.370471,1.3877,-1.76822,-0.480003,-1.33638,0.0709266,0.916163,0.66959,-1.15735,-0.673199,0.0705658,0.222182,2.89007,-1.36319,0.337587,-0.480562,0.0477095,-0.531419,0.820757,1.50934,-1.40707,-0.747366,-0.353071,-1.1943,-0.164567,0.0178743,-0.133462
-1396.98,0.982448,0.373977,4,15,0,1416.97,2.04471,0.999991,-2.14049,-0.571107,1.92684,-1.03751,-2.13671,0.455585,-0.932991,-1.27674,-3.42992,-1.15884,0.563078,-3.26854,2.91693,1.59062,1.45757,-0.798734,1.16487,0.78316,-0.00974551,0.678967,0.455111,0.285297,0.976953,0.014121,-1.15026,2.16663,0.093059,-1.28257,0.490958,-0.623046,0.598927,1.23206,-1.58354,0.193527,-1.38644,-1.5606,0.0850092,0.611395,-0.648056,-1.34294
-1400.54,0.880284,0.373977,4,15,0,1419.48,1.8729,0.999996,-2.66998,-0.941646,2.11762,-0.846539,-2.45697,0.887359,-0.779832,-0.370559,-2.79292,-0.404943,0.867872,-1.91565,2.68342,2.28679,0.67613,0.169458,1.40705,1.10258,-0.012414,0.398747,0.586544,1.51265,-0.339429,-0.117868,0.247936,3.16855,0.828219,-1.72386,0.613052,-0.702498,1.35096,0.788704,-0.747868,0.815301,-2.17491,-1.60333,1.36528,0.090649,-0.943521,-0.578539
-1402.46,0.939046,0.373977,4,15,0,1423.08,2.04902,0.999068,-2.46001,-1.35162,1.72929,-0.960552,-2.63582,0.886137,0.365158,-0.48622,-4.26992,-0.581877,-1.86556,-0.72556,2.90397,3.11084,2.83022,-1.4107,0.105069,-0.39185,-0.739144,1.67709,-1.18511,-0.986032,-0.953544,-1.39223,-0.380225,0.913073,-1.10609,0.439584,1.64556,-2.05175,1.35859,0.452509,0.265278,-2.18094,1.30202,0.533199,1.29479,-1.30311,-0.602385,0.542612
-1399.25,0.974609,0.373977,4,15,0,1422.67,1.90652,0.999886,-2.45157,-0.870882,1.60748,-1.12662,-1.83788,1.78385,0.0645621,1.18331,-2.60191,0.193282,0.276342,-2.16242,2.3227,2.6614,1.18477,-1.33794,0.449207,1.55039,1.06786,1.16582,-0.543881,-1.08856,-0.802221,-0.268988,-1.25938,-0.207455,-0.818672,1.30251,2.02474,-0.523738,2.30287,1.52611,0.117699,-1.32468,-1.35218,-0.838512,0.487928,0.1512,0.728939,1.51526
-1401.61,0.948308,0.373977,4,15,0,1418.25,2.17866,0.99907,-2.34144,-0.680281,1.59148,-0.898385,-1.03013,-0.608162,-1.35129,-1.30835,-3.53859,-2.3166,-0.0900407,-0.400735,2.62446,1.33349,1.49676,0.00145968,-1.12967,-2.02561,-1.47088,0.116716,-0.0381817,0.573786,0.672878,-0.208149,1.27435,3.28221,0.463456,-0.646838,-2.11279,0.353018,-1.79103,-1.11274,-0.970997,0.60091,1.4482,-0.148398,0.300373,0.140458,0.10149,-1.81025
-1401.29,0.992863,0.373977,4,15,0,1423.36,1.70428,0.99987,-2.15239,0.457149,1.83979,-2.04826,-0.0697396,0.524676,1.00187,0.923528,-2.75276,-0.535225,-1.01572,-2.62178,2.24068,0.754698,2.04617,-1.39403,0.32958,-0.532293,0.319098,-0.691589,-2.48931,-0.160216,0.383305,0.383465,0.1662,2.13434,1.1893,0.196667,0.140782,-1.18144,2.34565,1.05912,-0.892064,-1.47102,-1.50172,-0.0315739,0.932523,1.71132,1.04671,1.03213
-1396.31,0.983868,0.373977,4,15,0,1416.38,1.79825,0.99973,-1.71403,-0.516238,1.723,-1.60896,-2.474,0.0707669,0.10761,-1.10148,-2.84105,-1.27384,1.44809,0.607066,2.28957,2.61613,0.449874,1.86521,-0.319878,-0.534727,-0.186582,1.49591,1.16003,-0.312137,-0.454158,-0.217281,-0.839431,2.09461,-1.40548,-0.0734106,-0.504792,1.08964,-1.13388,-0.452416,1.07323,1.01334,1.09215,-0.354308,0.0424838,-1.23666,-1.19678,-0.10887
-1405.21,0.724503,0.373977,4,15,0,1421.66,1.75433,0.999789,-1.62772,0.36432,1.81379,-2.42777,-1.1462,2.45216,0.576891,-0.733582,-3.84565,-0.923093,-0.468097,-2.63049,2.96618,1.72543,0.556107,-1.74638,-1.01615,-0.522353,0.571386,-0.899984,-0.306552,-0.617964,0.167118,0.104877,0.617707,0.764515,1.25288,0.626874,3.5973,-0.27161,-0.0166916,0.987981,-1.40997,-2.00137,-1.25318,-0.442899,0.616748,2.07445,-0.100536,0.0659263
-1403.93,0.958544,0.373977,4,15,0,1428.41,1.79549,0.99985,-1.97867,0.922072,0.463887,-2.43502,-1.22557,-0.605096,-0.128775,-0.266666,-5.28084,0.15792,0.85652,-0.892301,2.36391,1.75207,0.770112,0.188353,-1.5013,-0.880944,-1.52999,-0.461517,1.84813,-0.0693468,-0.340959,-0.889062,0.0740737,3.15936,-0.261297,0.914705,1.76967,0.87739,0.783998,-1.59701,0.307076,1.05457,0.370535,0.499009,1.41292,0.220557,0.0751336,-1.30902
-1398.41,0.991728,0.373977,4,15,0,1418.78,2.08774,0.999773,-2.2151,-2.03689,2.74181,0.00332322,-2.41614,1.43009,-0.427715,-0.867338,-2.95233,-0.678278,-1.53601,-1.6469,1.81071,1.15287,1.65758,-0.99778,0.954901,-0.0565159,0.356028,0.936032,-0.724568,0.0446955,-0.424338,0.675647,-1.42296,2.33705,0.104834,-0.312551,-2.27521,0.113737,-0.838199,1.1029,-0.0310293,-1.25742,-1.37378,-2.16637,-0.535275,-0.249186,-0.389334,1.54224
-1398.51,0.968307,0.373977,4,15,0,1419.11,2.06275,0.999667,-2.58628,-0.459679,0.75873,-1.24887,-0.384272,0.0844015,-0.272496,1.6321,-2.82149,-0.464411,0.685001,-1.28884,2.43451,1.66182,0.753747,1.25047,0.102315,-0.047928,-0.702953,-0.822183,-0.681733,-1.93143,-0.809375,-0.837991,-1.08693,0.894998,-0.884619,1.10106,1.10694,-0.676179,0.824611,-1.5063,1.75527,0.231044,0.933983,0.707963,-1.25876,1.04844,1.43537,-0.739723
-1397.46,1,0.373977,4,15,0,1409.3,1.96518,0.999128,-2.80014,-0.682914,0.882505,-1.8716,-0.403678,0.874816,0.114926,1.42286,-2.79571,-0.0615505,0.686315,-1.66253,2.47501,1.37345,0.499403,1.07932,-0.0407229,-0.242916,0.0848512,-0.514759,0.739466,-1.81556,-0.387566,-0.405801,-1.05977,1.59516,-0.714543,1.16638,1.38144,-0.0701841,0.957549,-0.619566,2.72359,0.541774,0.65455,0.160403,-1.28433,0.451675,0.408363,-0.611778
-1398.71,0.896904,0.373977,4,15,0,1421.69,1.9338,0.99965,-1.81929,-0.96868,1.5614,-1.15604,-2.0078,-1.37224,0.316344,-0.388184,-2.93637,-2.68327,0.244646,-0.446491,1.51733,2.26391,0.79827,0.247216,-1.45046,-1.47032,-0.826309,-0.7485,-1.40381,0.373126,0.326511,-0.621586,1.73577,3.01392,-1.83336,-0.83402,1.09537,0.0355121,1.61157,0.0922148,-0.031267,0.518986,-1.19369,1.28161,0.881821,-0.689121,1.5261,0.013025
-1397.15,0.991156,0.373977,4,15,0,1414.45,1.88463,0.999831,-2.42575,-0.367496,1.7978,-1.52939,-1.18492,2.08177,-1.17549,-0.55588,-2.28862,0.514392,0.117054,-2.45702,2.9794,1.80924,1.93838,-0.782249,1.29855,0.55188,0.729832,1.09429,0.919964,-0.543077,-1.26952,0.187714,-2.25532,0.591904,0.387926,-0.241286,-0.218148,0.621863,-0.549904,0.329494,0.439245,-0.901001,1.38752,-1.74504,-0.647897,1.14781,-2.23433,0.528338
-1399.83,0.967006,0.373977,4,15,0,1413.73,1.88006,0.999466,-2.11386,-0.36466,1.39178,-0.917551,-1.49964,-0.781439,1.54273,0.690594,-2.36323,-1.48007,0.0476597,-0.22287,2.4203,2.11152,-0.0776582,1.31656,-0.958347,0.472189,1.00316,-0.711505,-1.35637,-0.714719,0.784253,-0.927068,1.01069,2.05308,-0.184461,0.433854,-1.9954,-0.0339854,0.97679,0.425652,-0.247802,0.40326,-0.346398,1.77467,1.37402,-0.813614,2.3494,-0.191381
