SampleID,Acholeplasmataceae,Akkermansiaceae,Alteromonadaceae,Anaerofustaceae,Anaerovoracaceae,Anaplasmataceae,Arcobacteraceae,Atopobiaceae,Bacillaceae,Bacilli,Bacteria,Bacteroidaceae,Bacteroidales,Beijerinckiaceae,Bifidobacteriaceae,Brevinemataceae,Burkholderiaceae,Burkholderiales,Butyricicoccaceae,Candidatus-Gastranaerophilales-bacterium-Zag_111,Caulobacteraceae,Chloroplast,Christensenellaceae,Clostridia,Clostridia-UCG-014,Clostridia-vadinBB60-group,Clostridiaceae,Comamonadaceae,Coriobacteriaceae,Corynebacteriaceae,Deferribacteraceae,Defluviitaleaceae,Dermabacteraceae,Desulfovibrionaceae,Devosiaceae,Eggerthellaceae,Endozoicomonadaceae,Enterobacterales,Enterobacteriaceae,Enterococcaceae,Erysipelatoclostridiaceae,Erysipelotrichaceae,Ethanoligenenaceae,Firmicutes,Flavobacteriaceae,Fusobacteriaceae,Gastranaerophilales,Helicobacteraceae,Lachnospiraceae,Lactobacillaceae,Lactobacillales,Leuconostocaceae,Marinifilaceae,Methylomonadaceae,Micrococcaceae,Monoglobaceae,Moraxellaceae,Morganellaceae,Muribaculaceae,Mycoplasmataceae,Nocardiaceae,Nostocaceae,Oscillospiraceae,Oscillospirales,Oxalobacteraceae,Pasteurellaceae,Peptococcaceae,Peptoniphilus,Peptostreptococcaceae,Planococcaceae,Porphyromonadaceae,Prevotellaceae,Promicromonosporaceae,Pseudomonadaceae,RF39,Rhizobiaceae,Rhodospirillales,Rickettsiaceae,Rikenellaceae,Rubritaleaceae,Ruminiclostridium,Ruminococcaceae,Saccharimonadaceae,Selenomonadaceae,Shewanellaceae,Sphingobacteriaceae,Sphingomonadaceae,Spirosomaceae,Streptococcaceae,Subgroup-2,Sutterellaceae,Tannerellaceae,UCG-010,Vagococcaceae,Veillonellaceae,Vibrionaceae,Victivallaceae,Weeksellaceae,Xanthobacteraceae,Xanthomonadaceae,[Clostridium]-methylpentosum-group,[Eubacterium]-coprostanoligenes-group,gut-metagenome,metagenome
sample131,0.001851511,0.041179151,0,0,0.000126019,0,0,3.87751E-05,0,0,0,0.027724193,0,0,4.84689E-05,0,0,0,0.001434679,0.001424985,0,0,0,0,0.001861205,0.0051377,0.000174488,0,0,0,0.021927316,0.000213263,0,0.004895356,0,0,0,0,0.000407138,9.69377E-05,0.000533158,0.237701025,0,0,0,0,0.003431596,5.81626E-05,0.099438731,0.003848428,0,0,0.028906833,0,0,0.0001551,0,0,0.248267238,0,0,0,0.01857327,0,0,0,0.000862746,0,0.000659177,0,0,0.106447329,0,0,0,0,0.000862746,0,0.085741428,0,0,0.012630987,0.000232651,0,0,0,0,0,4.84689E-05,0,0.026531859,0.015073818,7.75502E-05,0,0,0,0,0,0,0,0,0.001376516,0,0
sample132,0,0.022307782,0,0,0.000458912,0,0,1.55563E-05,0,0,0,0.068004511,0,0,0.00017112,0,0,0,0.002986816,0,0,0,0.000124451,0,0.000614475,0.001221172,0.000155563,0,0,0,0.114953525,0,0,0.033881694,0,0,0,0,0.00029557,0,0,0.148842998,0,0,0,0,0.000824486,0.000101116,0.184739237,0.003103489,0,0,0.02223,0,0,8.55598E-05,0,0.000116673,0.222766694,0,0,0,0.062303115,0,0,0,0.00157119,0,0,0,0,0.002434566,0,0,0,0,0.000194454,0,0.040026446,0,0,0.021452184,5.44472E-05,0,0,0,0,0,0.000124451,0,0.035810679,0.007288142,0,0,0,0,0,0,0,0,0,0.000715591,0,0
sample133,0.000148571,0.063827855,0,0,0.000156825,0,0,0,0,0,4.12698E-05,0.041822804,0,0,5.77777E-05,0,0,0,0.001114284,0.00273206,0,0,0,0.000107301,0.000949205,0.002996187,0.002476187,0,0,0,0.069399277,4.12698E-05,0,0.005703485,0,0.000156825,0,0,0.000198095,0,0.000140317,0.214776235,0,0,0,4.12698E-05,0.001345395,9.07935E-05,0.047955495,0.014749823,0,0,0.02740314,0,0,0,0,1.65079E-05,0.242369216,0,0,0,0.016648233,0,0,0,0.00047873,0,0,0,0,0.018125691,0,0,0,0,0.001518728,0,0.105031613,0,0,0.009879987,0.000264127,0,0,0,0,0,0.000264127,0,0.089464648,0.015179028,4.95237E-05,0,0,0,0,0,0,0,0,0.002278092,0,0
sample134,0,0.106147379,0,2.04051E-05,0.000299275,0,0,0,0,0,0,0.073519609,0,0,6.12153E-05,0,0,0,0.005026459,0.000850213,0,0,0.000170043,0.000312878,0.000326482,0.000911428,0.002346588,0,0,0,0.023860375,0,0,0.031083783,0,4.08102E-05,0,0,0.000231258,0,0.000136034,0.116880467,0,0,4.08102E-05,0,0.004081022,9.52238E-05,0.095523119,0.017398757,0,0,0.028682782,0,0,0,0,0,0.18801948,0,0,0,0.044870836,0,0,0,0.002176545,0,0,0,0,0.01745317,0,0,0,0,0.001210703,0,0.146488281,0,0,0.029519392,0.003557291,0,0,0,3.40085E-05,0,0.000244861,0,0.028383507,0.026812314,8.16204E-05,0,0,0,0,0,0,0,4.08102E-05,0.003060766,0,0
sample135,4.3555E-05,0.053452819,0,0,0.000195997,0,0,4.3555E-05,0,0,0,0.070156145,0,0,0.000108887,0,0,0,0.001328426,0.001535312,0,0,9.79986E-05,0.000141554,0.006032361,0.000511771,0.01424247,0,0,0,0.008612992,0,0,0.008079444,0,0.000141554,0,0,0.000402883,0,0.000293996,0.220377186,0,0,0,0,0.001001764,7.62212E-05,0.048639997,0.026535857,0,0,0.028484941,0,4.3555E-05,0,0,5.44437E-05,0.234695878,0,0,0,0.012914044,0,0,0,0.00034844,0,0.000206886,5.44437E-05,0,0.02063416,0,0,0,0,0.002090638,0,0.152801673,0,0,0.009680089,0.000217775,0,0,0,0,0,0.000370217,0,0.043141183,0.027537621,0.000119776,0,0,0,0,0,0,0,0,0.004551493,0,0
sample136,0,0.017487532,0,0,0.000291882,0,0,0,0,0,0,0.024886103,0,0,0.000355334,0.000342644,0,0,0.004352847,0.00025381,0,0,0.000139596,0,0.002081245,0.000571073,0.003236082,0,0,0,0.001916268,0.000126905,0,0.025431795,0,0.000164977,0,0,0.000583764,0.000203048,0,0.219165218,0,0,7.61431E-05,0,0.005330017,0.000114215,0.23495222,0.002487341,0,0,0.024035838,0,0.000152286,6.34526E-05,0,0,0.260828183,0,0,0,0.04865544,8.88336E-05,0,0,0.001878196,0,0,0,0,0.006903641,0,0,0,0,0.00024112,0,0.03711976,0,0,0.021802307,0.003642178,7.61431E-05,0,0,0,0,6.34526E-05,0,0.037157832,0.011408774,0,0,0,0,0,0,0,0,0,0.001332504,0,0
sample137,9.65577E-05,0.014664703,0,4.82789E-05,0.001653551,0,0,0,0,0,0,0.027193067,0,0,8.4488E-05,0.000181046,0,0,0.000603486,0.021037513,0,0,0.000313813,0.000120697,0.008352243,0.002088061,0.009462656,0,0,0,0.013180128,0,0,0.017102786,0,0,0,0,0.000229325,0,0.000229325,0.140250084,0,0,0,0,0.003669193,7.24183E-05,0.088133057,0.010186839,0,0,0.030596727,0,6.03486E-05,0,0,0,0.258014291,0.000144837,0,0,0.044319992,0,0,0,0.001436296,0,0,0.000168976,0,0.077704823,0,0,6.03486E-05,0,0.000941438,0,0.150461063,0,0,0.017464877,0.001665621,0,0,0,0,0,0.000325882,0,0.025068797,0.026348187,0.000108627,0,0,0,0,0,0,0,0.000132767,0.005890021,0,0.000132767
sample138,0,0.05026711,0,0,0.000477219,0,0,0,0,0,2.65122E-05,0.047284489,0,0,0.000145817,0,0,0,0.003459841,0.000596524,0,0,0.000251866,0,0.001683524,0.006508742,0.000172329,0,0,0,0.003300768,0.000371171,0,0.008987632,0,0,0,0,0.00030489,0,0.000490475,0.157323329,0,0,0.000198841,0,0.011665363,0.000132561,0.075175312,0.001272585,0,0,0.034611663,0,0,5.30244E-05,0,0,0.314991317,5.30244E-05,0,0,0.024669592,0,0,0,0.000530244,0,0,0,0,0.0532895,0,0,2.65122E-05,0,0.002651219,0,0.103092647,0,0,0.011559314,0.00617734,0,0,0,7.95366E-05,0,0.000119305,0,0.058154487,0.014263558,0.000371171,0,0,0,0,0,0,0,0,0.005209645,0,0
sample139,0.000234863,0.032317159,0,0,0.000336637,0,0,0,0,0,0,0.022672115,0,0,0.001009911,0,0,0,0.00082985,0.002231199,0,0,0.000438411,7.82877E-05,0.001683185,0.007539105,0.000289664,0,0,0,0.032974776,0.000219206,0,0.003303741,0,0.000140918,0,0,0.000430582,4.69726E-05,9.39452E-05,0.248101523,0,0,0.000109603,0,0.000978596,8.61165E-05,0.061322749,0.020464403,0,0,0.028073966,0,0,0,0,5.48014E-05,0.310481156,6.26302E-05,0,0,0.014279675,0,0,0,0.000430582,0,0.000399267,0,0,0.006028152,0,0,0,0,0.00038361,0,0.082444768,0,2.34863E-05,0.008760393,0.009590242,0,0,0,5.48014E-05,0,4.69726E-05,0,0.09286486,0.006137755,0.00018789,1.56575E-05,0,0,0,0,0,0,0.000234863,0.001510952,0,0
sample140,0,0.018657657,0,0,0.001529592,0,0,0.000117661,0,0,0,0.024977728,0,0,0.000790009,0,0,0,0.001327887,0.004639201,0,0,0.000302557,0.000319365,0.00490814,0.003529827,0.000470644,0,0,0,0.00258854,0.000201704,0,0.012001412,0,0.000268939,0,0,0.000655539,0,6.72348E-05,0.140403073,0,0,0,0,0.009849898,0,0.174440691,0.007916898,0,0,0.053905501,0,0,0,0,0,0.305145143,0,0,0,0.028591599,0,0,0,0.000823626,0,0,0,0,0.052459953,0,0,0.000100852,0,0.004168558,0,0.05689745,0,0,0.013816752,0.002941523,0,0,0,0,0,0,0,0.055972972,0.013043551,0.000319365,0,0,0,0,0,0,0,0,0.001848957,0,0
sample141,0,0.038236949,0,0,0.000290997,0,0,0.000135798,0,0,0,0.01868198,0,0,0.001338584,0,0,0,0.000931189,0.002230974,0,0,0.000232797,0,0.00256077,0.00510214,0.000232797,0,0,0,0.006440724,0,0,0.006188527,0,0.000717792,0,0,0.000504394,0.000174598,0,0.206646362,0,0,0,0,0.00337556,0.000135798,0.061458475,0.015907812,0,0,0.026073292,0.000193998,0,0,0,0,0.356878189,0,0,0,0.022639533,0,0,0,0.000640192,0,0,0,0,0.009389489,0,0,0,0,9.69989E-05,0,0.076648496,0,0,0.015093022,0,0,0,0,0,0,0.000310396,0,0.100316216,0.017556793,0,0,0,0,0,0,0,0,0,0.002638369,0,0
sample142,0.000154607,0.002718512,0,0,0.001172439,0,0,0,7.73036E-05,0,0,0.042632962,3.86518E-05,0,0.000837456,0.000115955,0,0,0.00225469,0.007382498,0,0,0.000334982,0,0.011415172,0.044745929,0.000283447,0,0,0,0.0035302,0,0,0.0105906,0,0.000386518,0,0,0.000566893,0,0.000180375,0.189677386,0,0,0,0,0.000876108,0,0.117218099,0.013283344,0,0,0.046858895,3.86518E-05,0,0.000115955,0,0,0.277185116,0,0,0,0.03383323,0,0,0,0.000386518,0,0,0,0,0.033704391,0,0,0.000334982,0,0.000888992,0,0.083565244,0,0,0.015280355,0.001030715,0,0,0,0,0,7.73036E-05,0,0.046356421,0.009302206,0.000219027,0,0,0,0,0,0,0,0.000115955,0.000167491,0,0
sample143,0,0.002289526,0,0,0.000891801,0,0,0.00012005,0,0,0,0.142422268,0,0,0.0001029,0.00025725,0,0,0.000437325,0,0,0,0.0005831,0,0.006619904,0.012802483,0.000248675,0,0,0,0.001586376,5.145E-05,0,0.041991802,0,6.86E-05,0,0,0.00073745,0.000111475,7.71751E-05,0.047325456,0,0,0.000162925,0,0.001423451,0.032439246,0.074336723,0.003567202,0,3.43E-05,0.008763656,4.2875E-05,0,0,0,0,0.172537687,0,1.715E-05,0,0.016541186,0,0,0.001474901,0.000806051,0,0,0,0,0.247886261,0,0,0.000128625,0,0.001037576,0,0.101802466,0,0,0.012313708,0.012905383,0,0,0,5.145E-05,0,0.00012005,0,0.002469602,0.050155208,0.00012005,0,0,0,0,0,0,0,0,0.0001372,0,0
sample144,0,0.000446137,0,0,0.000171591,0,0,5.14774E-05,0,0,0,0.061035039,0,0,0.000102955,0,0,0,0.00238512,0,0,0,0.000274546,0,0.010518549,0.001063866,0.000875116,0,0,0.000120114,0.018085727,3.43183E-05,0,0.217080202,0,0,0,0,0.001492845,0.000120114,0,0.020831188,0,0,0.00018875,0,0.000360342,0.121332235,0.139932736,0.000446137,0,0,0.0126806,5.14774E-05,0,0.000326024,0,0,0.152235835,0,0,0,0.055732867,0,0,0,0.001166821,0,0,8.57957E-05,0,0.020711075,0,0,0,0,0,0,0.078554515,0,0,0.037698617,0.036874979,0,0,0,0,0,3.43183E-05,0,0.000772161,0.005027626,5.14774E-05,0,0,0,0,0,0,0,0,0.001046707,0,0
sample145,0,0.00390973,0,0,0.000461201,0,0.000230601,0.000251564,0,0,1.04819E-05,0.056444766,0,0,0.000220119,0,0,0,0.000890957,0,0,0,0.000146746,6.28911E-05,0.011708227,0.006938985,0.000712766,0,0,0,0.003920212,9.43367E-05,0,0.048447114,0,0.0001153,0,0,0.000555538,0,0,0.072597298,0,0,0.0001153,0,0.007400187,0.026917393,0.091485593,0.000199155,0,0,0.024034884,0,5.24093E-05,4.19274E-05,0,0,0.279540476,0,0,0,0.020942738,0,0,0.000104819,0.00068132,0,0,0,0,0.134817563,0,0,0.000356383,0,0.002892991,0,0.084609499,0,0,0.013678815,0.099221198,0,0,0,0,0,0.000157228,0,0.000492647,0.004234668,0.000188673,0,0,0,0,0,0,0,0,0.0001153,0,0
sample146,0,0.001510864,0,0,0.001055206,0,0,0,0,0,0,0.113782436,0,0,0,0,0,0,0.001678738,0,0,0,0.000443666,0,0.005791645,0.002422179,0.00011991,0,0,0,0.001067197,0,0,0.140942012,0,0.000191856,0,0,0.003033719,4.79639E-05,0,0.002554079,0,0,0.00011991,0,0.00073145,0.009125138,0.113326778,0.000503621,0,2.3982E-05,0.022423138,0,0,0,0,0,0.125701472,8.39369E-05,0,0,0.040481558,0,0,0.000431675,0.001235071,0,0,0,0,0.176938942,0,0,0.000323757,0,0.000803396,0,0.12359106,0,0,0.025169073,0.013381937,0,0,0,0,0,0.000131901,0,0.000503621,0.069763538,3.59729E-05,0,3.59729E-05,0,0,0,0,0,0,0.00049163,0,0
sample147,0,0.000914894,0,0,0.000660757,0,0,0,0,0,0,0.024356524,0,0,0.00011182,6.0993E-05,0,0,0.004228846,3.04965E-05,0,0,0.000599764,0,0.001433335,0.002734518,0.000376123,0,0,0,0.022689383,0,0,0.23025861,0,0.000132151,0,0,0.000955556,0,8.1324E-05,0.003913715,0,0,0.00011182,0,0.000304965,0.077196763,0.192422641,0.002541374,0,0,0.017088196,0,0,0.000142317,0,0,0.088907413,8.1324E-05,0,0,0.048540235,0,0,0,0.002887,0,0,0,0,0.046700281,0,0,2.0331E-05,0,0,0,0.100648559,0,0,0.042847558,0.018562192,0,0,0,0,0,9.14894E-05,0,0.000620095,0.066401008,0,0,0,0,0,0,0,0,0,0.000345627,0,0
sample148,0,0.018230977,0,0,0.000710699,0,0,0.00013905,0,0,7.72499E-05,0.097350328,0,0,0,9.26999E-05,0,0,0.001900348,0,0,0,0.000432599,0,0.009532638,0.025446118,0.001529548,0,0,0,0.001143299,0,0,0.084418694,0,0.000757049,0,0,0.008883739,0,9.26999E-05,0.035519506,0,0,0,0,0.003074546,0.03170336,0.110791812,0.014662032,0,0,0.034577057,0,0,0,0,0,0.165623793,0,0,0,0.044325995,0,0,0,0.000787949,0,0,0,7.72499E-05,0.038655852,0,0,0.000587099,0,0,0,0.177782928,0,0,0.019868675,0.014244882,0.0001545,0,0,0,0,0.000494399,0,0.000540749,0.05560448,0,0,0,0,0,0,0,0,0,0.0001854,0,0
sample149,0.000160591,0.003360057,0,0,0.000802955,0,0.000135885,7.41189E-05,0,0,1.23532E-05,0.030079925,0,0,0.000296476,0,0,0,0.003088288,0.005719509,0,0,0.000395301,0.001025312,0.003001816,0.00752307,0.000741189,0,0,0,0.026114563,0.000148238,0,0.03974009,0,0,0,0,0.000296476,0,2.47063E-05,0.076799545,0,0,8.64721E-05,0,0.003668886,0.000210004,0.164321627,0.0041136,0,0,0.04060481,0,0,0,0,0,0.239255846,0,0,0,0.112228385,0,0,0,0.00337241,0,0,0,0,0.007238947,0,0,0.000123532,0,0.001544144,0,0.146545441,0,0,0.0403701,0.001383553,3.70595E-05,0,0,0,0,8.64721E-05,0,0.019765043,0.01360082,0.000222357,0,0,0,0,0,0,0,6.17658E-05,0.001618263,0,0
sample150,0,0.005945549,0,0,0.000183646,0,0,0,0,0,0,0.072884624,0,0,0.001767596,0.000160691,0,0,0.003420412,0,0,0,0.000160691,6.88674E-05,0.001675772,0.004453423,0.001400303,0,0,0,0.014668748,0.000183646,0,0.031036224,0,0,0,0,0.000252514,9.18231E-05,0.000390248,0.130572517,0,0,0,0,0.001147789,9.18231E-05,0.126692989,0.013268445,0,0,0.063013636,0.000206602,0,9.18231E-05,0,0,0.285776594,0,0,0,0.037532712,0,0,0,0.001400303,0,0,0,0,0.033331803,0,0,0,0,0.002915385,0,0.095243561,0,0,0.023070566,0.001698728,0,0,0,0,0,0,0,0.028350397,0.014760571,0.000206602,0,0,0,0,0,0,0,0.000160691,0.001721684,0,0
sample151,0.000163045,0.001781846,0,0,0.000430904,0,0,0,0,0,0,0.017492372,0,0,0.000314443,0.000197983,0,0,0.000908392,0.011052104,0,0,0.000314443,0.000128107,0.003144434,0.0017702,0.006416975,0,0,0,0.003948012,0,0,0.011052104,0,0.000163045,0,0,0.000559011,0.000174691,0,0.391749936,0,0,0,0,0.000302797,6.98763E-05,0.092679291,0.006929402,0,0,0.018156197,0,0,0,0,2.32921E-05,0.246372254,0,0,0,0.039678103,0,0,0,0.00121119,0,0,0,0,0.002492255,0,0,0,0,0.000163045,0,0.095008502,0,0,0.018691915,0.000605595,9.31684E-05,0,0,0,0,8.15224E-05,0,0.018528871,0.006859525,0,0,0,0,0,0,0,6.98763E-05,5.82303E-05,0.000163045,0,0
sample152,0,0.001524758,0,0,0.000875604,0,0.000271739,0,0,0,0.000120773,0.011080918,0,0,0.000181159,0,0,0,0.003426932,0.000407609,0,0,0.000588768,0.000377415,0.003894928,0.000679348,0.001479469,0,0,0,0.008318237,0.00013587,0,0.024667874,0,0,0,0,0.000634058,0.000181159,0,0.268916063,0,0,0,0,0.000271739,0.00013587,0.158937198,0.000739734,0,0,0.021905193,0,0,0,0,0,0.292164855,0.000105676,0,0,0.061065821,0,0,0,0.000905797,0,0,0,0,0.002068237,0,0,0,0,0,0,0.074139493,0,0,0.035326087,0.008846618,0,0,0,0,0,0.000181159,0,0.010160024,0.003683575,0.000347222,0,1.50966E-05,0,0,0,0,0,0,0.001237923,0,0
sample153,0,0.005284142,0,0,0,0,0,0,0,0,0,0.011365665,1.19012E-05,0,0.000142815,0,0,0,0.00283249,0.001713776,0,0,0.000273728,4.76049E-05,0.003344243,0.001535257,0.003879798,0,0,0,0.070217197,0,0,0.027741744,0,0.000107111,0,0,0.000523654,0.000214222,0,0.200452246,0,0,0,0,0.000511752,0.000154716,0.155739363,0.001309134,0,2.38024E-05,0.015102648,0,0,0,0,0,0.246498066,3.57037E-05,0,0,0.070217197,0,0,0,0.00185659,0,0,0,0,0.005926807,0,0,0,0,4.76049E-05,0,0.117667361,0,0,0.035525141,0.004141625,0,0,0,0,0,0.000178518,0,0.003368045,0.010984826,0,0,0,0,0,0,0,0,0,0.001023505,0,0
sample154,0,0.004530797,0,0,0.000386972,0,0,0,0,0,0,0.013673009,0,0,0.0003386,9.6743E-05,0,0,0.001886488,0.000257981,0,0,0.000386972,8.06192E-05,0.000919058,0.000290229,0.004337311,0,0,0,0.006546275,0,0,0.022605611,0,0,0,0,0.000515963,0,0,0.321412448,0,0,0,0,0.000145114,0.000128991,0.139567881,0.005256369,0,0,0.005756208,0,0,0,0,0,0.294195421,0,0,0,0.070251532,0,0,0,0.001209287,0,0,0,0,0.001580135,0,0,0,0,0,0,0.059561432,0,0,0.023556917,0.001402773,0,0,0,0,0,0.000161238,0,0.01123831,0.006594647,0.000177362,0,0,0,0,0,0,0,0,0.000919058,0,3.22477E-05
sample155,6.40074E-05,0.016936351,0,0,0,0,0,5.12059E-05,0,0,0,0.010881254,0,0,0.000371243,0,0,0,0.001113728,0.001075324,0,0,0.000307235,7.68088E-05,0.002470685,0.001280147,0.008180142,0,0,0,0.00156178,0.000102412,0,0.00546623,0,0,0,0,0.000140816,0,0,0.433816376,0,0,0,0,2.56029E-05,8.96103E-05,0.048888832,0.006375134,0,0,0.009191459,0,0,0,0,0,0.300463413,0,0,0,0.022786625,0,0,0,0.000409647,0,0,0,0,0.002240258,0,0,0,0,0.003878847,0,0.064122587,0,0,0.009012238,0.006400737,0,0,0,0,0,3.84044E-05,0,0.037085872,0.003776435,0.000115213,0,0,0,0,0,0,0,0,0.001203339,0,0
sample156,0,0.001046682,0,0,0,0,0,0,0,0,0,0.290967633,0,0,0.000199368,0,0,0,0.00049842,0,0,0,0,0,0.000338926,0.000129589,0.000119621,0,0,0,0.019677622,1.99368E-05,0,0.008353519,0,0,0,0,0.000528325,0,0,0.239470877,0,0,0,0,6.97788E-05,0.000139558,0.113231058,0.001884028,0,0,0.000827377,0,0,0,0,0,0.264930171,0,0,0,0.013527119,0,0,0,0.000458546,0,0,0,0,0.000767567,0,0,0,0,9.9684E-05,0,0.001644786,0,0,0.005662051,0.000109652,1.99368E-05,0,0,8.97156E-05,0,9.9684E-05,0,0.033952371,0.001066619,0,0,0,0,0,0,0,0,0,0,0,0
sample157,0,0.001521332,0,0,0,0,8.81931E-05,0,0,0,0,0.282736192,0,0,0.000154338,0,0,0,6.61449E-05,0.000705545,0,4.40966E-05,3.30724E-05,0,0.000716569,0.004960864,8.81931E-05,0,0,0,0.012589571,0,0,0.001796935,0,0,0,0,0.000551207,0,0.000308676,0.212049388,0,0,3.30724E-05,0,0.000154338,5.51207E-05,0.040557822,0.001752839,0,0,0.00263477,0,0,0,0,0,0.365792085,0,0,0,0.005831772,0,0,0,0.000551207,0,0,0,0,0.015268438,0,0,0,0,0.001190607,0,0.007121596,0,0,0.002910374,0.000782714,0,0,0,0,0,9.92173E-05,0,0.032885018,0.00372616,0,0,0,0,0,0,0,0,0,0.000143314,0,0
sample158,0,0.000146876,0,0,0,0,0,0,0,0,0,0.371222012,0.0008323,0,0,0,0,0,0.000277433,0,0,0,0,0,0.000375351,9.79176E-05,0,0,0,0,0.026535675,0,0,0.008518833,0,0,0,0,0.000848619,0,0,0.000848619,0,0,0,0,0.000114237,0,0.18338338,0,0,0,0.002105229,0,0,0,0,0,0.315196814,0,0,0,0.023891899,0,0,0,0.00246426,0,0,0,0,0.005662902,0,0,0,0,0.005303871,0,0.006070892,0,0,0.013023043,0.000179516,0,0,0,0,0,0.000146876,0,0.000848619,0.03167635,3.26392E-05,0,0,0,0,0,0,0,0,0.000195835,0,0
sample159,0,0.005427165,0,0,0,0,0,1.79707E-05,0,0,0,0.111472523,0,0,0.000359415,5.39122E-05,0,0,8.08683E-05,0,0,0,0,0,0.000359415,0.000125795,8.08683E-05,0,0,0,0.049716062,0,0,0.010692592,0,2.69561E-05,0,0,0.00035043,0,0.000179707,0.235901952,0,0,0,0,0.000179707,6.28976E-05,0.135795924,0.001428674,0,0,0.001042303,0,0,0,0,0,0.380117169,9.88391E-05,0,0,0.015517737,0,0,0,0.002255328,0,0,0,0,0.002345182,0,0,0,0,0.000242605,0,0.002345182,0,0,0.010629695,0,0,0,0,5.39122E-05,0,0.000107824,0,0.029391151,0.003333573,0,0,2.69561E-05,0,0,0,0,0,0,0.000179707,0,0
sample160,0,0.001052566,0,0,2.32184E-05,0,0,0,0,0,0,0.531197759,0,0,0.000371494,0.000116092,0,0,7.73946E-05,0,0,0,0,0,0.000371494,2.32184E-05,0,0,0,3.86973E-05,0.060514829,0,0,0.004210266,0,0,0,0,0.000201226,0,0.000216705,0.169362578,0,0,0,0,0,5.41762E-05,0.037931088,0.00558015,0,0,0.000913256,0,6.19157E-05,0,0,0,0.1387298,0,0,0,0.006555322,0,0,0,0.000472107,0,0,0,0,0.002019999,0,0,0,0,0.00014705,0,0.001191877,0,0,0.001733639,0.000154789,0,0,0,8.5134E-05,0,0.000154789,0,0.034858523,0.001091264,0,0,0,0,0,0,0,0,0,6.19157E-05,0,0
sample161,0,0.001027779,0,0,0.000339361,0,0,3.87841E-05,0,0,0,0.024482474,0,0,0.00061085,0,0,0,0.00249188,0.002821545,0,0,0.000349057,6.78722E-05,0.004023852,0.000601154,0.001338052,0,0,0,0.007242934,9.69603E-05,0,0.023454695,0,0.000164833,0,0,0.000329665,4.84801E-05,0.000126048,0.239191351,0,0,0,0,0.000765986,0.000116352,0.226043535,0.010811073,0,0,0.016725651,0,0,0,0,0,0.21648325,0.000193921,0,0,0.05189315,0,0,0,0.0012217,0,0,0,0,0.036408591,0,0,6.78722E-05,0,0.000494498,0,0.05147622,0,0,0.020613759,0.000261793,4.84801E-05,0,0,0,0,0.000223009,0,0.043729093,0.012071557,3.87841E-05,0,0.000116352,0,0,0,0,0,0,0.001289572,0,5.81762E-05
sample162,0,0.016731719,0,0,0.000832492,0,0,0.000232006,0,0,0,0.06212299,0,0,0.001760515,0.000122827,0,0,0.000436717,0.001460272,0,0,0.000136474,0.000191064,0.003097961,0.001624041,0.001651336,0,0,0,0.003534678,0,0,0.004489996,0,0,0,0,0.000395775,0,0,0.29936949,0,0,5.45896E-05,0,0.000218358,5.45896E-05,0.047902394,0.008515981,0,0,0.029942408,0,0,6.8237E-05,0,4.09422E-05,0.274967929,0,0,0,0.011641237,0,0,0,0.000286596,0,0,0,0,0.016608893,0,0,0,0,0.000300243,0,0.12514671,0,0,0.006878292,0.000354833,0,0,0,0,0,0.00036848,0,0.055422114,0.02019816,0.000272948,0,0,0,0,0,0,0,0,0.002565712,0,0
sample163,7.50793E-05,0.019257841,0,0,0.000197083,0,0,2.81547E-05,0,0,0,0.093098335,0.000187698,0,0.000168928,3.75397E-05,0,0,0.001266963,0.00269347,0,0,0,0.000122004,0.000366012,0.002027141,0.000760178,0,0,0,0.001351427,0,0,0.005142932,0,0.000225238,0,0,0.000319087,0,0.00108865,0.269778704,0,0,0,0,0.000234623,0.000150159,0.040843141,0.003134561,0,0,0.022270398,0,0,0,0,0,0.199213544,2.81547E-05,0,0,0.009694615,0,0,0,0.000384781,0,0,0,0,0.095632262,0,0,0,0,0.001548511,0,0.083309871,0,0,0.003500572,0,0,0,0,0,0,9.38491E-05,0,0.091202583,0.048651388,0,0,0,0,0,0,0,0,0,0.001914522,0,0
sample164,0,0.000244761,0,0,0.001155818,0,0,1.35979E-05,0,0,0,0.039161828,0,0,0.000815871,0,0,0,0.001781319,0.000394338,0,0,0.000475925,0.000108783,0.007845963,0.001985287,0.003331475,0,0,0,0.077385404,6.79893E-05,0,0.035123265,0,0,0,0,0.000421534,0,0,0.186304238,0,0,0.000122381,0,0.000707089,0.000299153,0.096816742,0.011449396,0,0,0.032322106,0,0,0,0,0,0.212928842,0.000122381,0,0,0.069512245,0,0,0,0.001754124,0,0,0,0,0.001441373,0,0,0,0,0.000135979,0,0.148053467,0,0,0.026515821,0.000530316,0,0,0,0,0,0.000122381,0,0.026706191,0.010987068,0.000108783,0,0,0,0,0,0,0,6.79893E-05,0.002678778,0,0
