SampleID,Muribaculaceae,Akkermansia_dash_muciniphila,Bacteroides_dash_acidifaciens,Faecalibaculum,Parasutterella,Bacteroides_dash_uniformis,Bacteroides,Alloprevotella,Clostridia_dash_UCG_dash_014,Lachnospiraceae_dash_NK4A136_dash_group,Lachnospiraceae,Parabacteroides_dash_goldsteinii,Desulfovibrionaceae,Mucispirillum_dash_schaedleri,Oscillospiraceae,Helicobacter_dash_ganmani,Lachnospiraceae_dash_bacterium_dash_10_dash_1,Muribaculum,Colidextribacter,Escherichia_dash_Shigella,Lachnoclostridium,Clostridia_dash_vadinBB60_dash_group,Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,Oscillibacter,Roseburia,Alistipes,Rikenellaceae_dash_RC9_dash_gut_dash_group,Dubosiella_dash_newyorkensis,Bacteroides_dash_caecimuris,Lachnospiraceae_dash_bacterium_dash_28_dash_4,Parabacteroides,Lactobacillus,Ruminococcaceae,Bilophila,Gastranaerophilales,Anaerotruncus,mouse_dash_gut_dash_metagenome,Ruminococcus_dash_sp_dot__dash_N15_dot_MGS_dash_57,Desulfovibrio,Bifidobacterium_dash_choerinum
sample217,169199301.974709,462312.3134063666,1089235.829313485,20630686.9857591,22446663.76228335,106822.1633249559,490331.2414916009,16622229.08656527,13732777.12777548,486828.8754809466,2120682.619451174,141845.8234314988,49033.12414916009,483326.5094702923,609411.6858538468,0.0,197883.6796019675,1376429.842187137,355490.1500814107,10507.09803196288,731994.4962267469,190878.9475806589,0.0,229404.9736978561,336227.137022812,1409702.319288353,1246842.299792928,7030999.766388491,117329.2613569188,112075.7123409373,246916.8037511276,50784.30715448724,227653.790692529,201386.0456126218,194381.3135913132,105070.9803196288,1304631.338968724,178620.6665433689,0.0,2057640.031259397
sample218,78472063.44359718,3540196.953677632,1831006.441455121,22515853.55888126,55541784.55846066,13814.17754184248,1710446.346544496,6498942.616275894,4455700.174405192,286330.225412735,5284550.82691574,106745.9173687828,57768.37881134127,522427.0779460428,223538.509313451,5023.33728794272,173305.1364340238,1784540.571541651,475961.2080325727,41442.53262552743,696988.0487020523,91675.90550495464,0.0,185863.4796538806,59024.21313332696,1416581.115199847,1993009.068991274,3783828.812142853,52745.04152339856,105490.0830467971,528706.2495559712,329028.5923602481,193398.4855857947,283818.5567687636,501077.8944722863,85396.73389502623,216003.503381537,141909.2783843818,0.0,818803.9779346633
sample220,240680485.0270046,8040643.632085815,3347660.967444288,21260949.61255376,39803445.56307071,121669.9209351507,3608382.22659104,27188012.90382324,32447629.77167704,511013.6679276328,1546946.137604058,135575.0547563107,86907.08638225048,1261890.894270277,170337.8893092109,0.0,253768.6922361714,1178460.091343316,389343.7469924822,163385.3223986309,1734665.44418972,139051.3382116008,0.0,215529.5742279812,83430.80292696046,1320987.713010208,173814.172764501,4122872.177973963,246816.1253255914,483203.4002853126,312865.5109761017,163385.3223986309,208577.0073174011,354580.912439582,93859.65329283051,187719.306585661,2589831.174191064,225958.4245938512,0.0,1957147.585328281
sample231,164395217.0042894,6560513.946139599,753149.781877559,9482735.09982453,25542205.83339833,0.0,1186500.579450185,16080327.18907195,3418141.317751999,1211991.80283681,3744892.453889647,90377.97382530708,347607.5916357965,1703277.199015403,2078693.397982063,0.0,271133.9214759212,1040505.390963151,1587408.00180347,53299.8307174888,3580358.193848704,234055.778368103,0.0,920001.4258627414,790227.9249853775,739245.4782121272,885240.6666991618,12977350.0877364,78791.05410411386,282720.8411971145,192342.8673718074,345290.2076915579,655819.656219536,1406652.054152857,398590.0384090467,403224.806297524,829623.4520374343,208564.5549814779,0.0,6741269.893790213
sample232,207000758.8731672,229049.6828930766,1045762.18856233,5899764.559367124,21815247.07069514,39331.76372911416,647817.2849501156,15542987.5724817,3553740.534583491,1191521.077676105,4085876.161506801,76349.8942976922,254499.647658974,5929841.790454093,1992038.151221605,9254.532642144508,279949.6124248714,881494.2341642644,2116974.341890556,55527.19585286705,879180.6010037283,71722.62797661994,0.0,1179952.911873425,2406178.486957572,465040.2652677616,886121.5004853366,8854274.105371758,50899.9295317948,145758.889113776,185090.6528428902,62468.09533447543,594603.7222577847,2022115.382308575,85604.4269398367,853730.636237831,1698206.739833517,175836.1202007457,0.0,2288183.19577023
sample233,197277016.9114945,454555.3385057476,1233477.836042296,11875809.86329094,32125588.21992806,19859.21381821228,1253337.049860508,12328158.62248356,6875701.139727716,4602924.447198978,18369772.78184635,72817.11733344501,260376.3589498943,3925504.598066627,2519913.575599824,13239.47587880818,615635.6283645806,1659347.643477292,2383105.658185473,66197.37939404091,3109070.252206788,174319.7657376411,0.0,1125355.449698695,225071.0899397391,902490.939072091,661973.7939404092,1282022.580931259,50751.32420209804,611222.4697383111,218451.352000335,333193.4762833393,1052538.33236525,1220238.360163487,262582.938263029,81643.43458598379,428076.3867481312,278028.9934549718,0.0,4289590.184733851
sample235,135995005.1960312,2810455.636512515,1076964.012610664,7271932.679744982,17323596.79744452,35575.38780395588,3070802.792714192,14919023.9945135,1251606.825466448,1015515.61549474,4400028.646116544,87321.40642789172,278134.8501036551,7596962.359226578,1392291.313600273,17787.69390197794,357370.9411215569,729295.4499810956,1980902.275447544,77619.02793590374,2411041.05525901,124513.8573138456,0.0,692102.9990951417,842489.8657209552,585376.8356832741,295922.544005633,7606664.737718567,53363.08170593382,163323.3712817975,181111.0651837754,74384.90177190775,456011.7891234345,1395525.439764269,46894.82937794185,522311.3754853523,6788430.818227582,160089.2451178015,0.0,2162013.340631319
sample246,162899028.3471496,3752183.86879431,2023014.796729462,25926234.32233177,26057334.72256675,83633.0139430057,1231891.691863192,11738006.52448726,3322717.040438335,153703.9175168753,395561.5524331351,63289.84838930162,54248.44147654425,144662.510604118,103976.1794967098,0.0,97195.12431214178,825028.3807891104,155964.2692450647,42946.68283559753,617076.0217956908,0.0,0.0,79112.31048662702,162745.3244296327,712010.794379643,666803.7598158563,4446111.849348439,92674.42085576308,110757.2346812778,185348.8417115262,169526.3796142008,108496.8829530885,63289.84838930162,79112.31048662702,67810.5518456803,472413.5111915728,133360.7519631713,0.0,4821330.236227869
sample247,180649406.7157716,13298398.22231362,1179033.244452548,26708583.1386451,38935516.44471205,145533.6205138208,1826552.39659375,27090345.24463063,7356829.97611894,649628.3350472,1174814.878640553,80148.95042790129,90694.86495788829,124441.7914538467,495657.9829093896,25310.19487196883,164516.2666677974,1581887.179498052,651737.5179531974,67493.85299191688,689702.8102611506,124441.7914538467,0.0,221464.2051297273,426054.9470114753,894293.5521428986,748759.9316290779,9322588.444508519,27419.37777796623,94913.23076988311,111786.6940178623,84367.3162398961,318486.6188056078,523077.3606873558,134987.7059838338,210918.2905997402,881638.4547069143,137096.8888898312,0.0,1965758.468389579
sample248,292412651.3806738,2273467.218239232,3344366.834552693,53790761.05548268,40575684.23286043,0.0,1027010.287776024,18099959.08883898,904120.1678712004,1285957.326146902,8672531.318997534,105334.3884898486,364281.4268607264,860230.8393337635,2567525.71944006,39500.39568369323,574950.2038404235,2839639.556372168,1422014.244612956,114112.254197336,2958140.743423248,127279.0527585671,0.0,1237679.064755721,373059.2925682138,1953075.119915943,1141122.54197336,13337966.94252708,61445.05995241168,438893.2853743692,57056.12709866799,711007.122306478,557394.4724254488,1501015.035980342,74611.85851364274,184335.179857235,548616.6067179614,250169.1726633904,0.0,7316351.067190734
sample250,97977605.34055762,4037746.855820127,1244881.738389583,11709465.88187837,20099968.79862416,17320.09375150725,1188591.433697185,11863181.713923,5911564.498561316,647338.5039625834,999152.9082900743,54125.29297346015,80105.43360072101,192686.0429855181,640843.4688057681,9742.552735222826,119075.6445416123,773991.6895204801,525015.3418425634,55207.79883292934,141808.2675904656,19485.10547044565,0.0,181860.9843908261,99590.53907116667,886572.298905277,652751.0332599293,1845672.490394991,40052.7168003605,72527.89258443659,120158.1504010815,41135.22265982971,251141.3593968551,307431.6640892536,567233.0703618623,57372.81055186775,768579.1602231341,71445.3867249674,0.0,473055.0605880416
sample261,93767049.65335774,1153843.262160767,1126187.897688205,5150043.428445925,9326003.463802734,82966.09341768496,424048.921912612,5119315.245698635,3046699.319393875,755913.295583352,2618041.17006917,215097.2792310351,76820.45686822681,342619.2376322916,2210892.748667568,0.0,78356.86600559135,616100.064083179,969474.1656770224,90648.13910450765,145958.868049631,107548.6396155175,0.0,663728.7473414796,282699.2812750747,565398.5625501494,892653.7088087955,2717907.763997865,58383.54721985238,259653.1442146066,110621.4578902466,16900.5005110099,382565.8752037695,307281.8274729073,181296.2782090153,170541.4142474635,3102010.048338999,53774.31980775877,13827.68223628083,333400.7828081044
sample262,132139750.7067145,2190423.918722789,1711336.125662238,7028779.018009973,15440870.08715424,187750.6216048105,1145926.207725912,11737650.92998349,9590388.073698595,930120.895536475,3316927.648351652,345288.4995030997,56109.3811692537,97112.3904852468,1834345.153610217,0.0,140273.4529231343,697051.1583718825,615045.1397398963,170486.1966296555,211489.2059456486,105744.6029728243,0.0,485561.9524262339,172644.2497515499,1670333.116346245,770424.9645162912,1914193.119120309,38844.95619409872,211489.2059456485,153221.7716545005,0.0,332340.1807717335,448875.0493540296,51793.27492546495,82006.01863198617,2188265.865600894,51793.27492546495,0.0,287021.0652119516
sample263,115829361.9459935,490660.6263236454,832636.2143673982,11439455.13265923,12812933.17376974,111513.7787099194,695102.5539584976,10881886.23910963,21973790.09478961,879100.2888298647,4572064.927106694,249047.43911882,61332.57829045567,9118109.97251441,1626242.606186324,0.0,172846.3570003751,1278691.329207076,986896.9415827865,104079.5267959248,912554.4224428403,234178.9352908307,0.0,449772.2407966749,115230.9046669167,444196.5518611789,1767493.392552222,1836260.222756673,24161.31872048253,191431.9867853616,263915.9429468092,139392.2233873993,544558.9527001063,310380.0174092756,509246.2561086318,146826.4753013939,185856.2978498656,91069.58594643416,26019.88169898119,538983.2637646104
sample265,158643041.6539315,4077217.048235428,2739557.330834741,17799565.25089248,23660328.58899549,119029.0426500611,1526594.705734118,22409578.96622818,15430320.49719126,1092044.232567228,3905286.208852006,413767.6244502125,64237.89603336633,204049.7874001048,642378.9603336634,11336.09930000582,153037.3405500786,1486918.358184097,789748.2512337391,221053.9363501135,438329.1729335585,272066.3832001397,0.0,529017.967333605,495009.6694335876,1596500.651417487,954121.6910838236,5067236.387102603,73684.64545003786,272066.3832001397,166262.7897334187,52901.79673336051,411878.2745668782,385427.376200198,149258.64078341,141701.2412500728,2988951.515434869,96356.8440500495,30229.59813334886,1322544.918334013
sample411,8398359.991968779,202870.64410296,194215.753142936,2977974.88152502,232643.4690054421,118745.1039715278,1500065.70119134,5197088.923675144,61622.82363537009,713855.4063827706,1836567.861717069,81702.17066262552,3202655.85084724,158211.4067492367,872066.813132007,1472023.854480863,22156.52085766116,62661.41055057295,391547.2670314808,2226037.954918144,147479.3419588071,515831.5012174237,0.0,385315.7455402635,217410.8609158001,1077360.826703774,808713.0113046322,0.0,35311.95511689746,48467.38937613377,1303080.382941197,85856.51832343698,270378.7935911463,8308.695321622934,102127.7133282819,383584.7673482588,36004.34639369938,0.0,49852.1719297376,0.0
sample412,14737749.58595569,784364.8614130312,343539.6486033819,4417372.64974083,280709.3883868342,241187.1279280381,805646.0785831523,10147087.02497246,404343.1262322991,4475135.953488301,5232139.249968321,284762.9535620954,22128412.29175059,1396453.202877464,3149620.141177909,14743829.9337186,143901.5637217706,105392.6945567897,2206152.846635878,432718.0824591271,544191.1247788086,201664.8674692419,0.0,958668.1639492605,710387.2969645153,1485631.636733209,2199059.107579171,2026.782587630572,58776.69504128659,146941.7376032165,4185306.04345713,269562.0841548661,1271806.073738184,32428.52140208915,48642.78210313372,1843358.763450005,64857.0428041783,0.0,220919.3020517323,0.0
sample413,25677827.04969819,2938165.582760127,574247.3963572186,4286107.606377187,192754.3708052202,234250.1034091218,748261.758889709,3948787.457468052,1037393.315097539,2635648.30635749,5623341.053838404,278422.9800519847,29295987.21835451,4425319.09640318,4347681.919273301,21880298.23043145,123148.625792224,117794.3377143012,1916835.131896356,287792.9841883496,829914.6520780313,267714.4038961391,0.0,1436287.776902787,2744072.639935426,2746749.783974388,2820371.245045826,0.0,41495.73260390157,133857.2019480696,2580766.853558782,112440.0496363784,1927543.708052202,49527.16472078574,120471.4817532626,2133683.799052229,0.0,5354.288077922783,258344.3997597743,0.0
sample426,80741424.39227346,3588428.562230533,169881980.9803538,41774724.96030641,45078074.78869539,1895773.58004632,58287910.61807828,7843228.664815694,217372.5345541833,3068159.872969701,4628965.940752197,131848.9144017177,32367126.74353519,481070.3633576187,1108243.577809033,6752802.507871759,160356.7877858729,1204457.650480557,356348.4173019398,2273502.902386376,737641.2238150154,242316.923765319,0.0,171047.2403049311,1681964.529665156,726950.7712959572,1336306.564882274,0.0,11980433.78969122,342094.4806098622,5990216.894845609,249443.8921113578,174610.7244779505,71269.68346038795,28507.87338415518,612919.2777593364,481070.3633576187,21380.90503811639,42761.81007623277,0.0
sample427,57873392.44972017,2857466.96893886,74199699.48750475,23591053.56898506,21554502.95807185,799122.118432054,21317187.9047193,16592681.07726192,94441.70490560638,435884.7918720295,355972.580028824,82333.79402027224,2893790.701594862,31480.5683018688,70225.88313493808,2106776.494048142,53274.80789547027,864504.8372128584,50853.22571840344,16444964.56446085,62961.13660373759,75069.04748907175,0.0,0.0,680464.5917557793,324492.0117269552,656248.7699851111,7264.746531200492,5104695.229256879,89598.54055147273,1765333.407081719,341443.0869664231,31480.5683018688,19372.65741653464,14529.49306240098,222785.5602901484,106549.6157909405,0.0,12107.91088533415,0.0
sample428,99732558.5615879,1055338.144189097,93360178.53211667,24744575.54551612,14538834.90406391,1136040.472862381,35630078.10925484,2706631.946273214,251418.7931744614,1747515.809348417,10984828.50672122,117949.5572917226,19231985.70998719,940492.5226155777,1570591.473410833,13377962.94545591,164508.593064771,1204327.058662852,412823.4505210292,496629.7149125163,2539019.41749024,148988.9144737549,0.0,505941.522067126,7474277.20943337,713905.2151867423,766672.122396197,0.0,7735007.809762442,273146.343201884,4227560.448192795,1291237.258772542,403511.6433664195,102429.8787007065,9311.80715460968,1787866.973685059,599059.5936132228,49662.97149125164,176924.3359375839,0.0
