SampleID,Muribaculaceae,Akkermansia_dash_muciniphila,Bacteroides_dash_acidifaciens,Faecalibaculum,Parasutterella,Bacteroides_dash_uniformis,Bacteroides,Alloprevotella,Clostridia_dash_UCG_dash_014,Lachnospiraceae_dash_NK4A136_dash_group,Lachnospiraceae,Parabacteroides_dash_goldsteinii,Desulfovibrionaceae,Mucispirillum_dash_schaedleri,Oscillospiraceae,Helicobacter_dash_ganmani,Lachnospiraceae_dash_bacterium_dash_10_dash_1,Muribaculum,Colidextribacter,Escherichia_dash_Shigella,Lachnoclostridium,Clostridia_dash_vadinBB60_dash_group,Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,Oscillibacter,Roseburia,Alistipes,Rikenellaceae_dash_RC9_dash_gut_dash_group,Dubosiella_dash_newyorkensis,Bacteroides_dash_caecimuris,Lachnospiraceae_dash_bacterium_dash_28_dash_4,Parabacteroides,Lactobacillus,Ruminococcaceae,Bilophila,Gastranaerophilales,Anaerotruncus,mouse_dash_gut_dash_metagenome,Ruminococcus_dash_sp_dot__dash_N15_dot_MGS_dash_57,Desulfovibrio,Bifidobacterium_dash_choerinum
sample487,185323212.053265,5627227.40415218,2676653.587026775,4197234.391904999,8047215.578724333,116470.0190970555,437840.9977167086,15408552.15609934,15154043.59585022,524115.0859367497,7143494.504619402,92744.64483654418,8510938.802907053,420586.1800727003,741957.1586923534,31235533.64006588,183332.4374675873,2607634.316450742,1552933.58796074,213528.3683446017,148822.8021795709,375292.2837571788,0.0,476664.337415727,69019.27057603288,562938.4256357681,297645.6043591418,0.0,62548.71395952979,28039.07867151335,513330.8249092445,112156.3146860534,427056.7366892034,0.0,5471934.045356106,700976.9667878338,81960.38380903903,0.0,116470.0190970555,0.0
sample488,161210348.5185528,6355820.511624574,11439479.14690357,3210337.911483841,4377733.515659783,618619.8928111831,1431805.71965169,26538294.51458942,25972057.75786306,139688.3628928478,1095056.98767786,79821.92165305588,1232250.91551905,77327.48660139789,573720.0618813391,2412118.694953282,72338.61649808189,3275193.222826949,164632.7134094278,182093.7587710337,54877.57113647591,229488.0247525357,0.0,251937.9402174576,0.0,1342006.057792002,586192.2371396291,0.0,204543.6742359557,22449.91546492197,820669.131995481,59866.44123979191,152160.5381511378,0.0,8580856.577703508,204543.6742359557,52383.13608481792,0.0,29933.22061989595,0.0
sample501,237236854.9407656,19748505.54411768,6220683.099826749,5711106.277120693,10210765.76818548,100953.898837992,807631.1907039365,26997956.94638873,18142857.819742,216329.7832242687,5384207.938026244,57687.94219313832,10691498.61979497,552842.7793509089,235559.0972886481,15532478.43550249,235559.0972886481,6244719.742407223,447081.5519968219,163449.1695472252,399008.2668358734,384586.2812875888,0.0,134605.1984506561,67302.59922532804,1355666.64153875,495154.8371577705,0.0,134605.1984506561,0.0,903777.7610258335,163449.1695472252,240366.425804743,43265.95664485374,3086304.9073329,1072034.259089154,173063.8265794149,0.0,562457.4363830986,0.0
sample502,249698006.176249,17117854.62026452,5545906.557866188,4752640.124244174,10544412.88668327,215712.8021252846,874448.6709809925,41342634.24818359,33792686.17379864,459259.5142022188,2943435.977386947,81182.23735897808,5258289.488365809,122933.1022864525,475495.9616740145,4112460.195356233,164683.967213927,5678117.630136524,658735.8688557078,266741.6370366423,456940.0217062481,517246.826601489,0.0,315450.9794520291,55667.81990329926,1628283.732171503,649457.8988718246,0.0,113655.1323025693,41750.86492747444,1189899.650433021,160044.9822219854,477815.4541699853,11597.46247985401,463898.4991941605,524205.3040894013,143808.5347501897,0.0,480134.9466659561,0.0
sample503,309232210.9812986,17640488.92035366,15636377.66993479,2422173.167172919,5146040.501075562,155157.000032429,2288565.750478328,37802279.0912343,9486126.585316008,1021450.250213491,15860493.33664829,120677.6666918892,15636377.66993479,702516.4168134979,2831615.250591829,21769389.0878833,344793.3334053978,6447635.334680939,2422173.167172919,443921.4167594496,418061.9167540448,241355.3333837784,0.0,1525710.500318885,189636.3333729688,2417863.250505352,866293.2501810619,0.0,181016.5000378338,51719.00001080966,1331764.250278349,112057.8333567543,1318834.500275646,81888.41668378196,1400722.916959428,2034280.667091847,73268.58334864704,0.0,780094.9168297125,0.0
sample516,69975208.56990151,234513.4600177158,6440100.402024964,10471927.96463723,414908.4292621125,360789.9384887935,1497278.244728493,1380021.514719635,559224.4046576299,32768746.16324467,36520961.52352811,721579.8769775869,7053443.297455912,53947115.55253685,31677356.59931606,396868.9323376729,3445543.912567978,1217666.042399678,17182620.82052879,171375.2207821769,9010728.713757617,21097191.6531322,0.0,16921048.11512441,9912703.5599796,12853141.55866327,17462233.0228576,45098.74231109919,153335.7238577372,5285572.598860824,288631.9507910348,2570628.311732654,5601263.795038519,24010570.40642921,72157.9876977587,2805141.771750369,1298843.778559657,369809.6869510133,0.0,90197.48462219838
sample517,28045920.38067243,196218.873707996,3344639.892749932,4290058.102433912,258652.1517059947,187299.8339939962,829470.693401983,276490.2311339944,392437.747415992,30645820.45730338,38035244.86035223,338923.5091319931,6212111.160800874,24322221.30007751,44381141.61686309,312166.3899899937,3919917.95430292,258652.1517059947,16803470.82117566,200678.3935649959,5636833.099247884,17467939.27986864,0.0,14578170.4125327,12700712.55273574,17459020.24015465,8499844.847441826,26757.11914199945,182840.3141369963,2216381.368928955,120407.0361389975,138245.1155669972,7969161.984458838,26654550.18528846,191759.3538509961,5917782.850238879,704604.1374059856,508385.2636979896,124866.5559959974,0.0
sample518,121610944.0484306,387784.8478259927,6479238.499092627,10963000.80208067,5251253.147643652,444336.8048006166,1421877.775361974,88867.36096012333,953304.4175722321,29423175.3287972,16424304.07563006,1179512.245470728,807885.0996374849,5138149.233694403,7618356.489581482,282759.7848731197,125367609.7617449,210050.1259057461,2859913.252716696,226207.8278984957,1502666.285325722,1405720.073369223,0.0,1454193.179347473,3053805.676629693,1195669.947463477,21360482.0344151,371627.145833243,72709.65896737363,767490.8446556106,1122960.288496104,492809.9107788658,1736952.964220593,2633705.424818201,646308.079709988,1890451.133151714,743254.2916664861,58111175.21692427,0.0,428179.1028078669
sample531,140691129.2937473,34223079.2125796,42816837.14015879,9995097.628932966,5512498.945686847,1857197.194565247,4161810.076912121,18394694.03162579,962365.8190019917,21129838.99089461,41483031.88224376,8568432.511289662,877947.7647035713,20572679.83252503,27486518.47956565,523391.936650206,2625401.488680872,253254.162895261,10847719.97734701,2076684.13574114,3984532.16288544,12831544.25335989,447415.6877816277,11734109.54748042,4263111.742070226,801971.5158349931,202603.3303162088,118185.2760177884,109743.4705879464,8779477.647035714,11067206.9185229,2093567.746600824,9817819.71490628,253254.162895261,0.0,3562441.891393337,937040.4027124656,413648.4660622596,4980665.203606799,0.0
sample532,137559420.4515153,52101458.57703733,19136835.87777642,8975931.796402205,8761330.516446643,1502208.959688934,2724503.206392353,5868878.482262979,3200358.218467729,45868690.96789318,26675872.14751966,4422652.465171149,550498.9355381809,6167454.176114196,17690609.86068459,410541.579045423,2659189.7733624,149287.8469256084,8388110.89913262,10692742.0360467,3470942.441020395,8444093.841729725,0.0,4637253.745126709,2957765.467213616,261253.7321198147,121296.3756270568,37321.96173140209,0.0,2939104.486347915,3638891.268811705,6148793.195248495,5738251.616203072,149287.8469256084,0.0,1716810.239644496,690456.2920309388,401211.0886125725,6503351.831696815,0.0
sample533,118395963.0566307,53096296.63787785,43732621.07849257,9855800.553273419,5287018.515419953,1609381.736769344,4003503.328657624,36297543.46812843,851243.2326713884,50456112.5490455,15960810.61258853,9363675.559385272,252712.8346993184,1908646.935755379,11910754.91964419,864543.9081818787,3125658.744965254,106405.4040839236,3657685.765384872,219461.1459230923,2221212.810251904,7634587.743021515,246062.4969440732,3744140.15620306,1323417.213293799,1662584.438811305,172908.7816363758,119706.079594414,86454.39081818788,1868744.909223907,984249.9877762928,571929.0469510892,4262866.501112187,86454.39081818788,0.0,2966050.638839369,891145.2592028596,206160.4704126019,4941200.9521472,0.0
sample276,26756731.57571327,10330027.095816,3650378.773310506,6592475.098068228,9761585.028131329,1029733.713665202,457659.4282956455,5486464.813020417,152553.1427652152,2488069.114146962,8463067.205784556,9360224.973951418,1816.108842443038,98069.87749192405,2731427.699034329,0.0,207036.4080385063,0.0,2477172.461092303,107150.4217041392,1712590.638423785,2262871.617684025,0.0,693753.5778132405,3775690.283439075,32689.95916397468,5448.326527329114,18161.08842443038,0.0,1489209.250803291,2729611.590191886,877180.5708999874,1173206.312218203,14528.8707395443,0.0,2428137.522346342,374118.4215432658,99885.98633436707,1552773.060288797,0.0
sample277,55264422.22156968,1959911.220758067,6618664.591783307,11508928.51153887,15447779.21733421,478877.9843599807,540719.8432673953,6548894.289426226,3379102.598248738,1996382.060626542,914942.3740917512,22443837.71732174,0.0,47570.66069801132,661232.1837023575,12685.50951946969,74527.36842688441,33299.46248860793,505834.6920888537,8098112.13949146,344094.4457156152,2094694.759402432,0.0,187111.2654121779,250538.8130095263,25371.01903893937,38056.52855840906,231510.5487303218,0.0,1146452.922822073,371051.1534444884,3737468.242173756,648546.6741828878,0.0,0.0,91969.94401615523,57084.79283761359,31713.77379867421,1174995.31924088,0.0
sample280,32864842.56924566,530431.1175825286,5095743.600465167,2833686.625726081,6396072.311043695,325725.904729077,345037.7172624215,1122660.03527176,1078886.593529512,2304542.962312442,1888695.265761091,6053609.502119052,7724.725013337796,849719.7514671575,1505033.923431981,0.0,88834.33765338466,0.0,762172.8679826624,5017208.896162898,430009.6924091373,732561.4220982009,0.0,320576.0880535185,405548.0632002342,15449.45002667559,18024.35836445486,48923.25841780604,0.0,2027740.316001171,211142.4836978997,3902273.585904476,249766.1087645887,0.0,0.0,239466.4754134717,60510.34593781273,38623.62506668898,757023.051307104,0.0
sample291,241904992.6076681,67470627.98805596,153830491.6092458,34179849.61034753,37072859.17687158,345749.9238040934,804397.7819115645,2970626.896357619,119954.0551973386,6399901.650822709,8897768.447284935,4932228.504878802,0.0,49392.84625772764,1319494.607170724,0.0,296357.0775463659,70561.20893961091,1629963.926505012,254020.3521825993,896127.3535330587,1446504.783262024,0.0,324581.5611222102,12256481.99281042,0.0,84673.4507275331,0.0,56448.96715168874,698555.9685021482,1065474.254988125,2547259.642719954,522152.9461531208,0.0,0.0,225795.8686067549,705612.0893961092,141122.4178792218,966688.5624726696,0.0
sample292,138460680.6179168,4844573.412214293,186661997.2561603,36542237.85402905,34025102.57208036,995910.0463362215,1824011.073875864,3418196.752443368,98496.59798929664,13289744.68425954,11750279.33790831,5938980.056539812,7296.044295503454,36480.22147751728,1302343.906747367,0.0,539907.2778672556,0.0,777028.7174711179,9068983.059310794,780676.7396188697,437762.6577302072,0.0,744196.5181413523,671236.0751863178,58368.35436402763,65664.39865953109,244417.4838993657,51072.31006852418,1656202.055079284,134976.8194668139,2473359.016175671,766084.6510278627,0.0,0.0,634755.8537088005,1896971.516830898,186049.1295353381,3254035.755794541,0.0
sample295,95497662.17455758,3630482.691020268,183335173.9489645,47103832.13696436,18114595.92706988,1016871.309290399,1479085.540786035,2664034.752438484,684917.4521253515,1500095.278581292,3672502.16661078,5840707.10708122,50423.37070861484,302540.224251689,558859.0253538145,58827.26582671731,0.0,0.0,302540.224251689,20745015.09903595,558859.0253538145,92442.84629912721,0.0,155472.0596848958,88240.89874007597,0.0,58827.26582671731,336155.8047240989,0.0,466416.1790546873,373973.3327555601,4315400.14314562,210097.3779525618,0.0,0.0,672311.6094481979,0.0,29413.63291335866,806773.9313378376,0.0
sample306,178577273.4953317,39055270.21556381,78831545.29051642,65581190.25223837,33176307.51593208,539493.1465356736,549577.1305830693,7956263.41339526,5152915.848219238,1815117.128531238,6347867.957835635,2894103.421602585,0.0,1431925.734730199,2127720.634000507,0.0,0.0,0.0,892432.5881945255,257141.5932085921,983188.4446210873,1275623.981995564,0.0,544535.1385593713,1976460.87328957,0.0,30251.95214218731,0.0,0.0,1063860.317000253,1028566.372834368,3912585.810389558,443695.2980854138,0.0,0.0,363023.4257062476,1436967.726753897,0.0,700836.8912940059,0.0
sample307,86374071.99781393,67064582.21136712,162323639.9675758,28530221.55045827,30031524.82760638,3821499.250922462,3854254.958787512,4877870.829570314,7266307.861396854,12212419.74901936,11781136.26212953,824351.9812704169,0.0,76429.98501844924,737003.4269636178,0.0,0.0,0.0,633277.0187242938,1771537.86703477,335746.0056167592,152859.9700368985,0.0,881674.4700342538,843459.4775250292,10918.56928834989,46403.91947548704,0.0,0.0,212912.1011228229,90078.19662888661,1700567.166660496,169237.8239694233,0.0,0.0,428553.8445677334,2003557.464412205,0.0,1086397.644190814,0.0
sample310,78540020.3091947,49383371.2162705,151946270.1907085,16684753.88996262,18751596.52967827,20685094.48296066,14172039.95498573,3425291.632754565,15968026.20038381,4033676.764606349,6938090.71598096,1079258.555819261,0.0,458372.3596143578,825070.2473058441,0.0,0.0,0.0,329194.6946321297,5212943.835250561,383365.9734956448,350029.8018873278,0.0,500042.5741247541,237520.2227092581,12501.06435311885,16668.08580415847,12501.06435311885,0.0,195850.008198862,137511.7078843073,654222.3678132198,258355.3299644562,0.0,0.0,708393.6466767349,870907.4832672799,0.0,225019.1583561393,0.0
sample321,156390122.2973486,51385671.57998467,60456374.72333347,11213933.30679249,21978479.64383065,594573.5292134117,563462.1236150354,4694365.42251054,11193192.3697269,8268720.243479538,8403536.334405832,1337790.440730176,0.0,93334.21679512857,2219280.266017502,24197.75990984815,0.0,0.0,459757.4382871148,273089.0046968576,224693.4848771614,902230.7623529095,0.0,604943.9977462037,639512.2261888438,0.0,27654.58275411217,0.0,0.0,936798.9907955497,515066.6037953392,3695343.620518239,359509.5758034581,0.0,0.0,342225.4615821381,1794091.056173027,0.0,608400.8205904677,0.0
sample322,135737383.0702838,85175546.93123646,44283046.63241026,17299320.84868658,18248673.82209012,31434131.78602806,9870257.10443355,10779425.8249946,5344505.628049513,5399758.97570792,783592.9304283119,1074928.763536274,35161.22123716785,25115.15802654846,261197.643476104,0.0,0.0,0.0,210967.3274230071,316450.9911345107,0.0,296358.8647132718,0.0,175806.1061858392,25115.15802654846,0.0,0.0,0.0,0.0,0.0,185852.1693964586,1808291.377911489,50230.31605309693,0.0,0.0,221013.3906336265,195898.232607078,0.0,210967.3274230071,0.0
sample325,135809900.8258037,67491605.17073107,49616279.78775396,14880428.7181471,11573666.78078108,46557029.97144827,11623169.20499315,5940290.905447946,1366266.908253028,43740342.0337817,24231436.65180641,990048.4842413242,0.0,2752334.786190881,2168206.1804885,0.0,0.0,0.0,1133605.514456316,2618678.240818303,108905.3332665457,292064.3028511907,0.0,4133452.421707529,930645.5751868449,0.0,0.0,0.0,0.0,232661.3937967112,183158.969584645,1985047.210903855,861342.1812899521,0.0,0.0,2321663.695545905,2390967.089442798,44552.18179085959,3346363.876735676,0.0
sample336,134672995.1375991,91349531.46706867,70332444.83712606,13178035.63957668,21360070.93790274,553733.7020079256,623983.5000238565,7529125.410883884,1541363.215290718,39608489.05780572,8450637.467210507,1644671.741784734,66117.45695617022,929776.7384461436,1805833.043115399,61985.11589640957,0.0,0.0,1057879.311298724,326454.9437210904,0.0,1033085.26494016,0.0,1954597.321266782,140499.5960318617,0.0,28926.38741832447,0.0,0.0,144631.9370916224,855394.5993704521,3194299.639194974,512410.2914103192,0.0,0.0,727292.0265178723,438028.1523346277,0.0,1739715.586159229,0.0
sample337,145258055.6991646,126619824.3873306,36703602.52894816,17530532.81009706,15961504.49756813,41666700.16373272,7416763.881194911,14876619.00845281,1503124.053844355,8534601.499652518,2694470.268527064,2598148.659680377,30417.35016211173,288964.8265400614,190108.4385131983,0.0,0.0,0.0,164760.6467114385,3830051.341245902,76043.37540527932,950542.1925659917,0.0,182504.1009726704,344729.9685039329,60834.70032422346,17743.45426123184,0.0,0.0,190108.4385131983,456260.252431676,993633.4386289832,131808.5173691509,0.0,0.0,119134.621468271,0.0,0.0,653973.0284854022,0.0
sample340,131634735.3760861,86677170.595866,51277436.49420878,26898466.33824151,9970702.95617437,192193670.7095117,17132574.03946492,20094201.16469311,4863440.372493269,30409506.17934627,20347776.26432845,1501944.820917039,35760.59097421521,2831588.612594678,1531203.486259578,39011.55379005295,0.0,0.0,1004547.510093864,13839348.70702129,104030.8101068079,412872.2776113938,0.0,2395959.595272419,1566964.077233794,0.0,0.0,0.0,0.0,864756.1090128405,588424.269666632,1466184.229942824,1027304.249804728,0.0,0.0,858254.1833811651,269829.913714533,35760.59097421521,2252917.231375558,0.0
sample351,178764761.4922813,73104440.16029303,40525337.96065796,41435602.2559008,33665846.3072209,1072811.49082191,515506.8202650737,3622480.358619437,8772904.3556822,7992677.816902629,464420.5587973637,1551164.666383195,0.0,46442.05587973637,130037.7564632618,0.0,0.0,0.0,78951.49499555184,157902.9899911037,0.0,1017081.023766227,51086.26146771001,46442.05587973637,0.0,0.0,0.0,0.0,0.0,120749.3452873146,887043.2673029647,2591466.718089289,106816.7285233937,0.0,0.0,65018.87823163092,130037.7564632618,0.0,199700.8402828664,0.0
sample352,267526137.3503538,156813050.42172,31099181.72152635,27194797.05833641,17399861.50436324,188727605.6472057,15617538.65275979,30273354.71110599,27477041.73278387,757879.2184237514,5049043.620671337,12481486.71445461,0.0,899001.5556474845,872867.7894949415,0.0,0.0,0.0,506995.0633593373,4411379.726549285,0.0,459954.2842847595,0.0,533128.8295118804,1761415.838681409,20907.01292203453,36587.27261356042,0.0,0.0,266564.4147559402,1986166.22759328,162029.3501457676,167256.1033762762,0.0,0.0,167256.1033762762,83628.0516881381,0.0,2435667.005417022,0.0
sample355,274846780.959715,141208122.2840216,31000863.62787142,27946518.66310731,20229502.15793037,196771624.8072746,15566830.61751753,36917734.79149657,5134840.810328059,2050985.266194254,24882336.83855331,10825464.1987855,0.0,8528557.43784373,1947698.238400298,0.0,0.0,0.0,1091891.436678955,6625125.068497985,378719.1019111691,290187.3638020647,0.0,1514876.407644677,8774478.932591243,59021.15873940298,0.0,0.0,0.0,555782.5781293781,2060822.125984154,565619.4379192786,486924.5596000745,0.0,0.0,2867444.628755995,201655.6256929602,0.0,4062623.093228905,0.0
sample366,303732867.5985122,153373048.9869987,39609460.11729935,47966554.62552894,17366615.61841031,1666893.399204638,878701.7240151146,4193632.262252393,114962847.0166384,2383431.285740568,2296692.488949378,803276.6833271219,0.0,64111.28458479376,863616.7158775161,0.0,0.0,0.0,403523.9676807608,260216.3903735747,162163.8374791842,520432.7807471494,0.0,362040.1953023648,56568.7805159945,49026.27644719523,0.0,0.0,0.0,188562.6017199817,1116290.602182292,3918330.863741219,237588.8781671769,0.0,0.0,67882.5366191934,105595.0569631897,0.0,177248.8456167828,0.0
sample367,79231667.94134751,70031107.1600253,7686260.598245795,7161268.026064256,6794564.671625894,50078751.26349778,3510063.403454961,7373639.393203019,4873988.82967534,164884.6018158099,860038.0830712644,2733127.159698865,9233.537701685354,54082.14939558565,201818.7526225513,0.0,0.0,0.0,118716.9133073831,204456.9062516043,110802.4524202243,25062.45947600311,0.0,183351.6772191806,162246.448186757,17147.99858884423,0.0,0.0,0.0,44848.6116939003,447167.0401244764,55401.22621011213,36934.15080674142,0.0,0.0,85739.99294422116,40891.38125032086,0.0,160927.3713722305,0.0
sample370,80068013.07331188,40837496.94301324,15562095.34863591,12200633.06889963,7638981.254643189,72719375.21188381,5778920.3719069,8710301.796452904,4912548.107660782,638134.4096866564,4639283.737575985,2786986.047171651,0.0,2360010.468914155,1071320.541809715,0.0,0.0,0.0,1049583.603280243,625713.3019555295,290343.3932150968,63658.17712202657,0.0,810477.2794560456,630371.2173547021,18631.6615966907,0.0,0.0,0.0,217369.3852947248,571370.9556318482,108684.6926473624,220474.6622275066,0.0,0.0,312080.3317445693,0.0,0.0,555844.5709679393,0.0
sample381,60862702.28823522,64028660.90998869,22815342.95060903,20369568.60993014,18779458.76161704,10071884.12888903,4144030.67344378,149741.2861640138,28896502.96093648,833084.4571505853,666705.2503016808,610849.3737166914,74870.64308200694,53479.03077286209,499137.6205467128,253134.0789915472,35652.68718190806,38029.53299403527,111711.7531699786,165190.7839428407,72493.79726987972,493195.5060163948,0.0,167567.6297549679,117653.8677002966,155683.4006943319,46348.49333648047,0.0,71305.37436381611,60609.5682092437,449223.8584920416,105769.6386396606,168756.0526610315,0.0,0.0,42783.22461828968,0.0,0.0,154494.9777882683,0.0
sample382,82888884.87594777,48164924.46763933,10261523.41406263,4755196.71171646,6885113.260488377,90063572.71208012,6855714.826412852,3757119.874852325,9266386.420606049,555630.4040274565,5494567.32871596,2004973.203950928,82315.61541147504,737900.6952957227,1109790.886351137,111714.0494870018,72026.16348504066,55857.02474350092,401288.6251309408,880483.1005620277,0.0,194029.6648984768,0.0,1245023.68309856,1278831.882285416,113183.9711907781,58796.8681510536,4409.76511132902,63206.63326238262,74966.00689259334,721731.556554183,32338.27748307948,310153.4794968078,0.0,0.0,689393.2790711034,0.0,29398.4340755268,135232.7967474233,0.0
sample385,34335948.4016603,32212528.22043733,8731894.299245086,1716309.277512618,2346013.193323561,68585007.42579006,6131070.684174768,4284915.482936792,287027.8313928951,834723.7953772972,3895377.71176072,849368.0724891796,48814.25703960803,1110036.205080686,640443.0523596574,84936.80724891795,64434.81929228259,24407.12851980401,459830.3013131075,87865.66267129444,67363.67471465908,175731.3253425889,0.0,790790.9640416498,263596.9880138833,67363.67471465906,56624.53816594531,0.0,56624.53816594531,58577.10844752962,326079.2370245816,8786.566267129445,149371.6265412005,0.0,0.0,507668.2732119234,0.0,11715.42168950593,106415.0803463455,0.0
sample396,107319461.8624303,62652267.41257848,11837159.35065188,4633721.593797159,8403030.656771753,4910098.38936628,2158091.148380149,3986882.285018369,13063213.85865532,2111048.289559873,3243017.079922759,338120.5477707318,91145.53896428423,41162.50146774126,1846432.208695823,482189.3029078263,147008.9338133617,38222.32279147403,505710.7323179642,149949.1124896289,0.0,1111387.539629014,0.0,1217233.971974635,934976.8190529802,129367.8617557583,38222.32279147403,0.0,52923.2161728102,220513.4007200425,358701.7985046025,267556.2595403183,264616.080864051,0.0,0.0,129367.8617557583,0.0,17641.0720576034,670360.7381889292,0.0
sample397,52285245.49415557,39499037.3018559,6015579.15054557,4279486.92664219,3758267.365063975,76553959.81746407,5425124.910361728,2773306.088297122,2736729.276958299,161983.0216433552,1929426.798122868,483336.4355487211,36576.81133882214,20901.03505075551,611355.2752345987,61396.79046159431,44414.69948285545,35270.49664814992,161983.0216433552,165901.9657153718,0.0,100586.2311817609,0.0,73153.62267764428,70540.99329629984,118874.636851172,56171.53169890543,0.0,49639.95824554433,19594.72036008329,309596.581689316,296533.4347825938,88829.3989657109,0.0,0.0,47027.3288641999,0.0,0.0,100586.2311817609,0.0
sample400,65829486.42350585,83180188.95181362,6466261.618761686,7276491.990269173,9521938.126690565,71012883.28738068,5744325.582610781,2981232.264392938,3092032.998958064,150619.748549469,737517.3894491238,403383.924276164,60594.15171530361,10387.56886548062,22506.39920854134,55400.3672825633,29431.44511886175,43281.53693950258,88294.33535658524,1355577.736945221,0.0,148888.4870718889,0.0,25968.92216370154,10387.56886548062,147157.2255943088,58862.8902377235,0.0,65787.93614804391,48475.32137224288,365296.1717694017,164469.8403701098,51937.84432740309,0.0,0.0,43281.53693950258,0.0,0.0,244107.8683387945,0.0
sample31,28426.4015382479,19171.29406067882,16526.97763851622,2040090.119698442,2443348.374078238,0.0,24054685.4133076,1983.237316621947,97839.70762001604,1560807.768181472,3963830.31682173,20892082.97240113,3305.395527703245,3952591.97202754,1558163.45175931,0.0,0.0,0.0,540762.7083322508,67430.06876514619,118333.1598917762,969803.0478281319,1501971.727788354,530846.521749141,175185.962968272,0.0,5949.71194986584,0.0,0.0,7153537.001055362,79990.57177041851,16526.97763851623,752308.0221052584,0.0,0.0,1258694.616949396,17188.05674405687,0.0,0.0,0.0
sample32,295.5420268174155,28.546673044864,60.45177821265318,10703.32317576254,10750.34122548349,0.0,27008.51113256427,45.33883365948989,1010.888069000478,7323.061244038347,5974.650746683889,28214.18826469441,13.43372849170071,261.9577055881638,5816.804436906406,0.0,0.0,0.0,982.3413959556141,591.0840536348311,302.2588910632659,9702.510403130835,4908.348547655145,2040.247514677045,177.9969025150343,0.0,0.0,0.0,0.0,15971.02396057068,10.07529636877553,68.84785851996612,1586.859178082146,0.0,0.0,1257.732830035479,0.0,6.716864245850353,0.0,0.0
sample33,17986.06728143852,6652.381049299177,4188.536216225408,1850101.085155093,2794985.578638884,2463.844833073769,14679094.7464869,3449.382766303277,220514.1125601023,323256.4420992786,608816.0582525284,6610495.687136923,0.0,51987.12597785653,329662.4386652703,0.0,0.0,0.0,90915.8743404221,12319.22416536885,26609.52419719671,1076207.423086622,420824.6974889998,529973.0235941678,18725.22073136065,0.0,739.1534499221308,0.0,0.0,1489640.586076401,12565.60864867622,0.0,335575.6662646474,0.0,0.0,97814.63987302863,0.0,1231.922416536885,0.0,0.0
sample35,29877.11143250547,12548.3868016523,0.0,3259592.857286347,3731651.217919934,9560.675658401753,17867110.17886693,10158.21788705186,98594.46772726806,956665.1080688252,3515938.473377245,13426176.33553931,4780.337829200877,1605595.968382844,3070769.513032912,4780.337829200877,0.0,0.0,501337.9298374419,26889.40028925493,108155.1433856698,5753136.577443253,3719700.373346931,650723.4869999692,180457.7530523331,0.0,0.0,0.0,0.0,5578056.704448773,61546.84955096128,13145.92903030241,916032.2365206179,0.0,0.0,1524330.225286429,0.0,4182.795600550766,0.0,0.0
sample46,101785.5137069731,36897.24871877775,7633.913528022983,16133003.92255524,8145385.734400523,34352.61087610342,46681381.22386055,29263.33519075477,225200.449076678,18531325.08927579,4375504.770478506,39588203.23740585,31807.97303342909,7135164.510858815,2856355.978401933,12723.18921337164,31807.97303342909,0.0,258280.7410314442,50892.75685348656,159039.8651671455,178124.6489872029,2535731.610224967,306628.8600422565,830824.2556331679,0.0,10178.55137069731,0.0,0.0,2648967.994223975,151405.9516391225,0.0,348615.3844463829,0.0,0.0,321896.6870983025,395691.1845358579,20357.10274139462,0.0,0.0
sample47,27471.42977637969,0.0,15697.95987221696,8682934.05432001,11594415.04937025,0.0,14191446.28573014,5886.734952081361,22565.81731631188,3993659.103741197,2912462.117542253,9603717.513074733,5396.173706074581,1314213.578052164,331128.8410545766,4415.051214061021,20113.01108627798,0.0,41207.14466456953,28452.55226839325,1191573.266550469,24037.50105433222,2879103.952813792,103998.9841534374,135394.9038978713,0.0,2943.367476040681,0.0,0.0,973273.5120774517,23546.93980832545,0.0,236450.520575268,0.0,0.0,109885.7191055187,264903.0728436612,7358.4186901017,0.0,0.0
sample48,122959.8027633134,30967.65402927895,37343.3475058952,18693533.27343886,24334200.37353664,11840.57359943018,51886304.32605686,21859.52049125573,62846.12141236023,2766140.155497652,10110028.22720578,18298240.27788865,7286.506830418575,856164.5525741825,311498.1670003941,0.0,15483.82701463947,0.0,81062.38848840665,42808.22762870913,310587.3536465918,108386.7891024763,881667.3264806475,117494.9226404995,89259.70867262754,0.0,2732.440061406966,0.0,0.0,1782461.733391144,58292.0546433486,11840.57359943018,256849.3657722548,0.0,0.0,58292.05464334861,148462.5766697785,9108.133538023218,0.0,0.0
sample50,42967.12766162238,5035.210272846373,3021.126163707824,12260065.6530112,13784055.96225937,0.0,13068720.42283034,4028.168218277099,46995.29587989948,1162126.530972943,1543124.108284984,8933805.74676889,2349.764793994974,172875.5527010588,106410.7770994867,0.0,8056.336436554197,0.0,26518.77410365756,27861.49684308326,15441.31150339554,33232.38780078605,1538760.259381852,29875.58095222182,39610.32081305813,0.0,2685.445478851399,0.0,0.0,427321.5118222288,55722.99368616653,4363.848903133523,39946.00149791456,0.0,0.0,62436.60738329503,40617.36286762741,9399.059175979895,0.0,0.0
