ID	Acetate	Propionate	Butyrate
sample156	0.512704852854094	0.309932089091296	0.233645340051767
sample157	0.516569394927508	0.29748651452452	0.227251991052932
sample158	0.542009619070303	0.266478867486133	0.177303233711544
sample159	0.521388152694123	0.293788548030667	0.21501492808831
sample160	0.511511972985202	0.301336534032006	0.234856956537303
sample426	0.523166122427335	0.272911331624181	0.237642730293247
sample427	0.511266881363473	0.309228416340423	0.234568210996459
sample428	0.531840399136546	0.258086989670692	0.234600481802995
sample429	0.524062073954791	0.272699980422895	0.235802473690548
sample291	0.525210299246035	0.310315248055873	0.22059949649414
sample292	0.531308426514894	0.292290581816832	0.233060496264924
sample294	0.512971117745911	0.30501666133766	0.23306830839401
sample295	0.521107052262978	0.292293487819494	0.239593764499299
sample151	0.547065992247025	0.179652490424968	0.25777784859373
sample152	0.55831756778165	0.15623740624005	0.249328183573231
sample153	0.556659080370966	0.22014499061256	0.240503731208149
sample154	0.553365259233262	0.18765745386969	0.248998991504046
sample155	0.538899184794226	0.167090911855871	0.259674298930364
sample421	0.563294602835856	0.168718035885763	0.230576698713896
sample422	0.554384428569648	0.174098133364261	0.238610721493712
sample423	0.53924103740479	0.200267978349945	0.242062740917397
sample424	0.546468906247474	0.183456544882878	0.250108985000086
sample425	0.5636326708935	0.155531384014869	0.240938551525967
sample286	0.54200412671245	0.214258692965824	0.248849839476967
sample287	0.557176981812622	0.21703567674418	0.251425281072425
sample288	0.552644847966369	0.227686935769359	0.241647346874918
sample289	0.551019236935691	0.189111849013093	0.246100145781581
sample290	0.564599065966443	0.171148395929644	0.242052626850373
sample16	0.529143287013011	0.183839913859375	0.289147758289434
sample17	0.544351659564034	0.143264122786768	0.286436698274931
sample18	0.520004798846151	0.162145998466766	0.291079089308684
sample19	0.546061998526284	0.174344423731339	0.280480162515599
sample20	0.525968034988561	0.174174586183125	0.292577024618463
sample171	0.502695874724468	0.303512082995337	0.246020043477642
sample172	0.507221141071857	0.294581469759708	0.249813984976755
sample173	0.509084489681535	0.323623812254185	0.247517941063288
sample174	0.516553689071863	0.275978154749777	0.234287144148712
sample175	0.512648012169763	0.286340244087927	0.242574096337052
sample441	0.536352373363318	0.275950084679977	0.196623654103921
sample442	0.549350172186352	0.254503926675275	0.209697557852971
sample443	0.526381547555246	0.287022639733178	0.209579867839251
sample444	0.529231293250656	0.277519509300948	0.216379316775476
sample306	0.521789019977641	0.255671496564359	0.228528887822378
sample307	0.525668664208104	0.297923919615837	0.21880366985181
sample309	0.528677784461176	0.300289683571657	0.20527530239448
sample310	0.523323684923536	0.305923837569798	0.215147582575383
sample46	0.540370534235609	0.151753654830371	0.26795372585337
sample47	0.536277298416866	0.135239835280109	0.277176518859565
sample48	0.525481328326359	0.164562678870745	0.264817255695102
sample49	0.529316386993293	0.14817350290186	0.276669145621727
sample50	0.517873677531866	0.148957549846224	0.28000367448223
sample166	0.544599927099441	0.187291944192155	0.25653090940286
sample167	0.544729927401506	0.182280697068261	0.259127212395122
sample168	0.561779077456704	0.168528552118351	0.240426922521158
sample169	0.52439313270909	0.215794922167709	0.257967462267322
sample170	0.553114652104272	0.166062726056316	0.248109340854453
sample436	0.572918846887235	0.15786545910159	0.224880207643137
sample437	0.5732032346402	0.174916757234615	0.209340289726784
sample438	0.586562130089372	0.179753319543621	0.192050401226375
sample439	0.55674847924997	0.172763921434337	0.234477417522589
sample440	0.565314833366135	0.164280269635531	0.234639544586032
sample301	0.545670939335549	0.209974021627878	0.251748027761643
sample302	0.569156576645475	0.201074436603036	0.241324272127988
sample303	0.556924258889455	0.231270140800574	0.229336046297752
sample304	0.540307953359151	0.216125270634365	0.237414993367359
sample305	0.547950988148776	0.19829554926924	0.245388764135214
sample26	0.52727396763736	0.15307136718815	0.294217021903239
sample27	0.55575543672387	0.140275349087508	0.275141450965641
sample28	0.53470329094244	0.140004377946501	0.281734652375751
sample29	0.553325480526047	0.167795607422314	0.268291282697202
sample30	0.543592686756384	0.160949950531446	0.276356859163169
sample456	0.531666145411963	0.28950103446129	0.205409151715309
sample457	0.54810250585824	0.23582230899946	0.217075565952609
sample458	0.522729063120507	0.288904911469655	0.214008355755538
