SampleID,Muribaculaceae,Bacteroides_dash_acidifaciens,Akkermansia_dash_muciniphila,Faecalibaculum,Parasutterella,Bacteroides_dash_uniformis,Bacteroides,Alloprevotella,Clostridia_dash_UCG_dash_014,Lachnospiraceae_dash_NK4A136_dash_group,Lachnospiraceae,Escherichia_dash_Shigella,Parabacteroides_dash_goldsteinii,Desulfovibrionaceae,Mucispirillum_dash_schaedleri,Helicobacter_dash_ganmani,Oscillospiraceae,Lachnospiraceae_dash_bacterium_dash_10_dash_1,Muribaculum,Roseburia,Lachnoclostridium,Lachnospiraceae_dash_bacterium_dash_28_dash_4,Ruminococcus_dash_sp_dot__dash_N15_dot_MGS_dash_57,Rikenellaceae_dash_RC9_dash_gut_dash_group,Colidextribacter,Clostridia_dash_vadinBB60_dash_group,Oscillibacter,Alistipes,Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,Parabacteroides,Dubosiella_dash_newyorkensis,Lactobacillus,Gastranaerophilales,Anaerotruncus,Desulfovibrio,Ruminococcaceae,Helicobacter_dash_mastomyrinus,Peptococcaceae,mouse_dash_gut_dash_metagenome,Bifidobacterium_dash_choerinum
sample354,197395555.9235757,17075878.94014403,97373962.75812753,35923530.75387388,9500714.163643176,251083616.9609119,13906745.57380564,17844761.50792656,1932235.32251434,695337.2786902818,7053661.817483145,13752969.06024913,5937110.610355482,0.0,4031619.02932923,0.0,554932.6358778209,0.0,0.0,3149075.560222333,528188.8943897332,340982.7039731189,33429.67686010969,0.0,922659.0813390276,127032.7720684168,106974.965952351,20057.80611606582,0.0,989518.4350592471,0.0,220635.867276724,0.0,1210154.302335971,3363025.492127035,173834.3196725704,2126127.448302977,514817.0236456893,147090.5781844827,0.0
sample355,274846780.959715,31000863.62787142,141208122.2840216,27946518.66310731,20229502.15793037,196771624.8072746,15566830.61751753,36917734.79149657,5134840.810328059,2050985.266194254,24882336.83855331,6625125.068497985,10825464.1987855,0.0,8528557.43784373,0.0,1947698.238400298,0.0,0.0,8774478.932591243,378719.1019111691,555782.5781293781,0.0,0.0,1091891.436678955,290187.3638020647,1514876.407644677,59021.15873940298,0.0,2060822.125984154,0.0,565619.4379192786,0.0,2867444.628755995,4062623.093228905,486924.5596000745,309861.0833818656,1534550.127224478,201655.6256929602,0.0
sample366,303732867.5985122,39609460.11729935,153373048.9869987,47966554.62552894,17366615.61841031,1666893.399204638,878701.7240151146,4193632.262252393,114962847.0166384,2383431.285740568,2296692.488949378,260216.3903735747,803276.6833271219,0.0,64111.28458479376,0.0,863616.7158775161,0.0,0.0,56568.7805159945,162163.8374791842,188562.6017199817,0.0,0.0,403523.9676807608,520432.7807471494,362040.1953023648,49026.27644719523,0.0,1116290.602182292,0.0,3918330.863741219,0.0,67882.5366191934,177248.8456167828,237588.8781671769,1263369.431523877,158392.5854447846,105595.0569631897,0.0
sample369,80638153.80724655,11617518.52350494,66997717.29466362,10935695.6734157,3933083.17220737,56459972.70106654,4596334.971905071,6708128.702142553,1192526.735856467,395298.0726198301,4047162.481755375,1205791.771850422,3785841.27267448,0.0,128670.8491413541,0.0,267953.7270778714,0.0,0.0,786616.6344414742,175098.4751201932,96834.76275586443,7959.021596372419,5306.014397581613,432440.1734029014,26530.07198790806,23877.06478911726,31836.08638548967,0.0,500091.856972067,0.0,33162.58998488507,0.0,108773.2951504231,386012.5474240623,57039.65477400234,256015.1946833128,92855.25195767822,303769.3242615474,0.0
sample370,80068013.07331188,15562095.34863591,40837496.94301324,12200633.06889963,7638981.254643189,72719375.21188381,5778920.3719069,8710301.796452904,4912548.107660782,638134.4096866564,4639283.737575985,625713.3019555295,2786986.047171651,0.0,2360010.468914155,0.0,1071320.541809715,0.0,0.0,630371.2173547021,290343.3932150968,217369.3852947248,0.0,0.0,1049583.603280243,63658.17712202657,810477.2794560456,18631.6615966907,0.0,571370.9556318482,0.0,108684.6926473624,0.0,312080.3317445693,555844.5709679393,220474.6622275066,1842981.859605988,341580.4626059962,0.0,0.0
sample381,60862702.28823522,22815342.95060903,64028660.90998869,20369568.60993014,18779458.76161704,10071884.12888903,4144030.67344378,149741.2861640138,28896502.96093648,833084.4571505853,666705.2503016808,165190.7839428407,610849.3737166914,74870.64308200694,53479.03077286209,253134.0789915472,499137.6205467128,35652.68718190806,38029.53299403527,117653.8677002966,72493.79726987972,60609.5682092437,0.0,46348.49333648047,111711.7531699786,493195.5060163948,167567.6297549679,155683.4006943319,0.0,449223.8584920416,0.0,105769.6386396606,0.0,42783.22461828968,154494.9777882683,168756.0526610315,1416600.104027814,83189.60342445214,0.0,0.0
sample384,58054452.65376668,9115538.605826357,51383762.8909282,3049815.08953744,3995632.525145892,38874881.16470662,4961972.414545846,1568629.29415062,3910865.868180984,119565.6003505023,514845.9059868645,5180581.161455347,739700.6170937794,41044.90758300827,25876.13738928782,54429.11657746749,109750.5137545656,19630.17319187352,33906.66278596335,183809.8035239066,33014.38218633274,39260.34638374704,9815.08659593676,55321.39717709809,82089.81516601653,160610.5079335106,119565.6003505024,82089.81516601655,0.0,405987.6728319296,0.0,19630.17319187352,0.0,48183.15238005319,125811.5645479167,33014.38218633273,153472.2631364657,8922.805996306146,0.0,0.0
sample385,34335948.4016603,8731894.299245086,32212528.22043733,1716309.277512618,2346013.193323561,68585007.42579006,6131070.684174768,4284915.482936792,287027.8313928951,834723.7953772972,3895377.71176072,87865.66267129444,849368.0724891796,48814.25703960803,1110036.205080686,84936.80724891795,640443.0523596574,64434.81929228259,24407.12851980401,263596.9880138833,67363.67471465908,58577.10844752962,11715.42168950593,56624.53816594531,459830.3013131075,175731.3253425889,790790.9640416498,67363.67471465906,0.0,326079.2370245816,0.0,8786.566267129445,0.0,507668.2732119234,106415.0803463455,149371.6265412005,414921.1848366682,253834.1366059617,0.0,0.0
sample396,107319461.8624303,11837159.35065188,62652267.41257848,4633721.593797159,8403030.656771753,4910098.38936628,2158091.148380149,3986882.285018369,13063213.85865532,2111048.289559873,3243017.079922759,149949.1124896289,338120.5477707318,91145.53896428423,41162.50146774126,482189.3029078263,1846432.208695823,147008.9338133617,38222.32279147403,934976.8190529802,0.0,220513.4007200425,17641.0720576034,38222.32279147403,505710.7323179642,1111387.539629014,1217233.971974635,129367.8617557583,0.0,358701.7985046025,0.0,267556.2595403183,0.0,129367.8617557583,670360.7381889292,264616.080864051,3551735.840930818,208752.6860149736,0.0,0.0
sample399,107768324.4454361,17214817.85047081,142625051.7398549,5057840.603068586,16078148.88515353,154660963.6536731,13414711.54630358,13212935.9903301,1099676.78005547,1143394.817183058,8158458.313194408,5404221.974156395,1557034.706928694,242130.667168177,359833.0748193741,181598.0003761327,635593.0013164646,107613.6298525231,0.0,8222353.905919344,174872.1485103501,158057.5188458933,0.0,80710.22238939232,413639.8897456357,174872.14851035,817191.0016925973,295937.4820944385,0.0,803739.2979610319,0.0,181598.0003761327,0.0,413639.8897456356,1782350.744432414,161420.4447787846,403551.1119469617,675948.1125111608,0.0,0.0
sample400,65829486.42350585,6466261.618761686,83180188.95181362,7276491.990269173,9521938.126690565,71012883.28738068,5744325.582610781,2981232.264392938,3092032.998958064,150619.748549469,737517.3894491238,1355577.736945221,403383.924276164,60594.15171530361,10387.56886548062,55400.3672825633,22506.39920854134,29431.44511886175,43281.53693950258,10387.56886548062,0.0,48475.32137224288,0.0,58862.8902377235,88294.33535658524,148888.4870718889,25968.92216370154,147157.2255943088,0.0,365296.1717694017,0.0,164469.8403701098,0.0,43281.53693950258,244107.8683387945,51937.84432740309,53669.10580498319,45012.79841708267,0.0,0.0
sample31,28426.4015382479,16526.97763851622,19171.29406067882,2040090.119698442,2443348.374078238,0.0,24054685.4133076,1983.237316621947,97839.70762001604,1560807.768181472,3963830.31682173,67430.06876514619,20892082.97240113,3305.395527703245,3952591.97202754,0.0,1558163.45175931,0.0,0.0,175185.962968272,118333.1598917762,7153537.001055362,0.0,5949.71194986584,540762.7083322508,969803.0478281319,530846.521749141,0.0,1501971.727788354,79990.57177041851,0.0,16526.97763851623,0.0,1258694.616949396,0.0,752308.0221052584,0.0,1434541.659023208,17188.05674405687,0.0
sample33,17986.06728143852,4188.536216225408,6652.381049299177,1850101.085155093,2794985.578638884,2463.844833073769,14679094.7464869,3449.382766303277,220514.1125601023,323256.4420992786,608816.0582525284,12319.22416536885,6610495.687136923,0.0,51987.12597785653,0.0,329662.4386652703,0.0,0.0,18725.22073136065,26609.52419719671,1489640.586076401,1231.922416536885,739.1534499221308,90915.8743404221,1076207.423086622,529973.0235941678,0.0,420824.6974889998,12565.60864867622,0.0,0.0,0.0,97814.63987302863,0.0,335575.6662646474,0.0,1212458.042355602,0.0,0.0
sample34,135570.434749285,57865.42946615824,71091.81334413726,23442112.12573307,6823160.78305243,0.0,54492701.57727358,16532.97984747378,99197.87908484269,5758436.880875118,8165638.746667302,46292.34357292659,41970622.64079694,1653.297984747378,1395383.499126787,6613.191938989514,2774234.018406101,0.0,0.0,234768.3138341277,429857.4760343183,30169381.62567015,0.0,0.0,1195334.442972354,3313209.161433746,1069683.796131554,0.0,3723227.061651096,19839.57581696854,0.0,11573.08589323165,0.0,788623.1387244994,0.0,2212112.703591992,0.0,8279716.307614869,221541.9299561487,0.0
sample35,29877.11143250547,0.0,12548.3868016523,3259592.857286347,3731651.217919934,9560.675658401753,17867110.17886693,10158.21788705186,98594.46772726806,956665.1080688252,3515938.473377245,26889.40028925493,13426176.33553931,4780.337829200877,1605595.968382844,4780.337829200877,3070769.513032912,0.0,0.0,180457.7530523331,108155.1433856698,5578056.704448773,4182.795600550766,0.0,501337.9298374419,5753136.577443253,650723.4869999692,0.0,3719700.373346931,61546.84955096128,0.0,13145.92903030241,0.0,1524330.225286429,0.0,916032.2365206179,0.0,2302330.206988872,0.0,0.0
sample46,101785.5137069731,7633.913528022983,36897.24871877775,16133003.92255524,8145385.734400523,34352.61087610342,46681381.22386055,29263.33519075477,225200.449076678,18531325.08927579,4375504.770478506,50892.75685348656,39588203.23740585,31807.97303342909,7135164.510858815,12723.18921337164,2856355.978401933,31807.97303342909,0.0,830824.2556331679,159039.8651671455,2648967.994223975,20357.10274139462,10178.55137069731,258280.7410314442,178124.6489872029,306628.8600422565,0.0,2535731.610224967,151405.9516391225,0.0,0.0,0.0,321896.6870983025,0.0,348615.3844463829,0.0,1657831.554502324,395691.1845358579,0.0
sample48,122959.8027633134,37343.3475058952,30967.65402927895,18693533.27343886,24334200.37353664,11840.57359943018,51886304.32605686,21859.52049125573,62846.12141236023,2766140.155497652,10110028.22720578,42808.22762870913,18298240.27788865,7286.506830418575,856164.5525741825,0.0,311498.1670003941,15483.82701463947,0.0,89259.70867262754,310587.3536465918,1782461.733391144,9108.133538023218,2732.440061406966,81062.38848840665,108386.7891024763,117494.9226404995,0.0,881667.3264806475,58292.0546433486,0.0,11840.57359943018,0.0,58292.05464334861,0.0,256849.3657722548,0.0,333357.6874916498,148462.5766697785,0.0
sample49,72561.51836955694,11703.47070476725,5149.52711009759,13833970.51186308,12608851.19848804,5617.66593828828,15909698.0760606,7958.36007924173,17789.27547124622,9616975.947521338,1331386.827374323,18725.5531276276,11133745.75085918,0.0,826733.1705847585,0.0,315057.4313723344,12171.60953295794,0.0,83796.85024613349,564107.2879697816,620283.9473526642,4213.249453716209,0.0,77242.90665146385,127801.9000960584,54772.24289831072,0.0,1007902.897094555,22002.52492496243,0.0,2340.69414095345,0.0,41196.21688078072,0.0,124993.0671269142,0.0,190532.5030736108,277606.3251170791,0.0
sample50,42967.12766162238,3021.126163707824,5035.210272846373,12260065.6530112,13784055.96225937,0.0,13068720.42283034,4028.168218277099,46995.29587989948,1162126.530972943,1543124.108284984,27861.49684308326,8933805.74676889,2349.764793994974,172875.5527010588,0.0,106410.7770994867,8056.336436554197,0.0,39610.32081305813,15441.31150339554,427321.5118222288,9399.059175979895,2685.445478851399,26518.77410365756,33232.38780078605,29875.58095222182,0.0,1538760.259381852,55722.99368616653,0.0,4363.848903133523,0.0,62436.60738329503,0.0,39946.00149791456,0.0,361192.4169055131,40617.36286762741,0.0
sample61,54155.5603371227,0.0,13172.97413605687,9162535.343524002,6974357.973145667,17563.9655147425,24174603.03535371,13904.80603250448,2428950.064309597,24960590.49213843,2061570.452292901,38055.25861527541,11599535.55869452,0.0,38787.09051172301,5854.655171580832,626448.1033591491,13904.80603250448,0.0,1647353.598903557,9513.814653818852,195399.1163515103,2927.327585790416,0.0,130997.9094641211,145634.5473930732,168321.3361829489,2927.327585790416,292000.926682594,35127.93102948499,0.0,32932.43534014218,0.0,197594.6120408531,0.0,322006.0344369458,0.0,279559.7844429847,0.0,0.0
sample63,107189.6395149195,8388.754396819788,13049.17350616412,10947324.48784982,20546855.76927727,0.0,37745666.45040158,23302.09554672163,69906.28664016491,24813003.42197107,2904373.188943385,28894.59847793483,11022823.2774212,25166.26319045937,263779.7215888889,0.0,408252.713978563,15845.42497177071,0.0,65245.86753082059,63381.69988708284,411981.0492660385,0.0,1864.167643737731,451128.5697845308,301995.1582855124,315044.3317916765,0.0,249798.4642608559,35419.18523101688,0.0,15845.42497177071,0.0,135152.1541709855,0.0,288945.9847793482,0.0,149133.4114990185,125831.3159522968,0.0
sample64,64011.39910245966,4465.911565287883,11164.77891321971,16524617.11015938,15628457.52272495,14886.37188429294,23467620.95699361,9676.141724790414,59545.48753717178,4357985.369126759,2177131.888077844,25306.832203298,9516857.54562848,0.0,66244.3548851036,0.0,253812.6406271947,8931.823130575765,0.0,31261.38095701518,67732.99207353289,101971.6474074067,0.0,0.0,49869.34581238136,1633034.995706936,40937.5226818056,0.0,497204.8209353843,0.0,1488.637188429294,17119.32766693689,0.0,14142.0532900783,2232.955782643941,100483.0102189774,0.0,404164.9966585535,124301.2052338461,0.0
sample65,59089.64294678632,7303.214296793816,0.0,15967482.16708102,18123258.24178007,0.0,22137370.39072693,7967.142869229617,1373004.287797237,1788623.574142049,1634592.145336944,23901.42860768885,9577833.585958872,0.0,7303.214296793816,3319.642862179007,240342.1432217601,9958.928586537022,0.0,61745.35723652953,23901.42860768885,441512.500669808,0.0,5975.357151922212,179924.6431301022,1050335.001593438,99589.28586537023,0.0,3821572.862940473,49130.71436024931,0.0,10622.85715897282,0.0,55770.00008460732,0.0,131457.8573422887,0.0,381095.00057815,0.0,0.0
sample76,94139.00992955762,24082.07230756125,42690.94636340404,318540.1382500147,7229000.250869749,0.0,33370089.74072749,15324.9551048117,6507632.721293257,25315731.19349859,9193878.42323668,54731.98251718465,12356292.37307961,6567.837902062159,13135.67580412432,0.0,593294.6904862818,17514.23440549909,0.0,1286201.589153839,0.0,200319.0560128958,0.0,4378.558601374772,565928.6992276893,510102.077060161,581253.654332501,0.0,367798.9225154809,49258.78426546619,0.0,0.0,0.0,413773.7878299161,0.0,311972.3003479525,0.0,1648527.313417602,0.0,0.0
sample78,100800.1082816967,9408.010106291691,29568.03176263103,1712257.839345088,16110545.30630264,20160.02165633934,46603250.06223777,9408.010106291691,1813057.947626784,18978644.38727785,3546819.810071968,38976.04186892272,16462673.68456671,0.0,1253953.347024307,0.0,379008.4071391796,0.0,0.0,0.0,5376.005775023825,73920.07940657758,0.0,5376.005775023825,439488.4721081977,307776.3306201139,268800.2887511912,0.0,1689409.814801237,116928.1256067682,0.0,8064.008662535736,0.0,26880.02887511912,0.0,201600.2165633934,0.0,56448.06063775016,25536.02743136317,29568.03176263103
sample79,66315.53807369895,17216.53392297954,14028.28690020555,2941476.703211281,12867764.98391582,0.0,24853660.84133235,9564.741068321966,6324206.794374484,18394910.02259681,1827503.193454051,27418.9243958563,9451877.123715768,0.0,43360.15950972624,7651.792854657572,397255.5790376389,9564.741068321966,0.0,64402.58986003456,20404.78094575352,54200.1993871578,0.0,3188.247022773989,149847.6100703774,481425.3004388722,332852.9891776044,0.0,432326.2962881527,31244.82082318508,0.0,0.0,0.0,48461.35474616462,0.0,161962.9487569186,0.0,563682.0736264411,188106.5743436653,15303.58570931514
sample80,99894.90452884595,29302.50532846148,0.0,2012549.34324115,16269550.11759804,0.0,38984319.47539722,18647.04884538458,4721699.154063451,18172881.03188765,1987242.634093842,47949.55417384605,14944277.71751535,0.0,47949.55417384605,22642.84502653842,3176657.964017301,13319.32060384612,0.0,67928.53507961525,13319.32060384612,259726.7517749995,0.0,11987.38854346151,582054.3103880758,1029583.482677306,586050.1065692295,0.0,7203088.582559985,94567.17628730749,0.0,0.0,0.0,59936.94271730757,0.0,480827.4737988452,0.0,165159.575487692,0.0,0.0
sample81,84903.56530943605,28301.18843647868,8086.053838993907,9975495.086038817,20027807.68354808,0.0,30767434.85737181,0.0,4185880.53731918,8153437.620985523,8118398.054349883,32344.21535597563,9560410.988970462,6738.37819916159,12129.08075849086,0.0,447428.3124243296,24258.16151698172,0.0,29648.86407631099,16172.10767798781,153635.0229408843,0.0,0.0,309965.3971614331,495944.635458293,132072.2127035672,0.0,1070054.45802686,0.0,0.0,10781.40511865854,0.0,70079.13327128053,0.0,123986.1588645733,0.0,172502.4818985367,0.0,61993.07943228662
sample83,46308.57051597768,0.0,8419.740093814125,22218290.81755984,29469090.32834944,0.0,37991270.59330496,12629.61014072119,19058081.70234827,6410228.791423821,2016527.752468483,75777.66084432713,13381773.58910191,9823.030109449812,7016.450078178437,14032.90015635687,342402.7638151078,22452.640250171,0.0,0.0,4209.870046907063,115069.7812821264,0.0,7016.450078178437,165588.2218450111,436423.1948626988,140329.0015635687,0.0,2276136.405361085,77180.9508599628,0.0,0.0,0.0,14032.90015635687,0.0,109456.6212195836,0.0,70164.50078178437,0.0,0.0
sample84,59680.01046830245,47332.42209555022,23666.21104777511,11128264.02094295,20345738.74120249,0.0,36595165.03974442,4115.86279091741,5766323.770075291,13724344.4763141,1311931.264604924,42187.59360690345,13653345.84317078,0.0,13376.55407048158,14405.51976821094,579307.6878216255,13376.55407048158,0.0,7202.759884105468,0.0,84375.1872138069,0.0,10289.65697729353,239749.0075709392,597829.0703807538,438339.3872327042,0.0,879765.6715585964,73056.56453878403,0.0,0.0,0.0,47332.42209555022,0.0,83346.22151607757,0.0,170808.3058230726,80259.32442288949,0.0
sample85,158747.3596075979,29157.67829527308,37796.9903827614,11100436.11841155,22361779.42445258,0.0,35657680.7270971,4319.656043744159,4981643.332447952,15196549.96189195,2073434.900997197,48596.1304921218,12322898.77879115,10799.1401093604,36717.07637182536,0.0,2464363.772956043,241900.7384496729,0.0,26997.850273401,2159.82802187208,143628.5634544933,0.0,0.0,551836.0595883164,748380.4095786758,538877.0914570839,10799.1401093604,7909290.216095556,55075.61455773804,0.0,4319.656043744159,0.0,37796.9903827614,0.0,355291.7095979571,0.0,64794.84065616239,0.0,0.0
sample96,159734880.6348141,0.0,76052041.66329297,22683605.76708915,51516300.62721644,0.0,43824887.98291246,23572.6306962031,1006888.082594961,3933261.807595032,7068421.690190044,47145.2613924062,5950405.49145584,0.0,23572.6306962031,0.0,191948.564240511,228991.2696202587,0.0,0.0,0.0,158273.3775316494,0.0,37042.70537974773,336751.8670886158,138068.2655063324,121230.6721519017,37042.70537974773,2872493.426265893,3367.518670886157,0.0,0.0,0.0,70717.89208860931,0.0,191948.564240511,0.0,235726.306962031,0.0,333384.3484177296
sample98,126072139.7671618,32262.76715017363,62632785.29420374,27003936.10469533,38385523.40489547,0.0,42748166.47398005,17923.75952787424,10309746.48043326,2760258.967292633,2394614.272923999,136220.5724118442,5624475.739846936,0.0,78864.54192264665,10754.25571672454,78864.54192264665,175652.8433731675,0.0,0.0,103957.8052616706,136220.5724118442,0.0,32262.76715017363,250932.6333902394,78864.54192264666,53771.27858362271,50186.52667804787,2473478.814846645,10754.25571672454,0.0,39432.27096132332,0.0,0.0,0.0,229424.1219567903,0.0,172068.0914675927,0.0,569975.5529864008
sample99,148731596.3513757,0.0,22569832.61189889,12725140.72115038,24332212.48839477,0.0,36086149.24534716,9475.160626321953,41591217.56924021,625360.6013372489,8598708.268387172,99489.1865763805,3373157.182970616,0.0,23687.90156580488,0.0,852764.4563689758,255829.3369106927,0.0,0.0,265304.4975370147,156340.1503343122,14212.74093948293,0.0,142127.4093948293,194240.7928396001,265304.4975370147,47375.80313160977,994891.8657638051,0.0,0.0,0.0,0.0,322155.4612949464,0.0,663261.2438425368,0.0,1719741.653677434,341105.7825475903,307942.7203554634
sample100,46813257.44069744,22978.65133915692,38651527.71817064,16518777.98143643,16543192.79848429,11489.32566957846,13669425.21538097,10053.15996088115,440902.8725700734,5603918.595336894,5012218.323353603,43084.97126091923,2954192.862790362,0.0,0.0,0.0,330318.1130003807,168031.387917585,0.0,0.0,145052.7365784281,94786.9367740223,8616.994252183846,11489.32566957846,453828.3639483491,47393.46838701115,202499.3649263203,18670.154213065,5499078.498601991,4308.497126091923,0.0,0.0,0.0,44521.13696961653,4308.497126091923,265690.656109002,0.0,244148.1704785423,0.0,262818.3246916073
sample111,72581199.10962965,0.0,49743186.04989336,14382198.75019144,22254560.17134887,0.0,16886113.18665292,0.0,995101.8650339438,24130794.96986586,7013341.862452907,64639.09550647841,978091.5767427653,23814.40360764994,20412.34594941423,13608.23063294282,166700.8252535496,370824.2847476919,0.0,0.0,141185.3928167818,146288.4793041353,0.0,13608.23063294282,175205.9693991388,88453.49911412834,64639.09550647841,25515.43243676779,7654629.731030338,8505.144145589264,0.0,79948.35496853909,0.0,40824.69189882847,267061.5261715029,69742.18199383197,0.0,93556.5856014819,0.0,275566.6703170922
sample113,55072416.06547406,17538.98600811276,36484279.80342146,13941899.42317618,14747098.3262759,0.0,12674309.07077166,6377.813093859184,8968799.663239477,7849493.465267192,3471124.776332861,31889.06546929592,438474.6502028189,0.0,803604.4498262572,7972.26636732398,255112.5237543674,216845.6451912123,0.0,0.0,36672.42528969031,86100.47676709898,0.0,11161.17291425357,679237.0944960031,84506.02349363419,441663.5567497485,25511.25237543674,3713481.67389951,0.0,0.0,23916.79910197194,0.0,30294.61219583113,1565753.11454243,200901.1124565643,0.0,223223.4582850715,0.0,269462.6032155505
sample114,154349679.5589636,36300.48907783716,26699009.71674923,8986963.938841686,21176149.59276401,0.0,16120010.04263669,20743.13661590695,25226247.01701984,640444.3430161271,20400874.86174448,147794.848388337,492649.49462779,31114.70492386042,28521.81284687205,20743.13661590695,1462391.13142144,272253.6680837787,0.0,0.0,298182.5888536624,775274.7310195221,0.0,12964.46038494184,570436.2569374411,173723.7691582207,430420.0847800692,57043.62569374411,4428659.667496134,0.0,0.0,28521.81284687205,0.0,347447.5383164414,228174.5027749764,469313.4659348947,0.0,2248037.430748916,0.0,173723.7691582207
sample115,56329909.77604652,9745.659130803897,29561020.55851091,7499284.701153597,17376510.23022335,17054.90347890682,13352771.21659269,8527.451739453409,1399720.292661709,13684123.62704002,4253980.210595901,62128.57695887483,233895.8191392935,7309.244348102921,41419.05130591655,6091.036956752435,81619.89522048263,230241.196965242,0.0,0.0,119384.3243523477,96238.38391668846,0.0,0.0,154712.3387015118,56037.5400021224,56037.5400021224,21927.73304430877,4546349.984520018,3654.622174051461,0.0,37764.42913186509,0.0,0.0,581084.9256741822,45073.67347996801,0.0,63346.78435022532,0.0,185167.523485274
sample126,23832827.52703573,22337.69138375005,14529923.65541662,8323768.399298063,4504767.762389595,0.0,11126404.0782459,0.0,1329092.637333128,7917967.005826601,5678985.739462057,27549.81937329174,946373.5249582106,14147.2045430417,29783.58851166674,11913.4354046667,78926.50955591685,174233.9927932504,0.0,0.0,160831.3779630004,70736.02271520851,0.0,4467.53827675001,54355.0490337918,33506.53707562508,16380.97368141671,11913.4354046667,3167484.638215757,0.0,0.0,51376.69018262513,0.0,37229.48563958342,7842763.444834644,61056.35644891682,0.0,52121.2798954168,218909.3755607505,147428.7631327503
sample128,53186945.00638921,532170.2419397713,20547555.7980267,18926750.343771,7203965.427302079,11568.91830303851,12290818.80514811,45118.78138185017,10910646.85159562,9049207.89663672,2380883.386765324,52060.13236367328,80982.42812126955,77511.752630358,96022.02191521961,17353.37745455776,39334.32223033092,61315.26700610408,61315.26700610408,41648.10589093863,72884.1853091426,75197.96896975029,0.0,39334.32223033092,59001.48334549638,38177.43040002707,84453.1036121811,15039.59379395006,2452610.680244164,31236.07941820397,0.0,222123.2314183393,0.0,46275.67321215403,3876744.523348204,41648.10589093863,0.0,79825.53629096571,62472.15883640794,371362.2775275361
sample129,53654488.35975061,362109.6002425633,11027099.49310092,16449163.87768533,5150961.165355192,19159.23810807214,7450069.73832385,28738.8571621082,15296735.7054848,419587.3145667798,11137265.11222233,13411.46667565049,582440.8384853929,68973.25718905969,82384.72386471018,24907.00954049377,639918.5528096092,45024.20955396951,47898.09527018033,58435.67622962001,724219.2004851268,111123.5810268184,0.0,43108.28574316231,248112.1334995341,24907.00954049377,414797.5050397617,25864.97144589738,3621096.002425633,52687.90479719837,0.0,253859.9049319558,0.0,639918.5528096093,3213962.1926291,211709.5810941971,0.0,311337.6192561722,42150.3238377587,307505.7716345578
sample130,20720122.07527268,244897.057555968,19870077.52222329,13106798.97009352,4349097.091288322,10986.03622680978,6904266.017040499,21972.07245361956,10336486.83489965,1166350.846079638,538315.7751136792,10986.03622680978,201410.6641581793,23803.07849142119,6866.272641756113,8697.278679557743,47148.40547339198,22887.57547252038,21514.32094416915,6866.272641756113,52183.67207734645,22887.57547252038,6408.521132305706,8697.278679557743,37993.37528438382,2746.509056702445,35246.86622768138,4577.515094504075,2090093.392150561,14648.04830241304,1831.00603780163,94296.81094678395,0.0,10528.28471735937,434406.1824684368,16021.30283076426,0.0,12359.290755161,6408.521132305706,285636.9418970543
