SampleID,Muribaculaceae,Bacteroides_dash_acidifaciens,Akkermansia_dash_muciniphila,Faecalibaculum,Parasutterella,Bacteroides_dash_uniformis,Bacteroides,Alloprevotella,Clostridia_dash_UCG_dash_014,Lachnospiraceae_dash_NK4A136_dash_group,Lachnospiraceae,Escherichia_dash_Shigella,Parabacteroides_dash_goldsteinii,Desulfovibrionaceae,Mucispirillum_dash_schaedleri,Helicobacter_dash_ganmani,Oscillospiraceae,Lachnospiraceae_dash_bacterium_dash_10_dash_1,Muribaculum,Roseburia,Lachnoclostridium,Lachnospiraceae_dash_bacterium_dash_28_dash_4,Ruminococcus_dash_sp_dot__dash_N15_dot_MGS_dash_57,Rikenellaceae_dash_RC9_dash_gut_dash_group,Colidextribacter,Clostridia_dash_vadinBB60_dash_group,Oscillibacter,Alistipes,Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,Parabacteroides,Dubosiella_dash_newyorkensis,Lactobacillus,Gastranaerophilales,Anaerotruncus,Desulfovibrio,Ruminococcaceae,Helicobacter_dash_mastomyrinus,Peptococcaceae,mouse_dash_gut_dash_metagenome,Bifidobacterium_dash_choerinum
sample265,158643041.6539315,2739557.330834741,4077217.048235428,17799565.25089248,23660328.58899549,119029.0426500611,1526594.705734118,22409578.96622818,15430320.49719126,1092044.232567228,3905286.208852006,221053.9363501135,413767.6244502125,64237.89603336633,204049.7874001048,11336.09930000582,642378.9603336634,153037.3405500786,1486918.358184097,495009.6694335876,438329.1729335585,272066.3832001397,96356.8440500495,954121.6910838236,789748.2512337391,272066.3832001397,529017.967333605,1596500.651417487,0.0,166262.7897334187,5067236.387102603,52901.79673336051,149258.64078341,141701.2412500728,30229.59813334886,411878.2745668782,0.0,230500.6857667851,2988951.515434869,1322544.918334013
sample411,8398359.991968779,194215.753142936,202870.64410296,2977974.88152502,232643.4690054421,118745.1039715278,1500065.70119134,5197088.923675144,61622.82363537009,713855.4063827706,1836567.861717069,2226037.954918144,81702.17066262552,3202655.85084724,158211.4067492367,1472023.854480863,872066.813132007,22156.52085766116,62661.41055057295,217410.8609158001,147479.3419588071,48467.38937613377,0.0,808713.0113046322,391547.2670314808,515831.5012174237,385315.7455402635,1077360.826703774,0.0,1303080.382941197,0.0,85856.51832343698,102127.7133282819,383584.7673482588,49852.1719297376,270378.7935911463,145748.3637668023,32542.39000968982,36004.34639369938,0.0
sample413,25677827.04969819,574247.3963572186,2938165.582760127,4286107.606377187,192754.3708052202,234250.1034091218,748261.758889709,3948787.457468052,1037393.315097539,2635648.30635749,5623341.053838404,287792.9841883496,278422.9800519847,29295987.21835451,4425319.09640318,21880298.23043145,4347681.919273301,123148.625792224,117794.3377143012,2744072.639935426,829914.6520780313,133857.2019480696,5354.288077922783,2820371.245045826,1916835.131896356,267714.4038961391,1436287.776902787,2746749.783974388,0.0,2580766.853558782,0.0,112440.0496363784,120471.4817532626,2133683.799052229,258344.3997597743,1927543.708052202,509995.9394221451,115117.1936753398,0.0,0.0
sample414,17138791.10144236,213695.9625466945,966318.1464282545,7853326.623591024,465819.7078320491,90914.51038170776,172456.390827157,1939197.13381189,124655.9781522385,3938379.099215835,4704122.965008156,157460.1829291433,100287.1403179663,14257644.65903648,934451.2046449756,3307601.104505636,2265364.655593687,641087.8876400836,190264.3877060482,631715.2577038251,638276.0986592061,95600.82534983702,0.0,956945.5164919961,1026302.978020309,399274.0352846135,615781.7868121855,981314.3543262681,0.0,809795.2264927372,0.0,165895.549871776,25306.10082789804,992561.5102497786,145275.7640120072,1307481.876108065,687951.0373213763,61859.35757930631,73106.51350281655,0.0
sample426,80741424.39227346,169881980.9803538,3588428.562230533,41774724.96030641,45078074.78869539,1895773.58004632,58287910.61807828,7843228.664815694,217372.5345541833,3068159.872969701,4628965.940752197,2273502.902386376,131848.9144017177,32367126.74353519,481070.3633576187,6752802.507871759,1108243.577809033,160356.7877858729,1204457.650480557,1681964.529665156,737641.2238150154,342094.4806098622,21380.90503811639,1336306.564882274,356348.4173019398,242316.923765319,171047.2403049311,726950.7712959572,0.0,5990216.894845609,0.0,249443.8921113578,28507.87338415518,612919.2777593364,42761.81007623277,174610.7244779505,573720.951856123,138975.8827477565,481070.3633576187,0.0
sample428,99732558.5615879,93360178.53211667,1055338.144189097,24744575.54551612,14538834.90406391,1136040.472862381,35630078.10925484,2706631.946273214,251418.7931744614,1747515.809348417,10984828.50672122,496629.7149125163,117949.5572917226,19231985.70998719,940492.5226155777,13377962.94545591,1570591.473410833,164508.593064771,1204327.058662852,7474277.20943337,2539019.41749024,273146.343201884,49662.97149125164,766672.122396197,412823.4505210292,148988.9144737549,505941.522067126,713905.2151867423,0.0,4227560.448192795,0.0,1291237.258772542,9311.80715460968,1787866.973685059,176924.3359375839,403511.6433664195,558708.4292765809,316601.4432567292,599059.5936132228,0.0
sample429,350543152.6417425,49418338.1006589,6781728.898912996,72478891.59518752,30684982.43413494,922957.187426029,7858512.284243363,10834714.80891425,314340.4913697345,5363852.639968663,3317295.398284858,561800.0271288872,153826.1979043382,34095911.17027462,896204.8051817964,6454012.216421145,1544950.07460444,1578390.552409731,3477809.691750254,5484238.360067709,675497.6516668764,334404.7780529091,0.0,1083471.480891425,127073.8156601055,327716.6824918509,167202.3890264545,876140.5184986219,0.0,3277166.824918509,0.0,441414.30702984,0.0,1023278.620841902,113697.6245379891,220707.15351492,3036395.384720414,227395.2490759782,1451316.736749626,0.0
sample441,301667682.4268375,30080251.47104964,56047821.62383988,2888071.941989065,4530636.736781688,11209564.32476798,17821619.0457907,26164009.19949573,13362034.7301578,9792695.455977391,6649670.708689727,1295661.797419118,62693.31277834439,19526877.15336167,150463.9506680265,7794868.55544082,2231881.93490906,271671.0220394924,2980022.13406397,568419.3691903225,133745.7339271347,292568.7929656072,0.0,1767951.420349312,973836.1251569496,351082.5515587286,1295661.797419117,1115940.96745453,0.0,1111761.413269307,0.0,37615.98766700664,8359.10837044592,823372.1744889229,29256.87929656072,505726.0564119781,2194265.947242054,902783.7040081592,2148290.851204601,0.0
sample443,135909203.4938042,49749415.92926623,49284613.72396643,10147748.70565126,9111681.220094744,7901637.490096411,10116588.78127362,8883175.107992053,30617222.36139559,1246396.975105579,3440574.983364359,176572.9048066237,72706.4902144921,6922696.53256557,88286.45240331185,2778426.59033952,1152917.201972661,83093.13167370527,4497415.751839299,810158.0338186263,311599.2437763948,179169.565171427,0.0,594635.2235399534,368725.7718020672,160992.942617804,451818.9034757724,880267.8636683152,0.0,849107.9392906758,0.0,225909.4517378862,10952713.41874028,693308.3174024783,0.0,215522.810278673,2251304.536284452,498558.7900422317,475188.8467590021,0.0
sample444,122007715.8260523,7051848.720236166,19905300.66567691,8864849.728112597,13497429.90343845,194353.7080443534,1009478.961185597,2633927.864242879,139238.4774049099,2851487.985188051,5792900.820366775,162444.8903057282,58016.03225204579,9244854.739363497,1218336.677292962,5082204.425279211,490235.4725297869,1038486.97731162,2407665.338459901,855736.4757176754,153742.4854679214,104428.8580536824,0.0,104428.8580536824,116032.0645040916,159544.0886931259,388707.4160887068,174048.0967561374,0.0,397409.8209265137,0.0,31908.81773862519,0.0,786117.2370152205,43512.02418903435,400310.622539116,385806.6144761045,284278.5580350244,3071948.907745825,0.0
sample456,263490101.9659315,24889931.14633962,2629045.047046731,4357171.230619504,10630842.5889927,19418896.59360685,9774969.66869244,14246803.30011772,15123151.6491333,2018877.271330278,8714342.46123901,1695365.497628266,110567.315062713,10553035.9598745,266180.5732991238,20688373.17395652,1904214.870524501,163803.4297225378,18014282.18373609,323511.7737020121,364462.6311326465,307131.4307297583,0.0,462744.6889661691,503695.5463968036,298941.2592436314,687974.4048346586,999200.9213074804,0.0,1298142.180551112,0.0,45045.94317369789,7842089.197966495,1404614.409870761,45045.94317369789,470934.8604522961,339892.1166742658,773971.205438991,409508.5743063444,0.0
sample458,212114816.7164088,102220183.874807,3975145.402790808,6068520.453309921,9828282.502527464,1114703.321124799,4957595.78751097,21980438.03045069,27531282.70411961,4523050.42503859,3714418.185307381,253169.906831734,83130.41716862906,5309010.732814719,117138.31510125,6718449.169355567,627256.7840905648,132252.9364046371,9866069.05578593,631035.4394164116,230497.9748766533,117138.31510125,0.0,963557.1080909278,343857.6346520565,411873.4305172985,154924.8683597178,1156268.529709113,0.0,661264.6820231858,0.0,71794.45119108872,14974811.05633077,411873.4305172985,15114.6213033871,268284.5281351211,234276.6302025001,362750.9112812905,0.0,0.0
sample459,141772971.2269335,8948017.867773948,6729017.460926587,15168420.63098501,29774214.38396614,1026231.425479105,1291791.311896943,3591809.989176867,13084450.67485859,21150269.59792243,5554252.539654455,130529.4356969037,0.0,4523520.099151318,436598.4573310227,7255636.218738233,661649.2085325808,337576.1268023371,24418006.50536905,418594.3972348981,288064.9615379943,175539.5859372153,0.0,94521.31550465438,153034.5108170595,211547.7061294646,540121.8028837395,243054.8112976827,0.0,711160.3737969236,0.0,99022.33052868555,0.0,738166.4639411104,40509.13521628045,301568.0066100878,306069.021634119,238553.7962736516,481608.6075713343,0.0
sample471,371753695.6874902,4707280.682261331,14186919.65990281,11540430.05973745,6173696.231205412,655114.6387294569,898071.0610397191,40031409.08315695,22889965.7876597,676807.1764357304,4173644.254687004,312372.5429703371,121478.2111551311,21644814.12331961,390465.6787129214,5904708.763647622,2269039.444076199,160524.7790264232,2885107.514934364,264648.9600165356,151847.7639439139,65077.61311882023,0.0,2117191.680132285,516282.3974093072,212586.8695214794,485912.8446205244,2464272.283432659,0.0,1830850.182409476,0.0,164863.2865676779,906748.0761222286,585698.5180693822,73754.62820132959,468558.8144555057,212586.8695214794,234279.4072277528,56400.59803631087,0.0
sample473,352728549.4965814,12307902.40347393,7238188.363967534,11971341.55547309,4639427.385733164,800929.6129640356,1831913.476460294,48520145.54280533,24159956.56978216,1235476.530636012,3344307.160514723,93725.80577238715,144848.9725573256,12474052.69552498,127807.9169623461,7268010.211258749,826491.1963565048,183191.3476460294,1077846.766382452,217273.4588359884,792409.0851665458,68164.22237991792,0.0,583656.1541280472,894655.4187364227,264136.361722182,511231.6678493844,1895817.434941467,0.0,2142912.74106867,0.0,106506.5974686218,984120.960610065,771107.7656728216,63903.95848117305,494190.6122544049,238574.7783297127,477149.5566594254,55383.43068368331,0.0
sample474,112335577.6756338,2815820.078208333,6067701.182416984,8191298.824732436,20176133.03260665,205320.2140360243,420417.5811213831,8944139.609531194,12718120.6865743,260072.2711122974,1138060.614942535,72350.93256507523,41064.04280720485,3541284.834468952,166211.6018386863,1816595.036566348,254205.9792826967,66484.64073547453,7473655.790911283,275715.7159912326,150568.1569597511,0.0,0.0,74306.36317494212,48885.76524667245,260072.2711122974,152523.587569618,350022.0791661747,0.0,557297.7238120659,0.0,35197.75097760416,119281.2672018808,307002.605749103,58662.91829600694,123192.1284216146,598361.7666192708,129058.4202512153,142746.4345202835,0.0
sample486,236563051.8978089,9979438.079926204,11485273.37379519,5173357.490434931,3609807.254989079,724060.1761460652,1353677.720620905,42934669.72031342,17786695.63141421,388264.1524261509,3294998.482751659,110183.0702830969,120676.6960243442,13022589.54488793,309561.959366796,3174321.786727315,215119.3276955701,94442.6316712259,5105148.923116823,110183.0702830969,152157.5732480862,73455.38018873126,0.0,1663239.679987701,246600.2049193121,414498.2167792692,257093.8306605594,1804903.62749454,0.0,1280222.340432173,0.0,125923.5088949679,7996142.81483046,561408.9771567318,162651.1989893335,251847.0177899358,152157.5732480862,209872.5148249465,62961.75444748393,0.0
sample488,161210348.5185528,11439479.14690357,6355820.511624574,3210337.911483841,4377733.515659783,618619.8928111831,1431805.71965169,26538294.51458942,25972057.75786306,139688.3628928478,1095056.98767786,182093.7587710337,79821.92165305588,1232250.91551905,77327.48660139789,2412118.694953282,573720.0618813391,72338.61649808189,3275193.222826949,0.0,54877.57113647591,22449.91546492197,0.0,586192.2371396291,164632.7134094278,229488.0247525357,251937.9402174576,1342006.057792002,0.0,820669.131995481,0.0,59866.44123979191,8580856.577703508,204543.6742359557,29933.22061989595,152160.5381511378,1818443.152658679,49888.70103315992,52383.13608481792,0.0
sample489,103585560.2877346,12601615.93971506,18583571.14102094,15820180.48024001,21076630.10672548,501384.4259109218,1601195.424683266,5295728.590727339,12398289.53658067,5757834.052396392,4535565.10628175,233363.2581428714,101663.2015671915,26032711.18312606,2603964.27650511,32888045.70698645,1548053.296591325,972731.9968133551,5771697.216246463,284194.8589264672,935763.559879831,62384.23732532206,0.0,378926.478568623,711642.4109703406,1088258.362230618,700089.7744286143,640016.0644116374,0.0,1189921.56379781,0.0,233363.2581428714,5958849.92822243,783268.7575290437,566079.1905445892,478279.1528274692,628463.4278699112,445931.7705106355,231052.7308345262,0.0
sample501,237236854.9407656,6220683.099826749,19748505.54411768,5711106.277120693,10210765.76818548,100953.898837992,807631.1907039365,26997956.94638873,18142857.819742,216329.7832242687,5384207.938026244,163449.1695472252,57687.94219313832,10691498.61979497,552842.7793509089,15532478.43550249,235559.0972886481,235559.0972886481,6244719.742407223,67302.59922532804,399008.2668358734,0.0,0.0,495154.8371577705,447081.5519968219,384586.2812875888,134605.1984506561,1355666.64153875,0.0,903777.7610258335,0.0,163449.1695472252,3086304.9073329,1072034.259089154,562457.4363830986,240366.425804743,322091.0105783556,230751.7687725533,173063.8265794149,0.0
sample503,309232210.9812986,15636377.66993479,17640488.92035366,2422173.167172919,5146040.501075562,155157.000032429,2288565.750478328,37802279.0912343,9486126.585316008,1021450.250213491,15860493.33664829,443921.4167594496,120677.6666918892,15636377.66993479,702516.4168134979,21769389.0878833,2831615.250591829,344793.3334053978,6447635.334680939,189636.3333729688,418061.9167540448,51719.00001080966,0.0,866293.2501810619,2422173.167172919,241355.3333837784,1525710.500318885,2417863.250505352,0.0,1331764.250278349,0.0,112057.8333567543,1400722.916959428,2034280.667091847,780094.9168297125,1318834.500275646,344793.3334053978,577528.8334540413,73268.58334864704,0.0
sample504,221302435.3672831,5803078.301286231,21584008.16881368,28075708.86431929,41704693.74991118,129116.6989161337,817739.0931355134,26260901.92955364,46507117.63459738,326378.3222602268,702968.6940989501,301272.2974709786,86077.79927742247,4605162.261342102,294099.1475311934,4906434.55881308,835671.9679849764,136289.8488559189,9131419.873346565,208021.3482537709,616890.8948215276,60971.77448817424,0.0,1448976.287836612,545159.3954236757,964788.6669011102,258233.3978322674,1190742.890004344,0.0,1316273.013950585,0.0,154222.7237053819,0.0,380176.9468086159,455495.0211763605,208021.348253771,520053.3706344274,233127.3730430191,60971.77448817425,0.0
sample516,69975208.56990151,6440100.402024964,234513.4600177158,10471927.96463723,414908.4292621125,360789.9384887935,1497278.244728493,1380021.514719635,559224.4046576299,32768746.16324467,36520961.52352811,171375.2207821769,721579.8769775869,7053443.297455912,53947115.55253685,396868.9323376729,31677356.59931606,3445543.912567978,1217666.042399678,9912703.5599796,9010728.713757617,5285572.598860824,369809.6869510133,17462233.0228576,17182620.82052879,21097191.6531322,16921048.11512441,12853141.55866327,0.0,288631.9507910348,45098.74231109919,2570628.311732654,72157.9876977587,2805141.771750369,0.0,5601263.795038519,0.0,929034.0916086432,1298843.778559657,90197.48462219838
sample518,121610944.0484306,6479238.499092627,387784.8478259927,10963000.80208067,5251253.147643652,444336.8048006166,1421877.775361974,88867.36096012333,953304.4175722321,29423175.3287972,16424304.07563006,226207.8278984957,1179512.245470728,807885.0996374849,5138149.233694403,282759.7848731197,7618356.489581482,125367609.7617449,210050.1259057461,3053805.676629693,1502666.285325722,767490.8446556106,58111175.21692427,21360482.0344151,2859913.252716696,1405720.073369223,1454193.179347473,1195669.947463477,0.0,1122960.288496104,371627.145833243,492809.9107788658,646308.079709988,1890451.133151714,0.0,1736952.964220593,0.0,436257.9538042418,743254.2916664861,428179.1028078669
sample519,99900887.10152146,1223276.16859006,173798.7999089702,8382449.810994178,12185969.70130972,227275.3537271149,487973.5535905701,60161.12304541276,494658.1228178383,4010741.536360851,20174029.92789508,73530.26149994892,842255.7226357786,848940.2918630466,4017426.105588119,80214.830727217,6323602.488995606,9124436.995220933,327543.8921361361,1898417.660544136,1370336.691589957,795463.738044902,46725138.89860391,16330402.62221593,2179169.568089395,1002685.384090213,889047.7072266552,1123007.630181038,0.0,340913.0305906723,213906.2152725787,1557504.629953464,421127.8613178893,1390390.399271762,46791.98459087659,815517.4457267063,0.0,334228.4613634042,407758.7228633531,668456.9227268085
sample531,140691129.2937473,42816837.14015879,34223079.2125796,9995097.628932966,5512498.945686847,1857197.194565247,4161810.076912121,18394694.03162579,962365.8190019917,21129838.99089461,41483031.88224376,2076684.13574114,8568432.511289662,877947.7647035713,20572679.83252503,523391.936650206,27486518.47956565,2625401.488680872,253254.162895261,4263111.742070226,3984532.16288544,8779477.647035714,413648.4660622596,202603.3303162088,10847719.97734701,12831544.25335989,11734109.54748042,801971.5158349931,447415.6877816277,11067206.9185229,118185.2760177884,2093567.746600824,0.0,3562441.891393337,4980665.203606799,9817819.71490628,953924.0135721496,1266270.814476305,937040.4027124656,0.0
sample533,118395963.0566307,43732621.07849257,53096296.63787785,9855800.553273419,5287018.515419953,1609381.736769344,4003503.328657624,36297543.46812843,851243.2326713884,50456112.5490455,15960810.61258853,219461.1459230923,9363675.559385272,252712.8346993184,1908646.935755379,864543.9081818787,11910754.91964419,3125658.744965254,106405.4040839236,1323417.213293799,2221212.810251904,1868744.909223907,206160.4704126019,172908.7816363758,3657685.765384872,7634587.743021515,3744140.15620306,1662584.438811305,246062.4969440732,984249.9877762928,119706.079594414,571929.0469510892,0.0,2966050.638839369,4941200.9521472,4262866.501112187,7800846.186902645,618481.4112378056,891145.2592028596,0.0
sample534,42935273.69830906,11452634.1622398,8126714.712847886,2027954.244338072,325887.9639661732,340785.6994617697,1024219.315322259,4104326.129036833,63315.37585628509,21285139.58933348,9117414.12330505,109870.7992800241,1851043.635327864,150839.5718929144,1085672.474241594,119181.8839647719,4225370.229938555,1162023.368656526,61453.15891933552,661087.0126170941,1063325.870998199,294230.2760380307,80075.32828883114,0.0,1495360.200370498,1433907.041451162,1026081.532259208,679709.1819865899,83799.76216273024,260710.3711729386,31657.68792814254,65177.59279323464,0.0,921797.3837900328,2636899.182720579,409687.7261289035,400376.6414441557,219741.5985600482,178772.8259471579,0.0
sample276,26756731.57571327,3650378.773310506,10330027.095816,6592475.098068228,9761585.028131329,1029733.713665202,457659.4282956455,5486464.813020417,152553.1427652152,2488069.114146962,8463067.205784556,107150.4217041392,9360224.973951418,1816.108842443038,98069.87749192405,0.0,2731427.699034329,207036.4080385063,0.0,3775690.283439075,1712590.638423785,1489209.250803291,99885.98633436707,5448.326527329114,2477172.461092303,2262871.617684025,693753.5778132405,32689.95916397468,0.0,2729611.590191886,18161.08842443038,877180.5708999874,0.0,2428137.522346342,1552773.060288797,1173206.312218203,145288.707395443,250623.0202571393,374118.4215432658,0.0
sample279,22979427.87727652,9287796.987619307,1838905.371849765,3986238.100015543,8183393.876687055,521464.8086167634,498147.2765241439,2478017.728752018,925282.0689480376,2211985.885331677,1692640.852359698,29492438.5458741,15789148.89017058,19077.98080305232,30736.74684936207,0.0,538423.0137750322,78431.69885699288,0.0,209857.7888335755,125066.7630422319,86910.80143612724,54054.27894198158,20137.86862544412,490728.0617674014,4808711.050191577,104928.8944167878,34976.29813892925,0.0,987815.4504691536,43455.40071806363,2055122.487617692,0.0,93270.12837047802,473769.8566091326,469530.3053195655,85850.91361373545,26497.19555979489,0.0,0.0
sample280,32864842.56924566,5095743.600465167,530431.1175825286,2833686.625726081,6396072.311043695,325725.904729077,345037.7172624215,1122660.03527176,1078886.593529512,2304542.962312442,1888695.265761091,5017208.896162898,6053609.502119052,7724.725013337796,849719.7514671575,0.0,1505033.923431981,88834.33765338466,0.0,405548.0632002342,430009.6924091373,2027740.316001171,38623.62506668898,18024.35836445486,762172.8679826624,732561.4220982009,320576.0880535185,15449.45002667559,0.0,211142.4836978997,48923.25841780604,3902273.585904476,0.0,239466.4754134717,757023.051307104,249766.1087645887,239466.4754134716,25749.08337779265,60510.34593781273,0.0
sample291,241904992.6076681,153830491.6092458,67470627.98805596,34179849.61034753,37072859.17687158,345749.9238040934,804397.7819115645,2970626.896357619,119954.0551973386,6399901.650822709,8897768.447284935,254020.3521825993,4932228.504878802,0.0,49392.84625772764,0.0,1319494.607170724,296357.0775463659,70561.20893961091,12256481.99281042,896127.3535330587,698555.9685021482,141122.4178792218,84673.4507275331,1629963.926505012,1446504.783262024,324581.5611222102,0.0,0.0,1065474.254988125,0.0,2547259.642719954,0.0,225795.8686067549,966688.5624726696,522152.9461531208,296357.0775463659,959632.4415787084,705612.0893961092,0.0
sample294,63801900.2401414,292710902.3082523,9916689.959255477,31339960.30248725,21528927.61829234,950915.4755450459,1207511.714977836,11270109.33979314,8618614.865654306,5554553.888898046,4417480.357293917,79217799.80135843,6218685.332135856,45281.68931166885,45281.68931166885,55344.28693648415,382378.7097429814,256596.2394327901,0.0,186158.0560590831,206283.2513087136,171064.1596218601,145907.6655598218,90563.3786233377,327034.4228064973,825133.0052348545,90563.3786233377,0.0,0.0,286784.032307236,352190.9168685355,1615046.918782856,0.0,201251.952496306,412566.5026174273,166032.8608094525,155970.2631846372,125782.4703101912,90563.3786233377,0.0
sample295,95497662.17455758,183335173.9489645,3630482.691020268,47103832.13696436,18114595.92706988,1016871.309290399,1479085.540786035,2664034.752438484,684917.4521253515,1500095.278581292,3672502.16661078,20745015.09903595,5840707.10708122,50423.37070861484,302540.224251689,58827.26582671731,558859.0253538145,0.0,0.0,88240.89874007597,558859.0253538145,466416.1790546873,29413.63291335866,58827.26582671731,302540.224251689,92442.84629912721,155472.0596848958,0.0,0.0,373973.3327555601,336155.8047240989,4315400.14314562,0.0,672311.6094481979,806773.9313378376,210097.3779525618,2159801.045352336,176481.7974801519,0.0,0.0
sample306,178577273.4953317,78831545.29051642,39055270.21556381,65581190.25223837,33176307.51593208,539493.1465356736,549577.1305830693,7956263.41339526,5152915.848219238,1815117.128531238,6347867.957835635,257141.5932085921,2894103.421602585,0.0,1431925.734730199,0.0,2127720.634000507,0.0,0.0,1976460.87328957,983188.4446210873,1063860.317000253,0.0,30251.95214218731,892432.5881945255,1275623.981995564,544535.1385593713,0.0,0.0,1028566.372834368,0.0,3912585.810389558,0.0,363023.4257062476,700836.8912940059,443695.2980854138,5092411.943934863,242015.6171374984,1436967.726753897,0.0
sample309,20310084.21248538,148362390.3798104,33227702.64699449,3919612.402581387,9675125.182507219,1183213.361064194,1385651.045258068,540997.2594836287,5361108.326237767,1148310.312065251,3951025.146680437,9011967.251527287,638725.7966806714,0.0,45373.96369862693,0.0,383933.5389883817,0.0,0.0,0.0,188476.4645942965,62825.48819809882,20941.82939936627,0.0,565429.3937828895,841163.4808745454,984265.9817702149,0.0,0.0,34903.04899894379,0.0,575900.3084825726,0.0,600332.4427818332,834182.8710747566,181495.8547945077,1047091.469968314,910969.5788724329,111689.7567966201,0.0
sample310,78540020.3091947,151946270.1907085,49383371.2162705,16684753.88996262,18751596.52967827,20685094.48296066,14172039.95498573,3425291.632754565,15968026.20038381,4033676.764606349,6938090.71598096,5212943.835250561,1079258.555819261,0.0,458372.3596143578,0.0,825070.2473058441,0.0,0.0,237520.2227092581,383365.9734956448,195850.008198862,0.0,16668.08580415847,329194.6946321297,350029.8018873278,500042.5741247541,12501.06435311885,0.0,137511.7078843073,12501.06435311885,654222.3678132198,0.0,708393.6466767349,225019.1583561393,258355.3299644562,495875.5526737144,416702.1451039617,870907.4832672799,0.0
sample321,156390122.2973486,60456374.72333347,51385671.57998467,11213933.30679249,21978479.64383065,594573.5292134117,563462.1236150354,4694365.42251054,11193192.3697269,8268720.243479538,8403536.334405832,273089.0046968576,1337790.440730176,0.0,93334.21679512857,24197.75990984815,2219280.266017502,0.0,0.0,639512.2261888438,224693.4848771614,936798.9907955497,0.0,27654.58275411217,459757.4382871148,902230.7623529095,604943.9977462037,0.0,0.0,515066.6037953392,0.0,3695343.620518239,0.0,342225.4615821381,608400.8205904677,359509.5758034581,556548.4779265075,432102.8555330026,1794091.056173027,0.0
sample324,437292.1600566863,313782.1606513627,160229.1884177171,34228960.37573481,69175613.99125731,33381.08092035772,46733.51328850082,40057.29710442927,80114.59420885854,357177.5658478276,96805.1346690374,273751568.4116696,176919.7288778959,46733.51328850081,70100.26993275122,0.0,110157.5670371805,0.0,0.0,33381.08092035772,0.0,103481.350853109,0.0,0.0,0.0,76776.48611682277,0.0,0.0,0.0,0.0,0.0,5314268.08252095,0.0,43395.40519646504,110157.5670371805,30042.97282832195,7290428.073006127,0.0,0.0,0.0
sample325,135809900.8258037,49616279.78775396,67491605.17073107,14880428.7181471,11573666.78078108,46557029.97144827,11623169.20499315,5940290.905447946,1366266.908253028,43740342.0337817,24231436.65180641,2618678.240818303,990048.4842413242,0.0,2752334.786190881,0.0,2168206.1804885,0.0,0.0,930645.5751868449,108905.3332665457,232661.3937967112,44552.18179085959,0.0,1133605.514456316,292064.3028511907,4133452.421707529,0.0,0.0,183158.969584645,0.0,1985047.210903855,0.0,2321663.695545905,3346363.876735676,861342.1812899521,1732584.847422317,975197.7569777044,2390967.089442798,0.0
sample336,134672995.1375991,70332444.83712606,91349531.46706867,13178035.63957668,21360070.93790274,553733.7020079256,623983.5000238565,7529125.410883884,1541363.215290718,39608489.05780572,8450637.467210507,326454.9437210904,1644671.741784734,66117.45695617022,929776.7384461436,61985.11589640957,1805833.043115399,0.0,0.0,140499.5960318617,0.0,144631.9370916224,0.0,28926.38741832447,1057879.311298724,1033085.26494016,1954597.321266782,0.0,0.0,855394.5993704521,0.0,3194299.639194974,0.0,727292.0265178723,1739715.586159229,512410.2914103192,2107493.940477926,293396.2152430053,438028.1523346277,0.0
sample339,122272778.9447934,24444896.50160271,147348978.8700193,28884718.93987009,15865379.48220024,152744380.807432,11573896.09975686,17386717.24076738,227683.20196243,1742121.469561017,6833945.804357179,8558818.546496801,3542888.612354782,0.0,362223.2758493204,89693.38259126029,489863.8587676524,0.0,0.0,13312567.8238336,186286.2561510791,548509.5320003995,10349.23645283773,34497.45484279242,545059.7865161203,148339.0558240074,362223.2758493205,72444.65516986408,0.0,783092.224931388,0.0,5257412.118041565,0.0,524361.3136104449,4529515.820858645,210434.4745410337,431218.1855349052,331175.5664908073,310477.0935851318,0.0
sample340,131634735.3760861,51277436.49420878,86677170.595866,26898466.33824151,9970702.95617437,192193670.7095117,17132574.03946492,20094201.16469311,4863440.372493269,30409506.17934627,20347776.26432845,13839348.70702129,1501944.820917039,35760.59097421521,2831588.612594678,39011.55379005295,1531203.486259578,0.0,0.0,1566964.077233794,104030.8101068079,864756.1090128405,35760.59097421521,0.0,1004547.510093864,412872.2776113938,2395959.595272419,0.0,0.0,588424.269666632,0.0,1466184.229942824,0.0,858254.1833811651,2252917.231375558,1027304.249804728,897265.737171218,1150840.836806562,269829.913714533,0.0
sample351,178764761.4922813,40525337.96065796,73104440.16029303,41435602.2559008,33665846.3072209,1072811.49082191,515506.8202650737,3622480.358619437,8772904.3556822,7992677.816902629,464420.5587973637,157902.9899911037,1551164.666383195,0.0,46442.05587973637,0.0,130037.7564632618,0.0,0.0,0.0,0.0,120749.3452873146,0.0,0.0,78951.49499555184,1017081.023766227,46442.05587973637,0.0,51086.26146771001,887043.2673029647,0.0,2591466.718089289,0.0,65018.87823163092,199700.8402828664,106816.7285233937,896331.6784789121,55730.46705568365,130037.7564632618,0.0
