ID	Acetate	Propionate	Butyrate
sample151	0.541784367521006	0.176037400299629	0.286340675950763
sample152	0.547899538607822	0.165790029033771	0.270858598153886
sample153	0.550221120921279	0.175974262772831	0.270703539816096
sample154	0.546471597924752	0.168306489629072	0.279188486313132
sample155	0.538839880860633	0.176765596656975	0.288192045606922
sample421	0.562256800361247	0.153561211882012	0.259651342381107
sample422	0.557269051618513	0.166842826392992	0.264311169006034
sample423	0.554697907710916	0.167697911873552	0.270993918869631
sample424	0.550997427694321	0.16888676718209	0.272535711077571
sample425	0.555493162367643	0.1577058082234	0.26873937724712
sample286	0.549011912955401	0.1965357398305	0.265009542398632
sample287	0.552337921801363	0.203129071224312	0.253126734108736
sample288	0.554366395588655	0.185390847199541	0.256454667600191
sample289	0.551696688839392	0.180412410713174	0.256625393030233
sample290	0.555021282427671	0.192400185265937	0.256512854694352
sample16	0.546996570593159	0.174399737014187	0.284683803435824
sample17	0.549646739908125	0.168018251624882	0.278950162794417
sample18	0.549337931740643	0.160612745971936	0.280559429103269
sample19	0.551237973567665	0.175009264539861	0.27604877251381
sample20	0.545187658897828	0.169055429546495	0.296195781747264
sample166	0.545877342404187	0.164338312955321	0.284652310554146
sample167	0.544357410369444	0.170356459554725	0.277526919151798
sample168	0.552129733928262	0.157229599303677	0.278154164786156
sample169	0.543297357320591	0.175016635926409	0.293356223721781
sample170	0.548296641760596	0.17158336219342	0.27976690973661
sample436	0.559092552633521	0.16391838840672	0.250848530985974
sample437	0.564049141948315	0.166586787859735	0.249901554273211
sample438	0.578970569824595	0.169161889217711	0.239475229270956
sample439	0.56007065170925	0.159005709761053	0.2599675919345
sample440	0.559650136387512	0.169955335011268	0.260024805711899
sample301	0.549940535734933	0.190386775412476	0.258021659316192
sample302	0.560352856559591	0.207773512626082	0.246719249976289
sample303	0.56256616433415	0.195785752963947	0.242005196111213
sample304	0.558535664835553	0.204760124052333	0.247641078842336
sample305	0.553851411995679	0.206178541013236	0.253847354842224
sample26	0.54746882280414	0.165131003028559	0.296028524310686
sample27	0.552934059729504	0.166658446580486	0.275765999400486
sample28	0.548665960550439	0.165397426827075	0.282191079017304
sample29	0.553494343951679	0.17249488758524	0.2788354280694
sample30	0.5519161462145	0.186861419191163	0.281489177678142
sample451	0.56477423123202	0.169581991341595	0.25529424699402
sample452	0.567946850217564	0.168461815941055	0.25286432796634
sample453	0.560923650159243	0.161604156516271	0.259057147103739
sample454	0.557553446246443	0.171447418117299	0.266874568754588
sample455	0.566422573704897	0.168131199616772	0.247974964959618
sample316	0.552541128458993	0.196836358494267	0.252502482746053
sample317	0.561068008832104	0.209015426812968	0.240663400683498
sample318	0.561213151757446	0.213683764050131	0.241789920291954
sample319	0.555337482974696	0.207583236062459	0.248031289635931
sample320	0.557125958832253	0.204408516454399	0.245085368832331
sample41	0.551470831756119	0.172084232744105	0.287206836494878
sample42	0.553124425976975	0.168186755385881	0.281246384268565
sample43	0.553311103603127	0.162734770725735	0.277002114318328
sample44	0.552739728725748	0.183428916650874	0.277712273932017
sample45	0.554197249762349	0.179220334671475	0.287029518638698
sample466	0.557976384120116	0.163269187495906	0.266341933454834
sample467	0.561506047589179	0.165996344234503	0.26128868266636
sample468	0.563535349557482	0.151450855154592	0.253994361283405
sample469	0.556837692604954	0.166050062383197	0.269259533279562
sample470	0.553674376609964	0.164164822303871	0.275452161691878
sample331	0.5616539354113	0.18249342218215	0.237165753776715
sample332	0.563204537358384	0.201461088313239	0.239099083562707
sample333	0.562104229846955	0.186718615767638	0.234710456585488
sample334	0.558396190741399	0.193608203224579	0.237646104108037
sample335	0.569583037449153	0.187348343707991	0.230540997523572
sample56	0.555800165539446	0.18067630749634	0.271931953705177
sample57	0.558953385660061	0.187756757079532	0.279615597077408
sample58	0.550489991684788	0.184111146028377	0.270655448154079
sample59	0.562881794889817	0.178464177011039	0.263164691618852
sample60	0.555180223959643	0.188764006628949	0.284067522814844
sample481	0.560637041542667	0.170891099106928	0.269366617200148
sample482	0.565765920202537	0.167573407558157	0.264330478443421
sample483	0.566654587792387	0.164237775794778	0.255069182627417
sample484	0.56555839985681	0.157932899626345	0.258176894988812
sample485	0.57139802183521	0.159316598221549	0.250033251098403
sample346	0.564588064684577	0.193103538615127	0.226643298247531
sample347	0.563042220179043	0.20219529245717	0.229487932657445
sample348	0.572673936840824	0.204952132728622	0.224716742001696
sample349	0.561359142635374	0.20283907594013	0.23021151120298
sample350	0.563875327533746	0.196029233248366	0.230448116872174
sample71	0.560780014235159	0.185696827653081	0.270851021710884
sample72	0.559930158988187	0.17887546138336	0.273359511609193
sample73	0.559510506344318	0.176407651225379	0.263418205372566
sample74	0.558674989820237	0.17591314989817	0.267282817671791
sample75	0.556692397727335	0.177676564042584	0.270390219452989
sample496	0.550748404995042	0.166764532150122	0.285602063220989
sample497	0.564964059205762	0.171115848173551	0.258860410877816
sample498	0.556399164525382	0.168917122440136	0.269074513409049
sample499	0.554860549113498	0.154421688507682	0.273611029866364
sample500	0.558814214054955	0.162386972380628	0.266093366827682
sample361	0.556251090742377	0.197929075265181	0.250435709268649
sample362	0.556101950442237	0.196525067318882	0.248889808838759
sample363	0.562723145831621	0.192835164120041	0.243018149970332
sample364	0.556982192399517	0.194193013543726	0.250613800437141
sample365	0.555647359260855	0.201261027638212	0.24924128727502
sample91	0.559231762966905	0.180649480539942	0.275086907103398
sample92	0.556546243828522	0.176528496015163	0.269819213141972
sample93	0.55453323411858	0.175427575576057	0.273402405140555
sample94	0.557835821018657	0.170244820750623	0.270365541541888
sample95	0.555951668331772	0.171284532753699	0.275459605220932
sample511	0.573498580543124	0.167119243366935	0.243037350861319
sample512	0.576052178958088	0.170754062955754	0.235577737768945
sample513	0.574551002598576	0.167215309108728	0.232052093797346
sample514	0.564405309856866	0.16149644069598	0.2498896441918
sample515	0.567667452115667	0.165277253952787	0.247211435112665
sample376	0.558116599879186	0.186921571105681	0.246886163934067
sample377	0.571988660732179	0.201859080067948	0.231175199300853
sample378	0.563704118077322	0.192329997338967	0.236340453874838
sample379	0.562410748050096	0.189204479732059	0.234144856224304
sample380	0.570406489502932	0.190249798576028	0.228998604154015
sample106	0.554025643573269	0.168415960861765	0.279665344875081
sample107	0.560211533476456	0.172712256028328	0.274024387123961
sample108	0.557411528663782	0.168555498150938	0.278693200688854
sample109	0.557694859188926	0.173487894107613	0.27045866871738
sample110	0.559790004027363	0.166978959818243	0.27193424446333
sample256	0.558256518820875	0.145609380447067	0.260608530719056
sample257	0.566197510692274	0.150540471696691	0.263191785952724
sample258	0.561802877831028	0.15361356648498	0.256099442344686
sample259	0.569215561897619	0.155806355303067	0.25088612001585
sample260	0.561952949806872	0.158044073171718	0.262207673460153
sample526	0.565355824852689	0.16835120997111	0.261755024128306
sample527	0.563368869824609	0.173963131071397	0.264241374610546
sample528	0.569978086416537	0.16889223968913	0.236772702205907
sample529	0.570876104747126	0.182700753847591	0.229342861349837
sample530	0.568546778239853	0.168290555502656	0.242583996540521
sample391	0.56597880163103	0.186399387753883	0.227780866704985
sample392	0.566894234605606	0.198911520195043	0.234185329907553
sample393	0.567399683751399	0.184294701458099	0.234772013572212
sample394	0.56823936295424	0.177626951831676	0.230278544949473
sample395	0.56714229756226	0.196840234243331	0.234662218268931
sample121	0.560494674356129	0.160499056105441	0.265652809959171
sample122	0.565157822920566	0.147335743345321	0.275515499882386
sample123	0.568871277333352	0.149250578635285	0.264483438607241
sample124	0.564225738638578	0.159585132737484	0.266399183922639
sample125	0.559371064761369	0.149939645746647	0.272946248493857
