SampleID,Muribaculaceae,Akkermansia_dash_muciniphila,Bacteroides_dash_acidifaciens,Faecalibaculum,Bacteroides_dash_uniformis,Parasutterella,Bacteroides,Alloprevotella,Clostridia_dash_UCG_dash_014,Lachnospiraceae,Lachnospiraceae_dash_NK4A136_dash_group,Escherichia_dash_Shigella,Parabacteroides_dash_goldsteinii,Desulfovibrionaceae,Helicobacter_dash_ganmani,Oscillospiraceae,Lachnospiraceae_dash_bacterium_dash_10_dash_1,Mucispirillum_dash_schaedleri,Muribaculum,Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,Ruminococcus_dash_sp_dot__dash_N15_dot_MGS_dash_57,Roseburia,Colidextribacter,Rikenellaceae_dash_RC9_dash_gut_dash_group,Alistipes,Lachnoclostridium,Clostridia_dash_vadinBB60_dash_group,Dubosiella_dash_newyorkensis,Oscillibacter,Lachnospiraceae_dash_bacterium_dash_28_dash_4,Bacteroides_dash_caecimuris,Parabacteroides,Anaerotruncus,Lactobacillus,Ruminococcaceae,Desulfovibrio,mouse_dash_gut_dash_metagenome,Gastranaerophilales,Peptococcaceae,Bilophila
sample188,0.4227852328299576,0.018172976498425426,0.02705285782225,0.21982976861297174,0.0,0.06679728391834236,0.0008348606372826528,0.02007038703770418,0.0016781542102954337,0.013416800746633342,0.0015685260458037724,0.00017709165033268396,0.0001855245860628118,0.00043851265796664585,5.059761438076685e-05,0.000573439629648691,0.0006409031154897135,0.0007167995370608635,0.0064933605121984105,0.0,7.589642157115027e-05,0.00016022577887242834,0.00039634797931600705,0.00010962816449166146,0.0010625499019961038,0.0049669991450452785,5.9030550110894645e-05,0.0023359231972454025,0.0005987384368390744,0.0005818725653788186,0.0006240372440294577,0.0005903055011089465,0.0005481408224583074,0.003179216770258183,0.00019395752179293959,3.373174292051122e-05,0.0013830014597409604,0.00012649403595191711,0.0004132138507762625,0.0006830677941403525
sample189,0.5384250988273048,0.002580634039163296,0.006475778542025394,0.18740241813148956,0.00014516066470293538,0.044419163399098245,0.002338699597991737,0.015895092784971428,0.009306411503732638,0.012951557084050791,0.0021451520450544896,0.00020161203430963247,0.00039515958724687983,0.0008225770999833005,0.0,0.008048352409640532,0.0006693519539079798,0.0155805780114484,0.005661265923414481,0.0,0.0,0.005266106336167599,0.0027741815921005428,0.0001774185901924766,0.003693532468552466,0.0044274002734395294,0.00022580547842678838,0.002580634039163296,0.0017903148646695364,0.0008387060627280712,0.0008145126186109152,0.001774185901924766,0.0023870864862260486,0.002016120343096325,0.0009677377646862363,0.0,0.0009677377646862363,0.00037903062450210897,4.0322406861926485e-05,0.0020483782685858662
sample190,0.4741801252046638,0.05004779674967669,0.0038135593886943733,0.20163057817795366,0.00011581308338768164,0.060801868778532844,0.0007362403158216903,0.04070002644767097,0.004367807716335422,0.013244053321691304,0.0029284165370885213,0.0002316261667753633,0.00014063017268504198,0.0006617890479296095,4.136181549560059e-05,0.0009182323040023328,0.0005873377800375282,0.0025975220131237166,0.0055507556395096,0.0,0.0,0.0005046141490463272,0.0016048384412293026,0.000289532708469204,0.0011498584707776963,0.009504945200889013,0.0,0.00430990117464158,0.000992683571894414,0.00070315086342521,0.001058862476687375,0.0011333137445794558,0.0006617890479296095,0.0017454686139143445,0.0003143497977665645,0.0,0.001282216280363618,0.0003722563394604051,9.09959940903213e-05,0.0012656715541653778
sample202,0.40371364614364097,0.0071383444732829125,0.005785181706666737,0.04488446375257629,0.0002574844130808112,0.051157222326566276,0.004119750609292979,0.050883302738182444,0.046495110932273286,0.015624373321414326,0.0058837927584849195,0.00018078692833333552,0.00017530853656565868,0.00039444420727273216,2.1913567070707335e-05,0.002520060213131343,0.0007231477133333421,0.003029550647525289,0.0031500752664141802,0.0,7.669748474747568e-05,0.0011614190547474888,0.001999612995202045,0.0005971447026767747,0.0021091808305555805,0.011071829762474882,0.00023557084601010385,0.0049634229415152125,0.001944829077525276,0.0014736873855050684,0.0004820984755555615,0.0004930552590909151,0.0009258482087373851,0.0010628080029293058,0.0008765426828282934,0.0,0.0028104149768182155,0.00039444420727273216,0.0021749215317677026,0.0022844893671212394
sample203,0.10235693852703774,0.003589143410828382,0.005826571590407552,0.08197936849978084,7.406658801365534e-05,0.12046621929637648,0.0008702824091604501,0.04181984725721014,0.00091040181100118,0.02447900733851308,0.0007622686349738697,0.00012961652902389683,0.00016356371519682218,0.00020985533270535676,3.086107833902306e-05,0.0006480826451194843,0.00044131342024802977,9.566934285097146e-05,0.006474654235527037,0.0,4.011940184072997e-05,0.00021911365620706365,0.0007900436054789902,0.0022250837482435623,0.002067692248714544,0.0036693822145098414,0.00014504706819340834,0.001052362771360686,0.0005832743806075357,0.00039810791057339737,0.00029626635205462135,0.0009752100755131284,0.0003302135382275468,0.007999191505474776,0.00020985533270535678,0.0,0.00030552467555632827,8.949712718316686e-05,0.0007098048017975304,0.0004845189299226619
sample205,0.4016569552568407,0.0027413928356766425,0.002560740918992844,0.04299515617074405,0.00016258672501541865,0.0669586329188499,0.0014361827376361983,0.036613627213888875,0.023737661852251127,0.005202775200493396,0.0024342845773141853,0.00011290744792737407,0.0002529126833573179,0.00034323864169921725,4.9679277088044603e-05,0.00040646681253854656,0.0005013090687975408,0.0011516559688592154,0.0026646157710860283,0.0,0.0,0.0003567875354505021,0.0007000261771497193,0.0001354889375128489,0.0014768294188900529,0.02418477534604353,4.516297917094963e-05,0.00482340617545742,0.0010613300105173163,0.0007045424750668142,0.00028452676877698267,0.0022762141502158614,0.0003161408541966475,0.0014497316313874832,0.0004832438771291611,0.0,0.0013052100980404445,0.0010297159250976515,0.0012013352459472602,0.0007542217521548586
sample217,0.4796870063854836,0.0013106744947812832,0.0030880285445225686,0.058488849329614734,0.0003028452431123419,0.06363721846252454,0.0013901093126468152,0.04712470569872704,0.03893299010634402,0.006012222777197477,0.0013801799604136239,2.978805669957462e-05,0.0004021387654442572,0.0001390109312646815,0.0,0.0017277072885753277,0.0005610084011753219,0.0013702506081804322,0.003902235427644275,0.0,0.0005063969638927684,0.0009532178143863874,0.0010078292516689413,0.0035348493950161874,0.003996564273859595,0.0020752346167370313,0.0005411496967089387,0.01993317460813201,0.0006503725712740456,0.0003177392714621291,0.00033263329981191654,0.0007000193324400034,0.00029788056699574624,0.0001439756073812773,0.00064540789515745,0.0,0.003698683706863848,0.0005510790489421303,0.00048653825942638533,0.0005709377534085134
sample218,0.2224715395325768,0.010036604518489489,0.005190978853479131,0.06383337439233702,3.916376364078907e-05,0.15746325223101615,0.004849186007159519,0.018424770621916674,0.012632093945229054,0.014981919763676394,0.0008117580100090824,0.00011749129092236716,0.0003026290826788246,0.0001637757388614815,1.4241368596650568e-05,0.0006337409025509503,0.0004913272165844446,0.001481102334051659,0.0050592461939601135,0.0,0.0004023186628553784,0.00016733608101064418,0.0013493696745326413,0.005650262990721113,0.00401606594425546,0.0019759898927852663,0.0002599049768888729,0.01072731089542704,0.000526930638076071,0.0002990687405296619,0.000149534370264831,0.0014989040447974723,0.00024210326614305965,0.0009328096430806121,0.0005482926909710469,0.0,0.0006123788496559746,0.0014205765175158943,0.0014134558332175693,0.0008046373257107568
sample219,0.501781656720458,0.01375593082143019,0.0082287730319186,0.05423885035596948,0.0005618037812956476,0.0910948307730266,0.038136562565598664,0.08496456010065352,0.04626619375375921,0.004023506492514414,0.0013797239922996045,0.0003139491719005089,0.0003552582734663654,0.00021480732814245341,2.4785460939513853e-05,0.0006278983438010176,0.0006031128828615037,0.0013879858126127757,0.00475880850038666,0.0,0.0004709237578507631,0.0005535419609824763,0.0009418475157015265,0.0016193167813815718,0.003577368195603168,0.011657428461884684,3.304728125268515e-05,0.011839188508774454,0.0007931347500644433,0.0002891637109609951,0.0004626619375375918,0.0011483930235308088,0.00023133096876879603,0.00027264007033465243,0.00022306914845562472,0.0,0.0027924952658518946,0.0006857310859932165,0.0006774692656800453,0.0005865892422351614
sample220,0.682339111394603,0.022795556649898407,0.009490757048790386,0.0602756698965753,0.00034493924891761536,0.11284441143161983,0.010229912582185276,0.07707913902241913,0.09199036998277203,0.004385656164809679,0.0014487448454539842,0.0004632041342607977,0.00038436087736534264,0.00024638517779829665,0.0,0.00048291494848466134,0.0007194447191710262,0.003577512781631267,0.0033409830109449013,0.0,0.0006406014622755711,0.00023652977068636477,0.0011038055965363692,0.0004927703555965934,0.003745054702534111,0.004917848148854003,0.00039421628447727477,0.011688512834751193,0.0006110352409397757,0.0013699015885585291,0.0006997339049471626,0.0008869866400738678,0.0005321919840443206,0.0004632041342607977,0.0005913244267159118,0.0,0.007342278298389239,0.0002660959920221604,0.0004533487271488658,0.0010052515254170503
sample232,0.5868556973020791,0.0006493653071745374,0.002964778978211021,0.0167260760938896,0.00011150717395926399,0.06184712607422942,0.0018365887475643482,0.04406501145049032,0.010075001129495852,0.011583627600709426,0.0033780114464129966,0.0001574218926483727,0.00021645510239151248,0.0007215170079717082,2.6236982108062116e-05,0.00564751039876037,0.0007936687087688792,0.0168113462857408,0.0024990725457929167,0.0,0.0004985026600531804,0.00682161534809615,0.006001709657219208,0.002512191036846948,0.0013184083509301216,0.002492513300265901,0.00020333661133748143,0.02510223263188843,0.00334521521877792,0.00041323246820197836,0.00014430340159434166,0.0005247396421612425,0.0024203615994687305,0.00017709962922941928,0.001685726100442991,0.0,0.004814486216829398,0.00024269208449957457,0.002308854425509466,0.0057327805906115725
sample233,0.5592884874021418,0.001288683150696179,0.003496960588539632,0.03366841124780017,5.630169104983308e-05,0.09107736888827997,0.003553262279589464,0.03495083865504639,0.0194928965901422,0.05207906422109557,0.013049480836661307,0.00018767230349944351,0.00020643953384938792,0.0007381777270978113,3.75344606998887e-05,0.007144059019878818,0.0017453524225448252,0.011128967597517005,0.0047043190743860505,0.0,0.0007882236746976629,0.000638085831898108,0.006756202925979968,0.0018767230349944356,0.002558599071042413,0.008814342521023864,0.0004942037325485348,0.0036345869444392234,0.0031904291594905387,0.0017328409356448622,0.0001438820993495734,0.0006193186015481636,0.00023146250764931369,0.0009446172609471993,0.0029839896256411507,0.0,0.0012136142292964013,0.0007444334705477928,0.0039536298603882756,0.0034594261278397412
sample234,0.9144039901841611,0.002887758109340571,0.003256969191813339,0.016930965353394042,0.00043514163291433287,0.03868804699911069,0.035220100045884335,0.06463831165291091,0.022785598232605064,0.016152984858183568,0.005221699594971994,0.00013186110088313118,0.0003032805320312015,0.001134005467594928,0.0,0.009072043740759424,0.0010812610272416755,0.01511128216120683,0.0025976636873976844,0.0,0.0007120499447689083,0.0014109137794495032,0.005630469007709702,0.0016218915408625133,0.0012790526785663723,0.014412418326526235,5.274444035325248e-05,0.01261910735451565,0.0022020803847482904,0.0006988638346805952,0.0003692110824727673,0.0009625860364468573,0.0010680749171533622,0.0005538166237091509,0.0019911026233352808,0.0,0.0014240998895378163,0.00027690831185457545,0.003744855265080924,0.005986493980094157
sample235,0.3855514541993411,0.007967757757413265,0.003053237437535806,0.020616229364262054,0.00010085769313181345,0.04911311211459626,0.008705852693514263,0.042296048947005054,0.003548357022001074,0.012474262864166566,0.0028790286948535827,0.00022005314865122938,0.00024755979223263307,0.0007885237826669053,5.0428846565906723e-05,0.0039472033539314265,0.0010131613719150355,0.021537701924239074,0.0020675827092021763,0.0,0.0004538596190931607,0.002388493550985219,0.005615939731203251,0.0008389526292328119,0.0016595674960780216,0.006835400929978812,0.0003530019259613472,0.02156520856782048,0.0019621405754734617,0.00046302850028696196,0.0001512865396977202,0.0005134573468528686,0.001480774312798898,0.00021088426745742816,0.0012928122483259728,0.0,0.01924548162578877,0.00013294877731011778,0.001737502986225332,0.003956372235125227
sample247,0.5121485260367971,0.03770150797629866,0.003342607923671841,0.0757199358451816,0.00041259382242103226,0.11038379654916311,0.005178351452414693,0.07680224717645995,0.02085691670441392,0.003330648682442245,0.001841723149357651,0.0001913478596735222,0.0002272255833623076,0.0002571236864362954,7.175544737757083e-05,0.0014052108444774286,0.00046641040795421035,0.0003527976162730564,0.004484715461098176,0.0,0.00038867533996184204,0.0012078833641891089,0.0018477027699724485,0.002122765318253137,0.0025353591406741685,0.001955335941038805,0.0003527976162730564,0.026429923117405253,0.0006278601645537448,0.0002690829276658906,7.773506799236838e-05,0.00031691989258427107,0.0005979620614797567,0.00023918482459190274,0.0009029227128344329,0.0,0.0024994814169853837,0.00038269571934704445,0.000538165855331781,0.001482945912469797
sample248,0.8290019387373345,0.0064453734223780665,0.009481418046046502,0.15249902831016524,0.0,0.11503373994186339,0.0029116165653213667,0.05131413126233039,0.0025632180019495784,0.024586984329380425,0.0036457421095690626,0.0003235129517023741,0.00029862734003296065,0.0010327528842806555,0.00011198525251236026,0.0072790414133034175,0.0016300075643465766,0.002438789943602512,0.00805049537505523,0.0,0.0007092399325782815,0.0010576384959500688,0.0040314690904449686,0.0032351295170237413,0.005537048596444479,0.008386451132592312,0.00036084136920649424,0.03781368693167365,0.0035088712453872875,0.0012442805834706695,0.0001741992816858937,0.000161756475851187,0.000522597845057681,0.0020157345452224843,0.00158023634100775,0.0,0.0015553507293383365,0.00021152769919001376,0.0023890187202636848,0.004255439595469688
sample250,0.2777705560845372,0.01144717903209947,0.003529291122497155,0.03319681919308847,4.9103180834743055e-05,0.0569842413587193,0.0033697057847842417,0.033632609922996826,0.01675952940865823,0.0028326397444042393,0.0018352313836985212,0.00015651638891074342,0.000153447440108572,0.00022710221136068654,2.762053921954296e-05,0.0018168176908854923,0.00033758436823885834,0.0005462728867865163,0.0021942983935525798,0.0,0.00020255062094331504,0.0002823432897997725,0.0014884401690531482,0.001850576127709378,0.002513469068978409,0.0004020322930844587,5.524107843908592e-05,0.005232557707702305,0.000515583398764802,0.00020561956974548645,0.00011355110568034324,0.0003406533170410298,0.0001626542865150863,0.00011662005448251472,0.0007119961221037741,0.0,0.0021789536495417225,0.0016081291723378346,0.00045727337152354447,0.0008715814598166888
sample262,0.37462164856036184,0.006209942239858354,0.0048517085676922905,0.019926878694796705,0.0005322807634164304,0.043775504163730564,0.0032487481077485576,0.03327672496806854,0.02718914612209904,0.009403626820356937,0.002636931138304385,0.00048333540586089653,0.0009789071511106765,0.0001590724120554849,0.0,0.005200444240275468,0.0003976810301387124,0.0002753176362498778,0.001976168811304678,0.0,0.00014683607266660146,0.0004894535755553384,0.0017436783629158922,0.0021841865809156965,0.004735463343497897,0.0005995806300552895,0.00029979031502764473,0.0054268165189698125,0.0013765881812493885,0.0005995806300552891,0.00011012705449995111,0.00043439004830536274,0.00023249044838878562,0.0,0.0009421981329440262,0.0,0.006203824070163911,0.00014683607266660146,0.00047721723616645477,0.0012725792964438792
sample263,0.32838102305953576,0.0013910431322441078,0.0023605580425960617,0.03243132757182758,0.00031614616641911536,0.036325194521556366,0.0019706444373458194,0.030850596739732,0.06229660209288666,0.012961992823183728,0.00249228561193736,0.00029506975532450776,0.0007060597716693577,0.00017388039153051348,0.0,0.004610464926945432,0.000490026557949629,0.025850218207536337,0.003625142708272524,0.0,0.0002581860359089442,0.0003266843719664192,0.002797893572809171,0.005010916737742978,0.0012593155629028094,0.002587129461863094,0.0006639069494801422,0.005205873540368102,0.0012751228712237655,0.000542717585686148,6.849833605747499e-05,0.000748212593858573,0.000416259119118502,0.00039518270802389445,0.0015438471126800132,7.376743883112691e-05,0.0005269102773651921,0.0014437341599806265,0.0009800531158992577,0.000879940163199871
sample264,0.49449674076038297,0.0004872986436527123,0.0043439193377041805,0.02080765208397082,0.0007100637378939521,0.03727834623943249,0.006557647461726503,0.030518817911049875,0.044399867845957154,0.006334882367485259,0.0010511727884508512,0.00022276509424123996,0.0009189060137451148,6.265268275534874e-05,0.0,0.0015175872045184472,0.0,0.0005986811907733322,0.0013505133838375171,0.0,0.00016707382068092996,0.00011138254712061998,0.0009119446045500763,0.0006195654183584487,0.0014340502941779824,0.00043160737009240245,0.0002993405953866661,0.005958966270953169,0.000473375825262635,0.00014618959309581372,0.00020188086665612372,0.000584758372383255,0.00019491945746108499,0.00015315100229085248,0.0006334882367485263,6.265268275534874e-05,0.0005012214620427898,0.003404129096373948,0.00018795804826604625,0.00013226677470573622
sample265,0.4497595725674852,0.011559078657099018,0.007766758133824641,0.05046250233018065,0.0003374522499523808,0.0670780083516455,0.004327959015262283,0.06353208153468556,0.0437455956406523,0.011071647629390021,0.0030959904836900987,0.0006266970356258502,0.0011730482974535146,0.0001821170872758881,3.213830951927436e-05,0.0018211708727588814,0.000433867178510204,0.0005784895713469387,0.004215474931944822,0.0,0.0002731756309138322,0.0014033728490083141,0.0022389688965094483,0.002704974384538927,0.004526145257297809,0.0012426813014119425,0.0007713194284625848,0.014365824355115644,0.0014997877775661374,0.0007713194284625848,0.00020889901187528346,0.0004713618729493574,0.00040172886899092974,0.00014997877775661374,0.0011676919125336355,8.570215871806499e-05,0.008473800943248677,0.00042315440867044587,0.0006534789602252458,0.0010927025236553288
sample412,0.04178212851494327,0.002223706764117865,0.0009739490866097627,0.012523433830477743,0.0006837754649354678,0.0007958227049879182,0.002284039893376877,0.028767410631927892,0.0011463294559212252,0.014833330779251343,0.01268719518132363,0.0012267736282665744,0.0008073147296086826,0.06273496240475158,0.04179936655187446,0.008929303130333755,0.0004079668740371277,0.003959002481853254,0.0002987926401398681,0.0,0.0,0.0020139773147889195,0.006254534399850897,0.00623442335676456,0.004211827023510065,0.0015428043053375888,0.0005717282248830171,5.746012310382082e-06,0.0027178638228107246,0.000416585892502701,0.00016663435700108037,0.011865515420938996,0.005225998196292503,0.000764219637280817,0.0036056227247647566,0.0006263153418316468,0.00018387239393222662,0.00013790429544916996,0.0004999030710032413,9.193619696611331e-05
sample413,0.0727976997788977,0.008329820727450369,0.001628015076116724,0.012151292013346733,0.0006641087140336287,0.000546466598976243,0.0021213529779702768,0.01119497546513831,0.00294105287643464,0.015942404043744425,0.007472171759612655,0.0008159049915270295,0.0007893406429656842,0.08305533323051426,0.06203154879767823,0.01232585773246415,0.00034913143823482183,0.012545962334829576,0.0003339518104854817,0.0,1.517962774934008e-05,0.007779559221536791,0.005434306734263748,0.007995868916964887,0.007787149035411463,0.0023528423011477126,0.000758981387467004,0.0,0.004071935143760478,0.0003794906937335021,0.00011764211505738563,0.007316580575181921,0.006049081658112023,0.0003187721827361416,0.00546466598976243,0.0007324170389056589,0.0,0.0003415416243601518,0.0003263619966108117,0.00014041155668139573
sample414,0.04858918033684276,0.002739551838963407,0.0006058368761238184,0.022264505197550327,0.00025774639028074733,0.0013206181027786746,0.0004889209877490465,0.005497703932895527,0.0003534048444055608,0.013336382812567738,0.011165467339790723,0.0004464061192491293,0.00028431818309319554,0.04042101122629617,0.009377185683512961,0.006422402322768725,0.0018175106283714552,0.002649207743401083,0.000539407394092698,0.0,0.0,0.0017909388355590073,0.0029096113129630746,0.0027129800461509587,0.0027820667074633233,0.001809539090527721,0.0011319583738102924,0.0,0.0017457667877778453,0.0002710322866869714,7.17438405936101e-05,0.0022958028989955226,0.002813952858838262,0.00047032073278033265,0.0037067650973365202,0.00041186278859294657,0.00020725998393709578,7.17438405936101e-05,0.00017537383256215796,7.17438405936101e-05
