ID	Acetate	Propionate	Butyrate
sample156	0.512287075208662	0.278954379577721	0.210290803242773
sample157	0.530730251375841	0.270919819745639	0.206093197347683
sample158	0.544958524920998	0.26150820909914	0.192943713709387
sample159	0.548965591596065	0.254385226281917	0.205655943321869
sample160	0.502528135043246	0.302224641407953	0.210039520942742
sample426	0.492802733838317	0.290469546499388	0.219579323686539
sample427	0.467205543366479	0.339315988712788	0.217334822112623
sample428	0.516959381807564	0.292133527354324	0.209174762344265
sample429	0.494072694708651	0.306585728093865	0.210316470113461
sample291	0.509992269530659	0.292540602713219	0.205997121710505
sample292	0.523184899874884	0.28147180446904	0.214423553016706
sample294	0.494480363122408	0.315330634305826	0.207373049136366
sample295	0.506410813153295	0.310561219378946	0.211217626053041
sample171	0.467536785375969	0.342907047251013	0.203338832328634
sample172	0.476190902445986	0.306675638440547	0.212267676819591
sample173	0.454558483834114	0.347074071933688	0.199652242485213
sample174	0.507402800920164	0.297671648017682	0.19820118104114
sample175	0.486446318128585	0.305756969985163	0.201940707401134
sample441	0.516822221137368	0.31053217719327	0.179120954380812
sample442	0.539654600593926	0.278895455829226	0.190427270525304
sample443	0.508317829013089	0.295806425935316	0.190470625896876
sample444	0.529830203110275	0.29108154791552	0.205967434961212
sample306	0.519629068729566	0.289631510762133	0.211470090955534
sample307	0.496422177073904	0.30291103293878	0.203397872663895
sample309	0.509911884371473	0.314981928268185	0.199246155761347
sample310	0.509200229060148	0.296474397502775	0.201869700678272
sample46	0.541817252051439	0.15973558090944	0.221612401917327
sample47	0.554353726943238	0.145390154522429	0.259991503078065
sample48	0.535196322445669	0.174926698662631	0.241102101127467
sample49	0.531179081318415	0.16355673539973	0.248165149141231
sample50	0.512822007140541	0.163738119381427	0.263668416635613
sample456	0.51787052039612	0.284187283503522	0.202024321807326
sample457	0.542124438109357	0.261000544712112	0.209549213909939
sample458	0.515293199702162	0.284899435109687	0.200298521171294
sample459	0.522398953293475	0.261643661935435	0.217693919897319
sample321	0.521282801979482	0.290527346146371	0.204234634106178
sample322	0.481908831114229	0.3256639875534	0.193524159738935
sample324	0.445442773154596	0.334170180694927	0.23834152886292
sample325	0.536778883563185	0.294550516066285	0.191453034395131
sample61	0.56509464289142	0.158861587797695	0.229886742289947
sample62	0.564151080697652	0.137513237007881	0.244583792396723
sample63	0.546238403718466	0.169078678563725	0.246497997088649
sample64	0.535638878281824	0.170384821747612	0.250291067383322
sample65	0.547603633206891	0.143276394014028	0.269846841529884
sample471	0.518605989364243	0.295612528365	0.18869295614217
sample472	0.467760349736415	0.339128574465255	0.195532763842808
sample473	0.514221974562	0.289232140779759	0.186408494043114
