,l1,l2,l3,l4,mse
16270,0.5994842503189409,0.01,0.2976351441631313,0.01623776739188721,0.0014851400671780318
17685,0.5994842503189409,0.5994842503189409,4.8329302385717524e-05,0.00012742749857031334,0.001485144332812894
18531,0.5994842503189409,4.6415888336127775,0.0003359818286283781,0.04281332398719396,0.0014851510429931439
16153,0.5994842503189409,0.01,0.0008858667904100823,0.2976351441631313,0.0014851570487532202
16232,0.5994842503189409,0.01,0.04281332398719396,0.11288378916846883,0.001485185679634079
17912,0.5994842503189409,0.5994842503189409,2.06913808111479,0.11288378916846883,0.001485186696693138
17893,0.5994842503189409,0.5994842503189409,0.7847599703514607,0.2976351441631313,0.0014851913181901755
16590,0.5994842503189409,0.027825594022071243,0.00615848211066026,0.01623776739188721,0.0014851962212908967
17100,0.5994842503189409,0.0774263682681127,2.06913808111479,1e-06,0.0014852088055923537
18532,0.5994842503189409,4.6415888336127775,0.0003359818286283781,0.11288378916846883,0.0014852176545745918
18307,0.5994842503189409,1.6681005372000592,2.06913808111479,0.0008858667904100823,0.0014852237823086204
17473,0.5994842503189409,0.21544346900318834,0.2976351441631313,0.2976351441631313,0.0014852335237762635
17412,0.5994842503189409,0.21544346900318834,0.01623776739188721,0.11288378916846883,0.0014852413968635383
16612,0.5994842503189409,0.027825594022071243,0.01623776739188721,0.11288378916846883,0.0014852473112836613
19271,0.5994842503189409,35.93813663804626,1.8329807108324375e-05,0.04281332398719396,0.0014852550926688305
18846,0.5994842503189409,12.915496650148826,6.951927961775606e-06,0.0003359818286283781,0.0014852819831577251
16628,0.5994842503189409,0.027825594022071243,0.04281332398719396,0.002335721469090121,0.0014852841995178071
18469,0.5994842503189409,4.6415888336127775,1.8329807108324375e-05,0.00615848211066026,0.001485295214705956
17771,0.5994842503189409,0.5994842503189409,0.002335721469090121,0.04281332398719396,0.001485296920747759
19064,0.5994842503189409,12.915496650148826,0.2976351441631313,4.8329302385717524e-05,0.0014853040710821577
17230,0.5994842503189409,0.21544346900318834,2.6366508987303555e-06,0.01623776739188721,0.0014853160511317121
16932,0.5994842503189409,0.0774263682681127,0.0003359818286283781,0.11288378916846883,0.0014853230062223945
18891,0.5994842503189409,12.915496650148826,4.8329302385717524e-05,0.04281332398719396,0.00148533799927301
18720,0.5994842503189409,4.6415888336127775,5.455594781168514,1e-06,0.0014853426815292614
18691,0.5994842503189409,4.6415888336127775,0.7847599703514607,0.04281332398719396,0.0014853455096421656
18932,0.5994842503189409,12.915496650148826,0.0003359818286283781,0.11288378916846883,0.0014853599351627089
19093,0.5994842503189409,12.915496650148826,0.7847599703514607,0.2976351441631313,0.001485382637735559
18186,0.5994842503189409,1.6681005372000592,0.00615848211066026,0.0003359818286283781,0.0014853931437278885
12143,0.21544346900318834,0.01,0.0008858667904100823,1.8329807108324375e-05,0.0014854521729605113
16420,0.5994842503189409,0.027825594022071243,2.6366508987303555e-06,1e-06,0.001485462542607083
17511,0.5994842503189409,0.21544346900318834,2.06913808111479,0.04281332398719396,0.0014854653667808837
18310,0.5994842503189409,1.6681005372000592,2.06913808111479,0.01623776739188721,0.0014854744215604737
18308,0.5994842503189409,1.6681005372000592,2.06913808111479,0.002335721469090121,0.001485502546480879
18827,0.5994842503189409,12.915496650148826,2.6366508987303555e-06,0.0008858667904100823,0.0014855036314110111
17107,0.5994842503189409,0.0774263682681127,2.06913808111479,0.0008858667904100823,0.0014855242172902422
17773,0.5994842503189409,0.5994842503189409,0.002335721469090121,0.2976351441631313,0.0014855259544930626
17600,0.5994842503189409,0.5994842503189409,1e-06,1e-06,0.0014855385415585703
17907,0.5994842503189409,0.5994842503189409,2.06913808111479,0.0008858667904100823,0.0014855441825900428
17492,0.5994842503189409,0.21544346900318834,0.7847599703514607,0.11288378916846883,0.001485567720492701
16950,0.5994842503189409,0.0774263682681127,0.0008858667904100823,0.01623776739188721,0.0014855751742811616
19082,0.5994842503189409,12.915496650148826,0.7847599703514607,6.951927961775606e-06,0.0014855920538696206
18952,0.5994842503189409,12.915496650148826,0.0008858667904100823,0.11288378916846883,0.0014855997612148292
18632,0.5994842503189409,4.6415888336127775,0.04281332398719396,0.11288378916846883,0.0014856101535140659
16002,0.5994842503189409,0.01,1e-06,6.951927961775606e-06,0.0014856343002529167
18242,0.5994842503189409,1.6681005372000592,0.11288378916846883,6.951927961775606e-06,0.0014856344473199448
17609,0.5994842503189409,0.5994842503189409,1e-06,0.00615848211066026,0.0014856879958201749
19509,0.5994842503189409,35.93813663804626,2.06913808111479,0.00615848211066026,0.0014857018105757542
17312,0.5994842503189409,0.21544346900318834,0.00012742749857031334,0.11288378916846883,0.0014857169393753204
18571,0.5994842503189409,4.6415888336127775,0.002335721469090121,0.04281332398719396,0.0014857175769187963
16302,0.5994842503189409,0.01,2.06913808111479,6.951927961775606e-06,0.0014857260897769564
19106,0.5994842503189409,12.915496650148826,2.06913808111479,0.0003359818286283781,0.0014857301104001706
18311,0.5994842503189409,1.6681005372000592,2.06913808111479,0.04281332398719396,0.0014857416508262927
16312,0.5994842503189409,0.01,2.06913808111479,0.11288378916846883,0.001485776666332137
16521,0.5994842503189409,0.027825594022071243,0.0003359818286283781,2.6366508987303555e-06,0.0014858039688523564
13291,0.21544346900318834,0.21544346900318834,4.8329302385717524e-05,0.04281332398719396,0.0014858096113109218
16292,0.5994842503189409,0.01,0.7847599703514607,0.11288378916846883,0.0014858202866331396
18484,0.5994842503189409,4.6415888336127775,4.8329302385717524e-05,4.8329302385717524e-05,0.0014858376734465046
19089,0.5994842503189409,12.915496650148826,0.7847599703514607,0.00615848211066026,0.0014858435066353584
23073,1.6681005372000592,12.915496650148826,0.2976351441631313,0.2976351441631313,0.001485864856857893
18160,0.5994842503189409,1.6681005372000592,0.002335721469090121,1e-06,0.0014858695927486344
18524,0.5994842503189409,4.6415888336127775,0.0003359818286283781,4.8329302385717524e-05,0.0014858781254365508
17462,0.5994842503189409,0.21544346900318834,0.2976351441631313,6.951927961775606e-06,0.0014858892769757104
18831,0.5994842503189409,12.915496650148826,2.6366508987303555e-06,0.04281332398719396,0.0014859115543524946
16432,0.5994842503189409,0.027825594022071243,2.6366508987303555e-06,0.11288378916846883,0.0014859192605758825
16709,0.5994842503189409,0.027825594022071243,2.06913808111479,0.00615848211066026,0.0014859293568570615
19827,0.5994842503189409,100.0,0.04281332398719396,0.0008858667904100823,0.0014859420195323006
19105,0.5994842503189409,12.915496650148826,2.06913808111479,0.00012742749857031334,0.0014859648665592144
16492,0.5994842503189409,0.027825594022071243,4.8329302385717524e-05,0.11288378916846883,0.001485991701736527
16692,0.5994842503189409,0.027825594022071243,0.7847599703514607,0.11288378916846883,0.0014860221389604985
17932,0.5994842503189409,0.5994842503189409,5.455594781168514,0.11288378916846883,0.0014860342035353125
18527,0.5994842503189409,4.6415888336127775,0.0003359818286283781,0.0008858667904100823,0.0014860502041164733
19012,0.5994842503189409,12.915496650148826,0.01623776739188721,0.11288378916846883,0.0014860614828134241
16530,0.5994842503189409,0.027825594022071243,0.0003359818286283781,0.01623776739188721,0.0014860716359845643
17772,0.5994842503189409,0.5994842503189409,0.002335721469090121,0.11288378916846883,0.001486092153364878
19448,0.5994842503189409,35.93813663804626,0.11288378916846883,0.002335721469090121,0.0014861076519438862
18701,0.5994842503189409,4.6415888336127775,2.06913808111479,2.6366508987303555e-06,0.0014861204749858378
18452,0.5994842503189409,4.6415888336127775,6.951927961775606e-06,0.11288378916846883,0.0014861295011749567
17089,0.5994842503189409,0.0774263682681127,0.7847599703514607,0.00615848211066026,0.001486136712843777
17112,0.5994842503189409,0.0774263682681127,2.06913808111479,0.11288378916846883,0.0014861412518352801
17873,0.5994842503189409,0.5994842503189409,0.2976351441631313,0.2976351441631313,0.0014861467459913837
17508,0.5994842503189409,0.21544346900318834,2.06913808111479,0.002335721469090121,0.0014861794786185897
16871,0.5994842503189409,0.0774263682681127,1.8329807108324375e-05,0.04281332398719396,0.0014861888779365612
18728,0.5994842503189409,4.6415888336127775,5.455594781168514,0.002335721469090121,0.0014861955878248596
17482,0.5994842503189409,0.21544346900318834,0.7847599703514607,6.951927961775606e-06,0.0014862392612423135
16085,0.5994842503189409,0.01,4.8329302385717524e-05,0.00012742749857031334,0.001486246080853874
17650,0.5994842503189409,0.5994842503189409,6.951927961775606e-06,0.01623776739188721,0.001486263258950453
19911,0.5994842503189409,100.0,2.06913808111479,0.04281332398719396,0.0014862653164371062
19511,0.5994842503189409,35.93813663804626,2.06913808111479,0.04281332398719396,0.001486295920670914
17752,0.5994842503189409,0.5994842503189409,0.0008858667904100823,0.11288378916846883,0.0014863030766329804
18972,0.5994842503189409,12.915496650148826,0.002335721469090121,0.11288378916846883,0.001486320642097195
16991,0.5994842503189409,0.0774263682681127,0.00615848211066026,0.04281332398719396,0.0014863253856589192
16287,0.5994842503189409,0.01,0.7847599703514607,0.0008858667904100823,0.0014863262246509032
19504,0.5994842503189409,35.93813663804626,2.06913808111479,4.8329302385717524e-05,0.0014863307198431292
22412,1.6681005372000592,4.6415888336127775,1e-06,0.11288378916846883,0.00148633454557649
16872,0.5994842503189409,0.0774263682681127,1.8329807108324375e-05,0.11288378916846883,0.0014863393447730017
16106,0.5994842503189409,0.01,0.00012742749857031334,0.0003359818286283781,0.0014863394087842971
18811,0.5994842503189409,12.915496650148826,1e-06,0.04281332398719396,0.0014863443083777466
19252,0.5994842503189409,35.93813663804626,6.951927961775606e-06,0.11288378916846883,0.0014863855778303907
17493,0.5994842503189409,0.21544346900318834,0.7847599703514607,0.2976351441631313,0.0014864075553173122
18682,0.5994842503189409,4.6415888336127775,0.7847599703514607,6.951927961775606e-06,0.0014864464398865733
16203,0.5994842503189409,0.01,0.01623776739188721,1.8329807108324375e-05,0.001486448727481845
16701,0.5994842503189409,0.027825594022071243,2.06913808111479,2.6366508987303555e-06,0.0014864603917473023
18043,0.5994842503189409,1.6681005372000592,6.951927961775606e-06,1.8329807108324375e-05,0.0014864612108667808
17052,0.5994842503189409,0.0774263682681127,0.11288378916846883,0.11288378916846883,0.0014864773715903728
18248,0.5994842503189409,1.6681005372000592,0.11288378916846883,0.002335721469090121,0.0014864874529086842
23492,1.6681005372000592,35.93813663804626,0.7847599703514607,0.11288378916846883,0.001486491425263477
19431,0.5994842503189409,35.93813663804626,0.04281332398719396,0.04281332398719396,0.001486513037862431
16092,0.5994842503189409,0.01,4.8329302385717524e-05,0.11288378916846883,0.0014865134489844077
18949,0.5994842503189409,12.915496650148826,0.0008858667904100823,0.00615848211066026,0.0014865219609610722
19103,0.5994842503189409,12.915496650148826,2.06913808111479,1.8329807108324375e-05,0.0014865245877596427
16043,0.5994842503189409,0.01,6.951927961775606e-06,1.8329807108324375e-05,0.0014865339907930836
16272,0.5994842503189409,0.01,0.2976351441631313,0.11288378916846883,0.001486538557979642
16484,0.5994842503189409,0.027825594022071243,4.8329302385717524e-05,4.8329302385717524e-05,0.0014865435851157416
23112,1.6681005372000592,12.915496650148826,2.06913808111479,0.11288378916846883,0.0014865481350284282
17109,0.5994842503189409,0.0774263682681127,2.06913808111479,0.00615848211066026,0.0014865655567908398
17909,0.5994842503189409,0.5994842503189409,2.06913808111479,0.00615848211066026,0.0014865689705135419
18069,0.5994842503189409,1.6681005372000592,1.8329807108324375e-05,0.00615848211066026,0.0014865690093828748
18590,0.5994842503189409,4.6415888336127775,0.00615848211066026,0.01623776739188721,0.0014865746702951018
16511,0.5994842503189409,0.027825594022071243,0.00012742749857031334,0.04281332398719396,0.0014865854208812152
17724,0.5994842503189409,0.5994842503189409,0.0003359818286283781,4.8329302385717524e-05,0.001486589385130154
16300,0.5994842503189409,0.01,2.06913808111479,1e-06,0.0014866017963206224
13012,0.21544346900318834,0.0774263682681127,0.01623776739188721,0.11288378916846883,0.0014866100672424867
16672,0.5994842503189409,0.027825594022071243,0.2976351441631313,0.11288378916846883,0.0014866117618717338
17861,0.5994842503189409,0.5994842503189409,0.2976351441631313,2.6366508987303555e-06,0.0014866359337798564
17501,0.5994842503189409,0.21544346900318834,2.06913808111479,2.6366508987303555e-06,0.0014866494409646813
16586,0.5994842503189409,0.027825594022071243,0.00615848211066026,0.0003359818286283781,0.001486661079801819
19520,0.5994842503189409,35.93813663804626,5.455594781168514,1e-06,0.0014866671860939646
19346,0.5994842503189409,35.93813663804626,0.0008858667904100823,0.0003359818286283781,0.0014866791292139773
18293,0.5994842503189409,1.6681005372000592,0.7847599703514607,0.2976351441631313,0.0014866897842248732
19412,0.5994842503189409,35.93813663804626,0.01623776739188721,0.11288378916846883,0.0014866959035929558
18483,0.5994842503189409,4.6415888336127775,4.8329302385717524e-05,1.8329807108324375e-05,0.0014867236578165488
19125,0.5994842503189409,12.915496650148826,5.455594781168514,0.00012742749857031334,0.0014867396809132055
16851,0.5994842503189409,0.0774263682681127,6.951927961775606e-06,0.04281332398719396,0.001486745506403753
16726,0.5994842503189409,0.027825594022071243,5.455594781168514,0.0003359818286283781,0.0014867647913206833
17252,0.5994842503189409,0.21544346900318834,6.951927961775606e-06,0.11288378916846883,0.0014867718981134244
16291,0.5994842503189409,0.01,0.7847599703514607,0.04281332398719396,0.00148680522204459
16992,0.5994842503189409,0.0774263682681127,0.00615848211066026,0.11288378916846883,0.0014868180428878322
17504,0.5994842503189409,0.21544346900318834,2.06913808111479,4.8329302385717524e-05,0.0014868333068718364
18411,0.5994842503189409,4.6415888336127775,1e-06,0.04281332398719396,0.0014868384634374135
18432,0.5994842503189409,4.6415888336127775,2.6366508987303555e-06,0.11288378916846883,0.0014868411336494197
17680,0.5994842503189409,0.5994842503189409,4.8329302385717524e-05,1e-06,0.001486845343418764
13672,0.21544346900318834,0.5994842503189409,1.8329807108324375e-05,0.11288378916846883,0.001486856817522203
18023,0.5994842503189409,1.6681005372000592,2.6366508987303555e-06,1.8329807108324375e-05,0.0014868568518628207
17872,0.5994842503189409,0.5994842503189409,0.2976351441631313,0.11288378916846883,0.0014868706962619532
17627,0.5994842503189409,0.5994842503189409,2.6366508987303555e-06,0.0008858667904100823,0.0014868746651050915
19512,0.5994842503189409,35.93813663804626,2.06913808111479,0.11288378916846883,0.0014868783976269512
16627,0.5994842503189409,0.027825594022071243,0.04281332398719396,0.0008858667904100823,0.0014868830397152906
17922,0.5994842503189409,0.5994842503189409,5.455594781168514,6.951927961775606e-06,0.0014868855951355859
19531,0.5994842503189409,35.93813663804626,5.455594781168514,0.04281332398719396,0.0014869079204228237
17273,0.5994842503189409,0.21544346900318834,1.8329807108324375e-05,0.2976351441631313,0.001486913789975411
18480,0.5994842503189409,4.6415888336127775,4.8329302385717524e-05,1e-06,0.001486914077090094
19291,0.5994842503189409,35.93813663804626,4.8329302385717524e-05,0.04281332398719396,0.0014869177558206525
18413,0.5994842503189409,4.6415888336127775,1e-06,0.2976351441631313,0.0014869215047783222
18180,0.5994842503189409,1.6681005372000592,0.00615848211066026,1e-06,0.0014869306875006786
18402,0.5994842503189409,4.6415888336127775,1e-06,6.951927961775606e-06,0.0014869333365558801
17372,0.5994842503189409,0.21544346900318834,0.002335721469090121,0.11288378916846883,0.001486940843584009
18832,0.5994842503189409,12.915496650148826,2.6366508987303555e-06,0.11288378916846883,0.0014869433211420315
17841,0.5994842503189409,0.5994842503189409,0.11288378916846883,2.6366508987303555e-06,0.0014869507477583738
17082,0.5994842503189409,0.0774263682681127,0.7847599703514607,6.951927961775606e-06,0.0014869529119362266
18231,0.5994842503189409,1.6681005372000592,0.04281332398719396,0.04281332398719396,0.0014869658232842563
19007,0.5994842503189409,12.915496650148826,0.01623776739188721,0.0008858667904100823,0.0014869855888982194
19906,0.5994842503189409,100.0,2.06913808111479,0.0003359818286283781,0.0014869884436130509
18612,0.5994842503189409,4.6415888336127775,0.01623776739188721,0.11288378916846883,0.0014870126879429377
16324,0.5994842503189409,0.01,5.455594781168514,4.8329302385717524e-05,0.0014870219780819917
16326,0.5994842503189409,0.01,5.455594781168514,0.0003359818286283781,0.0014870261295535576
17753,0.5994842503189409,0.5994842503189409,0.0008858667904100823,0.2976351441631313,0.0014870550857783358
19912,0.5994842503189409,100.0,2.06913808111479,0.11288378916846883,0.0014870631867583272
17331,0.5994842503189409,0.21544346900318834,0.0003359818286283781,0.04281332398719396,0.0014870698526896638
19466,0.5994842503189409,35.93813663804626,0.2976351441631313,0.0003359818286283781,0.0014870845738893066
17353,0.5994842503189409,0.21544346900318834,0.0008858667904100823,0.2976351441631313,0.001487093846324578
18093,0.5994842503189409,1.6681005372000592,4.8329302385717524e-05,0.2976351441631313,0.0014870950238098648
19071,0.5994842503189409,12.915496650148826,0.2976351441631313,0.04281332398719396,0.0014871017924469648
23008,1.6681005372000592,12.915496650148826,0.01623776739188721,0.002335721469090121,0.001487113122950148
19391,0.5994842503189409,35.93813663804626,0.00615848211066026,0.04281332398719396,0.0014871158447580571
17611,0.5994842503189409,0.5994842503189409,1e-06,0.04281332398719396,0.0014871285641093826
17882,0.5994842503189409,0.5994842503189409,0.7847599703514607,6.951927961775606e-06,0.001487132517472297
18907,0.5994842503189409,12.915496650148826,0.00012742749857031334,0.0008858667904100823,0.0014871368934911433
16171,0.5994842503189409,0.01,0.002335721469090121,0.04281332398719396,0.0014871484811624894
18110,0.5994842503189409,1.6681005372000592,0.00012742749857031334,0.01623776739188721,0.0014871486274598586
22453,1.6681005372000592,4.6415888336127775,6.951927961775606e-06,0.2976351441631313,0.0014871525383491062
17040,0.5994842503189409,0.0774263682681127,0.11288378916846883,1e-06,0.0014871734348315064
17484,0.5994842503189409,0.21544346900318834,0.7847599703514607,4.8329302385717524e-05,0.001487180543596263
23109,1.6681005372000592,12.915496650148826,2.06913808111479,0.00615848211066026,0.0014871810165932953
18513,0.5994842503189409,4.6415888336127775,0.00012742749857031334,0.2976351441631313,0.0014871828317058083
17325,0.5994842503189409,0.21544346900318834,0.0003359818286283781,0.00012742749857031334,0.001487188980361247
17869,0.5994842503189409,0.5994842503189409,0.2976351441631313,0.00615848211066026,0.0014871908631966008
16682,0.5994842503189409,0.027825594022071243,0.7847599703514607,6.951927961775606e-06,0.0014871933474409488
18533,0.5994842503189409,4.6415888336127775,0.0003359818286283781,0.2976351441631313,0.0014872056329606523
18321,0.5994842503189409,1.6681005372000592,5.455594781168514,2.6366508987303555e-06,0.0014872092036868117
17613,0.5994842503189409,0.5994842503189409,1e-06,0.2976351441631313,0.0014872169090717716
22272,1.6681005372000592,1.6681005372000592,0.2976351441631313,0.11288378916846883,0.001487222032403773
19413,0.5994842503189409,35.93813663804626,0.01623776739188721,0.2976351441631313,0.0014872262638176725
19527,0.5994842503189409,35.93813663804626,5.455594781168514,0.0008858667904100823,0.0014872275098661394
16411,0.5994842503189409,0.027825594022071243,1e-06,0.04281332398719396,0.001487241257319821
17392,0.5994842503189409,0.21544346900318834,0.00615848211066026,0.11288378916846883,0.0014872598994324561
18145,0.5994842503189409,1.6681005372000592,0.0008858667904100823,0.00012742749857031334,0.0014872752901798558
18172,0.5994842503189409,1.6681005372000592,0.002335721469090121,0.11288378916846883,0.0014872752914364548
16063,0.5994842503189409,0.01,1.8329807108324375e-05,1.8329807108324375e-05,0.0014872763528080474
16152,0.5994842503189409,0.01,0.0008858667904100823,0.11288378916846883,0.0014872838928871957
16501,0.5994842503189409,0.027825594022071243,0.00012742749857031334,2.6366508987303555e-06,0.001487315189571222
18165,0.5994842503189409,1.6681005372000592,0.002335721469090121,0.00012742749857031334,0.0014873283961851893
17887,0.5994842503189409,0.5994842503189409,0.7847599703514607,0.0008858667904100823,0.0014873285192847736
17443,0.5994842503189409,0.21544346900318834,0.11288378916846883,1.8329807108324375e-05,0.001487338245969698
17930,0.5994842503189409,0.5994842503189409,5.455594781168514,0.01623776739188721,0.001487341235591399
17470,0.5994842503189409,0.21544346900318834,0.2976351441631313,0.01623776739188721,0.0014873427136536043
18953,0.5994842503189409,12.915496650148826,0.0008858667904100823,0.2976351441631313,0.0014873563520420557
16966,0.5994842503189409,0.0774263682681127,0.002335721469090121,0.0003359818286283781,0.0014873594536571081
16211,0.5994842503189409,0.01,0.01623776739188721,0.04281332398719396,0.0014873743097085568
18552,0.5994842503189409,4.6415888336127775,0.0008858667904100823,0.11288378916846883,0.0014874010062801328
16293,0.5994842503189409,0.01,0.7847599703514607,0.2976351441631313,0.0014874122528679853
