SampleID,Muribaculaceae,Faecalibaculum,Parasutterella,Bacteroides_dash_acidifaciens,Bacteroides,Akkermansia_dash_muciniphila,Alloprevotella,Clostridia_dash_UCG_dash_014,Lachnospiraceae_dash_NK4A136_dash_group,Lachnospiraceae,Desulfovibrionaceae,Parabacteroides_dash_goldsteinii,Helicobacter_dash_ganmani,Mucispirillum_dash_schaedleri,Oscillospiraceae,Muribaculum,Lachnospiraceae_dash_bacterium_dash_10_dash_1,Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,Colidextribacter,Lachnoclostridium,Rikenellaceae_dash_RC9_dash_gut_dash_group,Alistipes,Lachnospiraceae_dash_bacterium_dash_28_dash_4,Clostridia_dash_vadinBB60_dash_group,Dubosiella_dash_newyorkensis,Ruminococcus_dash_sp_dot__dash_N15_dot_MGS_dash_57,Oscillibacter,Bacteroides_dash_caecimuris,Roseburia,Bilophila,Parabacteroides,Gastranaerophilales,Ruminococcaceae,Anaerotruncus,Bacteroides_dash_uniformis,Bifidobacterium_dash_choerinum,mouse_dash_gut_dash_metagenome,Odoribacter,Peptococcaceae,Lachnospiraceae_dash_UCG_dash_006
sample250,97977605.34055762,11709465.88187837,20099968.79862416,1244881.738389583,1188591.433697185,4037746.855820127,11863181.713923,5911564.498561316,647338.5039625834,999152.9082900743,80105.43360072101,54125.29297346015,9742.552735222826,192686.0429855181,640843.4688057681,773991.6895204801,119075.6445416123,0.0,525015.3418425634,141808.2675904656,652751.0332599293,886572.298905277,72527.89258443659,19485.10547044565,1845672.490394991,71445.3867249674,181860.9843908261,40052.7168003605,99590.53907116667,307431.6640892536,120158.1504010815,567233.0703618623,251141.3593968551,57372.81055186775,17320.09375150725,473055.0605880416,768579.1602231341,225161.2187695942,161293.3730609112,56290.30469239855
sample261,93767049.65335774,5150043.428445925,9326003.463802734,1126187.897688205,424048.921912612,1153843.262160767,5119315.245698635,3046699.319393875,755913.295583352,2618041.17006917,76820.45686822681,215097.2792310351,0.0,342619.2376322916,2210892.748667568,616100.064083179,78356.86600559135,0.0,969474.1656770224,145958.868049631,892653.7088087955,565398.5625501494,259653.1442146066,107548.6396155175,2717907.763997865,53774.31980775877,663728.7473414796,58383.54721985238,282699.2812750747,307281.8274729073,110621.4578902466,181296.2782090153,382565.8752037695,170541.4142474635,82966.09341768496,333400.7828081044,3102010.048338999,150568.0954617246,195123.9604452961,95257.36651660125
sample262,132139750.7067145,7028779.018009973,15440870.08715424,1711336.125662238,1145926.207725912,2190423.918722789,11737650.92998349,9590388.073698595,930120.895536475,3316927.648351652,56109.3811692537,345288.4995030997,0.0,97112.3904852468,1834345.153610217,697051.1583718825,140273.4529231343,0.0,615045.1397398963,211489.2059456486,770424.9645162912,1670333.116346245,211489.2059456485,105744.6029728243,1914193.119120309,51793.27492546495,485561.9524262339,38844.95619409872,172644.2497515499,448875.0493540296,153221.7716545005,51793.27492546495,332340.1807717335,82006.01863198617,187750.6216048105,287021.0652119516,2188265.865600894,207173.0997018598,168328.1435077611,88480.17799766929
sample263,115829361.9459935,11439455.13265923,12812933.17376974,832636.2143673982,695102.5539584976,490660.6263236454,10881886.23910963,21973790.09478961,879100.2888298647,4572064.927106694,61332.57829045567,249047.43911882,0.0,9118109.97251441,1626242.606186324,1278691.329207076,172846.3570003751,0.0,986896.9415827865,912554.4224428403,1767493.392552222,444196.5518611789,191431.9867853616,234178.9352908307,1836260.222756673,91069.58594643416,449772.2407966749,24161.31872048253,115230.9046669167,310380.0174092756,263915.9429468092,509246.2561086318,544558.9527001063,146826.4753013939,111513.7787099194,538983.2637646104,185856.2978498656,598457.2790765674,345692.7140007501,198866.2386993562
sample264,174423118.0991969,7339452.938008546,13149136.99666636,1532224.367118546,2313069.477284728,171884.1437472727,10764858.37411491,15661100.98314437,370778.6529405455,2234493.868714545,22099.38991036364,324124.385352,0.0,211171.9480323636,535296.3333843637,476364.6269567273,0.0,0.0,321668.8975841819,152240.2416047273,218538.4113358182,505830.4801705455,51565.24312418182,105585.9740161818,2101897.529252364,58931.70642763637,166973.1682116364,71209.14526672728,39287.80428509091,46654.26758854546,206260.9724967273,1200733.518463091,223449.3868714546,68753.6574989091,250459.7523174545,665437.1850787273,176795.1192829091,245548.7767818182,66298.16973109092,152240.2416047273
sample265,158643041.6539315,17799565.25089248,23660328.58899549,2739557.330834741,1526594.705734118,4077217.048235428,22409578.96622818,15430320.49719126,1092044.232567228,3905286.208852006,64237.89603336633,413767.6244502125,11336.09930000582,204049.7874001048,642378.9603336634,1486918.358184097,153037.3405500786,0.0,789748.2512337391,438329.1729335585,954121.6910838236,1596500.651417487,272066.3832001397,272066.3832001397,5067236.387102603,96356.8440500495,529017.967333605,73684.64545003786,495009.6694335876,385427.376200198,166262.7897334187,149258.64078341,411878.2745668782,141701.2412500728,119029.0426500611,1322544.918334013,2988951.515434869,258840.9340167996,230500.6857667851,281513.1326168113
sample411,8398359.991968779,2977974.88152502,232643.4690054421,194215.753142936,1500065.70119134,202870.64410296,5197088.923675144,61622.82363537009,713855.4063827706,1836567.861717069,3202655.85084724,81702.17066262552,1472023.854480863,158211.4067492367,872066.813132007,62661.41055057295,22156.52085766116,0.0,391547.2670314808,147479.3419588071,808713.0113046322,1077360.826703774,48467.38937613377,515831.5012174237,0.0,0.0,385315.7455402635,35311.95511689746,217410.8609158001,8308.695321622934,1303080.382941197,102127.7133282819,270378.7935911463,383584.7673482588,118745.1039715278,0.0,36004.34639369938,339964.1169097383,32542.39000968982,142286.4073827927
sample412,14737749.58595569,4417372.64974083,280709.3883868342,343539.6486033819,805646.0785831523,784364.8614130312,10147087.02497246,404343.1262322991,4475135.953488301,5232139.249968321,22128412.29175059,284762.9535620954,14743829.9337186,1396453.202877464,3149620.141177909,105392.6945567897,143901.5637217706,0.0,2206152.846635878,544191.1247788086,2199059.107579171,1485631.636733209,146941.7376032165,201664.8674692419,2026.782587630572,0.0,958668.1639492605,58776.69504128659,710387.2969645153,32428.52140208915,4185306.04345713,48642.78210313372,1271806.073738184,1843358.763450005,241187.1279280381,0.0,64857.0428041783,397249.3871755921,176330.0851238598,755989.9051862033
sample413,25677827.04969819,4286107.606377187,192754.3708052202,574247.3963572186,748261.758889709,2938165.582760127,3948787.457468052,1037393.315097539,2635648.30635749,5623341.053838404,29295987.21835451,278422.9800519847,21880298.23043145,4425319.09640318,4347681.919273301,117794.3377143012,123148.625792224,0.0,1916835.131896356,829914.6520780313,2820371.245045826,2746749.783974388,133857.2019480696,267714.4038961391,0.0,5354.288077922783,1436287.776902787,41495.73260390157,2744072.639935426,49527.16472078574,2580766.853558782,120471.4817532626,1927543.708052202,2133683.799052229,234250.1034091218,0.0,0.0,2477696.808058768,115117.1936753398,708104.598305288
sample414,17138791.10144236,7853326.623591024,465819.7078320491,213695.9625466945,172456.390827157,966318.1464282545,1939197.13381189,124655.9781522385,3938379.099215835,4704122.965008156,14257644.65903648,100287.1403179663,3307601.104505636,934451.2046449756,2265364.655593687,190264.3877060482,641087.8876400836,0.0,1026302.978020309,638276.0986592061,956945.5164919961,981314.3543262681,95600.82534983702,399274.0352846135,0.0,0.0,615781.7868121855,25306.10082789804,631715.2577038251,25306.10082789804,809795.2264927372,25306.10082789804,1307481.876108065,992561.5102497786,90914.51038170776,0.0,73106.51350281655,508933.8055388383,61859.35757930631,282116.1610813818
sample426,80741424.39227346,41774724.96030641,45078074.78869539,169881980.9803538,58287910.61807828,3588428.562230533,7843228.664815694,217372.5345541833,3068159.872969701,4628965.940752197,32367126.74353519,131848.9144017177,6752802.507871759,481070.3633576187,1108243.577809033,1204457.650480557,160356.7877858729,0.0,356348.4173019398,737641.2238150154,1336306.564882274,726950.7712959572,342094.4806098622,242316.923765319,0.0,21380.90503811639,171047.2403049311,11980433.78969122,1681964.529665156,71269.68346038795,5990216.894845609,28507.87338415518,174610.7244779505,612919.2777593364,1895773.58004632,0.0,481070.3633576187,253007.3762843772,138975.8827477565,288642.2180145712
sample427,57873392.44972017,23591053.56898506,21554502.95807185,74199699.48750475,21317187.9047193,2857466.96893886,16592681.07726192,94441.70490560638,435884.7918720295,355972.580028824,2893790.701594862,82333.79402027224,2106776.494048142,31480.5683018688,70225.88313493808,864504.8372128584,53274.80789547027,0.0,50853.22571840344,62961.13660373759,656248.7699851111,324492.0117269552,89598.54055147273,75069.04748907175,7264.746531200492,0.0,0.0,5104695.229256879,680464.5917557793,19372.65741653464,1765333.407081719,14529.49306240098,31480.5683018688,222785.5602901484,799122.118432054,0.0,106549.6157909405,106549.6157909405,9686.328708267321,87176.95837440589
sample428,99732558.5615879,24744575.54551612,14538834.90406391,93360178.53211667,35630078.10925484,1055338.144189097,2706631.946273214,251418.7931744614,1747515.809348417,10984828.50672122,19231985.70998719,117949.5572917226,13377962.94545591,940492.5226155777,1570591.473410833,1204327.058662852,164508.593064771,0.0,412823.4505210292,2539019.41749024,766672.122396197,713905.2151867423,273146.343201884,148988.9144737549,0.0,49662.97149125164,505941.522067126,7735007.809762442,7474277.20943337,102429.8787007065,4227560.448192795,9311.80715460968,403511.6433664195,1787866.973685059,1136040.472862381,0.0,599059.5936132228,474902.1648850937,316601.4432567292,834958.708196668
sample429,350543152.6417425,72478891.59518752,30684982.43413494,49418338.1006589,7858512.284243363,6781728.898912996,10834714.80891425,314340.4913697345,5363852.639968663,3317295.398284858,34095911.17027462,153826.1979043382,6454012.216421145,896204.8051817964,1544950.07460444,3477809.691750254,1578390.552409731,0.0,127073.8156601055,675497.6516668764,1083471.480891425,876140.5184986219,334404.7780529091,327716.6824918509,0.0,0.0,167202.3890264545,2855816.804571844,5484238.360067709,127073.8156601055,3277166.824918509,0.0,220707.15351492,1023278.620841902,922957.187426029,0.0,1451316.736749626,501607.1670793636,227395.2490759782,575176.2182510035
sample441,301667682.4268375,2888071.941989065,4530636.736781688,30080251.47104964,17821619.0457907,56047821.62383988,26164009.19949573,13362034.7301578,9792695.455977391,6649670.708689727,19526877.15336167,62693.31277834439,7794868.55544082,150463.9506680265,2231881.93490906,2980022.13406397,271671.0220394924,0.0,973836.1251569496,133745.7339271347,1767951.420349312,1115940.96745453,292568.7929656072,351082.5515587286,0.0,0.0,1295661.797419117,1642564.794792623,568419.3691903225,100309.300445351,1111761.413269307,8359.10837044592,505726.0564119781,823372.1744889229,11209564.32476798,0.0,2148290.851204601,208977.709261148,902783.7040081592,238234.5885577087
sample442,158034007.1743825,6387909.56995489,6963026.830272372,12379692.45550743,3169013.475218779,36373232.44334443,11434856.95641443,10404927.57696833,2737675.529980667,9794599.05581508,7670186.318723971,73356.79340784211,20745301.17573775,909624.2382572423,3670773.942128418,2517605.149757141,231807.4671687811,0.0,2150821.182717931,604459.977680619,167253.48896988,305164.2605766232,349178.3366213284,401995.2278749748,0.0,0.0,1757628.770051897,610328.5211532464,2227112.247862086,49882.61951733263,563380.1733722275,23474.17389050948,762910.6514415579,1590375.281082017,3529928.898785362,0.0,3491783.366213284,114436.5977162337,146713.5868156842,381455.325720779
sample443,135909203.4938042,10147748.70565126,9111681.220094744,49749415.92926623,10116588.78127362,49284613.72396643,8883175.107992053,30617222.36139559,1246396.975105579,3440574.983364359,6922696.53256557,72706.4902144921,2778426.59033952,88286.45240331185,1152917.201972661,4497415.751839299,83093.13167370527,0.0,368725.7718020672,311599.2437763948,594635.2235399534,880267.8636683152,179169.565171427,160992.942617804,0.0,0.0,451818.9034757724,2199371.328988386,810158.0338186263,36353.24510724605,849107.9392906758,10952713.41874028,215522.810278673,693308.3174024783,7901637.490096411,0.0,475188.8467590021,145412.9804289842,498558.7900422317,132429.6786049678
sample444,122007715.8260523,8864849.728112597,13497429.90343845,7051848.720236166,1009478.961185597,19905300.66567691,2633927.864242879,139238.4774049099,2851487.985188051,5792900.820366775,9244854.739363497,58016.03225204579,5082204.425279211,1218336.677292962,490235.4725297869,2407665.338459901,1038486.97731162,0.0,116032.0645040916,153742.4854679214,104428.8580536824,174048.0967561374,104428.8580536824,159544.0886931259,0.0,0.0,388707.4160887068,380005.0112509,855736.4757176754,37710.42096382976,397409.8209265137,0.0,400310.622539116,786117.2370152205,194353.7080443534,0.0,3071948.907745825,87024.04837806869,284278.5580350244,240766.5338459901
sample456,263490101.9659315,4357171.230619504,10630842.5889927,24889931.14633962,9774969.66869244,2629045.047046731,14246803.30011772,15123151.6491333,2018877.271330278,8714342.46123901,10553035.9598745,110567.315062713,20688373.17395652,266180.5732991238,1904214.870524501,18014282.18373609,163803.4297225378,0.0,503695.5463968036,364462.6311326465,462744.6889661691,999200.9213074804,307131.4307297583,298941.2592436314,0.0,0.0,687974.4048346586,884538.520501704,323511.7737020121,24570.51445838067,1298142.180551112,7842089.197966495,470934.8604522961,1404614.409870761,19418896.59360685,0.0,409508.5743063444,122852.5722919033,773971.205438991,348082.2881603928
sample457,136885520.9682362,7339993.073319846,15970369.76856735,16361978.72845584,2816160.607722716,6364180.583105896,21743927.00233322,9131122.57838361,3049414.031918595,14095782.61631424,12159137.21358699,32099.09507282731,18191627.147607,793917.6181345956,2542248.329767923,12734780.98522636,256792.7605826185,0.0,1793269.444735286,843136.2305795974,136956.1389773965,481486.4260924097,276052.2176263149,748978.8850326373,0.0,0.0,898774.6620391647,530705.0385374116,1846767.936523331,85597.58686087283,697620.3329161135,421568.1152897987,712599.9106167663,1902406.367982899,3776993.520236014,0.0,763958.4627332902,235393.3638674003,507165.7021506716,263212.579597184
sample458,212114816.7164088,6068520.453309921,9828282.502527464,102220183.874807,4957595.78751097,3975145.402790808,21980438.03045069,27531282.70411961,4523050.42503859,3714418.185307381,5309010.732814719,83130.41716862906,6718449.169355567,117138.31510125,627256.7840905648,9866069.05578593,132252.9364046371,0.0,343857.6346520565,230497.9748766533,963557.1080909278,1156268.529709113,117138.31510125,411873.4305172985,0.0,0.0,154924.8683597178,2229406.642249597,631035.4394164116,15114.6213033871,661264.6820231858,14974811.05633077,268284.5281351211,411873.4305172985,1114703.321124799,0.0,0.0,256948.5621575807,362750.9112812905,64237.14053939519
sample459,141772971.2269335,15168420.63098501,29774214.38396614,8948017.867773948,1291791.311896943,6729017.460926587,3591809.989176867,13084450.67485859,21150269.59792243,5554252.539654455,4523520.099151318,0.0,7255636.218738233,436598.4573310227,661649.2085325808,24418006.50536905,337576.1268023371,0.0,153034.5108170595,288064.9615379943,94521.31550465438,243054.8112976827,175539.5859372153,211547.7061294646,0.0,0.0,540121.8028837395,256557.8563697762,418594.3972348981,27006.09014418697,711160.3737969236,0.0,301568.0066100878,738166.4639411104,1026231.425479105,0.0,481608.6075713343,306069.021634119,238553.7962736516,216048.7211534957
sample471,371753695.6874902,11540430.05973745,6173696.231205412,4707280.682261331,898071.0610397191,14186919.65990281,40031409.08315695,22889965.7876597,676807.1764357304,4173644.254687004,21644814.12331961,121478.2111551311,5904708.763647622,390465.6787129214,2269039.444076199,2885107.514934364,160524.7790264232,0.0,516282.3974093072,151847.7639439139,2117191.680132285,2464272.283432659,65077.61311882023,212586.8695214794,0.0,0.0,485912.8446205244,95447.165907603,264648.9600165356,34708.06033003746,1830850.182409476,906748.0761222286,468558.8144555057,585698.5180693822,655114.6387294569,0.0,56400.59803631087,459881.7993729963,234279.4072277528,65077.61311882023
sample472,241671526.0470128,13209674.92519329,5098670.600647287,1290025.091730037,222967.2998051915,3508322.20713883,31891149.40172826,13828522.94097912,200215.5345189475,814513.1972475364,3014608.900427334,59154.58974423448,939647.9063218784,52329.06015836127,125134.7090743422,1060232.262338972,88731.88461635173,0.0,127409.8856029666,59154.58974423449,177463.7692327034,1067057.791924845,0.0,147886.4743605862,4550.353057248807,0.0,100107.7672594737,27302.11834349284,0.0,0.0,941923.082850503,138785.7682460886,38678.00098661485,241168.7120341867,50053.88362973687,0.0,18201.41222899523,191114.8284044499,54604.23668698568,27302.11834349284
sample473,352728549.4965814,11971341.55547309,4639427.385733164,12307902.40347393,1831913.476460294,7238188.363967534,48520145.54280533,24159956.56978216,1235476.530636012,3344307.160514723,12474052.69552498,144848.9725573256,7268010.211258749,127807.9169623461,826491.1963565048,1077846.766382452,183191.3476460294,0.0,894655.4187364227,792409.0851665458,583656.1541280472,1895817.434941467,68164.22237991792,264136.361722182,0.0,0.0,511231.6678493844,178931.0837472845,217273.4588359884,46862.90288619357,2142912.74106867,984120.960610065,494190.6122544049,771107.7656728216,800929.6129640356,0.0,55383.43068368331,276917.1534184166,477149.5566594254,102246.3335698769
sample474,112335577.6756338,8191298.824732436,20176133.03260665,2815820.078208333,420417.5811213831,6067701.182416984,8944139.609531194,12718120.6865743,260072.2711122974,1138060.614942535,3541284.834468952,41064.04280720485,1816595.036566348,166211.6018386863,254205.9792826967,7473655.790911283,66484.64073547453,0.0,48885.76524667245,150568.1569597511,74306.36317494212,350022.0791661747,0.0,260072.2711122974,0.0,0.0,152523.587569618,84083.51622427661,275715.7159912326,0.0,557297.7238120659,119281.2672018808,123192.1284216146,307002.605749103,205320.2140360243,0.0,142746.4345202835,132969.2814709491,129058.4202512153,27376.02853813657
sample486,236563051.8978089,5173357.490434931,3609807.254989079,9979438.079926204,1353677.720620905,11485273.37379519,42934669.72031342,17786695.63141421,388264.1524261509,3294998.482751659,13022589.54488793,120676.6960243442,3174321.786727315,309561.959366796,215119.3276955701,5105148.923116823,94442.6316712259,0.0,246600.2049193121,152157.5732480862,1663239.679987701,1804903.62749454,73455.38018873126,414498.2167792692,0.0,0.0,257093.8306605594,125923.5088949679,110183.0702830969,36727.69009436563,1280222.340432173,7996142.81483046,251847.0177899358,561408.9771567318,724060.1761460652,0.0,62961.75444748393,230859.7663074411,209872.5148249465,0.0
sample487,185323212.053265,4197234.391904999,8047215.578724333,2676653.587026775,437840.9977167086,5627227.40415218,15408552.15609934,15154043.59585022,524115.0859367497,7143494.504619402,8510938.802907053,92744.64483654418,31235533.64006588,420586.1800727003,741957.1586923534,2607634.316450742,183332.4374675873,0.0,1552933.58796074,148822.8021795709,297645.6043591418,562938.4256357681,28039.07867151335,375292.2837571788,0.0,0.0,476664.337415727,62548.71395952979,69019.27057603288,0.0,513330.8249092445,5471934.045356106,427056.7366892034,700976.9667878338,116470.0190970555,0.0,81960.38380903903,179018.7330565852,252351.7080436202,84117.23601454007
sample488,161210348.5185528,3210337.911483841,4377733.515659783,11439479.14690357,1431805.71965169,6355820.511624574,26538294.51458942,25972057.75786306,139688.3628928478,1095056.98767786,1232250.91551905,79821.92165305588,2412118.694953282,77327.48660139789,573720.0618813391,3275193.222826949,72338.61649808189,0.0,164632.7134094278,54877.57113647591,586192.2371396291,1342006.057792002,22449.91546492197,229488.0247525357,0.0,0.0,251937.9402174576,204543.6742359557,0.0,0.0,820669.131995481,8580856.577703508,152160.5381511378,204543.6742359557,618619.8928111831,0.0,52383.13608481792,104766.2721696358,49888.70103315992,29933.22061989595
sample489,103585560.2877346,15820180.48024001,21076630.10672548,12601615.93971506,1601195.424683266,18583571.14102094,5295728.590727339,12398289.53658067,5757834.052396392,4535565.10628175,26032711.18312606,101663.2015671915,32888045.70698645,2603964.27650511,1548053.296591325,5771697.216246463,972731.9968133551,0.0,711642.4109703406,935763.559879831,378926.478568623,640016.0644116374,62384.23732532206,1088258.362230618,0.0,0.0,700089.7744286143,258779.0585346693,284194.8589264672,11552.63654172631,1189921.56379781,5958849.92822243,478279.1528274692,783268.7575290437,501384.4259109218,0.0,231052.7308345262,328094.8777850271,445931.7705106355,214879.0396761093
sample501,237236854.9407656,5711106.277120693,10210765.76818548,6220683.099826749,807631.1907039365,19748505.54411768,26997956.94638873,18142857.819742,216329.7832242687,5384207.938026244,10691498.61979497,57687.94219313832,15532478.43550249,552842.7793509089,235559.0972886481,6244719.742407223,235559.0972886481,0.0,447081.5519968219,399008.2668358734,495154.8371577705,1355666.64153875,0.0,384586.2812875888,0.0,0.0,134605.1984506561,134605.1984506561,67302.59922532804,43265.95664485374,903777.7610258335,3086304.9073329,240366.425804743,1072034.259089154,100953.898837992,0.0,173063.8265794149,134605.1984506561,230751.7687725533,91339.24180580235
sample502,249698006.176249,4752640.124244174,10544412.88668327,5545906.557866188,874448.6709809925,17117854.62026452,41342634.24818359,33792686.17379864,459259.5142022188,2943435.977386947,5258289.488365809,81182.23735897808,4112460.195356233,122933.1022864525,475495.9616740145,5678117.630136524,164683.967213927,0.0,658735.8688557078,456940.0217062481,649457.8988718246,1628283.732171503,41750.86492747444,517246.826601489,0.0,0.0,315450.9794520291,113655.1323025693,55667.81990329926,11597.46247985401,1189899.650433021,463898.4991941605,477815.4541699853,524205.3040894013,215712.8021252846,0.0,143808.5347501897,347923.8743956204,129891.5797743649,102057.6698227153
sample503,309232210.9812986,2422173.167172919,5146040.501075562,15636377.66993479,2288565.750478328,17640488.92035366,37802279.0912343,9486126.585316008,1021450.250213491,15860493.33664829,15636377.66993479,120677.6666918892,21769389.0878833,702516.4168134979,2831615.250591829,6447635.334680939,344793.3334053978,0.0,2422173.167172919,418061.9167540448,866293.2501810619,2417863.250505352,51719.00001080966,241355.3333837784,0.0,0.0,1525710.500318885,181016.5000378338,189636.3333729688,81888.41668378196,1331764.250278349,1400722.916959428,1318834.500275646,2034280.667091847,155157.000032429,0.0,73268.58334864704,267214.8333891833,577528.8334540413,99128.08335405187
sample504,221302435.3672831,28075708.86431929,41704693.74991118,5803078.301286231,817739.0931355134,21584008.16881368,26260901.92955364,46507117.63459738,326378.3222602268,702968.6940989501,4605162.261342102,86077.79927742247,4906434.55881308,294099.1475311934,835671.9679849764,9131419.873346565,136289.8488559189,0.0,545159.3954236757,616890.8948215276,1448976.287836612,1190742.890004344,60971.77448817424,964788.6669011102,0.0,0.0,258233.3978322674,118356.9740064559,208021.3482537709,0.0,1316273.013950585,0.0,208021.348253771,380176.9468086159,129116.6989161337,0.0,60971.77448817425,541572.820453783,233127.3730430191,64558.34945806685
sample516,69975208.56990151,10471927.96463723,414908.4292621125,6440100.402024964,1497278.244728493,234513.4600177158,1380021.514719635,559224.4046576299,32768746.16324467,36520961.52352811,7053443.297455912,721579.8769775869,396868.9323376729,53947115.55253685,31677356.59931606,1217666.042399678,3445543.912567978,0.0,17182620.82052879,9010728.713757617,17462233.0228576,12853141.55866327,5285572.598860824,21097191.6531322,45098.74231109919,369809.6869510133,16921048.11512441,153335.7238577372,9912703.5599796,24010570.40642921,288631.9507910348,72157.9876977587,5601263.795038519,2805141.771750369,360789.9384887935,90197.48462219838,1298843.778559657,8604840.032957725,929034.0916086432,1506297.993190713
sample517,28045920.38067243,4290058.102433912,258652.1517059947,3344639.892749932,829470.693401983,196218.873707996,276490.2311339944,392437.747415992,30645820.45730338,38035244.86035223,6212111.160800874,338923.5091319931,312166.3899899937,24322221.30007751,44381141.61686309,258652.1517059947,3919917.95430292,0.0,16803470.82117566,5636833.099247884,8499844.847441826,17459020.24015465,2216381.368928955,17467939.27986864,26757.11914199945,508385.2636979896,14578170.4125327,182840.3141369963,12700712.55273574,26654550.18528846,120407.0361389975,191759.3538509961,7969161.984458838,5917782.850238879,187299.8339939962,0.0,704604.1374059856,12937067.10515674,1034608.606823979,3447208.84946093
sample518,121610944.0484306,10963000.80208067,5251253.147643652,6479238.499092627,1421877.775361974,387784.8478259927,88867.36096012333,953304.4175722321,29423175.3287972,16424304.07563006,807885.0996374849,1179512.245470728,282759.7848731197,5138149.233694403,7618356.489581482,210050.1259057461,125367609.7617449,0.0,2859913.252716696,1502666.285325722,21360482.0344151,1195669.947463477,767490.8446556106,1405720.073369223,371627.145833243,58111175.21692427,1454193.179347473,72709.65896737363,3053805.676629693,2633705.424818201,1122960.288496104,646308.079709988,1736952.964220593,1890451.133151714,444336.8048006166,428179.1028078669,743254.2916664861,323154.0398549939,436257.9538042418,848279.354619359
sample519,99900887.10152146,8382449.810994178,12185969.70130972,1223276.16859006,487973.5535905701,173798.7999089702,60161.12304541276,494658.1228178383,4010741.536360851,20174029.92789508,848940.2918630466,842255.7226357786,80214.830727217,4017426.105588119,6323602.488995606,327543.8921361361,9124436.995220933,0.0,2179169.568089395,1370336.691589957,16330402.62221593,1123007.630181038,795463.738044902,1002685.384090213,213906.2152725787,46725138.89860391,889047.7072266552,0.0,1898417.660544136,3228646.936770485,340913.0305906723,421127.8613178893,815517.4457267063,1390390.399271762,227275.3537271149,668456.9227268085,407758.7228633531,307490.1844543319,334228.4613634042,240644.492181651
sample531,140691129.2937473,9995097.628932966,5512498.945686847,42816837.14015879,4161810.076912121,34223079.2125796,18394694.03162579,962365.8190019917,21129838.99089461,41483031.88224376,877947.7647035713,8568432.511289662,523391.936650206,20572679.83252503,27486518.47956565,253254.162895261,2625401.488680872,447415.6877816277,10847719.97734701,3984532.16288544,202603.3303162088,801971.5158349931,8779477.647035714,12831544.25335989,118185.2760177884,413648.4660622596,11734109.54748042,109743.4705879464,4263111.742070226,253254.162895261,11067206.9185229,0.0,9817819.71490628,3562441.891393337,1857197.194565247,0.0,937040.4027124656,101301.6651581044,1266270.814476305,5605358.805415109
sample532,137559420.4515153,8975931.796402205,8761330.516446643,19136835.87777642,2724503.206392353,52101458.57703733,5868878.482262979,3200358.218467729,45868690.96789318,26675872.14751966,550498.9355381809,4422652.465171149,410541.579045423,6167454.176114196,17690609.86068459,149287.8469256084,2659189.7733624,0.0,8388110.89913262,3470942.441020395,121296.3756270568,261253.7321198147,2939104.486347915,8444093.841729725,37321.96173140209,401211.0886125725,4637253.745126709,0.0,2957765.467213616,149287.8469256084,3638891.268811705,0.0,5738251.616203072,1716810.239644496,1502208.959688934,0.0,690456.2920309388,0.0,858405.1198222481,4385330.503439747
sample533,118395963.0566307,9855800.553273419,5287018.515419953,43732621.07849257,4003503.328657624,53096296.63787785,36297543.46812843,851243.2326713884,50456112.5490455,15960810.61258853,252712.8346993184,9363675.559385272,864543.9081818787,1908646.935755379,11910754.91964419,106405.4040839236,3125658.744965254,246062.4969440732,3657685.765384872,2221212.810251904,172908.7816363758,1662584.438811305,1868744.909223907,7634587.743021515,119706.079594414,206160.4704126019,3744140.15620306,86454.39081818788,1323417.213293799,86454.39081818788,984249.9877762928,0.0,4262866.501112187,2966050.638839369,1609381.736769344,0.0,891145.2592028596,26601.35102098089,618481.4112378056,2520478.009237939
sample534,42935273.69830906,2027954.244338072,325887.9639661732,11452634.1622398,1024219.315322259,8126714.712847886,4104326.129036833,63315.37585628509,21285139.58933348,9117414.12330505,150839.5718929144,1851043.635327864,119181.8839647719,1085672.474241594,4225370.229938555,61453.15891933552,1162023.368656526,83799.76216273024,1495360.200370498,1063325.870998199,0.0,679709.1819865899,294230.2760380307,1433907.041451162,31657.68792814254,80075.32828883114,1026081.532259208,40968.77261289035,661087.0126170941,61453.15891933552,260710.3711729386,0.0,409687.7261289035,921797.3837900328,340785.6994617697,0.0,178772.8259471579,31657.68792814254,219741.5985600482,1150850.067034829
sample31,28426.4015382479,2040090.119698442,2443348.374078238,16526.97763851622,24054685.4133076,19171.29406067882,1983.237316621947,97839.70762001604,1560807.768181472,3963830.31682173,3305.395527703245,20892082.97240113,0.0,3952591.97202754,1558163.45175931,0.0,0.0,1501971.727788354,540762.7083322508,118333.1598917762,5949.71194986584,0.0,7153537.001055362,969803.0478281319,0.0,0.0,530846.521749141,0.0,175185.962968272,0.0,79990.57177041851,0.0,752308.0221052584,1258694.616949396,0.0,0.0,17188.05674405687,0.0,1434541.659023208,52886.32844325191
