,PerturbationType,SCFA,Permutation,PredictionType,SampleID,Day,ObservedValue,PredictedValue
1559,intrapolation,Butyrate,D,train,sample202,8,4.349549936,4.36817585255757
1560,intrapolation,Butyrate,D,train,sample292,1,5.0869365680000005,5.319117790893067
1561,intrapolation,Butyrate,D,train,sample262,31,2.990095232,3.4805913502354544
1562,intrapolation,Butyrate,D,train,sample441,3,7.43860397,7.4974046225730815
1563,intrapolation,Butyrate,D,train,sample518,25,3.0260493760000005,3.6032056769587975
1564,intrapolation,Butyrate,D,train,sample84,13,9.193841629,9.375308390139883
1565,intrapolation,Butyrate,D,train,sample97,19,2.860408028,3.2441937986187313
1566,intrapolation,Butyrate,D,train,sample532,31,3.5218891439999997,4.484357612750708
1567,intrapolation,Butyrate,D,train,sample65,5,12.77633172,11.946143369924204
1568,intrapolation,Butyrate,D,train,sample487,13,6.897163442999999,7.2534189646874285
1569,intrapolation,Butyrate,D,train,sample396,31,3.838208345,4.760085242208086
1570,intrapolation,Butyrate,D,train,sample250,25,3.6766434610000003,3.7470215012775494
1571,intrapolation,Butyrate,D,train,sample247,25,2.214316072,2.902699663164369
1572,intrapolation,Butyrate,D,train,sample246,25,2.049320986,3.0169071701444636
1573,intrapolation,Butyrate,D,train,sample172,3,3.714451542,4.557753978915281
1574,intrapolation,Butyrate,D,train,sample366,19,5.163191599,5.658573861437149
1575,intrapolation,Butyrate,D,train,sample62,5,16.01997062,14.00326028522105
1576,intrapolation,Butyrate,D,train,sample399,31,5.591016242999999,5.921596071495733
1577,intrapolation,Butyrate,D,test,sample459,5,11.79788012,7.732250163358765
1578,intrapolation,Butyrate,D,test,sample504,19,9.122761807,7.123438610979465
1579,intrapolation,Butyrate,D,test,sample81,13,10.532009599999999,9.265444826275669
1580,intrapolation,Butyrate,D,test,sample46,2,11.32892535,8.559406911878792
1581,intrapolation,Butyrate,D,test,sample61,5,8.123417611,10.263102983699026
1582,intrapolation,Butyrate,D,test,sample126,31,4.096762026,5.650545944837026
1583,intrapolation,Butyrate,D,test,sample444,3,10.06369716,7.643433476819417
1584,intrapolation,Butyrate,D,test,sample158,1,7.334946233999999,6.295815721160057
1585,intrapolation,Butyrate,D,test,sample263,31,5.0900173330000005,4.509188475871842
1586,intrapolation,Butyrate,D,test,sample111,25,3.442438075,4.246511204871991
1587,intrapolation,Butyrate,D,test,sample400,31,4.697535726,6.227976934717885
1588,intrapolation,Butyrate,D,test,sample233,19,5.569833505,3.6709388834474823
1589,intrapolation,Butyrate,D,test,sample325,5,10.06466728,6.358763801214962
1590,intrapolation,Butyrate,D,test,sample429,1,5.655343536,6.733987010590878
1591,intrapolation,Butyrate,D,test,sample76,10,12.48291975,9.489236294413194
1592,intrapolation,Butyrate,D,test,sample519,25,6.008957879,4.356995900163616
1593,intrapolation,Butyrate,D,test,sample96,19,2.774925085,3.7360076500684873
1594,intrapolation,Butyrate,D,test,sample203,8,3.751975269,4.977432649807959
1595,intrapolation,Butyrate,D,test,sample370,19,4.140132486000001,5.618820427547984
1596,intrapolation,Butyrate,D,test,sample534,31,5.0348242789999995,5.70746114451486
1597,intrapolation,Butyrate,D,test,sample474,8,7.849190696,7.31879350378341
1598,intrapolation,Butyrate,D,test,sample340,8,4.310137671000001,6.40166812905205
1599,intrapolation,Butyrate,D,test,sample173,3,4.048509558,6.242670490463044
1600,intrapolation,Butyrate,D,test,sample310,3,5.606267836000001,5.874192742552271
1601,intrapolation,Butyrate,D,test,sample218,13,3.64445568,3.837291493849101
1602,intrapolation,Butyrate,D,test,sample188,5,3.19141797,5.258528070737334
1603,intrapolation,Butyrate,D,test,sample295,1,5.000743485,5.881111163440912
1604,intrapolation,Butyrate,D,test,sample385,25,2.617068291,6.3393822038392775
1605,intrapolation,Butyrate,D,test,sample248,25,3.324433177,4.341449566618862
1606,intrapolation,Butyrate,D,test,sample489,13,13.97724837,7.235109194173444
1607,intrapolation,Butyrate,D,test,sample355,13,9.341487628,6.053458678629148
1608,extrapolation,Acetate,Beijing,train,sample428,1,17.811333800000003,18.820340655537322
1609,extrapolation,Acetate,Beijing,train,sample533,31,20.08448772,19.730125391043806
1610,extrapolation,Acetate,Beijing,train,sample504,19,20.94268574,21.410196266066947
1611,extrapolation,Acetate,Beijing,train,sample113,25,8.892579697,10.073973045262079
1612,extrapolation,Acetate,Beijing,train,sample306,3,8.261241245,12.357313450939856
1613,extrapolation,Acetate,Beijing,train,sample307,3,19.63605011,18.725490670382086
1614,extrapolation,Acetate,Beijing,train,sample114,25,7.618579932,10.494200310098183
1615,extrapolation,Acetate,Beijing,train,sample384,25,9.721254351,12.414705301215255
1616,extrapolation,Acetate,Beijing,train,sample442,3,16.81866277,18.902264610545096
1617,extrapolation,Acetate,Beijing,train,sample444,3,18.8995687,19.873925883820394
1618,extrapolation,Acetate,Beijing,train,sample129,31,17.35060173,17.34570262920383
1619,extrapolation,Acetate,Beijing,train,sample382,25,14.67468484,15.050844329646852
1620,extrapolation,Acetate,Beijing,train,sample111,25,9.462275293,10.661628492221702
1621,extrapolation,Acetate,Beijing,train,sample501,19,22.76782085,21.783523339522407
1622,extrapolation,Acetate,Beijing,train,sample100,19,11.96629649,12.149449310875537
1623,extrapolation,Acetate,Beijing,train,sample83,13,8.158937509,10.90352745220736
1624,extrapolation,Acetate,Beijing,train,sample50,2,19.72580406,19.080278956648222
1625,extrapolation,Acetate,Beijing,train,sample534,31,16.09628442,17.751559778273528
1626,extrapolation,Acetate,Beijing,train,sample49,2,24.84679066,22.19772984917039
1627,extrapolation,Acetate,Beijing,train,sample474,8,24.88397714,22.15350714139383
1628,extrapolation,Acetate,Beijing,train,sample340,8,15.30084467,17.73354971934885
1629,extrapolation,Acetate,Beijing,train,sample295,1,13.62001579,14.386050713408737
1630,extrapolation,Acetate,Beijing,train,sample397,31,16.69140833,15.818977628698281
1631,extrapolation,Acetate,Beijing,train,sample489,13,28.78480452,25.92174037354405
1632,extrapolation,Acetate,Beijing,train,sample355,13,15.27822304,15.619938291532044
1633,extrapolation,Acetate,Beijing,train,sample456,5,21.07515725,22.185173491705186
1634,extrapolation,Acetate,Beijing,train,sample46,2,22.54448084,22.36034227991403
1635,extrapolation,Acetate,Beijing,train,sample77,10,20.82558616,21.084303382806628
1636,extrapolation,Acetate,Beijing,train,sample486,13,16.85150231,18.468208704523878
1637,extrapolation,Acetate,Beijing,train,sample294,1,10.42595445,12.665350176871321
1638,extrapolation,Acetate,Beijing,train,sample48,2,19.14983255,19.749965072422363
1639,extrapolation,Acetate,Beijing,train,sample130,31,20.42398697,17.439174809016098
1640,extrapolation,Acetate,Beijing,train,sample85,13,11.69306023,12.512156161156469
1641,extrapolation,Acetate,Beijing,train,sample115,25,8.540466251,9.791271207344515
1642,extrapolation,Acetate,Beijing,train,sample443,3,28.75503596,25.67683664838371
1643,extrapolation,Acetate,Beijing,train,sample78,10,10.60016025,12.438919973703713
1644,extrapolation,Acetate,Beijing,train,sample400,31,13.71700614,14.242102615028834
1645,extrapolation,Acetate,Beijing,train,sample429,1,16.72714724,18.06670113454911
1646,extrapolation,Acetate,Beijing,train,sample325,5,26.87123811,23.362279944467396
1647,extrapolation,Acetate,Beijing,train,sample531,31,26.72767261,23.883239785847614
1648,extrapolation,Acetate,Beijing,train,sample503,19,22.54397974,22.02824788527771
1649,extrapolation,Acetate,Beijing,train,sample79,10,33.25644024,26.746637821603848
1650,extrapolation,Acetate,Beijing,train,sample99,19,14.54726157,14.434828790897045
1651,extrapolation,Acetate,Beijing,train,sample381,25,25.93236886,20.540829532047308
1652,extrapolation,Acetate,Beijing,train,sample337,8,18.10666769,16.872388436564332
1653,extrapolation,Acetate,Beijing,train,sample457,5,22.8096488,23.153969133401734
1654,extrapolation,Acetate,Beijing,train,sample310,3,18.55502879,17.479941550076305
1655,extrapolation,Acetate,Beijing,train,sample352,13,12.28428421,13.226170302845562
1656,extrapolation,Acetate,Beijing,train,sample128,31,8.120739373,11.12643712563353
1657,extrapolation,Acetate,Beijing,train,sample63,5,17.7367014,19.00038387266682
1658,extrapolation,Acetate,Beijing,train,sample426,1,8.228369377,13.639894439193437
1659,extrapolation,Acetate,Beijing,train,sample64,5,15.46261501,16.12652413580518
1660,extrapolation,Acetate,Beijing,train,sample321,5,10.13818134,12.924729833568424
1661,extrapolation,Acetate,Beijing,train,sample81,13,8.742147761,11.690568198450773
1662,extrapolation,Acetate,Beijing,train,sample324,5,10.32813501,12.011274850107268
1663,extrapolation,Acetate,Beijing,train,sample61,5,34.21815823,28.445958469786575
1664,extrapolation,Acetate,Beijing,train,sample309,3,15.74001749,15.533723834435472
1665,extrapolation,Acetate,Beijing,train,sample339,8,23.14334656,19.553102857677825
1666,extrapolation,Acetate,Beijing,train,sample80,10,21.94218769,19.948786283133185
1667,extrapolation,Acetate,Beijing,train,sample369,19,20.16950965,17.71548105709834
1668,extrapolation,Acetate,Beijing,train,sample427,1,11.41002514,13.49942588699658
1669,extrapolation,Acetate,Beijing,train,sample472,8,12.14457736,14.271071922177658
1670,extrapolation,Acetate,Beijing,train,sample98,19,13.51020888,13.273223135359533
1671,extrapolation,Acetate,Beijing,train,sample488,13,14.790116399999999,16.36795600902331
1672,extrapolation,Acetate,Beijing,train,sample127,31,19.74850845,17.160866127745848
1673,extrapolation,Acetate,Beijing,train,sample516,25,25.73044846,24.52442598151148
1674,extrapolation,Acetate,Beijing,train,sample471,8,24.67491995,22.55221516261271
1675,extrapolation,Acetate,Beijing,train,sample291,1,19.0853365,17.968008827616174
1676,extrapolation,Acetate,Beijing,train,sample367,19,12.41786636,13.848551197285275
1677,extrapolation,Acetate,Beijing,train,sample502,19,23.61627417,22.528489707918016
1678,extrapolation,Acetate,Beijing,train,sample458,5,36.58682027,28.562596209153824
1679,extrapolation,Acetate,Beijing,train,sample385,25,13.40507666,14.472378049497916
1680,extrapolation,Acetate,Beijing,train,sample459,5,33.14642625,27.73780870687189
1681,extrapolation,Acetate,Beijing,train,sample322,5,20.87640451,18.52192137036768
1682,extrapolation,Acetate,Beijing,train,sample47,2,26.39183115,24.705481362842413
1683,extrapolation,Acetate,Beijing,train,sample112,25,8.043746032,10.390559223877922
1684,extrapolation,Acetate,Beijing,train,sample82,13,8.847588219,12.695083889352775
1685,extrapolation,Acetate,Beijing,train,sample336,8,26.51985873,22.471726147930585
1686,extrapolation,Acetate,Beijing,train,sample473,8,13.65093667,17.065538486211636
1687,extrapolation,Acetate,Beijing,train,sample517,25,20.395614899999998,21.922100746624764
1688,extrapolation,Acetate,Beijing,train,sample354,13,9.770949957000001,12.500220859993444
1689,extrapolation,Acetate,Beijing,train,sample126,31,10.42483248,12.092815048011264
1690,extrapolation,Acetate,Beijing,train,sample351,13,16.1720715,15.945926723434365
1691,extrapolation,Acetate,Beijing,train,sample292,1,13.41376931,15.083407703339208
1692,extrapolation,Acetate,Beijing,train,sample441,3,19.31010122,19.559377397380874
1693,extrapolation,Acetate,Beijing,train,sample518,25,28.13967236,25.11503256271383
1694,extrapolation,Acetate,Beijing,train,sample84,13,9.274994238,12.897639015304161
1695,extrapolation,Acetate,Beijing,train,sample76,10,33.06675175,27.75246148870804
1696,extrapolation,Acetate,Beijing,train,sample97,19,14.34710811,13.818622182063443
1697,extrapolation,Acetate,Beijing,train,sample519,25,21.66765592,21.85263625803264
1698,extrapolation,Acetate,Beijing,train,sample532,31,12.0489757,16.188354498416345
1699,extrapolation,Acetate,Beijing,train,sample96,19,11.23065592,12.05175241428012
1700,extrapolation,Acetate,Beijing,train,sample65,5,19.02693735,18.646375592450706
1701,extrapolation,Acetate,Beijing,train,sample487,13,14.65566869,17.328744138852734
1702,extrapolation,Acetate,Beijing,train,sample370,19,10.17972657,12.432519415957298
1703,extrapolation,Acetate,Beijing,train,sample396,31,9.717617225,12.406310840595824
1704,extrapolation,Acetate,Beijing,train,sample366,19,10.19284449,13.15134629296572
1705,extrapolation,Acetate,Beijing,train,sample62,5,28.31904884,25.457624700451913
1706,extrapolation,Acetate,Beijing,train,sample399,31,13.68356052,14.74551351882489
1707,extrapolation,Acetate,Beijing,test,sample187,5,19.99590757,19.336202569229847
1708,extrapolation,Acetate,Beijing,test,sample232,19,12.61188283,19.40024917848213
1709,extrapolation,Acetate,Beijing,test,sample216,13,14.03788356,20.77317609614929
1710,extrapolation,Acetate,Beijing,test,sample264,31,22.83638541,17.925901023982817
1711,extrapolation,Acetate,Beijing,test,sample205,8,16.86592811,18.994761336101536
1712,extrapolation,Acetate,Beijing,test,sample261,31,25.22553886,19.793961824547434
1713,extrapolation,Acetate,Beijing,test,sample158,1,36.22477671,21.473733635320706
1714,extrapolation,Acetate,Beijing,test,sample175,3,18.56934828,17.73522192084521
1715,extrapolation,Acetate,Beijing,test,sample202,8,16.02339091,19.819171772214496
1716,extrapolation,Acetate,Beijing,test,sample235,19,10.87206938,19.95580356155744
1717,extrapolation,Acetate,Beijing,test,sample189,5,19.45946,19.94571871226065
1718,extrapolation,Acetate,Beijing,test,sample201,8,10.35320702,18.948155308360324
1719,extrapolation,Acetate,Beijing,test,sample265,31,11.09942031,19.523288500519254
1720,extrapolation,Acetate,Beijing,test,sample262,31,13.88256768,18.95061711129602
1721,extrapolation,Acetate,Beijing,test,sample219,13,19.24264988,18.462674213801755
1722,extrapolation,Acetate,Beijing,test,sample263,31,20.04828756,18.590058653855998
1723,extrapolation,Acetate,Beijing,test,sample231,19,18.51233557,20.94543025807647
1724,extrapolation,Acetate,Beijing,test,sample220,13,16.04894579,18.375987565101546
1725,extrapolation,Acetate,Beijing,test,sample233,19,21.57232377,20.83120088809772
1726,extrapolation,Acetate,Beijing,test,sample186,5,16.24623832,19.34122480157285
1727,extrapolation,Acetate,Beijing,test,sample156,1,14.94481013,19.088274317772303
1728,extrapolation,Acetate,Beijing,test,sample190,5,17.0320859,18.20900522548068
1729,extrapolation,Acetate,Beijing,test,sample203,8,17.18006479,16.839527445379442
1730,extrapolation,Acetate,Beijing,test,sample234,19,15.65832907,20.52180316370206
1731,extrapolation,Acetate,Beijing,test,sample250,25,14.63773858,18.66352403695864
1732,extrapolation,Acetate,Beijing,test,sample247,25,14.32081293,18.464345785423596
1733,extrapolation,Acetate,Beijing,test,sample246,25,13.95237315,17.374147229609267
1734,extrapolation,Acetate,Beijing,test,sample173,3,39.04876247,17.480808906575085
1735,extrapolation,Acetate,Beijing,test,sample217,13,24.02425479,18.897076675005074
1736,extrapolation,Acetate,Beijing,test,sample218,13,17.07292161,17.433942491243027
1737,extrapolation,Acetate,Beijing,test,sample188,5,9.663097181,16.62235668404194
1738,extrapolation,Acetate,Beijing,test,sample172,3,10.49036403,17.723586899883724
1739,extrapolation,Acetate,Beijing,test,sample171,3,32.23625077,17.326705546757786
1740,extrapolation,Acetate,Beijing,test,sample248,25,14.55195495,20.936251189886896
1741,extrapolation,Acetate,Beijing,test,sample157,1,21.18045108,18.166181768457918
1742,extrapolation,Propionate,Beijing,train,sample428,1,11.32020113,10.762611658598246
1743,extrapolation,Propionate,Beijing,train,sample533,31,10.47271533,9.859360314347493
1744,extrapolation,Propionate,Beijing,train,sample504,19,12.41079812,11.380283734299985
1745,extrapolation,Propionate,Beijing,train,sample113,25,6.800795945,6.324606685934142
1746,extrapolation,Propionate,Beijing,train,sample306,3,4.979156292,7.265382705417805
1747,extrapolation,Propionate,Beijing,train,sample307,3,11.28694315,11.07785491754131
1748,extrapolation,Propionate,Beijing,train,sample114,25,5.297691781,5.748411898974895
1749,extrapolation,Propionate,Beijing,train,sample384,25,10.05269934,10.455375058150247
1750,extrapolation,Propionate,Beijing,train,sample442,3,12.10326896,11.59164200760802
1751,extrapolation,Propionate,Beijing,train,sample444,3,9.452757458999999,10.100037952327112
1752,extrapolation,Propionate,Beijing,train,sample129,31,6.482332732000001,7.012432389127736
1753,extrapolation,Propionate,Beijing,train,sample382,25,10.69727035,10.626067388236608
1754,extrapolation,Propionate,Beijing,train,sample111,25,5.926474708,6.036981657903289
1755,extrapolation,Propionate,Beijing,train,sample501,19,9.899830548999999,10.156194985528373
1756,extrapolation,Propionate,Beijing,train,sample100,19,4.2758349319999995,4.924141039517627
1757,extrapolation,Propionate,Beijing,train,sample83,13,2.38945333,3.437185518755685
1758,extrapolation,Propionate,Beijing,train,sample50,2,3.9810160210000003,4.280589442213649
1759,extrapolation,Propionate,Beijing,train,sample534,31,6.710636025,7.975418042072489
1760,extrapolation,Propionate,Beijing,train,sample49,2,4.960590863,4.763111562279016
1761,extrapolation,Propionate,Beijing,train,sample474,8,13.58906127,11.69068670506324
1762,extrapolation,Propionate,Beijing,train,sample340,8,11.3963742,11.334284030598045
1763,extrapolation,Propionate,Beijing,train,sample295,1,7.191261307,8.67418004467034
1764,extrapolation,Propionate,Beijing,train,sample397,31,14.24935595,12.093968217497546
1765,extrapolation,Propionate,Beijing,train,sample489,13,9.756489493,10.061274720817318
1766,extrapolation,Propionate,Beijing,train,sample355,13,14.18702087,12.832366805789592
1767,extrapolation,Propionate,Beijing,train,sample456,5,12.74169033,12.295068218364872
1768,extrapolation,Propionate,Beijing,train,sample46,2,4.4261435339999995,4.9004742352997095
1769,extrapolation,Propionate,Beijing,train,sample77,10,3.481710617,3.8739538032649725
1770,extrapolation,Propionate,Beijing,train,sample486,13,7.188242101,8.833429420777593
1771,extrapolation,Propionate,Beijing,train,sample294,1,6.645397076,8.272590507250834
1772,extrapolation,Propionate,Beijing,train,sample48,2,3.568486283,4.075043089602092
1773,extrapolation,Propionate,Beijing,train,sample130,31,9.221088311,8.294037786072854
1774,extrapolation,Propionate,Beijing,train,sample85,13,4.175590207,4.065100552446918
1775,extrapolation,Propionate,Beijing,train,sample115,25,6.220653513999999,6.234941536601121
1776,extrapolation,Propionate,Beijing,train,sample443,3,14.44353333,12.681522072846734
1777,extrapolation,Propionate,Beijing,train,sample78,10,3.202422691,3.6786717051939726
1778,extrapolation,Propionate,Beijing,train,sample400,31,10.39543629,10.589016146048298
1779,extrapolation,Propionate,Beijing,train,sample429,1,9.273233932,9.703855705752655
1780,extrapolation,Propionate,Beijing,train,sample325,5,10.65308729,10.839241433644524
1781,extrapolation,Propionate,Beijing,train,sample531,31,9.297623941,9.006885083387838
1782,extrapolation,Propionate,Beijing,train,sample503,19,6.89928877,8.526469399634157
1783,extrapolation,Propionate,Beijing,train,sample79,10,5.109085136,4.55210052873727
1784,extrapolation,Propionate,Beijing,train,sample99,19,5.753650639,5.8420051175524375
1785,extrapolation,Propionate,Beijing,train,sample381,25,8.377137787999999,9.435102627964659
1786,extrapolation,Propionate,Beijing,train,sample337,8,14.175472199999998,12.622899547629562
1787,extrapolation,Propionate,Beijing,train,sample457,5,12.56070852,11.607756804679015
1788,extrapolation,Propionate,Beijing,train,sample310,3,13.3176326,12.020717877747904
1789,extrapolation,Propionate,Beijing,train,sample352,13,13.89801739,12.540429344268809
1790,extrapolation,Propionate,Beijing,train,sample128,31,5.995238895,6.984394259520254
1791,extrapolation,Propionate,Beijing,train,sample63,5,4.10477808,4.14740365927491
1792,extrapolation,Propionate,Beijing,train,sample426,1,5.44007522,7.753350806916894
1793,extrapolation,Propionate,Beijing,train,sample64,5,3.403768313,3.766794795965002
1794,extrapolation,Propionate,Beijing,train,sample321,5,7.201676311,8.54437840628868
1795,extrapolation,Propionate,Beijing,train,sample81,13,3.0817956860000004,3.517459534986561
1796,extrapolation,Propionate,Beijing,train,sample324,5,12.74649643,10.84740488062693
1797,extrapolation,Propionate,Beijing,train,sample61,5,2.760612661,3.717761486407457
1798,extrapolation,Propionate,Beijing,train,sample309,3,15.53835448,12.824747904818137
1799,extrapolation,Propionate,Beijing,train,sample339,8,19.054494100000003,15.336219991946736
1800,extrapolation,Propionate,Beijing,train,sample80,10,2.781224608,3.370033089535376
1801,extrapolation,Propionate,Beijing,train,sample369,19,13.22348366,11.924771827079352
1802,extrapolation,Propionate,Beijing,train,sample427,1,10.12097794,10.300745220006496
1803,extrapolation,Propionate,Beijing,train,sample472,8,11.84426316,11.023012192441886
1804,extrapolation,Propionate,Beijing,train,sample98,19,5.439708323,5.6194892550625895
1805,extrapolation,Propionate,Beijing,train,sample488,13,6.325930528,8.64034691093889
1806,extrapolation,Propionate,Beijing,train,sample127,31,10.14110892,8.85023473249301
1807,extrapolation,Propionate,Beijing,train,sample516,25,8.08080092,8.424723060198021
1808,extrapolation,Propionate,Beijing,train,sample471,8,10.5847222,10.410369789963452
1809,extrapolation,Propionate,Beijing,train,sample291,1,13.59646272,11.390875994619886
1810,extrapolation,Propionate,Beijing,train,sample367,19,9.859726967,10.491464192625026
1811,extrapolation,Propionate,Beijing,train,sample502,19,7.85825038,9.131325800571286
1812,extrapolation,Propionate,Beijing,train,sample458,5,19.44630079,15.345817249316196
1813,extrapolation,Propionate,Beijing,train,sample385,25,12.97392586,11.627495769689071
1814,extrapolation,Propionate,Beijing,train,sample459,5,9.705095735,10.28820499403731
1815,extrapolation,Propionate,Beijing,train,sample322,5,17.49403869,13.852557454630178
1816,extrapolation,Propionate,Beijing,train,sample47,2,5.168721181,4.935616971929706
1817,extrapolation,Propionate,Beijing,train,sample112,25,5.781749636,6.177230920069922
1818,extrapolation,Propionate,Beijing,train,sample82,13,2.03424602,3.1634419012945116
1819,extrapolation,Propionate,Beijing,train,sample336,8,11.54114478,10.75088203902777
1820,extrapolation,Propionate,Beijing,train,sample473,8,13.32406619,11.761975513497731
1821,extrapolation,Propionate,Beijing,train,sample517,25,7.3833774089999995,8.313939474726931
1822,extrapolation,Propionate,Beijing,train,sample354,13,11.434249699999999,11.776631697675501
1823,extrapolation,Propionate,Beijing,train,sample126,31,5.334726666,5.999467508025091
1824,extrapolation,Propionate,Beijing,train,sample351,13,7.539054501,8.798595854712246
1825,extrapolation,Propionate,Beijing,train,sample292,1,8.210203866,8.921922201646295
1826,extrapolation,Propionate,Beijing,train,sample441,3,13.40486497,12.296971398085581
1827,extrapolation,Propionate,Beijing,train,sample518,25,15.06611265,12.275528111230361
1828,extrapolation,Propionate,Beijing,train,sample84,13,2.999379171,3.4175467681673615
1829,extrapolation,Propionate,Beijing,train,sample76,10,4.092687885,4.117312945998005
1830,extrapolation,Propionate,Beijing,train,sample97,19,4.21171397,4.688642069911292
1831,extrapolation,Propionate,Beijing,train,sample519,25,8.363230227999999,9.07869311410641
1832,extrapolation,Propionate,Beijing,train,sample532,31,5.466427027999999,7.451104675631837
1833,extrapolation,Propionate,Beijing,train,sample96,19,6.10082275,5.862344478025127
1834,extrapolation,Propionate,Beijing,train,sample65,5,3.011916377,3.440487847954969
1835,extrapolation,Propionate,Beijing,train,sample487,13,8.322028291,9.261335820025828
1836,extrapolation,Propionate,Beijing,train,sample370,19,8.709362744,10.065887590724657
1837,extrapolation,Propionate,Beijing,train,sample396,31,4.138683807,7.091477936382997
1838,extrapolation,Propionate,Beijing,train,sample366,19,4.851197165,7.3464851727778075
1839,extrapolation,Propionate,Beijing,train,sample62,5,5.319100766,4.726664537931516
1840,extrapolation,Propionate,Beijing,train,sample399,31,8.571567346,9.893299344711838
1841,extrapolation,Propionate,Beijing,test,sample187,5,9.083936648,9.163493683124345
1842,extrapolation,Propionate,Beijing,test,sample232,19,5.143903656,9.486748715410004
1843,extrapolation,Propionate,Beijing,test,sample216,13,7.152088527999999,9.429487485731334
1844,extrapolation,Propionate,Beijing,test,sample264,31,5.617318711,9.550944324623103
1845,extrapolation,Propionate,Beijing,test,sample205,8,13.18752654,9.439709342955117
1846,extrapolation,Propionate,Beijing,test,sample261,31,4.8534398560000005,9.327107970216392
1847,extrapolation,Propionate,Beijing,test,sample158,1,20.06945996,8.964535128050592
1848,extrapolation,Propionate,Beijing,test,sample175,3,9.241505341,9.487282274115824
1849,extrapolation,Propionate,Beijing,test,sample202,8,9.094751511,9.108861706108549
1850,extrapolation,Propionate,Beijing,test,sample235,19,5.668429405,9.508654922401117
1851,extrapolation,Propionate,Beijing,test,sample189,5,9.006324441,9.695269223915963
1852,extrapolation,Propionate,Beijing,test,sample201,8,8.660390474,9.610099386119025
1853,extrapolation,Propionate,Beijing,test,sample265,31,6.387468704,9.651861563169273
1854,extrapolation,Propionate,Beijing,test,sample262,31,5.148518139,9.225132063500496
1855,extrapolation,Propionate,Beijing,test,sample219,13,8.009767614,9.71242500495987
1856,extrapolation,Propionate,Beijing,test,sample263,31,8.284436134,9.402673363187638
1857,extrapolation,Propionate,Beijing,test,sample231,19,5.540548278999999,9.13850928710771
1858,extrapolation,Propionate,Beijing,test,sample220,13,7.434375222000001,9.502422088191235
1859,extrapolation,Propionate,Beijing,test,sample233,19,9.486621697,9.114302042985083
1860,extrapolation,Propionate,Beijing,test,sample186,5,9.737915792999999,9.505793940105532
1861,extrapolation,Propionate,Beijing,test,sample156,1,11.38480337,8.958793365056527
1862,extrapolation,Propionate,Beijing,test,sample190,5,12.78773871,9.608928218369657
1863,extrapolation,Propionate,Beijing,test,sample203,8,7.639116865,9.130540992467335
1864,extrapolation,Propionate,Beijing,test,sample234,19,10.1960036,9.427302874521677
1865,extrapolation,Propionate,Beijing,test,sample250,25,5.700256671,9.000196189203681
1866,extrapolation,Propionate,Beijing,test,sample247,25,4.949561599999999,9.141920201266181
1867,extrapolation,Propionate,Beijing,test,sample246,25,4.730903197,9.20981852007932
1868,extrapolation,Propionate,Beijing,test,sample173,3,16.89272701,8.967823197311716
1869,extrapolation,Propionate,Beijing,test,sample217,13,9.041563615,9.277928126050899
1870,extrapolation,Propionate,Beijing,test,sample218,13,9.123327973,8.980530457104988
1871,extrapolation,Propionate,Beijing,test,sample188,5,5.279243848999999,9.189772231255878
1872,extrapolation,Propionate,Beijing,test,sample172,3,8.574914641,9.410522810184986
1873,extrapolation,Propionate,Beijing,test,sample171,3,15.70081177,9.535066948230856
1874,extrapolation,Propionate,Beijing,test,sample248,25,4.720261389,9.073296104805529
1875,extrapolation,Propionate,Beijing,test,sample157,1,13.78954601,9.36873969007455
1876,extrapolation,Butyrate,Beijing,train,sample428,1,6.381625597999999,6.728404508056574
1877,extrapolation,Butyrate,Beijing,train,sample533,31,4.825314218,5.648687650942152
1878,extrapolation,Butyrate,Beijing,train,sample504,19,9.122761807,8.821583988481985
1879,extrapolation,Butyrate,Beijing,train,sample113,25,4.202928182,4.248370599402113
1880,extrapolation,Butyrate,Beijing,train,sample306,3,9.072705386,7.863045402456914
1881,extrapolation,Butyrate,Beijing,train,sample307,3,7.471534094,7.045179434952474
1882,extrapolation,Butyrate,Beijing,train,sample114,25,2.063559773,3.071259053154036
1883,extrapolation,Butyrate,Beijing,train,sample384,25,3.3519746180000003,4.496653513703996
1884,extrapolation,Butyrate,Beijing,train,sample442,3,8.757371269,8.329104418858167
1885,extrapolation,Butyrate,Beijing,train,sample444,3,10.06369716,9.400309726670985
1886,extrapolation,Butyrate,Beijing,train,sample129,31,5.894335935,6.289046217639991
1887,extrapolation,Butyrate,Beijing,train,sample382,25,4.2530718169999995,4.976766567297316
1888,extrapolation,Butyrate,Beijing,train,sample111,25,3.442438075,3.6593840826982116
1889,extrapolation,Butyrate,Beijing,train,sample501,19,8.836375157,8.384651014086888
1890,extrapolation,Butyrate,Beijing,train,sample100,19,2.590949642,3.1164893535747407
1891,extrapolation,Butyrate,Beijing,train,sample83,13,8.886857487999999,8.32183237884858
1892,extrapolation,Butyrate,Beijing,train,sample50,2,10.2554727,10.640637549955343
1893,extrapolation,Butyrate,Beijing,train,sample534,31,5.0348242789999995,5.416484357429491
1894,extrapolation,Butyrate,Beijing,train,sample49,2,15.7306684,13.90065669724073
1895,extrapolation,Butyrate,Beijing,train,sample474,8,7.849190696,7.889624286871001
1896,extrapolation,Butyrate,Beijing,train,sample340,8,4.310137671000001,5.731028229248135
1897,extrapolation,Butyrate,Beijing,train,sample295,1,5.000743485,5.501772778162128
