,PerturbationType,SCFA,Permutation,PredictionType,SampleID,Day,ObservedValue,PredictedValue
759,intrapolation,Butyrate,B,train,sample158,1,7.334946233999999,7.038281126740187
760,intrapolation,Butyrate,B,train,sample175,3,6.1290342120000005,5.690000724063646
761,intrapolation,Butyrate,B,train,sample292,1,5.0869365680000005,5.4573832494275205
762,intrapolation,Butyrate,B,train,sample441,3,7.43860397,7.531094098238673
763,intrapolation,Butyrate,B,train,sample518,25,3.0260493760000005,4.0969183570454835
764,intrapolation,Butyrate,B,train,sample84,13,9.193841629,9.78782181041192
765,intrapolation,Butyrate,B,train,sample76,10,12.48291975,11.351485223437386
766,intrapolation,Butyrate,B,train,sample519,25,6.008957879,5.58430917205755
767,intrapolation,Butyrate,B,train,sample96,19,2.774925085,3.0405996329866625
768,intrapolation,Butyrate,B,train,sample65,5,12.77633172,12.262749718930582
769,intrapolation,Butyrate,B,train,sample370,19,4.140132486000001,4.569463267040445
770,intrapolation,Butyrate,B,train,sample250,25,3.6766434610000003,3.7185509548851985
771,intrapolation,Butyrate,B,train,sample246,25,2.049320986,2.920879613082618
772,intrapolation,Butyrate,B,train,sample399,31,5.591016242999999,5.86817049315911
773,intrapolation,Butyrate,B,test,sample47,2,14.75298909,11.966619912286763
774,intrapolation,Butyrate,B,test,sample321,5,3.651177961,8.077927821730576
775,intrapolation,Butyrate,B,test,sample112,25,2.392897908,3.9863773419103583
776,intrapolation,Butyrate,B,test,sample187,5,6.645948359,4.975302245118064
777,intrapolation,Butyrate,B,test,sample82,13,1.147162395,8.197099775779336
778,intrapolation,Butyrate,B,test,sample232,19,3.225958432,4.175872575425226
779,intrapolation,Butyrate,B,test,sample306,3,9.072705386,8.044253889799391
780,intrapolation,Butyrate,B,test,sample336,8,8.254032018,8.637238343672857
781,intrapolation,Butyrate,B,test,sample517,25,3.7082071030000003,6.115490684635135
782,intrapolation,Butyrate,B,test,sample77,10,8.528681717000001,10.665989533149203
783,intrapolation,Butyrate,B,test,sample442,3,8.757371269,7.753700509869166
784,intrapolation,Butyrate,B,test,sample351,13,6.048502127999999,8.117448562033278
785,intrapolation,Butyrate,B,test,sample202,8,4.349549936,4.188655479276932
786,intrapolation,Butyrate,B,test,sample262,31,2.990095232,4.340906009176095
787,intrapolation,Butyrate,B,test,sample97,19,2.860408028,3.55554957001683
788,intrapolation,Butyrate,B,test,sample532,31,3.5218891439999997,7.66756544653386
789,intrapolation,Butyrate,B,test,sample427,1,4.54582236,6.331217538106177
790,intrapolation,Butyrate,B,test,sample472,8,8.692123197,6.905298253345214
791,intrapolation,Butyrate,B,test,sample381,25,9.514843246,6.101303494924432
792,intrapolation,Butyrate,B,test,sample487,13,6.897163442999999,9.269859618442558
793,intrapolation,Butyrate,B,test,sample396,31,3.838208345,5.849958124700605
794,intrapolation,Butyrate,B,test,sample127,31,8.024905581,4.438959958868776
795,intrapolation,Butyrate,B,test,sample247,25,2.214316072,3.671351380315119
796,intrapolation,Butyrate,B,test,sample457,5,8.272462781,9.580587633118409
797,intrapolation,Butyrate,B,test,sample291,1,7.749983969,7.84861512409304
798,intrapolation,Butyrate,B,test,sample217,13,8.44747269,3.8567787832360705
799,intrapolation,Butyrate,B,test,sample502,19,4.642135898,8.14284945577925
800,intrapolation,Butyrate,B,test,sample172,3,3.714451542,4.816580561103244
801,intrapolation,Butyrate,B,test,sample366,19,5.163191599,8.029910747531051
802,intrapolation,Butyrate,B,test,sample62,5,16.01997062,11.237065165014927
803,intrapolation,Butyrate,B,test,sample157,1,5.047879588,6.2002447540499315
804,intrapolation,Acetate,C,train,sample504,19,20.94268574,22.120393939657056
805,intrapolation,Acetate,C,train,sample113,25,8.892579697,10.088954988659241
806,intrapolation,Acetate,C,train,sample232,19,12.61188283,15.58593247973024
807,intrapolation,Acetate,C,train,sample307,3,19.63605011,18.68705670977314
808,intrapolation,Acetate,C,train,sample306,3,8.261241245,12.8686642461584
809,intrapolation,Acetate,C,train,sample261,31,25.22553886,21.80251520216394
810,intrapolation,Acetate,C,train,sample442,3,16.81866277,19.304386504680398
811,intrapolation,Acetate,C,train,sample444,3,18.8995687,19.25696524920925
812,intrapolation,Acetate,C,train,sample382,25,14.67468484,14.872496992001247
813,intrapolation,Acetate,C,train,sample189,5,19.45946,18.636200039148445
814,intrapolation,Acetate,C,train,sample201,8,10.35320702,13.973193890893743
815,intrapolation,Acetate,C,train,sample263,31,20.04828756,19.605573162617482
816,intrapolation,Acetate,C,train,sample111,25,9.462275293,10.731049930438225
817,intrapolation,Acetate,C,train,sample233,19,21.57232377,19.479143258624504
818,intrapolation,Acetate,C,train,sample501,19,22.76782085,21.85609946602485
819,intrapolation,Acetate,C,train,sample100,19,11.96629649,11.9172067570135
820,intrapolation,Acetate,C,train,sample83,13,8.158937509,12.15615491185879
821,intrapolation,Acetate,C,train,sample203,8,17.18006479,16.45045741821837
822,intrapolation,Acetate,C,train,sample234,19,15.65832907,17.44639188858246
823,intrapolation,Acetate,C,train,sample50,2,19.72580406,19.599308701429187
824,intrapolation,Acetate,C,train,sample534,31,16.09628442,18.008049248991583
825,intrapolation,Acetate,C,train,sample474,8,24.88397714,22.88244272043494
826,intrapolation,Acetate,C,train,sample340,8,15.30084467,18.114470404681654
827,intrapolation,Acetate,C,train,sample173,3,39.04876247,25.481218915902645
828,intrapolation,Acetate,C,train,sample217,13,24.02425479,19.909165039754427
829,intrapolation,Acetate,C,train,sample188,5,9.663097181,14.139754782342642
830,intrapolation,Acetate,C,train,sample295,1,13.62001579,15.235445392171107
831,intrapolation,Acetate,C,train,sample171,3,32.23625077,23.33521208810247
832,intrapolation,Acetate,C,train,sample248,25,14.55195495,17.089434577944136
833,intrapolation,Acetate,C,train,sample397,31,16.69140833,15.836910504112991
834,intrapolation,Acetate,C,train,sample489,13,28.78480452,25.03848494714327
835,intrapolation,Acetate,C,train,sample355,13,15.27822304,14.941297161377648
836,intrapolation,Acetate,C,train,sample187,5,19.99590757,18.71852562871244
837,intrapolation,Acetate,C,train,sample216,13,14.03788356,16.24509904787815
838,intrapolation,Acetate,C,train,sample456,5,21.07515725,21.66201145073709
839,intrapolation,Acetate,C,train,sample46,2,22.54448084,23.483769324402438
840,intrapolation,Acetate,C,train,sample77,10,20.82558616,21.835637956872056
841,intrapolation,Acetate,C,train,sample486,13,16.85150231,19.37108483230916
842,intrapolation,Acetate,C,train,sample48,2,19.14983255,20.34349112738408
843,intrapolation,Acetate,C,train,sample130,31,20.42398697,17.758325725881118
844,intrapolation,Acetate,C,train,sample85,13,11.69306023,13.219672024938312
845,intrapolation,Acetate,C,train,sample115,25,8.540466251,9.873306124115407
846,intrapolation,Acetate,C,train,sample78,10,10.60016025,12.787264350260068
847,intrapolation,Acetate,C,train,sample400,31,13.71700614,14.982392244770727
848,intrapolation,Acetate,C,train,sample429,1,16.72714724,19.191322509960024
849,intrapolation,Acetate,C,train,sample325,5,26.87123811,23.606846054879824
850,intrapolation,Acetate,C,train,sample531,31,26.72767261,24.13432764237595
851,intrapolation,Acetate,C,train,sample156,1,14.94481013,17.86288132459704
852,intrapolation,Acetate,C,train,sample186,5,16.24623832,16.550555105767994
853,intrapolation,Acetate,C,train,sample381,25,25.93236886,20.280137634722614
854,intrapolation,Acetate,C,train,sample337,8,18.10666769,15.83873192760442
855,intrapolation,Acetate,C,train,sample457,5,22.8096488,22.861002369204915
856,intrapolation,Acetate,C,train,sample310,3,18.55502879,17.300678820020607
857,intrapolation,Acetate,C,train,sample218,13,17.07292161,16.56556198298917
858,intrapolation,Acetate,C,train,sample352,13,12.28428421,13.898023034894265
859,intrapolation,Acetate,C,train,sample128,31,8.120739373,11.948119510416644
860,intrapolation,Acetate,C,train,sample63,5,17.7367014,19.743891784266136
861,intrapolation,Acetate,C,train,sample426,1,8.228369377,13.790765726439123
862,intrapolation,Acetate,C,train,sample321,5,10.13818134,13.492748500290837
863,intrapolation,Acetate,C,train,sample81,13,8.742147761,12.310675003257254
864,intrapolation,Acetate,C,train,sample264,31,22.83638541,19.647355541519868
865,intrapolation,Acetate,C,train,sample61,5,34.21815823,26.150938941879584
866,intrapolation,Acetate,C,train,sample80,10,21.94218769,20.701644706096857
867,intrapolation,Acetate,C,train,sample219,13,19.24264988,18.390761814583282
868,intrapolation,Acetate,C,train,sample231,19,18.51233557,18.278618805654823
869,intrapolation,Acetate,C,train,sample427,1,11.41002514,13.997740496571492
870,intrapolation,Acetate,C,train,sample472,8,12.14457736,15.340532804856903
871,intrapolation,Acetate,C,train,sample98,19,13.51020888,13.659255330775459
872,intrapolation,Acetate,C,train,sample127,31,19.74850845,17.504891150830648
873,intrapolation,Acetate,C,train,sample516,25,25.73044846,24.65849767772345
874,intrapolation,Acetate,C,train,sample471,8,24.67491995,22.643580494753834
875,intrapolation,Acetate,C,train,sample291,1,19.0853365,17.421815879582645
876,intrapolation,Acetate,C,train,sample367,19,12.41786636,14.403364502259791
877,intrapolation,Acetate,C,train,sample502,19,23.61627417,22.01170425306519
878,intrapolation,Acetate,C,train,sample385,25,13.40507666,14.7326848402475
879,intrapolation,Acetate,C,train,sample157,1,21.18045108,20.756113893282315
880,intrapolation,Acetate,C,train,sample459,5,33.14642625,25.832711589432993
881,intrapolation,Acetate,C,train,sample322,5,20.87640451,18.045396337282334
882,intrapolation,Acetate,C,train,sample47,2,26.39183115,24.18363607747885
883,intrapolation,Acetate,C,train,sample112,25,8.043746032,11.674159544607909
884,intrapolation,Acetate,C,train,sample82,13,8.847588219,13.6987301644607
885,intrapolation,Acetate,C,train,sample336,8,26.51985873,22.406746097402028
886,intrapolation,Acetate,C,train,sample517,25,20.395614899999998,23.295940570807833
887,intrapolation,Acetate,C,train,sample126,31,10.42483248,11.01205763048099
888,intrapolation,Acetate,C,train,sample351,13,16.1720715,16.16193510644301
889,intrapolation,Acetate,C,train,sample158,1,36.22477671,26.8568785933565
890,intrapolation,Acetate,C,train,sample202,8,16.02339091,16.50302917077516
891,intrapolation,Acetate,C,train,sample292,1,13.41376931,15.492356987339111
892,intrapolation,Acetate,C,train,sample262,31,13.88256768,16.222886201602062
893,intrapolation,Acetate,C,train,sample441,3,19.31010122,19.203515731851468
894,intrapolation,Acetate,C,train,sample76,10,33.06675175,26.00132387323861
895,intrapolation,Acetate,C,train,sample97,19,14.34710811,13.522633352930914
896,intrapolation,Acetate,C,train,sample519,25,21.66765592,21.743597961040614
897,intrapolation,Acetate,C,train,sample532,31,12.0489757,16.419617910248242
898,intrapolation,Acetate,C,train,sample96,19,11.23065592,12.248952312434994
899,intrapolation,Acetate,C,train,sample65,5,19.02693735,19.771067417109084
900,intrapolation,Acetate,C,train,sample487,13,14.65566869,18.02521783088232
901,intrapolation,Acetate,C,train,sample370,19,10.17972657,12.525530871361463
902,intrapolation,Acetate,C,train,sample396,31,9.717617225,12.590002166951301
903,intrapolation,Acetate,C,train,sample247,25,14.32081293,15.37289151002177
904,intrapolation,Acetate,C,train,sample246,25,13.95237315,15.535188748550583
905,intrapolation,Acetate,C,train,sample172,3,10.49036403,14.788969757821942
906,intrapolation,Acetate,C,train,sample366,19,10.19284449,13.461359396586314
907,intrapolation,Acetate,C,train,sample62,5,28.31904884,25.02303208329017
908,intrapolation,Acetate,C,test,sample428,1,17.811333800000003,20.028531673282092
909,intrapolation,Acetate,C,test,sample64,5,15.46261501,17.510647916820073
910,intrapolation,Acetate,C,test,sample533,31,20.08448772,17.469867100855858
911,intrapolation,Acetate,C,test,sample473,8,13.65093667,19.820405789736153
912,intrapolation,Acetate,C,test,sample324,5,10.32813501,15.930895915184333
913,intrapolation,Acetate,C,test,sample205,8,16.86592811,17.42689779541577
914,intrapolation,Acetate,C,test,sample114,25,7.618579932,14.430324133424596
915,intrapolation,Acetate,C,test,sample384,25,9.721254351,15.959500142036283
916,intrapolation,Acetate,C,test,sample354,13,9.770949957000001,15.05739185524043
917,intrapolation,Acetate,C,test,sample309,3,15.74001749,13.769399961080001
918,intrapolation,Acetate,C,test,sample129,31,17.35060173,19.009658450830308
919,intrapolation,Acetate,C,test,sample294,1,10.42595445,16.040523305483568
920,intrapolation,Acetate,C,test,sample339,8,23.14334656,14.24948529827506
921,intrapolation,Acetate,C,test,sample175,3,18.56934828,16.405623596430054
922,intrapolation,Acetate,C,test,sample235,19,10.87206938,16.02028001553282
923,intrapolation,Acetate,C,test,sample265,31,11.09942031,18.107802019855225
924,intrapolation,Acetate,C,test,sample369,19,20.16950965,15.437660630258843
925,intrapolation,Acetate,C,test,sample443,3,28.75503596,22.216946300540407
926,intrapolation,Acetate,C,test,sample518,25,28.13967236,20.86197980045007
927,intrapolation,Acetate,C,test,sample84,13,9.274994238,17.0208715420769
928,intrapolation,Acetate,C,test,sample220,13,16.04894579,16.603594713326125
929,intrapolation,Acetate,C,test,sample503,19,22.54397974,21.94777640552338
930,intrapolation,Acetate,C,test,sample79,10,33.25644024,22.22917739625978
931,intrapolation,Acetate,C,test,sample99,19,14.54726157,15.085542198374869
932,intrapolation,Acetate,C,test,sample190,5,17.0320859,16.86455979848795
933,intrapolation,Acetate,C,test,sample488,13,14.790116399999999,19.246970259439998
934,intrapolation,Acetate,C,test,sample49,2,24.84679066,20.430700949285335
935,intrapolation,Acetate,C,test,sample250,25,14.63773858,17.241992312090044
936,intrapolation,Acetate,C,test,sample458,5,36.58682027,21.771688021902733
937,intrapolation,Acetate,C,test,sample399,31,13.68356052,16.53038653457405
938,intrapolation,Propionate,C,train,sample504,19,12.41079812,11.113261333095958
939,intrapolation,Propionate,C,train,sample113,25,6.800795945,6.389742197087552
940,intrapolation,Propionate,C,train,sample232,19,5.143903656,6.077271273295515
941,intrapolation,Propionate,C,train,sample307,3,11.28694315,10.904304351819162
942,intrapolation,Propionate,C,train,sample306,3,4.979156292,6.843878843445962
943,intrapolation,Propionate,C,train,sample261,31,4.8534398560000005,5.750141862642656
944,intrapolation,Propionate,C,train,sample442,3,12.10326896,11.62500692826636
945,intrapolation,Propionate,C,train,sample444,3,9.452757458999999,9.907716050618761
946,intrapolation,Propionate,C,train,sample382,25,10.69727035,10.689083840725338
947,intrapolation,Propionate,C,train,sample189,5,9.006324441,8.957620334764243
948,intrapolation,Propionate,C,train,sample201,8,8.660390474,8.762785899891725
949,intrapolation,Propionate,C,train,sample263,31,8.284436134,8.135221940984113
950,intrapolation,Propionate,C,train,sample111,25,5.926474708,5.826913200476871
951,intrapolation,Propionate,C,train,sample233,19,9.486621697,8.651005144286554
952,intrapolation,Propionate,C,train,sample501,19,9.899830548999999,10.079034880955492
953,intrapolation,Propionate,C,train,sample100,19,4.2758349319999995,4.690301897300002
954,intrapolation,Propionate,C,train,sample83,13,2.38945333,3.0599942672989466
955,intrapolation,Propionate,C,train,sample203,8,7.639116865,8.090982987018666
956,intrapolation,Propionate,C,train,sample234,19,10.1960036,9.30789762639388
957,intrapolation,Propionate,C,train,sample50,2,3.9810160210000003,3.8895918278404706
958,intrapolation,Propionate,C,train,sample534,31,6.710636025,7.554796272622978
959,intrapolation,Propionate,C,train,sample474,8,13.58906127,11.890033420031433
960,intrapolation,Propionate,C,train,sample340,8,11.3963742,11.567315561254667
961,intrapolation,Propionate,C,train,sample173,3,16.89272701,14.12344936304257
962,intrapolation,Propionate,C,train,sample217,13,9.041563615,8.325250105992096
963,intrapolation,Propionate,C,train,sample188,5,5.279243848999999,6.8663901096562165
964,intrapolation,Propionate,C,train,sample295,1,7.191261307,8.325412867240932
965,intrapolation,Propionate,C,train,sample171,3,15.70081177,13.295135148503855
966,intrapolation,Propionate,C,train,sample248,25,4.720261389,6.044080016946643
967,intrapolation,Propionate,C,train,sample397,31,14.24935595,12.636284971858949
968,intrapolation,Propionate,C,train,sample489,13,9.756489493,9.664163783179083
969,intrapolation,Propionate,C,train,sample355,13,14.18702087,13.167676536547745
970,intrapolation,Propionate,C,train,sample187,5,9.083936648,9.008567904968514
971,intrapolation,Propionate,C,train,sample216,13,7.152088527999999,7.841836439351466
972,intrapolation,Propionate,C,train,sample456,5,12.74169033,12.378093478243493
973,intrapolation,Propionate,C,train,sample46,2,4.4261435339999995,4.903922958536541
974,intrapolation,Propionate,C,train,sample77,10,3.481710617,3.709161722735553
975,intrapolation,Propionate,C,train,sample486,13,7.188242101,8.278946143655388
976,intrapolation,Propionate,C,train,sample48,2,3.568486283,3.782200491854563
977,intrapolation,Propionate,C,train,sample130,31,9.221088311,7.674765198111075
978,intrapolation,Propionate,C,train,sample85,13,4.175590207,3.931420429182942
979,intrapolation,Propionate,C,train,sample115,25,6.220653513999999,6.133675816647448
980,intrapolation,Propionate,C,train,sample78,10,3.202422691,3.36686311815291
981,intrapolation,Propionate,C,train,sample400,31,10.39543629,10.991697233419176
982,intrapolation,Propionate,C,train,sample429,1,9.273233932,9.69357412180668
983,intrapolation,Propionate,C,train,sample325,5,10.65308729,10.840727456161128
984,intrapolation,Propionate,C,train,sample531,31,9.297623941,9.072064778530113
985,intrapolation,Propionate,C,train,sample156,1,11.38480337,10.716097909205597
986,intrapolation,Propionate,C,train,sample186,5,9.737915792999999,8.861944918814286
987,intrapolation,Propionate,C,train,sample381,25,8.377137787999999,9.378901172985033
988,intrapolation,Propionate,C,train,sample337,8,14.175472199999998,13.223447792339211
989,intrapolation,Propionate,C,train,sample457,5,12.56070852,11.569337025758005
990,intrapolation,Propionate,C,train,sample310,3,13.3176326,12.360541006403782
991,intrapolation,Propionate,C,train,sample218,13,9.123327973,8.577543002598578
992,intrapolation,Propionate,C,train,sample352,13,13.89801739,13.004458201535424
993,intrapolation,Propionate,C,train,sample128,31,5.995238895,6.904309378208052
994,intrapolation,Propionate,C,train,sample63,5,4.10477808,3.986137768280966
995,intrapolation,Propionate,C,train,sample426,1,5.44007522,7.291662054137933
996,intrapolation,Propionate,C,train,sample321,5,7.201676311,8.111476025904075
997,intrapolation,Propionate,C,train,sample81,13,3.0817956860000004,3.351409602445024
998,intrapolation,Propionate,C,train,sample264,31,5.617318711,6.506700504028991
999,intrapolation,Propionate,C,train,sample61,5,2.760612661,3.3777811060579435
1000,intrapolation,Propionate,C,train,sample80,10,2.781224608,3.058744000861487
1001,intrapolation,Propionate,C,train,sample219,13,8.009767614,8.461629585837363
1002,intrapolation,Propionate,C,train,sample231,19,5.540548278999999,6.297863825931916
1003,intrapolation,Propionate,C,train,sample427,1,10.12097794,10.50568150795409
1004,intrapolation,Propionate,C,train,sample472,8,11.84426316,10.84104196988148
1005,intrapolation,Propionate,C,train,sample98,19,5.439708323,5.266078442035885
1006,intrapolation,Propionate,C,train,sample127,31,10.14110892,8.913468756427815
1007,intrapolation,Propionate,C,train,sample516,25,8.08080092,8.45735644964123
1008,intrapolation,Propionate,C,train,sample471,8,10.5847222,9.923448809510495
1009,intrapolation,Propionate,C,train,sample291,1,13.59646272,11.708975885036557
1010,intrapolation,Propionate,C,train,sample367,19,9.859726967,10.680107685398054
1011,intrapolation,Propionate,C,train,sample502,19,7.85825038,8.688315139287647
1012,intrapolation,Propionate,C,train,sample385,25,12.97392586,12.176212306032241
1013,intrapolation,Propionate,C,train,sample157,1,13.78954601,12.876617078130808
1014,intrapolation,Propionate,C,train,sample459,5,9.705095735,9.925047445339096
1015,intrapolation,Propionate,C,train,sample322,5,17.49403869,15.17025906371292
1016,intrapolation,Propionate,C,train,sample47,2,5.168721181,4.942792898242613
1017,intrapolation,Propionate,C,train,sample112,25,5.781749636,5.852456331152117
1018,intrapolation,Propionate,C,train,sample82,13,2.03424602,2.8238478819169655
1019,intrapolation,Propionate,C,train,sample336,8,11.54114478,10.451259775431923
1020,intrapolation,Propionate,C,train,sample517,25,7.3833774089999995,7.695597656370928
1021,intrapolation,Propionate,C,train,sample126,31,5.334726666,5.706671930629583
1022,intrapolation,Propionate,C,train,sample351,13,7.539054501,8.86378307867989
1023,intrapolation,Propionate,C,train,sample158,1,20.06945996,16.388506341908176
1024,intrapolation,Propionate,C,train,sample202,8,9.094751511,8.379570485332678
1025,intrapolation,Propionate,C,train,sample292,1,8.210203866,8.678676739054502
1026,intrapolation,Propionate,C,train,sample262,31,5.148518139,5.9401804226821
1027,intrapolation,Propionate,C,train,sample441,3,13.40486497,12.556556141926798
1028,intrapolation,Propionate,C,train,sample76,10,4.092687885,3.9490963417073743
1029,intrapolation,Propionate,C,train,sample97,19,4.21171397,4.6119741091915945
1030,intrapolation,Propionate,C,train,sample519,25,8.363230227999999,8.239063606971511
1031,intrapolation,Propionate,C,train,sample532,31,5.466427027999999,6.678369798966697
1032,intrapolation,Propionate,C,train,sample96,19,6.10082275,5.4623818728120135
1033,intrapolation,Propionate,C,train,sample65,5,3.011916377,3.237092392958408
1034,intrapolation,Propionate,C,train,sample487,13,8.322028291,9.001498297341739
1035,intrapolation,Propionate,C,train,sample370,19,8.709362744,9.791678540771782
1036,intrapolation,Propionate,C,train,sample396,31,4.138683807,6.574618447752876
1037,intrapolation,Propionate,C,train,sample247,25,4.949561599999999,5.5794058632911305
1038,intrapolation,Propionate,C,train,sample246,25,4.730903197,6.075020042836431
1039,intrapolation,Propionate,C,train,sample172,3,8.574914641,9.139154891294556
1040,intrapolation,Propionate,C,train,sample366,19,4.851197165,6.610437524110022
1041,intrapolation,Propionate,C,train,sample62,5,5.319100766,4.832949309254985
1042,intrapolation,Propionate,C,test,sample428,1,11.32020113,10.010481296908486
1043,intrapolation,Propionate,C,test,sample64,5,3.403768313,3.855413834117964
1044,intrapolation,Propionate,C,test,sample533,31,10.47271533,8.686762134831513
1045,intrapolation,Propionate,C,test,sample473,8,13.32406619,9.809455706829995
1046,intrapolation,Propionate,C,test,sample324,5,12.74649643,6.895563400767483
1047,intrapolation,Propionate,C,test,sample205,8,13.18752654,8.487630152637259
1048,intrapolation,Propionate,C,test,sample114,25,5.297691781,5.955213038984503
1049,intrapolation,Propionate,C,test,sample384,25,10.05269934,11.60398103617599
1050,intrapolation,Propionate,C,test,sample354,13,11.434249699999999,11.311768540363085
1051,intrapolation,Propionate,C,test,sample309,3,15.53835448,9.791708744498004
1052,intrapolation,Propionate,C,test,sample129,31,6.482332732000001,7.243989970250523
1053,intrapolation,Propionate,C,test,sample294,1,6.645397076,9.509791187057282
1054,intrapolation,Propionate,C,test,sample339,8,19.054494100000003,11.507744943869564
1055,intrapolation,Propionate,C,test,sample175,3,9.241505341,10.616156909464522
1056,intrapolation,Propionate,C,test,sample235,19,5.668429405,6.679639846287498
1057,intrapolation,Propionate,C,test,sample265,31,6.387468704,7.145057153641486
1058,intrapolation,Propionate,C,test,sample369,19,13.22348366,11.328205580071055
1059,intrapolation,Propionate,C,test,sample443,3,14.44353333,11.764242902324014
1060,intrapolation,Propionate,C,test,sample518,25,15.06611265,8.864671723727996
1061,intrapolation,Propionate,C,test,sample84,13,2.999379171,3.418294278835963
1062,intrapolation,Propionate,C,test,sample220,13,7.434375222000001,8.36682614686431
1063,intrapolation,Propionate,C,test,sample503,19,6.89928877,9.373163156428493
1064,intrapolation,Propionate,C,test,sample79,10,5.109085136,3.468121774412459
1065,intrapolation,Propionate,C,test,sample99,19,5.753650639,5.664842449030008
1066,intrapolation,Propionate,C,test,sample190,5,12.78773871,9.373423962047424
1067,intrapolation,Propionate,C,test,sample488,13,6.325930528,11.098656352289554
1068,intrapolation,Propionate,C,test,sample49,2,4.960590863,4.2397440828345045
1069,intrapolation,Propionate,C,test,sample250,25,5.700256671,6.085784657169007
1070,intrapolation,Propionate,C,test,sample458,5,19.44630079,10.904990589658512
1071,intrapolation,Propionate,C,test,sample399,31,8.571567346,11.293245764781524
1072,intrapolation,Butyrate,C,train,sample504,19,9.122761807,8.57005315041539
1073,intrapolation,Butyrate,C,train,sample113,25,4.202928182,3.917554443097043
1074,intrapolation,Butyrate,C,train,sample232,19,3.225958432,4.063053804607784
1075,intrapolation,Butyrate,C,train,sample307,3,7.471534094,6.319561313953887
1076,intrapolation,Butyrate,C,train,sample306,3,9.072705386,7.542489325467281
1077,intrapolation,Butyrate,C,train,sample261,31,3.813547059,4.080487143855923
1078,intrapolation,Butyrate,C,train,sample442,3,8.757371269,7.95857194330131
1079,intrapolation,Butyrate,C,train,sample444,3,10.06369716,9.236294905203819
1080,intrapolation,Butyrate,C,train,sample382,25,4.2530718169999995,4.859412046801584
1081,intrapolation,Butyrate,C,train,sample189,5,5.142657647,5.652049031965888
1082,intrapolation,Butyrate,C,train,sample201,8,3.394469157,3.8713839695807044
1083,intrapolation,Butyrate,C,train,sample263,31,5.0900173330000005,4.991261316948967
1084,intrapolation,Butyrate,C,train,sample111,25,3.442438075,3.433770823550564
1085,intrapolation,Butyrate,C,train,sample233,19,5.569833505,4.787118823711376
1086,intrapolation,Butyrate,C,train,sample501,19,8.836375157,8.02473172606395
1087,intrapolation,Butyrate,C,train,sample100,19,2.590949642,3.091995555717458
1088,intrapolation,Butyrate,C,train,sample83,13,8.886857487999999,7.825128613438326
1089,intrapolation,Butyrate,C,train,sample203,8,3.751975269,4.007727508732751
1090,intrapolation,Butyrate,C,train,sample234,19,5.998275642,5.089351787622674
1091,intrapolation,Butyrate,C,train,sample50,2,10.2554727,10.689196905468544
1092,intrapolation,Butyrate,C,train,sample534,31,5.0348242789999995,5.047715114971698
1093,intrapolation,Butyrate,C,train,sample474,8,7.849190696,8.338626593639955
1094,intrapolation,Butyrate,C,train,sample340,8,4.310137671000001,5.71562428118334
1095,intrapolation,Butyrate,C,train,sample173,3,4.048509558,4.678778802549768
1096,intrapolation,Butyrate,C,train,sample217,13,8.44747269,5.364844235543287
1097,intrapolation,Butyrate,C,train,sample188,5,3.19141797,4.280924015114125
1098,intrapolation,Butyrate,C,train,sample295,1,5.000743485,5.232218697677603
1099,intrapolation,Butyrate,C,train,sample171,3,9.701298117999999,7.070124833100933
1100,intrapolation,Butyrate,C,train,sample248,25,3.324433177,3.9699382861863253
1101,intrapolation,Butyrate,C,train,sample397,31,10.22182655,7.169613405610988
1102,intrapolation,Butyrate,C,train,sample489,13,13.97724837,10.498043923055498
1103,intrapolation,Butyrate,C,train,sample355,13,9.341487628,7.069419316828971
1104,intrapolation,Butyrate,C,train,sample187,5,6.645948359,5.723048013244884
1105,intrapolation,Butyrate,C,train,sample216,13,2.041557845,3.4800160292012055
1106,intrapolation,Butyrate,C,train,sample456,5,9.620270934,8.400839836615049
1107,intrapolation,Butyrate,C,train,sample46,2,11.32892535,11.014672062450693
1108,intrapolation,Butyrate,C,train,sample77,10,8.528681717000001,9.679321122475228
1109,intrapolation,Butyrate,C,train,sample486,13,5.977686747999999,6.572970879522848
1110,intrapolation,Butyrate,C,train,sample48,2,13.71840558,11.803875170643872
1111,intrapolation,Butyrate,C,train,sample130,31,7.735202069,6.356338416855462
1112,intrapolation,Butyrate,C,train,sample85,13,11.00638573,10.601231643766262
1113,intrapolation,Butyrate,C,train,sample115,25,2.6081224659999998,3.3492569528848
1114,intrapolation,Butyrate,C,train,sample78,10,4.3408231939999995,6.024473271013359
1115,intrapolation,Butyrate,C,train,sample400,31,4.697535726,5.6914497612700705
1116,intrapolation,Butyrate,C,train,sample429,1,5.655343536,6.25238796769961
1117,intrapolation,Butyrate,C,train,sample325,5,10.06466728,7.546970972009287
1118,intrapolation,Butyrate,C,train,sample531,31,6.936079618,6.960416768680437
1119,intrapolation,Butyrate,C,train,sample156,1,5.38276989,5.646827051295081
1120,intrapolation,Butyrate,C,train,sample186,5,5.492082247000001,5.142392811571781
1121,intrapolation,Butyrate,C,train,sample381,25,9.514843246,7.553722808808288
1122,intrapolation,Butyrate,C,train,sample337,8,4.303230162,4.824828352180526
1123,intrapolation,Butyrate,C,train,sample457,5,8.272462781,8.528553206606382
1124,intrapolation,Butyrate,C,train,sample310,3,5.606267836000001,5.824337114763105
1125,intrapolation,Butyrate,C,train,sample218,13,3.64445568,3.5565258182234394
