,Genus,InulinFlux,MaxGrowth,FracOpt,MaxSecrFlux,MaxCplexStatus,MinSecrFlux,MinCplexStatus
0,Bacteroides_816,0.0,0.2747149806736711,0.0,0.0,1,0.0,1
1,Bacteroides_816,0.0,0.2747149806736711,0.01,1.0988599226946845,1,0.0,1
2,Bacteroides_816,0.0,0.2747149806736711,0.02,2.197719845389369,1,0.0,1
3,Bacteroides_816,0.0,0.2747149806736711,0.03,3.2965797680840536,1,0.0,1
4,Bacteroides_816,0.0,0.2747149806736711,0.04,4.395439690778738,1,0.0,1
5,Bacteroides_816,0.0,0.2747149806736711,0.05,5.494299613473422,1,0.0,1
6,Bacteroides_816,0.0,0.2747149806736711,0.06,6.593159536168107,1,0.0,1
7,Bacteroides_816,0.0,0.2747149806736711,0.07,7.692019458862792,1,0.0,1
8,Bacteroides_816,0.0,0.2747149806736711,0.08,8.790879381557476,1,0.0,1
9,Bacteroides_816,0.0,0.2747149806736711,0.09,9.88973930425216,1,0.0,1
10,Bacteroides_816,0.0,0.2747149806736711,0.1,10.988599226946844,1,0.0,1
11,Bacteroides_816,0.0,0.2747149806736711,0.11,12.087459149641528,1,0.0,1
12,Bacteroides_816,0.0,0.2747149806736711,0.12,13.186319072336214,1,0.0,1
13,Bacteroides_816,0.0,0.2747149806736711,0.13,14.285178995030897,1,0.0,1
14,Bacteroides_816,0.0,0.2747149806736711,0.14,15.384038917725583,1,0.0,1
15,Bacteroides_816,0.0,0.2747149806736711,0.15,15.887156271222128,1,0.0,1
16,Bacteroides_816,0.0,0.2747149806736711,0.16,15.866740598706855,1,0.0,1
17,Bacteroides_816,0.0,0.2747149806736711,0.17,15.845741068505301,1,0.0,1
18,Bacteroides_816,0.0,0.2747149806736711,0.18,15.824741538303783,1,0.0,1
19,Bacteroides_816,0.0,0.2747149806736711,0.19,15.803742008102262,1,0.0,1
20,Bacteroides_816,0.0,0.2747149806736711,0.2,15.782735643431717,1,0.0,1
21,Bacteroides_816,0.0,0.2747149806736711,0.21,15.761536342701353,1,0.0,1
22,Bacteroides_816,0.0,0.2747149806736711,0.22,15.739763190588361,1,0.0,1
23,Bacteroides_816,0.0,0.2747149806736711,0.23,15.71789846717496,1,0.0,1
24,Bacteroides_816,0.0,0.2747149806736711,0.24,15.696031634980876,1,0.0,1
25,Bacteroides_816,0.0,0.2747149806736711,0.25,15.674163601458593,1,0.0,1
26,Bacteroides_816,0.0,0.2747149806736711,0.26,15.652201943666423,1,0.0,1
27,Bacteroides_816,0.0,0.2747149806736711,0.27,15.630055361568491,1,0.0,1
28,Bacteroides_816,0.0,0.2747149806736711,0.28,15.605133725677305,1,0.0,1
29,Bacteroides_816,0.0,0.2747149806736711,0.29,15.577261263432238,1,0.0,1
30,Bacteroides_816,0.0,0.2747149806736711,0.3,15.548716044267223,1,0.0,1
31,Bacteroides_816,0.0,0.2747149806736711,0.31,15.520169502889097,1,0.0,1
32,Bacteroides_816,0.0,0.2747149806736711,0.32,15.491572961510904,1,0.0,1
33,Bacteroides_816,0.0,0.2747149806736711,0.33,15.462941640097414,1,0.0,1
34,Bacteroides_816,0.0,0.2747149806736711,0.34,15.433986865031839,1,0.0,1
35,Bacteroides_816,0.0,0.2747149806736711,0.35000000000000003,15.403578924209798,1,0.0,1
36,Bacteroides_816,0.0,0.2747149806736711,0.36,15.372906958991974,1,0.0,1
37,Bacteroides_816,0.0,0.2747149806736711,0.37,15.341783312109175,1,0.0,1
38,Bacteroides_816,0.0,0.2747149806736711,0.38,15.31065625289644,1,0.0,1
39,Bacteroides_816,0.0,0.2747149806736711,0.39,15.279505958081275,1,0.0,1
40,Bacteroides_816,0.0,0.2747149806736711,0.4,15.247065316321343,1,0.0,1
41,Bacteroides_816,0.0,0.2747149806736711,0.41000000000000003,15.213417858597339,1,0.0,1
42,Bacteroides_816,0.0,0.2747149806736711,0.42,15.179369494380104,1,0.0,1
43,Bacteroides_816,0.0,0.2747149806736711,0.43,15.144967825823713,1,0.0,1
44,Bacteroides_816,0.0,0.2747149806736711,0.44,15.110548430575783,1,0.0,1
45,Bacteroides_816,0.0,0.2747149806736711,0.45,15.076117814698563,1,0.0,1
46,Bacteroides_816,0.0,0.2747149806736711,0.46,15.039875283373739,1,0.0,1
47,Bacteroides_816,0.0,0.2747149806736711,0.47000000000000003,15.00345658461009,1,0.0,1
48,Bacteroides_816,0.0,0.2747149806736711,0.48,14.966967108708758,1,0.0,1
49,Bacteroides_816,0.0,0.2747149806736711,0.49,14.930272362061732,1,0.0,1
50,Bacteroides_816,0.0,0.2747149806736711,0.5,14.893212146568654,1,0.0,1
