,NCBIID,EC,Forward,Reverse
12679,572511,5.1.3.2,275.1356025,275.1356025
12680,572511,2.7.7.12,3165.526316,1093.545455
12681,572511,3.6.1.17,465571.4286,465571.4286
12682,572511,4.2.1.75,6956.521739,6956.521739
12683,572511,2.7.1.17,1100.048077,2200.096154
12684,572511,4.2.1.70,8353333.333,8353333.333
12685,572511,5.4.2.7,4314.705882,4314.705882
12686,572511,6.3.2.5,15243.96552,15243.96552
12687,572511,5.1.1.8,54213.23529,54213.23529
12688,572511,1.4.3.3,1234.604167,1234.604167
12689,572511,3.2.1.86,62.64383562,62.64383562
12690,572511,5.3.1.13,1259.515571,1070.588235
12691,572511,6.2.1.13,902.2573529,507.053719
12692,572511,5.1.3.8,2833.167702,2833.167702
12693,572511,3.5.1.14,1153.605898,1153.605898
12694,572511,3.5.1.16,19.25925926,32.5
12695,572511,3.6.1.7,475610.7629,475610.7629
12696,572511,3.2.2.8,2337662.338,2823.529412
12697,572511,2.6.1.37,19137.46631,7634.408602
12698,572511,2.6.1.44,1590.738007,2155.45
12699,572511,3.5.1.54,8027.030303,8027.030303
12700,572511,5.3.1.4,1991.338028,1991.338028
12701,572511,1.1.1.4,703.1818182,703.1818182
12702,572511,2.7.1.29,2513.416407,2914.763969
12703,572511,4.1.2.52,137.5686948,132.4663359
12704,572511,5.3.1.25,342846.3476,342846.3476
12705,572511,4.1.2.17,1990.625,2430.061038
12706,572511,1.4.4.2,10205.47945,10205.47945
12707,572511,2.1.2.10,4223.300971,4223.300971
12708,572511,2.1.2.1,32926.82927,32926.82927
12709,572511,1.1.1.351,163.0769231,163.0769231
12710,572511,2.7.1.12,4446.808511,4446.808511
12711,572511,3.2.2.1,741.0122699,741.0122699
12712,572511,4.1.3.39,96202.53165,96202.53165
12713,572511,2.7.7.38,1831.395349,1831.395349
12714,572511,3.1.3.45,48519.35081,48519.35081
12715,572511,1.4.1.23,2279.151943,754.8273844
12716,572511,2.4.1.8,5886.821192,3758.604651
12717,572511,3.1.3.5,4304.758065,4304.758065
12718,572511,2.8.3.5,2185.338866,90.30119449
12719,572511,1.2.7.3,3719.764706,3719.764706
12720,572511,3.11.1.1,158139.5349,57142.85714
12721,572511,5.1.3.4,106235.5658,106235.5658
12722,572511,4.1.2.19,45238.09524,45238.09524
12723,572511,1.5.3.1,181092.437,181092.437
12724,572511,1.1.1.76,131.1336717,131.1336717
12725,572511,4.3.1.18,45313.48315,45313.48315
12726,572511,2.6.1.51,359.0163934,334.351145
12727,572511,6.2.1.5,13721.34615,21621.51515
12728,572511,5.1.3.13,1517.77027,1517.77027
12729,572511,1.1.1.133,1124.137931,1124.137931
12730,572511,2.7.8.12,411205.0691,411205.0691
12731,572511,2.4.1.64,2797.868339,2729.41896
12732,572511,3.2.1.183,10000,10000
12733,572511,1.1.1.22,267647.0588,227500
12734,572511,3.5.1.6,2625.437573,17175.57252
12735,572511,2.4.2.9,3973.137255,13508666.67
12736,572511,4.2.1.28,453.125,453.125
12737,572511,3.5.4.22,40900,40900
12738,572511,4.2.99.20,159245.9997,45760.34483
12739,572511,2.2.1.9,2590917.073,2590917.073
12740,572511,1.4.1.12,1996.410256,1996.410256
12741,572511,6.2.1.16,11237.48056,11237.48056
12742,572511,2.8.3.8,189.0551724,189.0551724
12743,572511,2.7.8.33,27772.5,27772.5
12744,572511,2.7.1.74,1.130227301,1.130227301
12745,572511,3.3.1.1,236052.6316,236052.6316
12746,572511,2.6.1.62,91119.34426,2779139.994
12747,572511,4.1.1.11,2220.447284,2220.447284
12748,572511,2.8.1.6,1.17E+11,1.17E+11
12749,572511,4.2.1.41,13169.23077,13169.23077
12750,572511,6.3.3.3,3454.769231,2201.568627
12751,572511,3.5.2.2,11266.99134,11266.99134
12752,572511,4.3.1.7,51384.61538,51384.61538
12753,572511,6.2.1.3,4000000,4000000
12754,572511,2.7.1.52,2098.501071,2098.501071
12755,572511,5.3.1.26,106250,106250
12756,572511,4.2.1.42,7269180.328,7269180.328
12757,572511,2.7.7.64,107500,143333.3333
12758,572511,4.2.1.39,3901.734098,4326.923077
12759,572511,4.1.1.15,16799.29266,16799.29266
12760,572511,1.1.1.6,21375.66138,410.4022755
12761,572511,3.1.2.6,536.490566,536.490566
12762,572511,1.17.1.4,109866.6667,32960
12763,572511,1.1.1.18,1149.558824,1149.558824
12764,572511,3.2.1.122,97141.34615,97141.34615
12765,572511,2.8.1.2,1904,1904
12766,572511,5.1.99.1,132.0833333,132.0833333
12767,572511,1.2.1.27,137058.9744,137058.9744
12768,572511,3.5.1.15,24662.16216,5148.09591
12769,572511,1.19.6.1,575,575
12770,572511,3.1.3.2,12111.46838,12111.46838
12771,572511,4.1.3.36,17344500,20405294.12
12772,572511,3.5.2.9,1589743.59,1589743.59
12773,572511,4.1.1.32,10154.28571,10154.28571
12774,572511,2.7.7.14,38281.73913,38281.73913
12775,572511,3.1.3.27,1208.333333,1208.333333
12776,572511,3.6.1.25,904.7619048,904.7619048
12777,572511,1.3.3.4,18238636.36,16885849.55
12778,572511,2.6.1.17,1637.125,1637.125
12779,572511,2.7.9.3,8156034.483,8156034.483
12780,572511,6.2.1.26,253068.0751,253068.0751
12781,572511,4.2.1.46,82.03814831,82.03814831
12782,572511,2.7.1.21,50486.36364,23139.58333
12783,572511,3.5.99.2,6594594.595,6594594.595
12784,572511,2.7.1.28,28136.99284,28070
12785,572511,4.1.1.37,380952.381,380952.381
12786,572511,5.3.1.5,69530.13699,130146.1538
12787,572511,1.3.1.1,68767.69231,69842.1875
12788,572511,2.7.1.113,14998.13665,14998.13665
12789,572511,3.5.4.15,25670.27952,38071.06599
12790,572511,2.3.1.9,787.5,787.5
12791,572511,2.3.1.16,29945.71429,5175.802469
12792,572511,1.3.8.1,2701.821429,2701.821429
12793,572511,3.2.1.55,10179.64072,10179.64072
12794,572511,2.7.7.43,9318.996416,11555.55556
12795,572511,1.8.98.1,1405.405405,1405.405405
12796,572511,3.5.4.13,17136.29032,17136.29032
12797,572511,1.3.1.10,230.4147465,1666.666667
12798,572511,1.1.1.49,146.478027,109.2461538
12799,572511,1.1.1.363,146.5437416,139.4135723
12800,572511,2.3.2.2,1015.462728,1015.462728
12801,572511,1.1.1.35,162582.0106,7682000
12802,572511,1.1.1.31,2165.562914,2165.562914
12803,572511,2.3.3.10,11298.91304,11298.91304
12804,572511,5.4.3.2,1849.39759,1849.39759
12805,572511,1.8.4.13,1609706.25,1609706.25
12806,572511,5.4.2.8,1962.133333,43282.35294
12807,572511,5.3.1.14,483.4134134,483.4134134
12808,572511,1.1.1.60,374.4855967,374.4855967
12809,572511,3.5.1.5,1166.936791,1166.936791
12810,572511,1.11.1.6,0.802469136,0.802469136
12811,572511,3.5.3.12,1365.227538,1365.227538
12812,572511,3.1.6.2,12037.03704,12037.03704
12813,572511,3.5.3.26,68.30223124,68.30223124
12814,572511,1.1.1.9,1131.382114,1309.741176
12815,572511,2.5.1.56,10276.8407,10276.8407
12816,572511,1.3.8.7,12394.05762,5641.666667
12817,572511,1.3.8.8,102994.012,102994.012
12818,572511,3.6.1.13,163.0364059,163.0364059
12819,572511,3.5.1.28,91925465.84,91925465.84
12820,572511,3.5.4.1,923.9979178,1429.146538
12821,572511,4.2.1.17,290.885632,290.885632
12822,572511,2.7.1.130,7943913.043,2041452.514
12823,572511,4.1.2.40,3860.294118,3860.294118
12824,572511,2.3.1.191,11960.33333,7322.653061
12825,572511,2.3.1.129,2950.152594,2950.152594
12826,572511,3.5.1.108,178947.3684,178947.3684
12827,572511,3.6.1.45,579.1134021,579.1134021
12828,572511,4.1.2.43,764.6721468,764.6721468
12829,572511,3.5.3.1,10.811,10.811
12830,572511,4.2.1.45,11585.36585,11585.36585
12831,572511,2.7.7.9,563.4820974,563.4820974
12832,572511,3.5.1.42,124526.3158,124526.3158
12833,572511,2.7.1.157,33555.625,223704.1667
12834,572511,3.2.2.9,2810309.278,2810309.278
12835,572511,2.7.1.107,495885,495885
12836,572511,1.4.3.5,4050000,4050000
12837,572511,2.3.1.47,106327.5,106327.5
12838,572511,6.2.1.14,45236.64122,3703750
12839,572511,4.2.1.40,5946.791862,5946.791862
12840,572511,2.1.1.14,561666.6667,561666.6667
12841,572511,3.5.4.12,660.4819277,1074.901961
12842,572511,1.4.1.9,88894.54916,41058.82353
12843,572511,2.7.6.1,193181.8182,3136.531365
12844,517,1.14.13.1,9391.111111,17486.89655
12845,517,3.5.4.22,40900,40900
12846,517,1.1.1.86,212765957.4,2999727.298
12847,517,1.2.1.3,2176.591376,2176.591376
12848,517,5.3.3.4,34.16252073,34.16252073
12849,517,2.3.1.180,15546.21849,15546.21849
12850,517,1.3.8.1,68856.87574,68856.87574
12851,517,4.2.99.20,159245.9997,45760.34483
12852,517,4.2.1.59,1093708,1093708
12853,517,4.1.1.28,28580,28580
12854,517,1.2.4.4,71142.85718,71142.85718
12855,517,2.3.3.13,38739.16084,4261.307692
12856,517,1.1.1.100,105.9036145,105.9036145
12857,517,2.3.1.41,1214545.455,1214545.455
12858,517,3.1.3.1,399.0567951,633.2671674
12859,517,3.1.3.2,1555.555556,1555.555556
12860,517,4.1.1.21,264.5461538,223.3181818
12861,517,2.3.2.2,111293.6937,111293.6937
12862,517,5.3.1.13,559.3869732,840.0460299
12863,517,6.2.1.16,11237.48056,11237.48056
12864,517,6.2.1.20,4449437.5,4449437.5
12865,517,2.6.1.19,64645714.29,238168421.1
12866,517,2.3.1.9,0.008305,0.008305
12867,517,2.3.1.16,29945.71429,5175.802469
12868,517,2.7.1.156,89457.01357,89457.01357
12869,517,6.2.1.13,902.2573529,507.053719
12870,517,2.7.8.33,27772.5,27772.5
12871,517,2.7.2.8,1031.518625,1031.518625
12872,517,2.3.1.1,11807.50469,11807.50469
12873,517,2.2.1.6,7894.736842,6908.462867
12874,517,2.7.2.1,376.4445955,139.8800126
12875,517,2.5.1.56,46565.66265,46565.66265
12876,517,1.3.8.7,12394.05762,5641.666667
12877,517,1.3.8.8,102994.012,102994.012
12878,517,1.3.8.4,18143.45992,107500
12879,517,2.3.1.38,3136363.638,3179.723499
12880,517,3.5.1.14,1153.605898,1153.605898
12881,517,3.5.1.16,19.25925926,32.5
12882,517,2.6.1.11,36852.32068,36852.32068
12883,517,2.7.8.7,18470,100653.951
12884,517,6.2.1.17,39639.42857,39639.42857
12885,517,3.6.1.7,111.9565217,111.9565217
12886,517,3.5.4.4,3816.284916,3816.284916
12887,517,2.6.1.85,61409638.55,61409638.55
12888,517,2.7.4.3,93.84615385,93.84615385
12889,517,4.6.1.1,65.59766764,65.59766764
12890,517,3.2.2.8,2337662.338,2823.529412
12891,517,2.4.2.7,4287.245445,4287.245445
12892,517,4.3.2.2,783613.4454,797008.547
12893,517,6.3.4.4,85790.88472,104347.8261
12894,517,3.5.3.11,1739130.435,1739130.435
12895,517,3.3.1.1,236052.6316,236052.6316
12896,517,3.2.2.9,161904761.9,161904761.9
12897,517,1.8.1.4,666.9473684,500.1282684
12898,517,6.3.2.4,4437.837838,5331.168831
12899,517,3.4.11.23,417.918552,417.918552
12900,517,5.1.1.1,853.7845052,6907.780984
12901,517,2.6.1.21,496.146789,496.146789
12902,517,3.5.1.54,3516.868132,3516.868132
12903,517,2.6.1.62,167265.0177,260804.4077
12904,517,3.2.2.4,2000,3870.967742
12905,517,3.4.11.1,271.3164666,271.3164666
12906,517,4.1.3.27,30909.18919,30909.18919
12907,517,2.3.1.47,41645000,41645000
12908,517,3.6.1.41,132,132
12909,517,4.1.1.19,29871.79487,199023.795
12910,517,3.5.3.1,123076.9231,123076.9231
12911,517,4.3.2.1,2267.6082,2267.6082
12912,517,4.2.1.51,2589.845017,2589.845017
12913,517,1.2.1.11,727.6,285842.8571
12914,517,6.3.5.4,58293.95349,62045.54455
12915,517,4.1.1.11,24561.40351,24561.40351
12916,517,2.1.3.2,154.676259,154.676259
12917,517,1.4.3.16,274611.8721,320746.6667
12918,517,4.3.1.1,64115.97633,64115.97633
12919,517,2.6.1.1,2048.499184,187.4139964
12920,517,2.4.2.17,103333.3333,103333.3333
12921,517,6.3.4.15,123859.6491,130740.7407
12922,517,1.1.1.30,2534331.151,530.9033902
12923,517,1.2.1.8,532.5670498,517.6908752
12924,517,3.1.3.7,5640,5640
12925,517,2.8.1.6,984000000,984000000
12926,517,2.5.1.17,666666.6667,857142.8571
12927,517,6.3.5.5,89733.8403,786666.6667
12928,517,4.2.3.5,5036144.578,5036144.578
12929,517,4.1.3.40,13134.28571,13134.28571
12930,517,2.7.7.43,2828.75,2828.75
12931,517,1.3.3.3,17600000,17600000
12932,517,3.5.4.1,923.9979178,1429.146538
12933,517,6.3.4.2,8740.57971,11598.07692
12934,517,1.9.3.1,11125,11125
12935,517,4.4.1.1,7826.274745,54360
12936,517,2.5.1.47,59.31212382,47.053206
12937,517,4.4.1.8,175.1252688,175.1252688
12938,517,2.7.4.14,184.7196653,53.83902439
12939,517,2.7.1.107,495885,495885
12940,517,4.1.1.20,1328.881818,1328.881818
12941,517,5.1.1.7,450.3311258,450.3311258
12942,517,2.7.7.41,28811.65919,28811.65919
12943,517,6.3.3.3,559227.7988,26822.22222
12944,517,3.5.4.13,17136.29032,17136.29032
12945,517,4.2.1.9,148555,148555
12946,517,4.1.2.52,137.5686948,132.4663359
12947,517,1.5.1.3,115.4192496,117.5282392
12948,517,4.1.2.25,271554650.4,16000000000
12949,517,1.3.5.2,7204.301075,7204.301075
12950,517,3.5.2.3,8824.318182,2876.074074
12951,517,3.5.2.2,8085.106383,8085.106383
12952,517,2.5.1.15,284183.4862,313363.6823
12953,517,4.2.3.4,4480.432432,4480.432432
12954,517,4.2.1.10,1290.539542,1290.539542
12955,517,2.5.1.1,89818.18182,988000
12956,517,1.1.1.169,2257.866667,2257.866667
12957,517,2.4.2.1,220.3697183,274.3452055
12958,517,1.1.1.267,1172.648649,1172.648649
12959,517,1.2.1.72,9933.2,9933.2
12960,517,1.3.1.9,9801.805556,9801.805556
12961,517,1.3.1.10,230.4147465,1666.666667
12962,517,4.2.1.17,290.885632,290.885632
12963,517,4.2.1.11,891.8406072,3038.138332
12964,517,4.3.1.7,51384.61538,51384.61538
12965,517,4.1.2.22,6738.772398,6738.772398
12966,517,6.2.1.3,4000000,4000000
12967,517,4.1.2.13,18095.2381,18095.2381
12968,517,4.1.2.17,1990.625,2430.061038
12969,517,3.5.3.8,419.45,419.45
12970,517,3.5.1.9,910.3322713,910.3322713
12971,517,2.7.7.2,443223.8806,494933333.3
12972,517,6.3.2.17,37647.05882,34594.59459
12973,517,1.18.1.2,186666.6667,1142.857143
12974,517,2.5.1.29,251600,251600
12975,517,6.3.3.2,27848.10127,27672.95597
12976,517,4.2.1.2,920.7416667,998.6352133
12977,517,3.1.1.17,174.859375,63.04788732
12978,517,2.3.1.157,46.88995215,52.80172414
12979,517,5.4.3.8,153191.4894,153191.4894
12980,517,2.3.1.15,4520090.909,4865068.493
12981,517,5.3.1.9,31.61290323,31.61290323
12982,517,2.7.7.9,924.992785,1631.094148
12983,517,1.2.1.12,8159.934721,45977.01149
12984,517,2.1.2.2,1595.945946,1595.945946
12985,517,1.4.4.2,10205.47945,10205.47945
12986,517,2.1.2.10,4223.300971,4223.300971
12987,517,2.6.1.16,44159.35484,6977.268094
12988,517,2.1.2.1,58125,29062.5
12989,517,2.7.4.8,112.2583732,112.2583732
12990,517,1.4.7.1,48092.64305,48092.64305
12991,517,6.3.1.2,2074.08,2074.08
12992,517,6.3.2.2,1871.838111,1871.838111
12993,517,4.1.1.15,10081.43177,10081.43177
12994,517,1.4.1.4,1420.497076,1420.497076
12995,517,1.4.1.13,5971.479501,5971.479501
12996,517,5.1.1.3,2020000,2020000
12997,517,1.3.8.6,6968.75,6968.75
12998,517,1.2.1.70,344457.1429,344457.1429
12999,517,6.1.1.17,8740.15748,17343.75
13000,517,2.3.3.9,1650.943396,1650.943396
13001,517,1.1.1.6,1051.056338,2313.953488
13002,517,1.1.3.15,576025,576025
13003,517,2.7.1.30,21.25923077,21.25923077
13004,517,3.4.11.2,19387.7551,19387.7551
13005,517,3.1.2.6,536.490566,536.490566
13006,517,3.4.13.18,4.258726641,4.258726641
13007,517,6.3.5.2,7334.875,7334.875
13008,517,3.1.4.2,318.1818182,318.1818182
13009,517,3.1.4.46,9716.071429,9716.071429
13010,517,1.8.1.7,3192.857147,1241.666667
13011,517,6.3.2.3,10068.34734,10068.34734
13012,517,3.5.4.16,620.0848438,620.0848438
13013,517,3.5.4.25,308411.215,308411.215
13014,517,3.5.4.3,20000,20000
13015,517,4.2.1.1,1.530054645,1.530054645
13016,517,1.1.1.35,0.66432967,0.66432967
13017,517,2.5.1.90,12806181.82,12806181.82
13018,517,1.13.11.5,603.9119497,603.9119497
13019,517,1.1.1.31,4094.089623,769.01566
13020,517,1.1.1.23,23654.12371,13905.75758
13021,517,3.1.3.15,14.11560284,14.11560284
13022,517,2.5.1.61,160000,160000
13023,517,4.1.3.4,2876.106195,2876.106195
13024,517,2.7.1.49,74418.60465,81012.65823
13025,517,4.1.3.39,86553.75,72887.36842
13026,517,2.7.6.3,283788.2353,283788.2353
13027,517,1.1.1.3,46782.15223,46782.15223
13028,517,2.3.1.31,793.4782609,2354.83871
13029,517,2.7.1.39,4890.10989,13484.84848
13030,517,2.6.1.9,906876.9238,906876.9238
13031,517,2.4.2.8,5352.112676,5629.62963
13032,517,1.12.99.6,258.3333333,258.3333333
13033,517,1.3.99.12,28248.58757,28248.58757
13034,517,1.1.1.42,9740.106383,108737.5297
13035,517,3.3.2.1,3310,2030.674847
13036,517,4.1.3.1,1819.672131,1819.672131
13037,517,4.2.1.19,570,570
13038,517,4.1.1.48,10975.60976,13235.29412
13039,517,2.6.1.42,760.4166667,2654.545455
13040,517,1.1.1.205,13493.9759,13493.9759
13041,517,3.5.1.4,407.9136691,407.9136691
13042,517,1.1.1.85,1141.73913,1141.73913
13043,517,4.2.1.33,20151.25,20151.25
13044,517,2.7.7.38,1831.395349,1831.395349
13045,517,3.1.3.45,48519.35081,48519.35081
13046,517,2.5.1.55,15090.59406,24192.85714
13047,517,2.6.1.57,129,300
13048,517,1.2.1.22,60.28782575,4234.972678
13049,517,4.4.1.5,89.54,89.54
13050,517,1.2.4.1,40634.44109,40634.44109
13051,517,3.1.1.5,19.68503937,19.68503937
13052,517,4.1.1.18,555.0546448,555.0546448
13053,517,1.1.2.3,1046.428571,623.4042553
13054,517,3.2.1.20,58823.52941,131578.9474
13055,517,5.3.1.8,2849.072165,2849.072165
13056,517,6.4.1.4,292334.8958,292334.8958
13057,517,4.1.3.30,581.8181818,688.172043
13058,517,2.3.3.5,5233.090909,8532.213439
13059,517,2.3.1.85,220059880.2,3062500
13060,517,2.8.1.2,1904,1904
13061,517,1.1.1.299,1176.024279,1176.024279
13062,517,2.7.7.60,4814.579439,3844.477612
13063,517,2.5.1.6,484782.6087,78604159323
13064,517,1.5.1.20,17142.85714,17142.85714
13065,517,2.1.1.13,5136986.301,5136986.301
13066,517,1.8.4.13,1609706.25,1609706.25
13067,517,1.8.4.14,2534.697674,2534.697674
13068,517,4.2.3.3,30141.84397,30141.84397
13069,517,3.1.3.25,4692.307692,6931.818182
13070,517,4.2.1.99,31166,31166
13071,517,1.2.1.27,137058.9744,137058.9744
13072,517,2.1.2.11,37399.74457,37471.52911
13073,517,3.2.2.16,18888.88889,18888.88889
13074,517,3.5.4.9,580.6792453,580.6792453
13075,517,1.5.1.5,248.0963855,248.0963855
13076,517,2.1.1.14,561666.6667,561666.6667
13077,517,5.4.99.16,1994.545455,1994.545455
13078,517,3.5.1.15,24662.16216,5148.09591
13079,517,2.7.1.23,1946.033654,1946.033654
13080,517,6.3.1.5,144910,144910
13081,517,6.3.5.1,210781.5771,210781.5771
13082,517,2.7.4.6,986.8421053,986.8421053
13083,517,2.4.2.21,2615.214286,2615.214286
13084,517,2.4.2.19,1698412.698,1621212.121
13085,517,1.14.12.17,343.1570881,343.1570881
13086,517,4.1.3.36,1428571.429,1428571.429
13087,517,3.1.3.5,5826.893354,3831.300813
13088,517,3.1.5.1,14.84575,14.84575
13089,517,1.7.1.4,2226.153846,2226.153846
13090,517,2.3.3.1,26381.86813,26381.86813
13091,517,2.1.3.3,20131.09095,20131.09095
13092,517,2.6.1.52,22733.14286,345939.1304
13093,517,4.1.1.23,2882.562278,2882.562278
13094,517,4.2.1.80,208.7767695,208.7767695
13095,517,3.5.2.9,1589743.59,1589743.59
13096,517,4.1.1.17,12217.84615,12217.84615
13097,517,2.4.2.10,11781,47124
13098,517,1.5.1.2,592.9166667,837.0588235
13099,517,3.11.1.1,158139.5349,57142.85714
13100,517,6.3.2.1,46428.57143,46428.57143
13101,517,2.7.8.13,6661.312504,1544652.174
13102,517,5.5.1.2,84.29433962,84.29433962
13103,517,3.1.4.17,2224.313364,2224.313364
13104,517,2.3.1.12,560242.997,560242.997
13105,517,1.4.3.5,466666.6667,848.4848485
13106,517,4.1.1.32,10154.28571,10154.28571
13107,517,2.7.7.14,38281.73913,38281.73913
13108,517,5.4.2.10,3432144.587,9204.1357
13109,517,1.1.1.95,188341.8182,246638.0952
13110,517,3.1.3.18,291.3776596,291.3776596
13111,517,5.4.2.1,548.2156863,548.2156863
13112,517,5.4.2.2,4623.58403,4623.58403
13113,517,3.1.3.27,1208.333333,1208.333333
13114,517,3.1.1.32,43.55714286,43.55714286
13115,517,3.1.1.4,461.5384615,461.5384615
13116,517,2.7.4.7,458800,409904.2757
13117,517,2.7.1.33,32850.67873,36666.66667
13118,517,3.6.1.1,27.11333333,27.11333333
13119,517,3.6.1.25,904.7619048,904.7619048
13120,517,4.2.1.24,9870.559006,9870.559006
13121,517,4.1.1.36,52125.60002,52125.60002
13122,517,3.1.7.2,30936.48393,30936.48393
13123,517,1.3.1.12,5839.097222,5839.097222
13124,517,1.3.1.13,4173.366667,4173.366667
13125,517,2.7.9.2,269.6551724,32857.14286
13126,517,5.3.1.24,1189.873418,1189.873418
13127,517,1.11.1.21,2424.242424,2500
13128,517,6.3.5.3,2828360,2828360
13129,517,5.3.1.16,2854.166667,2854.166667
13130,517,2.7.6.1,193181.8182,3136.531365
13131,517,2.5.1.19,1353.771429,1353.771429
13132,517,3.1.3.3,24505.59441,24505.59441
13133,517,2.3.1.8,41444.08602,41444.08602
13134,517,2.7.1.40,99.5951417,99.5951417
13135,517,1.2.3.3,4250,4250
13136,517,2.7.1.26,33043.94619,33043.94619
13137,517,2.5.1.9,8403361.345,522388.0597
13138,517,4.1.2.19,2219.321149,9340.659341
13139,517,1.17.4.1,9858.287123,9858.287123
13140,517,5.1.3.1,141.1297297,141.1297297
13141,517,5.3.1.6,865.3846154,865.3846154
13142,517,2.7.7.4,1910.172414,312.9661017
13143,517,1.5.3.1,10189.57346,7226.890756
13144,517,3.5.1.18,154.7587498,154.7587498
13145,517,2.6.1.17,1637.125,1637.125
13146,517,2.7.9.3,8156034.483,8156034.483
13147,517,2.3.1.30,156.7096019,60.83181818
13148,517,2.1.1.107,1131.578947,1131.578947
13149,517,1.1.1.25,124.2760562,124.2760562
13150,517,2.7.1.71,541.6,541.6
13151,517,2.3.1.57,33343.82022,21852.72459
13152,517,2.5.1.16,239553.5714,239553.5714
13153,517,1.2.1.16,2489.082969,5044.247788
13154,517,1.2.1.24,1735.015773,1735.015773
13155,517,6.2.1.26,253068.0751,253068.0751
13156,517,6.2.1.5,728.9404642,6814.90566
13157,517,1.8.2.2,14.34782609,14.34782609
13158,517,2.2.1.2,5600,16279.06977
13159,517,1.1.1.93,461772.7273,131721.2318
13160,517,1.14.11.17,16444.44444,16444.44444
13161,517,2.6.1.59,115789.4737,115789.4737
13162,517,5.1.3.13,231578.9474,231578.9474
13163,517,1.1.1.133,1124.137931,1124.137931
13164,517,4.2.1.46,2689655.172,2689655.172
13165,517,2.7.1.130,7943913.043,2041452.514
13166,517,4.1.2.40,2114133.333,464078.049
13167,517,1.6.1.1,308.3978559,242.3022929
13168,517,1.11.1.7,7865.940594,7865.940594
13169,517,4.3.1.19,43.36033951,43.36033951
13170,517,2.2.1.1,0.17804878,0.17804878
13171,517,2.7.1.145,2007142.857,1405000
13172,517,2.7.1.21,10870.52632,45393.40659
13173,517,2.1.1.45,63861.38614,82692.30769
13174,517,1.8.1.9,2614.655177,2872.159091
13175,517,2.7.1.28,28136.99284,28070
13176,517,1.13.11.11,1517.876106,1517.876106
13177,517,4.2.1.20,9648.260382,41329.80769
13178,517,1.1.1.60,374.4855967,374.4855967
13179,517,4.1.1.25,403.704552,921.6601307
13180,517,2.3.1.191,11960.33333,7322.653061
13181,517,5.1.3.14,8878.93617,802.5192308
13182,517,3.2.1.183,10000,10000
13183,517,5.1.3.7,874.5057471,1624.46888
13184,517,2.3.1.129,2950.152594,2950.152594
13185,517,2.5.1.7,9433.473684,9433.473684
13186,517,2.7.7.23,146.1111111,890.5191874
13187,517,2.4.1.227,63333.33333,60946.27105
13188,517,6.3.2.9,156610,156610
13189,517,6.3.2.8,3524.590164,3524.590164
13190,517,3.6.1.27,3333.333333,625
13191,517,2.5.1.31,9090909.091,166666.6667
13192,517,5.1.3.2,4284.949116,161.2903226
13193,517,1.1.1.22,332857.1429,332857.1429
13194,517,3.5.1.108,178947.3684,178947.3684
13195,517,3.6.1.17,11254.28571,11254.28571
13196,517,4.2.1.75,55.78,55.78
13197,517,4.1.1.37,380952.381,380952.381
13198,517,3.5.1.6,2625.437573,17175.57252
13199,517,2.4.2.9,16387.63636,1846210.569
13200,517,2.7.1.213,137.0225225,134.5973451
13201,517,3.6.1.45,855.7535211,855.7535211
13202,517,5.3.1.5,1048.170213,1911.680248
13203,517,4.2.1.70,8353333.333,8353333.333
13204,517,1.11.1.6,0.106983317,0.106983317
13205,517,4.3.1.17,224050,224050
13206,517,2.7.1.113,42373.68421,42373.68421
13207,517,1.1.1.34,6521739.13,6521739.13
13208,517,6.3.2.5,48452.55199,48544.31818
13209,517,3.5.4.15,25670.27952,38071.06599
13210,43668,3.5.4.22,40900,40900
13211,43668,1.1.1.86,33753.48837,33753.48837
13212,43668,1.1.1.27,1072.707692,5363.538462
13213,43668,2.3.1.180,323533.3333,323533.3333
13214,43668,1.1.1.1,223.3502538,223.3502538
13215,43668,4.2.1.59,1093708,1093708
13216,43668,4.1.1.28,28580,28580
13217,43668,1.2.4.4,71142.85718,71142.85718
13218,43668,2.3.3.13,47619.04762,39024.39024
13219,43668,2.3.1.41,861570.4915,547456.25
13220,43668,4.2.3.1,5112.60274,5112.60274
13221,43668,4.1.1.21,264.5461538,223.3181818
13222,43668,3.2.1.86,1341.463415,1341.463415
13223,43668,1.2.1.3,15942.25806,15942.25806
13224,43668,6.2.1.16,11237.48056,11237.48056
13225,43668,6.2.1.20,4449437.5,4449437.5
13226,43668,2.3.1.9,5138.121547,5138.121547
13227,43668,2.3.1.16,29945.71429,5175.802469
13228,43668,2.7.1.156,89457.01357,89457.01357
13229,43668,6.2.1.13,971.1797753,1035.149701
13230,43668,2.7.8.33,27772.5,27772.5
13231,43668,2.7.2.8,1031.518625,1031.518625
13232,43668,2.3.1.1,11807.50469,11807.50469
13233,43668,2.2.1.6,401963.5258,401963.5258
13234,43668,2.7.2.1,238.8059701,107.2925398
13235,43668,2.5.1.56,10276.8407,10276.8407
13236,43668,1.3.8.1,2701.821429,2701.821429
13237,43668,1.3.8.7,12394.05762,5641.666667
13238,43668,1.3.8.8,102994.012,102994.012
13239,43668,1.3.8.4,18143.45992,107500
13240,43668,2.3.1.38,3136363.638,3179.723499
13241,43668,3.5.1.14,9.204726891,9.204726891
13242,43668,3.5.1.16,19.25925926,32.5
13243,43668,2.6.1.11,36852.32068,36852.32068
13244,43668,2.7.8.7,36470.58824,36470.58824
13245,43668,3.6.1.7,111.9565217,111.9565217
