,Genus,MaxGrowth,FracOpt,MaxSecrFlux,MaxCplexStatus,MinSecrFlux,MinCplexStatus
0,Bacteroides_816,1.0434427248097748,0.0,0.0,1,0.0,1
1,Bacteroides_816,1.0434427248097748,0.01,4.173770899239099,1,0.0,1
2,Bacteroides_816,1.0434427248097748,0.02,8.347541798478199,1,0.0,1
3,Bacteroides_816,1.0434427248097748,0.03,12.521312697717299,1,0.0,1
4,Bacteroides_816,1.0434427248097748,0.04,16.695083596956398,1,0.0,1
5,Bacteroides_816,1.0434427248097748,0.05,20.8688544961955,1,0.0,1
6,Bacteroides_816,1.0434427248097748,0.06,23.098935494425927,1,0.0,1
7,Bacteroides_816,1.0434427248097748,0.07,23.075566659834234,1,0.0,1
8,Bacteroides_816,1.0434427248097748,0.08,23.052188965025387,1,0.0,1
9,Bacteroides_816,1.0434427248097748,0.09,23.028784121918093,1,0.0,1
10,Bacteroides_816,1.0434427248097748,0.1,23.00522065675826,1,0.0,1
11,Bacteroides_816,1.0434427248097748,0.11,22.981480591701786,1,0.0,1
12,Bacteroides_816,1.0434427248097748,0.12,22.956885012045554,1,0.0,1
13,Bacteroides_816,1.0434427248097748,0.13,22.930867365584476,1,0.0,1
14,Bacteroides_816,1.0434427248097748,0.14,22.903789366871752,1,0.0,1
15,Bacteroides_816,1.0434427248097748,0.15,22.876476504597825,1,0.0,1
16,Bacteroides_816,1.0434427248097748,0.16,22.84905402975211,1,0.0,1
17,Bacteroides_816,1.0434427248097748,0.17,22.821631554906418,1,0.0,1
18,Bacteroides_816,1.0434427248097748,0.18,22.79400182434876,1,0.0,1
19,Bacteroides_816,1.0434427248097748,0.19,22.765574049085185,1,0.0,1
20,Bacteroides_816,1.0434427248097748,0.2,22.735304749923067,1,0.0,1
21,Bacteroides_816,1.0434427248097748,0.21,22.703259438811315,1,0.0,1
22,Bacteroides_816,1.0434427248097748,0.22,22.662814016519558,1,0.0,1
23,Bacteroides_816,1.0434427248097748,0.23,22.616604115949922,1,0.0,1
24,Bacteroides_816,1.0434427248097748,0.24,22.56823988649021,1,0.0,1
25,Bacteroides_816,1.0434427248097748,0.25,22.519580815122143,1,0.0,1
26,Bacteroides_816,1.0434427248097748,0.26,22.470536532462944,1,0.0,1
27,Bacteroides_816,1.0434427248097748,0.27,22.41999697788703,1,0.0,1
28,Bacteroides_816,1.0434427248097748,0.28,22.36912452074102,1,0.0,1
29,Bacteroides_816,1.0434427248097748,0.29,22.318161289823866,1,0.0,1
30,Bacteroides_816,1.0434427248097748,0.3,22.266811397378692,1,0.0,1
31,Bacteroides_816,1.0434427248097748,0.31,22.214228208353255,1,0.0,1
32,Bacteroides_816,1.0434427248097748,0.32,22.161398597748054,1,0.0,1
33,Bacteroides_816,1.0434427248097748,0.33,22.10793705812067,1,0.0,1
34,Bacteroides_816,1.0434427248097748,0.34,22.03448294919453,1,0.0,1
35,Bacteroides_816,1.0434427248097748,0.35000000000000003,21.95816835181401,1,0.0,1
36,Bacteroides_816,1.0434427248097748,0.36,21.87484841953605,1,0.0,1
37,Bacteroides_816,1.0434427248097748,0.37,21.79074874736332,1,0.0,1
38,Bacteroides_816,1.0434427248097748,0.38,21.706639411071603,1,0.0,1
39,Bacteroides_816,1.0434427248097748,0.39,21.622287147946203,1,0.0,1
40,Bacteroides_816,1.0434427248097748,0.4,21.536846820030416,1,0.0,1
41,Bacteroides_816,1.0434427248097748,0.41000000000000003,21.444842303496785,1,0.0,1
42,Bacteroides_816,1.0434427248097748,0.42,21.352783723982,1,0.0,1
43,Bacteroides_816,1.0434427248097748,0.43,21.25769099723991,1,0.0,1
44,Bacteroides_816,1.0434427248097748,0.44,21.154885322474296,1,0.0,1
45,Bacteroides_816,1.0434427248097748,0.45,21.050750532105617,1,0.0,1
46,Bacteroides_816,1.0434427248097748,0.46,20.94588672374429,1,0.0,1
47,Bacteroides_816,1.0434427248097748,0.47000000000000003,20.83597237909557,1,0.0,1
48,Bacteroides_816,1.0434427248097748,0.48,20.71259394899293,1,0.0,1
49,Bacteroides_816,1.0434427248097748,0.49,20.582093658193017,1,0.0,1
50,Bacteroides_816,1.0434427248097748,0.5,20.44234811536384,1,0.0,1
51,Bacteroides_816,1.0434427248097748,0.51,20.302602572534678,1,0.0,1
52,Bacteroides_816,1.0434427248097748,0.52,20.150966339278966,1,0.0,1
53,Bacteroides_816,1.0434427248097748,0.53,19.994427726329924,1,0.0,1
54,Bacteroides_816,1.0434427248097748,0.54,19.83554512201415,1,0.0,1
55,Bacteroides_816,1.0434427248097748,0.55,19.676650441662588,1,0.0,1
56,Bacteroides_816,1.0434427248097748,0.56,19.516843156045432,1,0.0,1
57,Bacteroides_816,1.0434427248097748,0.5700000000000001,19.348974624683088,1,0.0,1
58,Bacteroides_816,1.0434427248097748,0.58,19.16966347208025,1,0.0,1
59,Bacteroides_816,1.0434427248097748,0.59,18.986213153758758,1,0.0,1
60,Bacteroides_816,1.0434427248097748,0.6,18.80271688944978,1,0.0,1
61,Bacteroides_816,1.0434427248097748,0.61,18.61917969749318,1,0.0,1
62,Bacteroides_816,1.0434427248097748,0.62,18.435639249201966,1,0.0,1
63,Bacteroides_816,1.0434427248097748,0.63,18.251824019443198,1,0.0,1
64,Bacteroides_816,1.0434427248097748,0.64,18.067717864407445,1,0.0,1
65,Bacteroides_816,1.0434427248097748,0.65,17.88334117381647,1,0.0,1
66,Bacteroides_816,1.0434427248097748,0.66,17.69561400376873,1,0.0,1
67,Bacteroides_816,1.0434427248097748,0.67,17.505220785822218,1,0.0,1
