lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta__Muribaculaceae,beta__Bacteroides,beta__Akkermansia_dash_muciniphila,beta__Parasutterella,beta__Bacteroides_dash_acidifaciens,beta__Faecalibaculum,beta__Lachnospiraceae_dash_NK4A136_dash_group,beta__Parabacteroides_dash_goldsteinii,beta__Bacteroides_dash_uniformis,beta__Clostridia_dash_UCG_dash_014,beta__Lachnospiraceae,beta__Alloprevotella,beta__Escherichia_dash_Shigella,beta__Desulfovibrionaceae,beta__Helicobacter_dash_ganmani,beta__Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,beta__Oscillospiraceae,beta__Lachnospiraceae_dash_bacterium_dash_28_dash_4,beta__Clostridia_dash_vadinBB60_dash_group,beta__Mucispirillum_dash_schaedleri,beta__Colidextribacter,beta__Muribaculum,beta__Lachnospiraceae_dash_bacterium_dash_10_dash_1,beta__Roseburia,beta__Oscillibacter,beta__Desulfovibrio,beta__Peptococcaceae,beta__Parabacteroides,beta__Ruminococcaceae,beta__Ruminococcus_dash_sp_dot__dash_N15_dot_MGS_dash_57,beta__Anaerotruncus,beta__Rikenellaceae_dash_RC9_dash_gut_dash_group,beta__Lactobacillus,beta__Alistipes,beta__Lachnoclostridium,beta__Helicobacter_dash_mastomyrinus,beta__Gastranaerophilales,beta__Lachnospiraceae_dash_UCG_dash_006,beta__Blautia,beta__Bilophila
# Adaptation terminated
# Step size = 0.216264
# Diagonal elements of inverse mass matrix:
# 0.110843, 1.37519, 0.222994, 0.532938, 0.45184, 0.713151, 0.350766, 0.824136, 0.504059, 0.810689, 0.447625, 0.732548, 1.06186, 0.825231, 0.519089, 0.835957, 0.929378, 1.03831, 1.04694, 0.945725, 0.993884, 0.782997, 0.987562, 0.917197, 0.873676, 0.842905, 1.24172, 1.00393, 1.07795, 0.939451, 0.941424, 0.932706, 1.1842, 1.09483, 1.01153, 0.974863, 0.892253, 0.973565, 0.963735, 0.929551, 1.03068, 0.875734
-1272.51,0.976084,0.216264,4,15,0,1296.92,2.39541,0.999915,-1.93403,-1.87766,0.0634209,-5.77173,0.610442,2.48116,-6.64281,6.10609,-2.06018,-1.65756,2.93269,-1.56088,-2.13635,3.72437,1.09909,-0.288827,0.234345,4.80764,1.69492,0.473591,-0.666663,0.149377,0.658625,1.00781,-0.899265,0.192936,2.026,0.444597,0.6826,-0.075973,-0.38174,-0.397415,0.312679,0.73325,-1.57734,-0.882496,0.721797,0.775598,0.992459,-0.869528
-1273.72,0.853094,0.216264,4,15,0,1301.77,2.92581,0.99905,-2.48291,-1.92812,-0.177845,-5.65399,0.37736,1.25885,-8.11172,6.96213,-3.47744,-0.355839,-0.889558,-3.12058,-2.50762,5.18392,3.20458,0.0877841,-0.375047,5.10159,-0.575214,-0.735223,1.2486,-0.140646,0.107008,1.28409,0.661287,1.54203,0.877814,-0.013359,0.642796,-1.63621,2.15925,0.181125,-0.071903,-0.254066,2.67016,-0.143581,1.04742,-0.290307,-0.798442,-1.57626
-1289.6,0.898361,0.216264,4,15,0,1306.3,2.67331,0.999731,-1.71867,-0.0523692,-0.0913906,-5.4907,0.342551,0.371042,-8.27026,5.71338,-2.88646,-1.76215,2.0912,-3.09076,-0.900816,4.59564,2.49321,-0.464111,0.717841,4.73046,0.190705,3.17162,1.14762,0.102852,-2.18472,-0.225982,0.295799,2.28377,2.63573,0.892449,-0.99995,2.10699,-0.880287,-0.0179262,1.41876,-1.46102,0.141301,-1.64906,-0.870771,1.03119,1.62173,1.32804
-1280.69,0.995096,0.216264,4,15,0,1310.47,2.29559,0.999432,-1.80555,-0.0619252,0.0695198,-4.85664,0.317475,1.46074,-8.27256,5.42569,-3.35198,-1.27618,1.09422,-1.97168,-0.767954,3.9226,2.53667,-0.304605,0.0888319,4.83615,0.533374,3.18633,0.784289,-0.608436,-0.767043,-0.0907357,1.13904,1.75374,1.05528,0.0148898,0.115172,0.82967,-1.45305,-0.234259,0.549564,-1.04882,0.486595,-0.691214,-0.823413,1.20768,1.85931,0.490174
-1277.63,0.932597,0.216264,4,15,0,1300.65,2.3088,0.999575,-1.61705,-1.99402,0.11037,-4.15612,1.07442,2.59502,-7.14043,8.18491,-2.10618,-0.993843,1.89278,-4.02897,-2.5367,4.699,2.75582,-0.315532,0.235823,6.06528,3.21027,-0.623859,-0.130729,0.567018,0.623075,1.93468,-1.40758,-0.158674,1.32254,-0.398364,1.86813,0.453003,2.66466,-0.74377,0.340586,-1.40335,0.112483,-0.38681,0.198749,-0.44396,0.12665,-1.07382
-1276.39,0.95899,0.216264,4,15,0,1304.25,2.92222,0.99958,-2.44861,-0.934464,-1.30238,-6.54792,0.143538,1.87505,-7.06652,5.42795,-3.19702,0.0515859,0.139152,-1.12234,-2.21191,3.63983,1.83314,-0.0326186,-0.179331,4.34789,-2.18793,1.30965,0.829971,-0.0468657,-1.29865,-0.412291,1.24745,1.38674,1.61891,0.905181,-0.774309,-1.06989,-0.332783,0.252469,0.362411,0.528306,0.58213,0.214862,-0.24143,1.03295,0.526987,0.841511
-1273.25,0.997427,0.216264,4,15,0,1292.78,2.67666,0.99981,-2.38877,-2.78883,-0.213305,-4.99705,0.523095,2.25273,-7.20257,7.86924,-2.0624,-0.979756,1.7561,-3.79646,-2.67842,3.8937,2.81021,-0.215074,-0.174871,6.03805,2.81303,-0.0660773,-0.945339,0.531892,0.401036,1.63607,-1.39648,0.172492,1.03741,-0.118412,2.18165,-0.104271,2.34058,-0.659426,0.346902,-1.21787,0.347178,-0.646325,-0.26065,-1.08309,-0.117657,-1.61322
-1283.12,0.939599,0.216264,4,15,0,1298.6,2.92167,0.99982,-1.86261,-0.91604,-1.07985,-5.8013,0.036957,1.67482,-7.57113,4.50969,-3.19599,-1.96346,2.34647,-3.26036,-4.07426,4.35072,1.74382,-0.191576,0.0937788,4.9372,-0.776593,2.2266,1.11444,0.398128,-1.2402,0.935995,1.24061,1.29808,2.3524,2.12595,-0.736084,-0.200421,0.820709,0.573711,-0.0837224,-0.271382,2.63967,0.608709,0.561392,2.39398,-0.365709,-0.274804
-1279.14,1,0.216264,4,15,0,1296.53,2.35832,0.999635,-2.02719,-3.14627,-0.0502117,-4.65951,1.12287,2.58032,-5.80641,8.41967,-1.50166,0.201138,-0.209698,-2.23441,-0.599886,3.43822,3.03718,-0.618469,-0.771387,6.48882,1.5735,0.262066,0.324136,-0.180136,-0.359057,1.10091,-1.13865,0.0388098,1.68401,-1.07829,2.03912,-0.569583,0.643023,-1.00378,0.925199,-0.276592,-0.684095,-0.177399,-0.190479,-1.62649,1.73297,-0.489369
-1274,0.992927,0.216264,4,15,0,1294.78,2.86036,0.999453,-2.36733,-1.72198,-0.549235,-6.3778,0.40308,1.75622,-6.00347,7.00343,-3.45149,-0.362434,2.16702,-2.24617,-4.39242,5.20573,2.03447,-0.615193,-0.54096,4.15252,1.18813,1.00633,-0.436328,1.46382,-1.65218,0.532947,0.576424,0.497613,1.14583,-0.316672,-0.347612,-0.162833,1.35817,0.609571,-0.285262,0.513116,0.712648,-0.225381,0.59916,0.585558,0.768085,0.844892
-1280.88,0.936683,0.216264,4,15,0,1303.11,3.18806,0.999725,-2.46438,-3.57246,-1.18642,-5.59225,-0.0236738,1.58782,-6.4929,6.70237,-3.17716,0.258987,0.267107,-1.70175,-2.16063,4.02289,4.18052,0.425902,-0.77405,6.18653,-0.113655,0.568313,-1.87927,-1.28075,-0.996569,-0.404061,-0.0776947,1.65254,2.47672,-2.0452,0.451271,0.538918,2.59932,0.945075,-0.465981,1.13627,0.0691824,-0.000411314,0.494126,-0.623742,0.298645,0.78162
-1286.01,0.989652,0.216264,4,15,0,1307.98,3.65154,0.999501,-3.29881,-3.16326,-1.6832,-6.45479,1.1598,1.41244,-7.3254,6.6403,-2.89626,0.413775,0.512902,-4.75463,-3.40288,2.29191,3.01497,0.753056,-1.39759,5.36578,1.51136,1.22196,-0.0888186,1.44721,0.446096,1.86292,0.438425,-0.584385,0.879691,0.806093,1.64776,-0.807163,-0.240673,-2.69963,1.84277,0.722011,0.509139,0.229445,-1.20809,0.0344513,0.240721,-2.749
-1277.2,0.783127,0.216264,4,15,0,1302.67,3.46882,0.999654,-2.63471,-3.17061,-2.01489,-6.22855,0.460965,2.27295,-7.46775,5.86821,-2.08921,-0.746793,-0.0788324,-3.47757,-3.06818,2.57036,2.40717,-0.0406594,-0.587427,5.25354,1.83172,-0.213558,-0.36585,-1.18501,0.645944,2.51194,0.575294,0.641658,0.194604,-0.0437778,2.812,0.139786,1.91683,-1.02958,0.456772,-0.618387,-0.619982,1.23979,-1.02064,0.817921,1.12328,-0.936808
-1278.4,0.911543,0.216264,4,15,0,1299.96,3.41301,0.999656,-2.75197,-2.86935,-1.99493,-6.11381,0.417331,2.06522,-7.20741,5.80073,-2.16295,-1.06147,-0.271614,-3.50605,-3.20641,2.60304,2.56787,0.0235601,-0.623991,5.40972,1.92089,-0.342144,-0.693454,-1.45518,0.376029,2.6797,0.414911,0.76447,0.0691746,0.347276,2.90572,0.195631,2.10198,-0.773957,0.610556,-0.520104,-1.25626,0.992805,-1.25226,0.844481,0.958877,-0.653432
-1277.32,0.924584,0.216264,4,31,0,1300.33,2.5485,0.999489,-2.0179,-1.69127,0.453371,-5.72933,0.217482,1.86454,-7.15613,6.43615,-2.94207,-0.0772235,2.25304,-2.37169,-1.94092,4.87093,2.19794,-0.819974,-0.28449,4.50319,-1.72378,0.775104,1.27413,2.02906,-0.697131,-0.823451,-0.374457,-0.0134468,2.51501,-0.674544,-0.866309,-0.999551,-0.181325,-0.062319,-1.1858,0.313695,1.06809,-2.77136,1.04812,-0.187144,0.0228093,-0.520262
-1278.8,0.915395,0.216264,4,15,0,1295.9,2.91212,0.999554,-2.83843,-1.68277,0.394072,-6.04465,0.283299,2.72036,-7.7811,6.02223,-2.64266,-1.41964,0.852076,-2.95394,-2.23308,4.22581,0.153933,-0.837041,0.704406,4.55543,-1.90414,0.888646,1.6248,2.35362,-2.27779,-0.335597,-0.894399,1.84746,1.23023,-0.259799,-0.602892,-0.110764,1.17109,-0.358522,0.666418,0.370101,0.0558243,-1.92418,0.158853,0.314837,0.588539,-0.805657
-1280.36,0.887495,0.216264,4,15,0,1300.99,2.89452,0.999595,-1.9427,-2.20265,-0.786395,-6.15406,0.0411355,2.98647,-6.7215,6.18923,-3.12227,-0.949763,-0.420544,-3.51501,-3.25263,5.30305,1.50814,1.43294,-1.32699,6.40223,-1.16695,-0.0651538,1.13605,0.586719,-1.89117,2.068,2.18254,0.138034,0.81715,1.35039,1.41463,1.10645,1.052,0.8594,0.735035,-0.0673172,-0.945781,-0.401805,0.929738,-1.54718,-1.21466,-0.0160715
-1279.05,0.867489,0.216264,4,15,0,1301.62,2.37325,0.999788,-1.49035,-1.81571,-0.256595,-5.3524,0.841532,2.77759,-7.80831,8.82358,-2.2667,-0.725311,1.26532,-2.23439,-2.38212,4.51591,0.856516,0.152177,-0.156066,5.23582,1.63479,-0.337421,1.34514,0.354632,1.19577,0.571486,-2.17168,-1.15746,1.95591,-0.283847,1.98641,0.669601,-0.126084,-0.532759,-0.0207186,-1.82384,-0.420932,0.618246,-0.620948,-1.76828,0.631222,-0.174245
-1283.12,0.756899,0.216264,4,15,0,1305.59,2.26965,0.999201,-1.64397,-2.90099,-1.18684,-5.02021,0.923162,4.59427,-7.18774,7.37027,-2.03262,-0.146916,0.682443,-2.69533,-2.16573,4.70722,3.31959,-0.234632,-0.771882,6.65281,0.133017,0.436055,1.17239,-1.47165,1.25108,0.682951,0.748858,0.801373,1.53922,-0.246041,0.427447,-1.08018,2.13208,0.351103,-0.819747,-2.53326,-2.03233,1.3677,0.43368,0.557343,-1.03577,-1.73058
-1283.4,0.928727,0.216264,4,15,0,1310.46,2.89285,0.999674,-2.48992,-1.18329,-0.90177,-6.03988,0.769156,0.820714,-6.95745,5.80277,-1.4484,0.941388,1.54797,-1.51604,-3.33762,3.50753,2.74279,-0.937408,-0.90921,4.93811,1.37894,2.06115,0.21178,-2.31247,-3.31309,2.12385,-1.16963,2.65711,3.12127,-0.631769,-0.556427,-0.157093,1.04031,0.691886,0.640733,-0.0433816,0.477001,-0.520353,0.00774693,0.976865,1.0093,-0.202792
-1282.13,0.994875,0.216264,4,15,0,1302.68,2.75052,0.999364,-2.09084,-1.72245,-0.517974,-5.33971,0.0216906,2.00217,-7.44977,6.44444,-3.09736,-0.205901,-0.175578,-4.80248,-0.932349,3.3212,3.49397,0.236235,0.261561,4.55348,0.154464,0.689451,-0.530595,2.67034,1.31214,1.34322,1.28893,-0.2527,-0.357655,0.845282,0.604467,0.583621,0.335482,-1.47402,1.71173,-1.00237,1.17655,0.299224,2.74028,0.164923,0.37889,-0.0794264
-1283.12,0.995226,0.216264,4,15,0,1300.7,2.82778,0.99979,-2.70498,-1.51044,-0.096968,-6.75028,0.788349,1.94321,-6.76805,6.24697,-3.0238,-0.742469,1.79771,0.507443,-3.45289,4.66326,1.28186,-0.590295,-0.501759,5.75455,1.22209,0.808664,1.1616,-2.39003,-1.52298,0.0540164,-1.43137,1.41897,3.04873,-0.529187,0.915143,-1.43998,1.60444,0.905222,-1.07753,0.406422,-0.895863,-0.551223,-2.2131,0.0723528,0.563001,0.189732
-1282.76,0.918715,0.216264,4,15,0,1306.53,2.65639,0.999856,-1.81269,-1.74924,0.155761,-7.04286,0.416802,2.66758,-7.05117,6.78864,-3.37389,-1.91646,2.48552,-1.15573,-1.61524,4.58654,2.6063,-1.30569,0.463326,6.27971,1.55825,2.93407,0.256668,-1.47966,-1.58017,-0.0989135,-0.0445393,1.13841,2.9634,-0.241394,1.69826,-2.55632,0.698379,0.475146,-0.792851,-0.922792,0.508585,-2.12399,-0.394606,0.440409,1.08368,-0.796171
-1278.3,0.998125,0.216264,4,15,0,1302.5,2.67418,0.999741,-2.6454,-2.41694,0.551649,-5.04829,0.532288,2.78584,-5.02425,6.52787,-2.5471,1.2961,2.13709,-2.77154,-2.48769,4.37377,1.66892,-1.53805,-1.26571,5.40643,-0.0325195,-0.335082,0.647688,-0.290615,-0.152062,0.0455291,1.06093,-0.108943,1.27264,1.90731,1.33172,-1.29181,1.04829,-2.34392,-0.727307,0.441447,-0.114168,-0.630378,0.022485,-0.955438,0.993463,-0.392217
-1277.14,0.962469,0.216264,4,15,0,1294.81,2.57159,0.999656,-1.67388,-0.315724,-0.849738,-6.05228,0.635251,1.78187,-8.15834,7.23307,-2.76766,-2.23193,0.0318876,-2.20482,-1.63537,4.61819,2.18802,1.29835,1.29174,5.10971,1.18382,2.38441,-0.340954,0.922842,0.414829,0.618349,-1.33588,1.87951,1.32539,-1.49195,0.0017474,0.552457,1.24362,1.13378,0.484241,-1.3528,1.1967,0.949354,-0.0296422,0.455209,0.0912079,-0.524539
-1274.52,0.967825,0.216264,4,15,0,1291.46,2.5392,0.99941,-2.50485,-1.62311,0.239417,-4.54004,0.785791,2.48677,-6.27727,6.30866,-2.49201,-0.0589091,2.20741,-2.85542,-2.80616,4.33151,1.64305,-1.75894,-0.752874,5.70129,-0.352728,-1.60187,0.311698,-0.740454,-0.857803,1.54146,1.39607,-0.50138,1.52909,1.54295,1.45044,-1.38111,0.802854,-1.45744,0.561646,0.471278,-0.0458344,-1.3014,0.259064,-0.190438,0.922865,-0.663536
-1273.51,0.973947,0.216264,4,15,0,1291.36,2.82013,0.999516,-1.83878,-2.0421,-0.588774,-6.56863,0.660113,2.04033,-6.15212,6.30518,-3.60638,-0.0584792,0.399226,-5.09163,-2.60982,4.86037,1.91233,1.35969,-0.901059,5.13104,1.09847,1.81167,1.55233,-0.0828624,0.729064,1.07463,-1.30572,0.407068,2.21827,0.467639,0.895835,0.480058,0.451379,-0.146059,-0.150746,-0.981304,0.609757,0.0063731,-1.18329,-0.0234716,-0.135812,-1.23695
-1275.78,0.961817,0.216264,4,15,0,1293.26,2.80281,0.999445,-1.63114,-2.06619,-0.833965,-6.61825,0.279285,1.82527,-5.65042,5.85846,-3.64778,-0.204778,0.138449,-4.41339,-2.57353,4.63066,2.11358,1.61729,-0.912018,5.48962,1.17893,1.42176,1.91119,-0.516221,0.859503,1.27058,-1.50422,0.580281,2.81319,0.381386,1.03997,-0.145164,0.927535,0.20792,0.411058,-0.981837,-0.121234,0.0332409,-1.13368,-0.547394,0.787728,-0.485353
-1280.08,0.885582,0.216264,4,15,0,1298.37,2.76859,0.999504,-2.35377,-1.29764,-0.567451,-5.10995,0.42884,2.21352,-7.44099,4.67175,-2.08636,-0.321871,2.73052,-2.88944,-1.54393,3.67579,1.39197,-1.70138,0.0185305,5.78573,0.736227,0.059826,-0.302724,-1.13708,-1.50733,2.1005,0.937036,-0.488384,-0.77317,0.100302,-0.194566,-0.173853,0.771127,0.264896,-1.13194,1.9314,2.02224,-1.11995,1.50554,-0.239072,0.81906,-1.51613
-1281.45,0.918706,0.216264,4,15,0,1307.71,2.81222,0.999251,-2.67231,-1.13632,-0.120063,-5.7963,0.942602,2.11206,-7.45427,4.19918,-2.0083,0.290067,2.29244,-1.72966,-1.66839,4.16366,0.306566,-1.31285,-1.55108,6.03466,1.39281,1.02764,-0.76168,-1.53311,-1.4704,2.5829,-0.13001,-0.230765,-0.632653,0.840385,0.653804,-1.05538,1.23428,0.487149,-0.524047,1.18265,-0.0913679,-0.513429,1.13695,-0.112049,0.838056,-0.651857
-1276.16,0.824736,0.216264,4,15,0,1301.95,2.15558,0.999785,-1.90293,-0.23193,-0.676386,-5.72272,1.41238,2.81525,-8.03011,6.27199,-1.55075,-1.02778,1.6631,-1.21473,-2.47519,4.06987,3.18719,-0.761296,-1.2861,6.10511,1.66081,0.744556,0.763069,-0.679695,-1.06462,-0.500679,0.818121,0.657648,2.4444,-2.03636,1.10147,-0.403198,0.371326,0.266981,0.256982,-0.402266,-0.717772,0.10735,0.0810339,0.405225,0.27417,-0.482456
-1270.1,0.926905,0.216264,4,15,0,1287.29,2.32898,0.999451,-1.76955,-1.32415,-0.488329,-5.40884,1.02973,1.52595,-6.29271,5.47073,-2.39203,-1.09705,1.96077,-2.87452,-3.08566,3.58285,2.79262,-1.49655,0.08145,5.96803,1.30028,0.313088,1.36113,1.47549,0.137609,0.807587,0.441661,1.14632,2.81219,0.573118,0.696357,-0.479058,1.83195,-0.471361,0.993974,0.0827434,-0.737572,0.324478,0.0852408,0.289108,-0.0942421,-0.522897
-1280.12,0.953843,0.216264,4,15,0,1293.27,2.94969,0.999576,-2.46458,-2.07587,-0.742665,-5.39957,-0.266703,2.24147,-6.30447,5.0745,-2.7283,-2.38695,3.21079,-3.11473,-3.50257,3.30988,3.52911,0.700407,1.02103,5.65686,-0.214113,0.38219,0.587545,0.79661,-2.47147,1.59045,0.302221,1.96006,1.71933,-0.285975,0.263047,1.65353,0.121998,-0.271766,-1.16569,-0.0545489,0.408283,1.02609,0.837272,-0.597369,-0.781334,-0.427131
-1287.83,0.929174,0.216264,4,15,0,1311.73,2.72088,0.999999,-2.21561,-1.73917,-1.90101,-6.05447,0.914871,3.77796,-8.28072,6.40205,-1.14939,0.32933,0.372204,-1.17422,-3.27607,4.9813,3.17968,0.849246,-1.21721,5.82885,0.182909,-0.583756,-0.0168405,2.34654,-0.296217,1.15439,-0.817542,-0.0444705,1.8467,-0.419157,0.603312,-1.05766,1.02548,1.20951,0.866264,-1.34539,-0.796248,-1.12922,-1.05306,2.45473,0.689868,-1.93586
-1283.49,0.943256,0.216264,4,15,0,1309.21,2.93837,0.999994,-2.34368,-2.74994,0.605973,-5.27637,-0.482037,1.17584,-7.49815,6.08054,-2.64854,-2.19307,1.82847,-2.62665,-2.8038,4.51334,2.07022,-0.29608,1.54305,3.76926,1.4869,1.08211,0.852055,-0.95832,-0.133611,1.60801,1.01395,3.41723,2.33601,0.322701,0.746044,-1.1765,2.34907,-1.72905,0.721781,0.306698,0.734007,0.0238299,0.765115,-0.352834,-0.749668,0.715198
-1287.62,0.987352,0.216264,4,15,0,1310.36,2.34218,1,-1.29042,-1.05264,-0.853188,-5.87576,0.62951,2.95245,-7.07892,7.04382,-2.76356,-1.74244,0.347952,-2.6347,-2.07615,3.89437,2.1747,-0.0980184,-2.12925,6.52189,0.877435,0.746281,-0.0151776,0.916702,-0.692645,0.0965068,-1.68575,-0.369499,-1.26632,0.278044,-0.470263,1.57128,-0.748036,0.860718,0.904917,-0.829778,0.665075,0.423544,-0.594086,-0.793042,-0.975621,-2.25062
-1286.03,0.968712,0.216264,4,15,0,1316.79,3.23758,0.999989,-3.44795,-2.37166,0.190218,-5.8423,1.02769,0.61681,-7.77744,6.59242,-2.63953,1.03642,3.46771,-3.53324,-1.55608,4.84823,2.56723,-0.618294,0.688094,3.43433,1.71618,-0.483308,0.59994,0.850235,-1.09681,1.16324,-1.66698,-0.279537,2.62202,-0.0401611,1.22541,-1.0831,0.751758,-0.861524,-0.673851,-0.688435,0.847472,-0.150416,1.37083,-1.35701,-0.858853,0.869368
-1282.14,0.95808,0.216264,4,15,0,1311.4,3.02899,0.999987,-2.97333,-2.3199,-0.21251,-4.81696,0.548909,1.2247,-8.00164,5.98902,-3.1799,1.12444,2.29968,-3.17104,-1.13877,4.49895,0.663024,-0.922619,0.558589,4.51792,2.62487,0.255734,0.797969,1.54141,0.544064,1.35461,-1.00247,-1.02361,2.07442,0.14232,1.24998,-1.14299,1.73068,-0.15435,-0.187724,-0.211724,1.21199,-0.882069,2.04015,-1.22161,-0.234373,0.366357
-1283.71,0.973587,0.216264,4,15,0,1308.94,2.95698,0.998775,-1.97194,-1.05594,-1.63225,-5.88947,0.692239,0.617249,-7.16975,5.88431,-2.60902,-1.10197,-0.422401,-1.66201,-1.5129,5.03918,1.85751,-2.24097,-2.16374,5.09443,1.07335,-0.448687,1.93386,-0.564014,-1.00968,-0.187298,1.84473,-0.160581,1.5171,0.686585,-1.22877,-0.255309,0.0962909,-2.51018,0.956447,-0.69316,0.953949,-0.998647,1.37808,1.31017,0.633747,-0.221827
-1282.32,0.999981,0.216264,4,15,0,1302.07,2.57775,0.999902,-2.17496,-2.18328,0.892497,-5.87879,0.311532,2.81854,-8.07797,6.79131,-2.93786,-0.181448,2.54744,-3.71834,-2.96613,3.99121,2.13875,1.45473,2.6713,5.21394,0.0996424,1.27784,-1.51392,0.67283,0.191579,1.70452,-1.84478,1.18744,1.00584,-0.275157,2.31824,-0.573477,1.80229,2.01227,-0.155444,-0.0552187,-0.502492,0.871749,-0.87497,-1.47313,0.022326,-0.600814
-1276.24,0.962335,0.216264,4,15,0,1300.04,2.66487,0.999532,-2.36761,-2.48351,-0.561065,-4.61686,1.52602,1.07956,-7.48032,8.23798,-3.27991,-0.581585,0.520149,-1.76871,-2.5794,5.1075,2.61244,-1.49371,0.101795,5.25589,1.30383,0.886039,0.408615,0.507775,-1.26834,-0.476308,-0.439783,0.238458,0.391579,1.04056,-0.426341,-1.00353,1.75557,0.988249,-1.50792,0.377142,1.27941,-0.922321,1.40867,0.305196,1.2621,-1.80994
-1284.51,0.852489,0.216264,4,15,0,1302.71,2.35503,0.999525,-2.00825,-0.644549,0.466307,-6.42971,-0.205623,2.96136,-8.90498,6.23172,-2.42505,0.366349,1.62111,-3.64541,-2.52063,3.63143,1.01658,0.248502,0.322049,4.51348,0.343282,0.710773,-0.332601,2.11151,-0.853338,2.02311,1.07805,0.982134,2.89455,0.0653845,1.33821,1.31216,0.992534,-1.65585,2.81306,-0.709126,-1.26825,0.682959,-1.23665,-0.277491,-0.562833,-0.143626
-1278.44,0.967028,0.216264,4,15,0,1303.15,2.66168,0.999552,-2.27049,-1.3547,-0.0408443,-5.81994,0.548886,2.87852,-8.4613,6.35733,-2.44171,-0.595116,1.63418,-2.10493,-1.6289,3.86561,0.772774,0.902568,1.11112,4.28768,0.911058,0.52385,-1.11511,-0.0898354,-0.668515,1.07593,0.133589,2.49252,1.76203,0.539567,0.808318,0.347009,3.42753,-0.0680906,2.39779,0.38343,-0.243466,-1.46588,-2.10315,0.216023,-1.0413,0.475346
-1284.71,0.890983,0.216264,4,15,0,1308.93,3.24162,0.999522,-2.73087,-2.32574,-0.546267,-5.81107,0.673538,0.924078,-8.72006,7.37163,-3.22315,-1.6083,1.67872,-0.977249,-4.30075,4.25233,2.55483,-0.930941,-0.795519,6.21183,1.05601,-1.28202,0.983394,1.94827,2.07855,2.05779,-0.452376,0.315586,0.746838,0.495465,1.78296,-1.30238,-0.973362,-0.494104,-0.8325,-1.2997,1.54914,-0.042685,1.28218,2.55616,0.843453,-0.952953
-1278.09,0.994966,0.216264,4,15,0,1302.4,2.97142,0.999983,-2.47574,-2.87483,0.162803,-4.54706,-0.128695,1.72364,-8.19072,5.82877,-2.81181,-0.0188352,1.2966,-4.53018,-2.32204,4.19754,2.48252,0.334122,-1.37797,5.43738,0.963914,1.08759,0.267541,-1.21169,-1.39074,2.32347,0.197145,0.173718,0.872094,-0.395999,0.178633,-0.139911,1.3932,0.443485,0.0937289,-0.396368,0.0936015,0.732383,-1.43074,-1.23563,0.417589,1.95445
-1274.98,0.856615,0.216264,4,15,0,1302.28,3.16153,0.999976,-2.61395,-2.88999,0.187355,-4.76923,0.068134,1.74389,-8.16787,6.10838,-2.63327,0.0256478,0.899191,-4.45354,-2.4638,4.29975,2.35559,0.296564,-1.49252,5.29316,0.77064,1.15452,0.316134,-0.894257,-0.949034,2.39786,0.130544,-0.140462,1.19851,-0.525194,0.303945,-0.439786,1.57638,0.496627,0.208527,-0.308625,0.315489,0.43518,-1.0034,-0.879825,0.608309,1.65927
-1279.77,0.982462,0.216264,4,15,0,1296.5,2.70279,0.99994,-1.98375,-1.6823,-0.170091,-5.94667,0.136284,2.24223,-7.61859,6.45902,-3.81672,-1.73486,1.41976,-1.5107,-2.73829,4.87305,0.0267312,-1.34297,1.96404,5.54439,-0.762889,0.75465,-2.44323,0.28557,0.734957,0.399617,-2.08584,0.51105,1.17795,0.412357,0.698983,0.600103,1.11114,-0.827335,0.309703,1.77471,-0.381015,-0.210613,-0.081558,-0.469129,0.357626,-0.239651
-1280.46,0.997625,0.216264,4,15,0,1300.2,3.41697,0.99996,-2.91437,-1.64742,-1.5221,-6.42539,-0.0210899,1.69186,-8.14214,5.06178,-2.99683,-1.29058,-0.302863,-2.24122,-2.34625,5.57252,1.85308,-0.240105,0.418927,5.50849,1.05922,1.05249,-2.82123,-0.207068,0.742095,-1.69265,-1.03615,0.236856,1.05008,0.0378314,2.21649,-0.0497084,0.0699364,-0.0473747,-0.0741274,-0.622876,-0.768267,0.196691,-0.173144,-0.597625,0.399572,-0.767382
-1275.55,0.992311,0.216264,4,15,0,1299.95,2.88291,0.999773,-2.19825,-1.75336,0.250068,-5.30339,0.657364,0.385015,-6.14227,6.56424,-3.1352,-0.890946,0.419889,-2.39953,-2.24484,2.62503,2.10703,0.120532,-1.98523,6.70018,-1.31992,-0.0717268,1.87594,1.07173,0.208705,-0.300346,0.630025,0.579838,0.646083,-0.0974516,2.70204,-0.941618,0.814321,0.327927,0.763506,0.6462,0.115086,0.0509347,-0.0270425,-0.376396,0.191106,-1.23326
-1285.04,0.918188,0.216264,4,15,0,1306.49,2.52839,0.999273,-1.89158,-1.69183,0.307761,-4.59615,0.0928331,1.97119,-6.78737,6.5641,-2.47992,-0.682468,0.991491,0.102004,-3.72686,3.297,-0.104408,0.307806,0.218448,5.55156,1.46299,-0.333803,0.193355,1.43223,0.608702,2.0196,-0.677385,-1.10879,-0.0551433,-0.085891,-0.793485,0.250674,0.264301,-1.07283,-1.5852,1.2953,1.60092,-0.72839,0.10968,1.96219,-0.0984618,-2.09535
