# stan_version_major = 2
# stan_version_minor = 24
# stan_version_patch = 0
# model = mice_scfa_producer_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /Users/liaoc/Documents/cmdstan-2.24.1/examples/mice_scfa_producer/mice_scfa_producer.data.json
# init = 2 (Default)
# random
#   seed = 3197751197 (Default)
# output
#   file = output_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta__Muribaculaceae,beta__Bacteroides,beta__Akkermansia_dash_muciniphila,beta__Parasutterella,beta__Bacteroides_dash_acidifaciens,beta__Faecalibaculum,beta__Lachnospiraceae_dash_NK4A136_dash_group,beta__Parabacteroides_dash_goldsteinii,beta__Bacteroides_dash_uniformis,beta__Clostridia_dash_UCG_dash_014,beta__Lachnospiraceae,beta__Alloprevotella,beta__Escherichia_dash_Shigella,beta__Desulfovibrionaceae,beta__Helicobacter_dash_ganmani,beta__Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,beta__Oscillospiraceae,beta__Lachnospiraceae_dash_bacterium_dash_28_dash_4,beta__Clostridia_dash_vadinBB60_dash_group,beta__Mucispirillum_dash_schaedleri,beta__Colidextribacter,beta__Muribaculum,beta__Lachnospiraceae_dash_bacterium_dash_10_dash_1,beta__Roseburia,beta__Oscillibacter,beta__Desulfovibrio,beta__Peptococcaceae,beta__Parabacteroides,beta__Ruminococcaceae,beta__Ruminococcus_dash_sp_dot__dash_N15_dot_MGS_dash_57,beta__Anaerotruncus,beta__Rikenellaceae_dash_RC9_dash_gut_dash_group,beta__Lactobacillus,beta__Alistipes,beta__Lachnoclostridium,beta__Helicobacter_dash_mastomyrinus,beta__Gastranaerophilales,beta__Lachnospiraceae_dash_UCG_dash_006,beta__Blautia,beta__Bilophila
-310.351,0.941731,0.256834,4,15,0,339.256,1.82082,0.997354,-1.87694,-0.492143,-0.57008,-3.41163,0.219261,1.24676,-3.75787,4.65353,-0.544387,0.994317,0.453221,-1.05032,-0.798203,1.68798,0.931892,-0.314886,0.81511,5.28014,0.263681,1.01909,0.838817,0.413816,-0.533805,-0.889253,1.04208,-0.805241,1.19647,0.827395,0.78751,-1.01864,0.418823,-1.19149,2.0699,0.175016,0.800432,-0.264922,-0.22563,0.483336,-0.785816,-1.81538
-309.426,0.986378,0.256834,4,15,0,327.477,1.68724,0.999305,-1.3546,0.533275,-0.992041,-4.09079,1.47417,-7.53477e-05,-3.96399,5.96168,-1.60303,-1.20942,0.0262301,-0.00956553,-1.52177,2.65704,0.169698,-0.676046,-0.0501995,4.66094,1.2363,0.831654,0.792345,-0.193359,0.452084,0.0848959,0.831279,-2.31714,0.980947,0.225238,2.30432,0.892934,0.0187883,1.1599,0.473018,-1.06954,1.39804,0.552424,-0.921136,0.794907,0.788062,-0.127113
-307.862,0.988826,0.256834,4,15,0,323.584,1.76264,0.999702,-1.76449,-0.0462982,-0.712208,-4.19808,0.957865,-0.623924,-3.19279,5.29426,-0.832773,-1.24238,1.29761,0.562265,-1.4306,2.61759,1.38364,0.573019,-0.134744,4.21117,1.72654,-0.8693,0.487622,-0.835907,1.37617,-0.34278,-0.781311,-1.27551,1.53588,0.799722,1.86447,-0.953228,0.256073,0.585135,0.814088,-0.683433,0.811882,-0.623428,-0.349841,2.07652,0.442812,-0.139731
-315.793,0.714006,0.256834,4,15,0,330.744,2.05292,0.999433,-2.5271,-0.47266,-0.755687,-3.45236,1.11161,-0.133011,-4.08451,3.7198,-1.58998,-1.2497,1.50107,-0.626479,-1.76157,2.8976,0.748247,-1.25961,-0.951991,3.68681,1.37342,0.158854,-0.157742,-2.46496,1.70016,-0.78963,0.180543,-2.36893,1.73532,2.20091,1.57957,-0.73164,1.17013,1.05532,0.649182,-0.48912,0.7508,-0.116311,-0.595237,-0.253015,0.0246297,0.0485898
-323.654,0.944463,0.256834,4,15,0,344.171,2.34622,0.990522,-2.48738,-0.162404,-3.09359,-2.27572,1.4099,-0.971316,-4.73676,3.22899,-0.829901,-0.927879,-0.39912,0.0224024,-1.37286,1.79757,-0.185791,-1.28132,1.21072,1.69379,0.93597,-0.0224122,0.0409167,0.259304,-2.3434,0.933169,0.0551014,1.20936,0.680851,-0.870574,1.52047,0.373446,-1.10193,-2.68746,0.30489,-1.62614,-0.537907,-0.0646902,-0.144954,-1.72804,-1.26811,-0.536148
-317.411,1,0.256834,4,15,0,342.743,1.48159,0.999795,-1.28701,0.57928,-0.05191,-3.92215,0.0250532,-0.255414,-3.0218,5.82178,-1.10352,-2.79965,0.730561,-0.567205,-1.18475,1.20575,2.054,0.840719,-0.222127,5.61542,1.16238,0.0671893,0.610417,0.257153,1.57516,-0.284324,-0.467397,-0.965691,0.994398,0.787946,-0.143923,-1.49798,1.36145,1.9941,-0.439695,0.613684,0.766429,0.966234,0.191202,2.52588,1.26171,0.633207
-320.38,0.806607,0.256834,4,15,0,337.281,2.14419,0.998729,-2.45976,0.059707,-2.56531,-2.92567,1.37355,-0.802341,-4.70061,4.17556,-1.77485,0.0212111,0.0981679,0.712375,-0.968946,2.99631,-0.0212365,-1.40668,1.45516,2.54208,0.908865,0.697312,-0.701476,-0.453149,-2.65521,0.960579,0.854299,0.767229,1.632,-0.30507,1.0251,0.647217,-0.29796,-2.05209,0.948094,-0.79063,-0.89017,-0.705636,-0.297383,-2.44136,-1.03358,-1.51101
-315.783,0.999143,0.256834,4,15,0,340.683,1.77795,0.997846,-1.83222,0.478739,0.875843,-4.10904,-0.106273,-0.644691,-3.43742,6.0594,-1.40566,-1.91883,0.27553,-0.658767,-1.76429,1.82827,1.3721,0.41207,-0.568885,4.77596,0.208749,0.225141,0.881662,0.102324,1.2702,-0.186444,-1.03065,-0.0108563,2.23752,0.46303,-0.789328,-0.52772,0.313222,1.37932,0.106749,0.0623653,1.42146,0.911786,1.51739,2.42001,0.276057,0.979839
-320.317,0.891628,0.256834,4,15,0,347.564,1.56581,0.999835,-0.817121,0.850605,-1.77832,-3.41241,0.685483,-0.230379,-2.04221,3.83144,-1.32181,-1.69376,-0.308395,-1.84283,-0.718268,2.17826,-0.412819,-0.94906,-1.90353,5.34588,1.63173,-0.646458,-0.564669,-1.41828,-0.914172,-1.11447,-1.41738,1.69613,1.1798,1.72881,0.0586732,0.429564,-1.09454,-0.0862271,-0.166803,-0.59633,-0.0437516,1.69625,0.016457,1.22796,0.769313,-1.55439
-311.262,0.985625,0.256834,4,15,0,335.35,1.62282,0.995369,-1.75463,0.632545,-0.726124,-3.62432,1.81267,-0.704763,-3.01835,4.19122,-0.670612,-0.695868,0.319712,-0.237902,-0.392807,2.3811,2.64648,0.539556,2.1261,5.59642,1.0005,0.835703,1.00996,-0.401595,1.55473,0.175778,0.430094,0.00460119,0.75174,0.798302,-0.164371,-0.743708,1.1996,-1.51283,-1.16055,1.08572,0.624172,-0.37226,-0.705034,-1.45523,-0.36767,-1.0155
-316.563,0.954887,0.256834,4,15,0,333.759,1.69901,0.996783,-1.83302,0.513609,-1.13004,-3.21012,1.75088,1.07347,-4.8565,4.69825,-0.885948,-1.15962,0.136653,0.867077,-0.309884,2.62325,-0.421742,0.665795,0.351639,4.24486,1.12233,0.0759046,0.288206,-0.728056,1.63725,2.61084,0.362512,-2.24079,-0.193904,-0.426739,-0.0911912,-2.10871,-0.509601,-0.886067,0.813889,-0.91098,-0.0188827,-1.00043,1.42031,1.26271,-0.641357,-0.616636
-308.082,0.993069,0.256834,4,15,0,330.099,2.25427,0.997405,-2.23218,-0.584634,-0.979766,-2.53947,-0.222213,-2.36938,-3.68811,5.18181,-1.56448,-0.889495,0.554544,-0.315563,-1.89162,2.54632,1.53788,-1.51453,1.24566,4.14851,1.46049,1.0392,-0.980613,-0.747335,-0.880651,-1.00454,-0.136673,1.20175,0.467564,-0.568358,-0.452496,-1.71234,1.12865,0.32072,-0.185404,0.198828,0.293663,1.16679,-0.447549,0.281781,1.28433,-0.704879
-309.04,0.930941,0.256834,4,15,0,325.248,2.48987,0.997117,-2.5109,-0.609133,-1.43153,-4.13992,1.05051,0.519746,-5.23705,3.93632,-1.75126,-2.24623,-0.185582,0.0709375,-1.89482,0.454652,0.308105,0.900648,-0.622273,3.69349,-0.308,-0.97299,1.26767,0.299369,-0.175823,1.13301,0.259376,-1.5999,1.38686,0.789028,0.509814,0.821297,-0.500433,-0.884314,0.6138,-0.729247,-0.0514773,-0.915756,0.117595,-0.27855,-0.886385,-0.145829
-314.719,0.901749,0.256834,4,15,0,330.044,2.14678,0.998976,-2.34867,-1.01865,-1.4147,-2.29514,0.918074,-2.42248,-3.55766,5.98729,-1.2527,0.362887,-1.01593,-0.846964,-2.3736,1.81709,1.25332,0.599703,0.533231,5.97009,-0.231327,0.0583796,0.63226,0.645596,0.0490496,-2.35438,0.615695,-1.12179,1.85678,0.264342,1.27788,-0.735038,1.52352,0.0630598,-1.12761,0.0709184,0.305783,-0.373776,0.784375,-0.240858,0.137003,-0.017285
-314.992,0.994037,0.256834,4,15,0,335.884,2.17101,0.998068,-2.2757,-0.372496,-1.10066,-2.82584,1.02671,-2.68936,-4.00502,5.82301,-0.820153,0.907029,-0.366378,-0.439077,-2.45744,2.4699,0.38841,0.415659,0.276716,6.04436,-1.01661,0.123285,0.880277,0.217612,0.457964,-1.07348,0.15862,-0.670139,1.71434,-0.0270966,2.01719,-1.03537,1.73087,1.15017,-1.07941,-0.0455161,0.0675194,-0.386867,0.805776,0.02577,0.708338,0.238381
-312.876,0.976243,0.256834,4,15,0,338.129,2.11747,0.99915,-2.21445,-0.173959,-0.994231,-2.04366,0.593865,-0.748359,-5.26014,4.47709,-2.24941,-2.00719,1.55339,0.447488,-2.05226,2.0076,0.162244,-1.22992,-0.0340054,0.955287,2.83701,0.348419,0.0833917,-1.47359,-0.297532,0.0319523,-0.645269,0.0305547,0.45571,0.256859,0.226304,-1.40045,-0.405777,-0.850552,1.00483,0.0648695,0.224575,1.74218,-0.150698,1.07954,-0.350776,-0.659732
-314.125,0.928502,0.256834,4,15,0,334.847,2.136,0.985759,-2.09645,-0.872706,-0.989103,-2.39533,0.333952,-1.16357,-4.326,5.13628,-0.238341,-1.64374,0.31947,-0.829089,-0.883559,1.24193,0.632605,-0.219144,1.7021,3.34858,-0.0403037,-1.4786,-0.106539,0.946476,1.08875,0.00381518,-0.23799,0.704614,0.214114,-0.368941,1.22626,-1.07311,-0.181403,-0.299006,0.406006,0.108861,-1.51618,0.711977,-0.325619,2.2882,1.34784,-1.36148
-313.858,0.926172,0.256834,4,15,0,332.067,2.17848,0.999726,-1.72414,-0.344282,-2.25994,-2.90325,0.492263,-1.56789,-3.19831,5.03291,-1.77544,0.222362,0.186993,-1.74943,-1.14036,2.04275,1.36925,-1.19566,-0.478158,4.01634,1.58407,-1.10804,-1.41305,0.279381,-2.65092,0.970314,0.845289,-0.918029,1.50992,1.18404,0.152418,-0.6215,1.82505,0.603732,0.427105,-0.503923,-0.0358731,-0.976256,-0.565635,1.79046,-0.646537,0.254832
-312.229,0.947656,0.256834,4,15,0,331.461,1.91496,0.992457,-2.29602,-0.713913,-0.283464,-2.43838,1.05328,-0.241455,-5.2662,5.21495,-1.33565,-1.5689,0.159111,-0.273012,-1.95557,2.12732,1.12077,0.348202,1.01456,4.00817,2.54545,-0.609044,0.416466,0.177432,0.725609,1.3936,-1.6611,0.0575726,1.9852,0.778925,0.0291728,0.716834,-1.11674,0.106351,-1.9315,0.437084,-0.819049,1.28846,1.08923,0.519059,0.849885,-0.397363
-318.489,0.852433,0.256834,4,15,0,336.29,1.54584,0.995155,-1.728,-0.588606,-0.688782,-2.24459,0.964305,0.0358571,-5.04423,7.28686,-0.719748,-0.713082,-0.375777,-0.3877,-2.76922,1.93919,0.636322,-0.660748,-0.189805,4.04698,1.93441,-0.271334,0.794953,-1.02225,1.69653,1.69333,0.253525,-0.857938,0.788376,0.392714,0.0966816,0.566559,-0.0713962,1.50712,-1.46095,-0.85796,-1.7979,-0.16521,0.0857457,1.74995,1.37312,-0.906375
-318.026,0.972456,0.256834,4,15,0,340.493,1.78166,0.998637,-1.81613,1.14482,-1.22787,-3.81004,0.586772,-1.08894,-2.83597,2.58361,-1.90605,-1.74916,1.42225,-0.00611307,0.507842,2.21728,0.89728,0.491852,0.935245,4.31498,0.029341,0.825037,-0.359875,0.747408,-2.38835,-0.995865,0.411876,0.94019,1.55631,-0.025523,-0.112559,-1.37783,1.08652,-1.91174,1.78007,0.924426,2.10363,-0.0187421,-0.253659,-1.35128,-0.930781,0.645808
-318.396,0.967579,0.256834,4,15,0,340.532,1.73471,0.996381,-1.82248,0.105902,-1.1646,-3.73891,0.868856,1.00632,-4.62413,5.90145,-0.293122,-0.351581,-1.29225,-0.271177,-2.91236,1.76991,0.58363,-1.14471,-0.431961,3.49668,1.88746,0.840311,-0.498385,-1.61596,1.77444,1.32087,-0.0469085,-2.37803,0.276424,1.07474,1.06132,0.358555,0.80791,1.31998,-0.584548,-0.445511,-1.1102,-0.152332,-0.41329,2.06501,0.43474,-1.18232
-334.784,0.847111,0.256834,4,15,0,356.76,1.69267,0.996171,-1.26057,0.225909,-0.805789,-3.80607,0.51121,1.92479,-5.89941,6.08994,-0.760621,-0.718429,-1.25005,-0.602097,-2.91067,1.87429,0.566514,0.754972,-0.997887,3.9863,1.06419,1.03857,-1.07918,-1.11548,2.74676,-0.163214,-1.95542,-1.37219,-1.19045,-0.420742,1.39849,0.0166775,1.16279,0.979861,-0.589137,-0.778794,-1.14884,-2.32137,-0.644606,1.56439,2.2484,-1.62946
-331.76,0.996507,0.256834,4,15,0,356.068,1.78157,0.998072,-1.78185,-0.366281,-0.529263,-2.2537,1.56525,-3.06435,-2.78388,4.34377,-1.45825,-1.60892,2.58586,0.448536,-0.070193,2.6089,1.39715,-1.51891,2.01759,4.33761,0.816604,-0.449706,1.41621,-0.0231168,-3.20029,0.476302,2.27997,1.4135,3.56864,0.855716,-0.12266,-0.430826,0.283178,-1.40226,0.338078,0.604574,1.6155,2.33,0.391779,-1.55254,-1.50263,1.25319
-331.368,0.977994,0.256834,4,15,0,359.51,2.03617,0.999636,-1.40474,0.528977,-0.915148,-4.98546,-0.1604,1.37159,-5.51006,4.47897,-0.944494,-1.09317,-1.86842,-0.617278,-1.77311,1.24573,0.686164,0.79473,-1.31132,3.86636,0.881013,1.05682,-1.15146,-0.404861,2.66482,0.368828,-2.01487,-1.39064,-0.70614,-0.288576,0.444202,-0.725379,0.396124,1.10542,-0.274368,-0.915575,-1.11565,-2.53957,-0.499011,1.83768,1.87382,-1.70455
-320.374,1,0.256834,4,15,0,348.015,2.38386,0.998248,-2.91012,-0.394364,-0.916902,-3.33813,0.615582,-1.28772,-3.42459,4.64896,-2.01297,-1.54493,1.69467,-0.028512,-0.554066,3.06102,0.676701,-2.90575,2.53505,4.02665,0.257428,-1.04691,-0.749443,-0.425253,-2.35089,1.44115,1.37921,1.80445,0.598484,-0.390701,2.02274,0.0907006,0.187814,-0.945897,-0.193674,-0.499948,1.74932,1.70799,-0.258172,-0.131346,-0.419776,0.0527823
-316.192,0.999473,0.256834,4,15,0,339.129,2.32916,0.999345,-2.06548,-1.00519,-1.00473,-3.92014,-0.176174,-0.350877,-3.57556,4.57157,-1.48885,-0.452553,-1.26766,-0.76601,-2.04724,0.423117,-0.310199,-0.653225,1.28569,3.14186,0.499055,0.426455,0.493348,-1.55174,0.924518,-2.05908,-1.29506,-1.67623,1.74617,2.11861,0.163318,0.464753,1.40264,-0.713103,1.14295,-1.63042,-0.698053,-0.278965,0.804722,0.202137,-0.483254,-1.00002
-313.249,0.957727,0.256834,4,15,0,333.052,1.85618,0.998975,-1.82191,0.714469,-1.42166,-3.73266,1.17455,-0.817671,-5.33357,3.76976,-0.686215,-2.12522,1.49469,0.0542606,-0.643612,3.0907,1.71758,-0.343052,-0.832531,4.58322,1.17113,-0.0789055,-0.29999,0.612987,-2.09973,2.25297,1.62482,1.46466,0.275247,-1.27096,1.19176,-1.29964,-0.0124658,0.453357,-0.770079,-0.198824,0.856394,0.116226,-1.33667,0.276345,1.00795,0.40092
-314.293,0.998778,0.256834,4,15,0,331.878,1.91533,0.992927,-1.82798,0.332866,0.240775,-3.5572,0.683397,0.173453,-4.7211,4.93,-2.38009,-1.04709,-0.941772,0.463924,-1.42649,0.876378,-0.265462,-1.32688,1.02541,5.30775,1.14216,-0.505587,-0.187624,-1.15286,0.016739,-0.752064,0.0252157,-1.74777,1.07876,1.9333,0.98826,0.684234,1.09751,-0.947334,-0.174123,-0.231925,0.241165,0.46227,0.338254,-0.195465,-2.77959,-1.23214
-312.847,0.99167,0.256834,4,15,0,333.147,2.04005,0.998074,-2.23791,-0.594673,-0.14082,-3.44232,0.229292,0.576176,-3.66854,4.99857,-2.05415,-0.806742,-1.40683,0.531572,-0.20826,1.53267,1.46231,-1.13183,1.42675,4.55857,0.814918,2.92532,0.926471,0.782782,0.772296,2.34174,-0.232668,-0.549299,1.18624,0.738221,0.842523,-0.319432,0.107372,0.0927087,-0.710815,1.46207,0.880438,0.435224,0.174701,1.22325,-0.0218902,-1.08915
-312.901,0.98203,0.256834,4,15,0,334.331,1.63902,0.999587,-1.16443,0.596588,-1.58447,-3.12833,1.31304,-1.27064,-3.85551,5.40793,-0.51803,-1.65065,2.15704,-0.583969,-1.68482,2.71529,0.3367,0.685619,-0.807095,3.13665,0.803681,-2.34346,-0.748254,-1.12657,-1.56364,-1.84784,0.257132,0.494234,1.72216,-0.23285,0.486196,-0.418725,0.444309,-0.502246,1.02674,-1.66314,-0.609913,-0.398409,-0.373609,-0.8841,0.405422,0.310452
-317.349,0.982607,0.256834,4,15,0,334.333,1.66646,0.989661,-0.923139,-0.434328,-1.55725,-1.41008,0.377973,-1.06834,-3.81006,6.06879,-0.734706,-2.22207,-0.165651,-0.475532,-1.65783,2.10698,0.0436837,-0.570757,-0.961996,3.34471,0.198669,-0.522668,1.45944,-0.476373,-1.27916,-0.105436,1.09503,-0.302892,2.12393,0.30409,-1.50109,1.26193,1.59734,-0.65604,1.14725,-2.41365,-1.38764,-1.0524,-0.495401,-0.73281,0.581347,-0.134634
-318.389,0.975959,0.256834,4,15,0,340.768,1.93071,0.999394,-2.11986,0.0831426,-0.568317,-4.3621,0.0746647,0.668287,-3.89213,5.96606,-1.47817,-1.95118,0.344642,0.821529,-0.658182,2.71282,1.28429,-1.12014,0.242358,3.59289,0.961739,1.65691,-1.12419,1.37139,-0.228185,-0.564456,1.35385,-0.485097,-0.605652,0.464064,0.488617,-1.06858,0.452505,0.887938,1.06964,1.90376,3.33875,0.525878,0.878323,-0.927966,1.30756,-1.96128
-310.63,0.988921,0.256834,4,15,0,333.532,2.08719,0.989817,-1.76929,-0.186817,-1.13164,-3.40275,0.097737,-0.220403,-3.69542,3.86838,-1.80588,-1.14641,-0.384583,0.389235,-1.30011,0.718061,0.900992,-0.745714,0.09544,3.08591,1.8153,-0.819507,-0.774074,-0.205537,0.163378,0.0219932,1.6206,-0.979406,0.889009,-1.46066,0.360743,-1.58455,-0.106972,-0.295398,-0.633622,1.9135,1.16846,-0.962862,0.152262,0.418554,0.649365,-2.25498
-313.908,0.898989,0.256834,4,15,0,336.905,2.24141,0.999801,-2.56079,-1.18052,-0.980911,-3.40709,0.896958,-0.895114,-4.45034,5.0491,-0.302507,-1.2684,1.00716,-0.576814,-1.6357,3.04176,0.326454,0.1588,0.235312,5.14594,-0.0217702,1.10948,0.917838,-0.424498,-1.15057,0.472155,-0.948241,1.08813,1.66193,1.87091,0.804193,0.492222,0.651033,-0.452421,0.992215,-2.43327,-0.77598,1.03252,-0.395581,-0.147054,-0.195224,1.77687
