,MiceID,Vendor,SCFA,k1,k2,D,H,Ai,R2,zeta
0,BR2,Beijing,Acetate,0.9999999627849484,0.9999999624663038,3.5333179072647788e-09,11.123714291596846,12.84876461,0.06857092654533137,1.0
1,GR5,Guangdong,Acetate,0.2667650173408865,0.26676502735079655,4.918076977117495,0.47233911831471725,11.6569577,0.24654563989434186,1.0000000000000004
2,GR3,Guangdong,Acetate,0.09043421031407077,0.09043492617939576,0.41395019964629903,0.06359377418646117,11.20847523,0.023719169180836608,1.0000000000078326
3,GR4,Guangdong,Acetate,0.23843110000376888,0.2384311059674164,5.734892767201247,0.48020773191226357,11.8740952,0.7301733755030976,1.0000000000000002
4,HR5,Hunan,Acetate,0.6979303678888182,0.6979307570823086,9.10601240123398,5.627301222132912,10.30350847,0.1382765782053973,1.0000000000000389
5,HR4,Hunan,Acetate,0.2746022712003629,0.2746022720853073,3.2710496718123423,0.7361699263503088,10.10991636,0.21574237511288563,1.0000000000000002
6,SR4,Shanghai,Acetate,0.11584921177582155,0.11584892524206378,5.934432619965706e-09,0.13975182371881517,6.54389096,0.5774831144466872,1.0000000000007647
7,SR5,Shanghai,Acetate,0.9999999366491271,0.9999999413581543,1.791697005933555e-08,7.391926356190302,11.9158883,0.1493026728097412,1.0
8,BR5,Beijing,Acetate,2.5097680934537e-07,1.2636297685379738e-06,0.16023842410771133,0.05361812573656927,7.491249573999999,0.930244611226324,1.34475485782727
9,SR1,Shanghai,Acetate,0.34443860181995356,0.3444110754894116,3.155662967323047e-10,0.8622936243481713,5.233730751,0.19878190219338598,1.0000000007983947
10,HR1,Hunan,Acetate,0.43377098776804873,0.9999999998754608,24.35713592142895,4.3058211732944685,8.130509842,0.40983977998863874,1.0884777148278453
11,BR4,Beijing,Acetate,0.9999999672523943,0.9999999697850006,3.466885780433127e-07,14.736521842607859,21.64367604,-0.20959432840520154,1.0
12,HR3,Hunan,Acetate,0.08743786677055565,0.08743785719186858,2.124990648700382,0.008860585060252177,4.9238512860000005,0.39360584562902456,1.0000000000000013
13,SR3,Shanghai,Acetate,0.37287936078250267,0.3728924905814972,5.817197190601406e-11,1.0747484505476907,6.361185496,0.11544162154931226,1.0000000001549794
14,BR3,Beijing,Acetate,0.9999998789005079,0.9999998944531003,6.986902542030415e-09,18.636165361220268,22.30705331,-0.1256471777276702,1.0
15,BR1,Beijing,Acetate,0.9999999239263252,0.9999999347942611,4.188697304319622e-09,18.006352462568653,22.40591026,-0.15081786900911243,1.0
16,GR2,Guangdong,Acetate,0.061333096536591254,0.06133310458531062,0.22497332725692634,1.31882682329893e-09,11.94564562,0.1625499703925659,1.0000000000000022
17,GR1,Guangdong,Acetate,0.1367996379176399,0.13679979365509606,3.2082191977824484,0.14671330069703223,8.483425545,0.16446526159032027,1.000000000000162
18,HR2,Hunan,Acetate,0.9999999340057433,0.9999999558590588,1.1422162782725027e-07,8.123776620191505,9.928113841,-0.04520600358605065,1.0000000000000002
19,SR2,Shanghai,Acetate,0.25474419155354455,0.25474421028673616,1.6912626180505366,0.3385951589764864,4.300590628999999,0.10334289587616885,1.0000000000000009
20,BR2,Beijing,Propionate,0.08182136616162013,0.5699020490044719,1.7761712646547128,0.07305799899043618,2.011737905,0.8909530095054268,1.509036889230613
21,GR5,Guangdong,Propionate,0.25282542759852744,0.25282543880278263,1.7030055334819953,0.1224229615374539,2.622625986,0.3825853523502536,1.0000000000000002
22,GR3,Guangdong,Propionate,0.18730659916508255,0.18730655100705337,0.5475416423006054,0.0882483067067543,1.765663751,0.3105484293375863,1.0000000000000082
23,GR4,Guangdong,Propionate,0.2243785835471429,0.22437862597106453,1.6483627381888255,0.1313505210006124,2.79910403,0.47664166486736137,1.0000000000000042
24,HR5,Hunan,Propionate,0.022165271831360096,0.07297162843315597,9.70332921516639e-12,0.017768713331004195,3.4719774169999997,0.2825897332111408,1.1827840288522387
25,HR4,Hunan,Propionate,0.2260162998261822,0.22601621018359996,0.27196820848382963,0.191661761292706,4.2106966219999995,0.09637447390286302,1.0000000000000195
26,SR4,Shanghai,Propionate,0.05674603035286693,0.056740779933314126,0.27409052212386803,7.291556541064663e-11,1.863629646,0.38762936385350455,1.0000000010702057
27,SR5,Shanghai,Propionate,0.9999999999969956,0.9998708228124037,2.609360183420331,2.263692151191387,1.413701404,0.17013888760339757,1.0000000020861126
28,BR5,Beijing,Propionate,0.794849070023639,0.7948486430410566,3.627578349803033,2.1815921187242786,1.5648898340000001,0.8495384413380751,1.0000000000000362
29,SR1,Shanghai,Propionate,0.06275695107436363,0.06151423961328091,0.2546969106005302,9.51478363716085e-15,1.52498945,0.5830912336037478,1.0000500037144344
30,HR1,Hunan,Propionate,0.6547020811132985,0.6547020776659412,7.610966066815282,1.2004660974982446,2.944186378,0.6682859038740434,1.0
31,BR4,Beijing,Propionate,0.1122065397654055,0.11220648150402873,0.5722618125319772,0.027973710167051826,3.95883073,0.3794786549519572,1.0000000000000338
32,HR3,Hunan,Propionate,0.09416344587170085,0.09416846583619105,0.5309306712701815,0.016318108224791406,2.022831745,0.2685538994991964,1.0000000003552412
33,SR3,Shanghai,Propionate,0.06619508426750963,0.0661950573829682,0.25028863094611076,9.426695830082803e-12,1.484173863,0.36910170707930734,1.0000000000000207
34,BR3,Beijing,Propionate,0.48433467345400855,0.4843347069989548,5.573808336431508e-09,1.225527091075318,3.581340273,0.1830620158938755,1.0000000000000007
35,BR1,Beijing,Propionate,0.054702834495075195,0.08767641743769788,4.8679141224197e-09,0.025729681243629336,4.444320871,0.08966322195869758,1.027946229934784
