,MiceID,Vendor,SCFA,k1,k2,D,H,Ai,R2,zeta
36,GR2,Guangdong,Propionate,0.047946799256194765,0.0479505141935848,0.15499064087050637,3.208360680007881e-11,2.772970747,0.10310217751352135,1.0000000007503436
37,GR1,Guangdong,Propionate,0.15675066354604814,0.1567506714224201,0.5547265418539219,0.07866922908105235,1.8508688969999998,0.25793036803416325,1.0000000000000002
38,HR2,Hunan,Propionate,0.9792946186853082,0.9792946965923648,3.5671471721784305,2.9889061547539377,2.855362053,0.18116561912585183,1.0000000000000009
39,SR2,Shanghai,Propionate,0.10529301998588214,0.10529204350453805,0.1049088092073469,0.016433705560048684,1.453169133,0.11290433267066868,1.0000000000107507
40,BR2,Beijing,Butyrate,0.375521446834425,0.37552144327869696,5.1358084529718715,0.2683366324122378,0.8463647009999999,0.8741959461236961,1.0
41,GR5,Guangdong,Butyrate,0.30543174130334955,0.3054317321937315,3.992947688185648,0.3731862740798065,1.719325905,0.44569469530218453,1.0000000000000002
42,GR3,Guangdong,Butyrate,0.14286272634573785,0.14286274198599988,1.627326892175795,0.06969898178063436,1.813451696,0.41660462196040493,1.0000000000000016
43,GR4,Guangdong,Butyrate,0.2468816219730134,0.24688160031997783,3.327274698445362,0.26450380260532014,2.632026415,0.6657601503475247,1.0000000000000009
44,HR5,Hunan,Butyrate,0.7652372915248409,0.7652370413683091,7.536632575433911,2.33682749547894,3.291335586,0.48821777576195513,1.0000000000000133
45,HR4,Hunan,Butyrate,0.9999999407598198,0.9999999453841146,11.375979626248483,4.02347185547711,3.68419199,0.6444961649248402,1.0000000000000002
46,SR4,Shanghai,Butyrate,0.08876925639856992,0.9999999997223582,3.0645949214223562,0.3921663519571463,0.808969095,0.5646936581067172,1.827151515716919
47,SR5,Shanghai,Butyrate,3.041319665589955e-09,0.9999999879686944,2.4052590411328847,0.03558759788157352,1.783506366,0.2796967672690528,9066.48542988747
48,BR5,Beijing,Butyrate,0.9999998972625428,0.9999998989970996,13.795175796347504,3.5785727988394527,0.597219276,0.851855476351422,1.0000000000000002
49,SR1,Shanghai,Butyrate,0.17294061183130485,0.17294061381402795,1.7014328574914364,0.076331562817031,0.859212726,0.8232359720721962,1.0
50,HR1,Hunan,Butyrate,0.612876766038966,0.6128767295115356,8.15236820906068,1.362256655269695,1.906462139,0.6573675764513203,1.0000000000000004
51,BR4,Beijing,Butyrate,0.2805279128668904,0.2805279385785594,1.6065842687116714,0.26481401821945566,2.7365165439999997,0.49270642085078975,1.0000000000000009
52,HR3,Hunan,Butyrate,0.9999999900990191,0.9999999450562915,8.676162354078558,3.1212414014040895,1.122849663,0.5759181772233227,1.0000000000000002
53,SR3,Shanghai,Butyrate,0.10597880756657932,0.10597894868437328,0.9312436162025031,0.023527315033603346,1.8936731869999999,0.5209757367904023,1.0000000000002216
54,BR3,Beijing,Butyrate,0.1747239116155624,0.17472392105275802,1.052984074688896,0.11742692915710813,2.125602197,0.32095609300539985,1.0000000000000002
55,BR1,Beijing,Butyrate,0.3085960742319772,0.30859609083827755,1.0666323122184584,0.27624493348980766,3.4922112480000003,0.2589941804725794,1.0000000000000004
