SampleID,Muribaculaceae,Akkermansia_dash_muciniphila,Bacteroides_dash_acidifaciens,Faecalibaculum,Parasutterella,Bacteroides_dash_uniformis,Bacteroides,Alloprevotella,Clostridia_dash_UCG_dash_014,Lachnospiraceae_dash_NK4A136_dash_group,Lachnospiraceae,Parabacteroides_dash_goldsteinii,Escherichia_dash_Shigella,Mucispirillum_dash_schaedleri,Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,Oscillospiraceae,Dubosiella_dash_newyorkensis,Lachnospiraceae_dash_bacterium_dash_28_dash_4,Lachnoclostridium,Roseburia,Lactobacillus,Colidextribacter,Bifidobacterium_dash_choerinum,Bacteroides_dash_caecimuris,Oscillibacter,Desulfovibrio,mouse_dash_gut_dash_metagenome,Clostridia_dash_vadinBB60_dash_group,Alistipes,Peptococcaceae,Muribaculum,Desulfovibrionaceae,Parabacteroides,Helicobacter_dash_mastomyrinus,Anaerotruncus,Clostridiales_dash_bacterium_dash_CIEAF_dash_020,Rikenellaceae_dash_RC9_dash_gut_dash_group,Ruminococcaceae,Candidatus_dash_Saccharimonas,Lachnospiraceae_dash_UCG_dash_006
sample205,141675875.2229587,966967.5185285421,903246.4299928887,15165619.07148554,23618221.46573997,57348.97968208817,506582.6538584455,12914671.61896358,8372951.033584873,858641.6680179313,1835167.349826821,89209.52394991492,39825.68033478345,406221.9394147912,0.0,143372.4492052204,1701353.063901949,248512.2452890487,8530660.727710616,125849.1498579157,511361.7354986195,246919.2180756574,1962609.526898128,100360.7144436543,374361.3951469644,0.0,460384.8646700967,15930.27213391338,520919.8987789675,423745.2387620959,939886.0559008894,121070.0682177417,802885.7155492343,0.0,111511.9049373937,0.0,47790.81640174014,170453.9118328732,103546.768870437,264442.5174229621
sample216,154480291.0753072,4995155.283584962,2135753.315878907,17605117.96116867,31633783.9227296,90181.13898149865,6781181.743413668,17387363.50362797,10439016.72210226,2709833.249395276,10494005.22148122,162765.9581617293,37392.17957769456,18396952.35222572,0.0,3418085.121396315,3699626.238216603,2951782.646662712,11743343.92737125,1678249.001045938,173763.6580375218,2263326.6344381,1528680.28273516,162765.9581617293,1865209.898934411,0.0,2714232.329345594,147369.1783356198,1060178.268026399,2232533.074785881,1645255.901418561,470701.5546839198,252947.0971432279,0.0,560882.6936654184,32993.09962737755,527889.5940380408,851221.970386341,19795.85977642654,587277.1733673204
sample217,169199301.974709,462312.3134063666,1089235.829313485,20630686.9857591,22446663.76228335,106822.1633249559,490331.2414916009,16622229.08656527,13732777.12777548,486828.8754809466,2120682.619451174,141845.8234314988,10507.09803196288,483326.5094702923,0.0,609411.6858538468,7030999.766388491,112075.7123409373,731994.4962267469,336227.137022812,50784.30715448724,355490.1500814107,2057640.031259397,117329.2613569188,229404.9736978561,0.0,1304631.338968724,190878.9475806589,1409702.319288353,171615.9345220603,1376429.842187137,49033.12414916009,246916.8037511276,0.0,105070.9803196288,0.0,1246842.299792928,227653.790692529,8755.91502663573,208390.7776339304
sample218,78472063.44359718,3540196.953677632,1831006.441455121,22515853.55888126,55541784.55846066,13814.17754184248,1710446.346544496,6498942.616275894,4455700.174405192,286330.225412735,5284550.82691574,106745.9173687828,41442.53262552743,522427.0779460428,0.0,223538.509313451,3783828.812142853,105490.0830467971,696988.0487020523,59024.21313332696,329028.5923602481,475961.2080325727,818803.9779346633,52745.04152339856,185863.4796538806,0.0,216003.503381537,91675.90550495464,1416581.115199847,498566.225828315,1784540.571541651,57768.37881134127,528706.2495559712,0.0,85396.73389502623,246143.5271091933,1993009.068991274,193398.4855857947,37675.0296595704,202189.3258396945
sample219,176992715.9389987,4852109.525618388,2902523.175685234,19131591.01242325,32131747.52520622,198164.2328781084,13451854.39654924,29969426.04291863,16319407.41349128,486668.0425094719,1419205.608994687,125309.7354964509,110738.8360201194,489582.2224047382,0.0,221477.6720402387,4176019.789916607,101996.2963343205,4111907.832220748,195250.0529828421,96167.93654378787,332216.5080603581,2479967.090871621,163194.0741349127,279761.2699455647,0.0,984992.8046000091,11656.7195810652,1261839.894650308,238962.7514118365,1678567.619673388,75768.67727692377,405071.0054420156,0.0,81597.03706745639,0.0,571179.2594721946,78682.85717219008,34970.15874319558,413813.5451278145
sample220,240680485.0270046,8040643.632085815,3347660.967444288,21260949.61255376,39803445.56307071,121669.9209351507,3608382.22659104,27188012.90382324,32447629.77167704,511013.6679276328,1546946.137604058,135575.0547563107,163385.3223986309,1261890.894270277,0.0,170337.8893092109,4122872.177973963,483203.4002853126,1734665.44418972,83430.80292696046,163385.3223986309,389343.7469924822,1957147.585328281,246816.1253255914,215529.5742279812,0.0,2589831.174191064,139051.3382116008,1320987.713010208,159909.0389433409,1178460.091343316,86907.08638225048,312865.5109761017,0.0,187719.306585661,0.0,173814.172764501,208577.0073174011,93859.65329283052,288531.5267890716
sample231,164395217.0042894,6560513.946139599,753149.781877559,9482735.09982453,25542205.83339833,0.0,1186500.579450185,16080327.18907195,3418141.317751999,1211991.80283681,3744892.453889647,90377.97382530708,53299.8307174888,1703277.199015403,0.0,2078693.397982063,12977350.0877364,282720.8411971145,3580358.193848704,790227.9249853775,345290.2076915579,1587408.00180347,6741269.893790213,78791.05410411386,920001.4258627414,0.0,829623.4520374343,234055.778368103,739245.4782121272,644232.7364983428,1040505.390963151,347607.5916357965,192342.8673718074,0.0,403224.806297524,0.0,885240.6666991618,655819.656219536,44030.29494053422,342972.8237473192
sample232,207000758.8731672,229049.6828930766,1045762.18856233,5899764.559367124,21815247.07069514,39331.76372911416,647817.2849501156,15542987.5724817,3553740.534583491,1191521.077676105,4085876.161506801,76349.8942976922,55527.19585286705,5929841.790454093,0.0,1992038.151221605,8854274.105371758,145758.889113776,879180.6010037283,2406178.486957572,62468.09533447543,2116974.341890556,2288183.19577023,50899.9295317948,1179952.911873425,0.0,1698206.739833517,71722.62797661994,465040.2652677616,814398.8725087167,881494.2341642644,254499.647658974,185090.6528428902,0.0,853730.636237831,0.0,886121.5004853366,594603.7222577847,80977.16061876445,210540.6176087876
sample233,197277016.9114945,454555.3385057476,1233477.836042296,11875809.86329094,32125588.21992806,19859.21381821228,1253337.049860508,12328158.62248356,6875701.139727716,4602924.447198978,18369772.78184635,72817.11733344501,66197.37939404091,3925504.598066627,0.0,2519913.575599824,1282022.580931259,611222.4697383111,3109070.252206788,225071.0899397391,333193.4762833393,2383105.658185473,4289590.184733851,50751.32420209804,1125355.449698695,0.0,428076.3867481312,174319.7657376411,902490.939072091,1394558.125901128,1659347.643477292,260376.3589498943,218451.352000335,0.0,81643.43458598379,814227.7665467033,661973.7939404092,1052538.33236525,61784.22076777153,432489.5453744007
sample234,322536393.1115454,1018594.72920469,1148826.018783372,5972034.850679555,13646378.70085188,153486.8770034465,12423134.80230926,22799777.91123924,8037131.013998653,1841842.524041358,5697618.919067332,106975.7021539172,46511.17484952925,5330180.637756051,0.0,3199968.829647612,4451119.433099948,246509.226702505,5083671.411053546,497669.5708899628,195346.9343680228,1986027.166074899,2920901.780550437,130231.2895786819,776736.6199871383,0.0,502320.6883749157,18604.4699398117,451158.3960404336,1320917.36572663,916270.1445357262,399996.1037059515,339531.5764015634,0.0,376740.5162811868,148835.7595184936,572087.4506492097,702318.7402278916,0.0,897665.6745959144
sample235,135995005.1960312,2810455.636512515,1076964.012610664,7271932.679744982,17323596.79744452,35575.38780395588,3070802.792714192,14919023.9945135,1251606.825466448,1015515.61549474,4400028.646116544,87321.40642789172,77619.02793590374,7596962.359226578,0.0,1392291.313600273,7606664.737718567,163323.3712817975,2411041.05525901,842489.8657209552,74384.90177190775,1980902.275447544,2162013.340631319,53363.08170593382,692102.9990951417,0.0,6788430.818227582,124513.8573138456,585376.8356832741,612866.90807724,729295.4499810956,278134.8501036551,181111.0651837754,0.0,522311.3754853523,1617.063081997995,295922.544005633,456011.7891234345,8085.315409989974,480267.7353534044
sample246,162899028.3471496,3752183.86879431,2023014.796729462,25926234.32233177,26057334.72256675,83633.0139430057,1231891.691863192,11738006.52448726,3322717.040438335,153703.9175168753,395561.5524331351,63289.84838930162,42946.68283559753,144662.510604118,0.0,103976.1794967098,4446111.849348439,110757.2346812778,617076.0217956908,162745.3244296327,169526.3796142008,155964.2692450647,4821330.236227869,92674.42085576308,79112.31048662702,0.0,472413.5111915728,0.0,712010.794379643,47467.38629197621,825028.3807891104,54248.44147654425,185348.8417115262,0.0,67810.5518456803,0.0,666803.7598158563,108496.8829530885,15822.4620973254,113017.5864094672
sample247,180649406.7157716,13298398.22231362,1179033.244452548,26708583.1386451,38935516.44471205,145533.6205138208,1826552.39659375,27090345.24463063,7356829.97611894,649628.3350472,1174814.878640553,80148.95042790129,67493.85299191688,124441.7914538467,0.0,495657.9829093896,9322588.444508519,94913.23076988311,689702.8102611506,426054.9470114753,84367.3162398961,651737.5179531974,1965758.468389579,27419.37777796623,221464.2051297273,0.0,881638.4547069143,124441.7914538467,894293.5521428986,189826.4615397662,1581887.179498052,90694.86495788829,111786.6940178623,0.0,210918.2905997402,0.0,748759.9316290779,318486.6188056078,6327.548717992207,153970.3521378104
sample248,292412651.3806738,2273467.218239232,3344366.834552693,53790761.05548268,40575684.23286043,0.0,1027010.287776024,18099959.08883898,904120.1678712004,1285957.326146902,8672531.318997534,105334.3884898486,114112.254197336,860230.8393337635,0.0,2567525.71944006,13337966.94252708,438893.2853743692,2958140.743423248,373059.2925682138,711007.122306478,1422014.244612956,7316351.067190734,61445.05995241168,1237679.064755721,0.0,548616.6067179614,127279.0527585671,1953075.119915943,842675.1079187887,2839639.556372168,364281.4268607264,57056.12709866799,0.0,184335.179857235,8093192.182303366,1141122.54197336,557394.4724254488,43889.32853743692,746118.5851364275
sample250,97977605.34055762,4037746.855820127,1244881.738389583,11709465.88187837,20099968.79862416,17320.09375150725,1188591.433697185,11863181.713923,5911564.498561316,647338.5039625834,999152.9082900743,54125.29297346015,55207.79883292934,192686.0429855181,0.0,640843.4688057681,1845672.490394991,72527.89258443659,141808.2675904656,99590.53907116667,41135.22265982971,525015.3418425634,473055.0605880416,40052.7168003605,181860.9843908261,0.0,768579.1602231341,19485.10547044565,886572.298905277,161293.3730609112,773991.6895204801,80105.43360072101,120158.1504010815,0.0,57372.81055186775,0.0,652751.0332599293,251141.3593968551,22732.62304885326,56290.30469239855
sample261,93767049.65335774,1153843.262160767,1126187.897688205,5150043.428445925,9326003.463802734,82966.09341768496,424048.921912612,5119315.245698635,3046699.319393875,755913.295583352,2618041.17006917,215097.2792310351,90648.13910450765,342619.2376322916,0.0,2210892.748667568,2717907.763997865,259653.1442146066,145958.868049631,282699.2812750747,16900.5005110099,969474.1656770224,333400.7828081044,58383.54721985238,663728.7473414796,13827.68223628083,3102010.048338999,107548.6396155175,565398.5625501494,195123.9604452961,616100.064083179,76820.45686822681,110621.4578902466,9218.454824187218,170541.4142474635,23046.13706046805,892653.7088087955,382565.8752037695,24582.54619783258,95257.36651660125
sample262,132139750.7067145,2190423.918722789,1711336.125662238,7028779.018009973,15440870.08715424,187750.6216048105,1145926.207725912,11737650.92998349,9590388.073698595,930120.895536475,3316927.648351652,345288.4995030997,170486.1966296555,97112.3904852468,0.0,1834345.153610217,1914193.119120309,211489.2059456485,211489.2059456486,172644.2497515499,0.0,615045.1397398963,287021.0652119516,38844.95619409872,485561.9524262339,0.0,2188265.865600894,105744.6029728243,1670333.116346245,168328.1435077611,697051.1583718825,56109.3811692537,153221.7716545005,12948.31873136624,82006.01863198617,0.0,770424.9645162912,332340.1807717335,38844.95619409872,88480.17799766929
sample263,115829361.9459935,490660.6263236454,832636.2143673982,11439455.13265923,12812933.17376974,111513.7787099194,695102.5539584976,10881886.23910963,21973790.09478961,879100.2888298647,4572064.927106694,249047.43911882,104079.5267959248,9118109.97251441,0.0,1626242.606186324,1836260.222756673,191431.9867853616,912554.4224428403,115230.9046669167,139392.2233873993,986896.9415827865,538983.2637646104,24161.31872048253,449772.2407966749,26019.88169898119,185856.2978498656,234178.9352908307,444196.5518611789,345692.7140007501,1278691.329207076,61332.57829045567,263915.9429468092,7434.251913994625,146826.4753013939,208159.0535918496,1767493.392552222,544558.9527001063,14868.50382798925,198866.2386993562
sample264,174423118.0991969,171884.1437472727,1532224.367118546,7339452.938008546,13149136.99666636,250459.7523174545,2313069.477284728,10764858.37411491,15661100.98314437,370778.6529405455,2234493.868714545,324124.385352,78575.60857018182,211171.9480323636,0.0,535296.3333843637,2101897.529252364,51565.24312418182,152240.2416047273,39287.80428509091,54020.73089200001,321668.8975841819,665437.1850787273,71209.14526672728,166973.1682116364,22099.38991036364,176795.1192829091,105585.9740161818,505830.4801705455,66298.16973109092,476364.6269567273,22099.38991036364,206260.9724967273,0.0,68753.6574989091,356045.7263336364,218538.4113358182,223449.3868714546,17188.41437472728,152240.2416047273
sample265,158643041.6539315,4077217.048235428,2739557.330834741,17799565.25089248,23660328.58899549,119029.0426500611,1526594.705734118,22409578.96622818,15430320.49719126,1092044.232567228,3905286.208852006,413767.6244502125,221053.9363501135,204049.7874001048,0.0,642378.9603336634,5067236.387102603,272066.3832001397,438329.1729335585,495009.6694335876,52901.79673336051,789748.2512337391,1322544.918334013,73684.64545003786,529017.967333605,30229.59813334886,2988951.515434869,272066.3832001397,1596500.651417487,230500.6857667851,1486918.358184097,64237.89603336633,166262.7897334187,0.0,141701.2412500728,39676.34755002039,954121.6910838236,411878.2745668782,15114.79906667443,281513.1326168113
sample276,26756731.57571327,10330027.095816,3650378.773310506,6592475.098068228,9761585.028131329,1029733.713665202,457659.4282956455,5486464.813020417,152553.1427652152,2488069.114146962,8463067.205784556,9360224.973951418,107150.4217041392,98069.87749192405,0.0,2731427.699034329,18161.08842443038,1489209.250803291,1712590.638423785,3775690.283439075,877180.5708999874,2477172.461092303,0.0,0.0,693753.5778132405,1552773.060288797,374118.4215432658,2262871.617684025,32689.95916397468,250623.0202571393,0.0,1816.108842443038,2729611.590191886,145288.707395443,2428137.522346342,54483.26527329114,5448.326527329114,1173206.312218203,79908.78906749368,1550956.951446354
sample277,55264422.22156968,1959911.220758067,6618664.591783307,11508928.51153887,15447779.21733421,478877.9843599807,540719.8432673953,6548894.289426226,3379102.598248738,1996382.060626542,914942.3740917512,22443837.71732174,8098112.13949146,47570.66069801132,0.0,661232.1837023575,231510.5487303218,1146452.922822073,344094.4457156152,250538.8130095263,3737468.242173756,505834.6920888537,0.0,0.0,187111.2654121779,1174995.31924088,57084.79283761359,2094694.759402432,25371.01903893937,36470.83986847535,33299.46248860793,0.0,371051.1534444884,499491.9373291189,91969.94401615523,1349421.075133588,38056.52855840906,648546.6741828878,561333.7962365337,234681.9261101892
sample279,22979427.87727652,1838905.371849765,9287796.987619307,3986238.100015543,8183393.876687055,521464.8086167634,498147.2765241439,2478017.728752018,925282.0689480376,2211985.885331677,1692640.852359698,15789148.89017058,29492438.5458741,30736.74684936207,0.0,538423.0137750322,43455.40071806363,86910.80143612724,125066.7630422319,209857.7888335755,2055122.487617692,490728.0617674014,0.0,0.0,104928.8944167878,473769.8566091326,0.0,4808711.050191577,34976.29813892925,26497.19555979489,0.0,19077.98080305232,987815.4504691536,85850.91361373545,93270.12837047802,28616.97120457848,20137.86862544412,469530.3053195655,588237.7414274466,184420.4810961724
sample280,32864842.56924566,530431.1175825286,5095743.600465167,2833686.625726081,6396072.311043695,325725.904729077,345037.7172624215,1122660.03527176,1078886.593529512,2304542.962312442,1888695.265761091,6053609.502119052,5017208.896162898,849719.7514671575,0.0,1505033.923431981,48923.25841780604,2027740.316001171,430009.6924091373,405548.0632002342,3902273.585904476,762172.8679826624,0.0,0.0,320576.0880535185,757023.051307104,60510.34593781273,732561.4220982009,15449.45002667559,25749.08337779265,0.0,7724.725013337796,211142.4836978997,239466.4754134716,239466.4754134717,275515.1921423814,18024.35836445486,249766.1087645887,141619.9585778596,356624.8047824282
sample291,241904992.6076681,67470627.98805596,153830491.6092458,34179849.61034753,37072859.17687158,345749.9238040934,804397.7819115645,2970626.896357619,119954.0551973386,6399901.650822709,8897768.447284935,4932228.504878802,254020.3521825993,49392.84625772764,0.0,1319494.607170724,0.0,698555.9685021482,896127.3535330587,12256481.99281042,2547259.642719954,1629963.926505012,0.0,56448.96715168874,324581.5611222102,966688.5624726696,705612.0893961092,1446504.783262024,0.0,959632.4415787084,70561.20893961091,0.0,1065474.254988125,296357.0775463659,225795.8686067549,0.0,84673.4507275331,522152.9461531208,28224.48357584437,1707581.256338584
sample292,138460680.6179168,4844573.412214293,186661997.2561603,36542237.85402905,34025102.57208036,995910.0463362215,1824011.073875864,3418196.752443368,98496.59798929664,13289744.68425954,11750279.33790831,5938980.056539812,9068983.059310794,36480.22147751728,0.0,1302343.906747367,244417.4838993657,1656202.055079284,780676.7396188697,671236.0751863178,2473359.016175671,777028.7174711179,0.0,51072.31006852418,744196.5181413523,3254035.755794541,1896971.516830898,437762.6577302072,58368.35436402763,1586889.634272001,0.0,7296.044295503454,134976.8194668139,893765.4261991731,634755.8537088005,6095845.008893137,65664.39865953109,766084.6510278627,0.0,499779.0342419866
sample294,63801900.2401414,9916689.959255477,292710902.3082523,31339960.30248725,21528927.61829234,950915.4755450459,1207511.714977836,11270109.33979314,8618614.865654306,5554553.888898046,4417480.357293917,6218685.332135856,79217799.80135843,45281.68931166885,0.0,382378.7097429814,352190.9168685355,171064.1596218601,206283.2513087136,186158.0560590831,1615046.918782856,327034.4228064973,0.0,30187.7928744459,90563.3786233377,412566.5026174273,90563.3786233377,825133.0052348545,0.0,125782.4703101912,0.0,45281.68931166885,286784.032307236,155970.2631846372,201251.952496306,0.0,90563.3786233377,166032.8608094525,0.0,241502.3429955672
sample295,95497662.17455758,3630482.691020268,183335173.9489645,47103832.13696436,18114595.92706988,1016871.309290399,1479085.540786035,2664034.752438484,684917.4521253515,1500095.278581292,3672502.16661078,5840707.10708122,20745015.09903595,302540.224251689,0.0,558859.0253538145,336155.8047240989,466416.1790546873,558859.0253538145,88240.89874007597,4315400.14314562,302540.224251689,0.0,0.0,155472.0596848958,806773.9313378376,0.0,92442.84629912721,0.0,176481.7974801519,0.0,50423.37070861484,373973.3327555601,2159801.045352336,672311.6094481979,159674.007243947,58827.26582671731,210097.3779525618,0.0,268924.6437792791
sample306,178577273.4953317,39055270.21556381,78831545.29051642,65581190.25223837,33176307.51593208,539493.1465356736,549577.1305830693,7956263.41339526,5152915.848219238,1815117.128531238,6347867.957835635,2894103.421602585,257141.5932085921,1431925.734730199,0.0,2127720.634000507,0.0,1063860.317000253,983188.4446210873,1976460.87328957,3912585.810389558,892432.5881945255,0.0,0.0,544535.1385593713,700836.8912940059,1436967.726753897,1275623.981995564,0.0,242015.6171374984,0.0,0.0,1028566.372834368,5092411.943934863,363023.4257062476,0.0,30251.95214218731,443695.2980854138,196637.6889242175,60503.90428437461
sample307,86374071.99781393,67064582.21136712,162323639.9675758,28530221.55045827,30031524.82760638,3821499.250922462,3854254.958787512,4877870.829570314,7266307.861396854,12212419.74901936,11781136.26212953,824351.9812704169,1771537.86703477,76429.98501844924,0.0,737003.4269636178,0.0,212912.1011228229,335746.0056167592,843459.4775250292,1700567.166660496,633277.0187242938,0.0,0.0,881674.4700342538,1086397.644190814,2003557.464412205,152859.9700368985,10918.56928834989,870755.900745904,0.0,0.0,90078.19662888661,1001778.732206103,428553.8445677334,799785.2003716296,46403.91947548704,169237.8239694233,46403.91947548704,270234.5898866598
sample309,20310084.21248538,33227702.64699449,148362390.3798104,3919612.402581387,9675125.182507219,1183213.361064194,1385651.045258068,540997.2594836287,5361108.326237767,1148310.312065251,3951025.146680437,638725.7966806714,9011967.251527287,45373.96369862693,0.0,383933.5389883817,0.0,62825.48819809882,188476.4645942965,0.0,575900.3084825726,565429.3937828895,0.0,0.0,984265.9817702149,834182.8710747566,111689.7567966201,841163.4808745454,0.0,910969.5788724329,0.0,0.0,34903.04899894379,1047091.469968314,600332.4427818332,146592.8057955639,0.0,181495.8547945077,0.0,122160.6714963033
sample310,78540020.3091947,49383371.2162705,151946270.1907085,16684753.88996262,18751596.52967827,20685094.48296066,14172039.95498573,3425291.632754565,15968026.20038381,4033676.764606349,6938090.71598096,1079258.555819261,5212943.835250561,458372.3596143578,0.0,825070.2473058441,12501.06435311885,195850.008198862,383365.9734956448,237520.2227092581,654222.3678132198,329194.6946321297,0.0,0.0,500042.5741247541,225019.1583561393,870907.4832672799,350029.8018873278,12501.06435311885,416702.1451039617,0.0,0.0,137511.7078843073,495875.5526737144,708393.6466767349,62505.32176559425,16668.08580415847,258355.3299644562,66672.34321663388,325027.6731810901
sample321,156390122.2973486,51385671.57998467,60456374.72333347,11213933.30679249,21978479.64383065,594573.5292134117,563462.1236150354,4694365.42251054,11193192.3697269,8268720.243479538,8403536.334405832,1337790.440730176,273089.0046968576,93334.21679512857,0.0,2219280.266017502,0.0,936798.9907955497,224693.4848771614,639512.2261888438,3695343.620518239,459757.4382871148,0.0,0.0,604943.9977462037,608400.8205904677,1794091.056173027,902230.7623529095,0.0,432102.8555330026,0.0,0.0,515066.6037953392,556548.4779265075,342225.4615821381,110618.3310164487,27654.58275411217,359509.5758034581,131359.2680820328,176297.9650574651
sample322,135737383.0702838,85175546.93123646,44283046.63241026,17299320.84868658,18248673.82209012,31434131.78602806,9870257.10443355,10779425.8249946,5344505.628049513,5399758.97570792,783592.9304283119,1074928.763536274,316450.9911345107,25115.15802654846,0.0,261197.643476104,0.0,0.0,0.0,25115.15802654846,1808291.377911489,210967.3274230071,0.0,0.0,175806.1061858392,210967.3274230071,195898.232607078,296358.8647132718,0.0,0.0,0.0,35161.22123716785,185852.1693964586,642948.0454796407,221013.3906336265,0.0,0.0,50230.31605309693,1130182.111194681,35161.22123716785
sample324,437292.1600566863,160229.1884177171,313782.1606513627,34228960.37573481,69175613.99125731,33381.08092035772,46733.51328850082,40057.29710442927,80114.59420885854,357177.5658478276,96805.1346690374,176919.7288778959,273751568.4116696,70100.26993275122,0.0,110157.5670371805,0.0,103481.350853109,0.0,33381.08092035772,5314268.08252095,0.0,0.0,0.0,0.0,110157.5670371805,0.0,76776.48611682277,0.0,0.0,0.0,46733.51328850081,0.0,7290428.073006127,43395.40519646504,0.0,0.0,30042.97282832195,0.0,0.0
sample325,135809900.8258037,67491605.17073107,49616279.78775396,14880428.7181471,11573666.78078108,46557029.97144827,11623169.20499315,5940290.905447946,1366266.908253028,43740342.0337817,24231436.65180641,990048.4842413242,2618678.240818303,2752334.786190881,0.0,2168206.1804885,0.0,232661.3937967112,108905.3332665457,930645.5751868449,1985047.210903855,1133605.514456316,0.0,0.0,4133452.421707529,3346363.876735676,2390967.089442798,292064.3028511907,0.0,975197.7569777044,0.0,0.0,183158.969584645,1732584.847422317,2321663.695545905,64353.15147568608,0.0,861342.1812899521,3163204.907151031,920745.0903444315
sample336,134672995.1375991,91349531.46706867,70332444.83712606,13178035.63957668,21360070.93790274,553733.7020079256,623983.5000238565,7529125.410883884,1541363.215290718,39608489.05780572,8450637.467210507,1644671.741784734,326454.9437210904,929776.7384461436,0.0,1805833.043115399,0.0,144631.9370916224,0.0,140499.5960318617,3194299.639194974,1057879.311298724,0.0,0.0,1954597.321266782,1739715.586159229,438028.1523346277,1033085.26494016,0.0,293396.2152430053,0.0,66117.45695617022,855394.5993704521,2107493.940477926,727292.0265178723,0.0,28926.38741832447,512410.2914103192,301660.8973625266,235543.4404063564
sample337,145258055.6991646,126619824.3873306,36703602.52894816,17530532.81009706,15961504.49756813,41666700.16373272,7416763.881194911,14876619.00845281,1503124.053844355,8534601.499652518,2694470.268527064,2598148.659680377,3830051.341245902,288964.8265400614,0.0,190108.4385131983,0.0,190108.4385131983,76043.37540527932,344729.9685039329,993633.4386289832,164760.6467114385,0.0,0.0,182504.1009726704,653973.0284854022,0.0,950542.1925659917,60834.70032422346,38021.68770263966,0.0,30417.35016211173,456260.252431676,539907.9653774833,119134.621468271,2534.779180175978,17743.45426123184,131808.5173691509,111530.283927743,200247.5552339022
sample339,122272778.9447934,147348978.8700193,24444896.50160271,28884718.93987009,15865379.48220024,152744380.807432,11573896.09975686,17386717.24076738,227683.20196243,1742121.469561017,6833945.804357179,3542888.612354782,8558818.546496801,362223.2758493204,0.0,489863.8587676524,0.0,548509.5320003995,186286.2561510791,13312567.8238336,5257412.118041565,545059.7865161203,0.0,0.0,362223.2758493205,4529515.820858645,310477.0935851318,148339.0558240074,72444.65516986408,331175.5664908073,0.0,0.0,783092.224931388,431218.1855349052,524361.3136104449,106942.1100126565,34497.45484279242,210434.4745410337,0.0,355323.7848807619
sample340,131634735.3760861,86677170.595866,51277436.49420878,26898466.33824151,9970702.95617437,192193670.7095117,17132574.03946492,20094201.16469311,4863440.372493269,30409506.17934627,20347776.26432845,1501944.820917039,13839348.70702129,2831588.612594678,0.0,1531203.486259578,0.0,864756.1090128405,104030.8101068079,1566964.077233794,1466184.229942824,1004547.510093864,0.0,0.0,2395959.595272419,2252917.231375558,269829.913714533,412872.2776113938,0.0,1150840.836806562,0.0,35760.59097421521,588424.269666632,897265.737171218,858254.1833811651,48764.4422375662,0.0,1027304.249804728,1092323.506121483,887512.8487237048
sample351,178764761.4922813,73104440.16029303,40525337.96065796,41435602.2559008,33665846.3072209,1072811.49082191,515506.8202650737,3622480.358619437,8772904.3556822,7992677.816902629,464420.5587973637,1551164.666383195,157902.9899911037,46442.05587973637,51086.26146771001,130037.7564632618,0.0,120749.3452873146,0.0,0.0,2591466.718089289,78951.49499555184,0.0,0.0,46442.05587973637,199700.8402828664,130037.7564632618,1017081.023766227,0.0,55730.46705568365,0.0,0.0,887043.2673029647,896331.6784789121,65018.87823163092,0.0,0.0,106816.7285233937,849889.6225991755,83595.70058352547
sample352,267526137.3503538,156813050.42172,31099181.72152635,27194797.05833641,17399861.50436324,188727605.6472057,15617538.65275979,30273354.71110599,27477041.73278387,757879.2184237514,5049043.620671337,12481486.71445461,4411379.726549285,899001.5556474845,0.0,872867.7894949415,0.0,266564.4147559402,0.0,1761415.838681409,162029.3501457676,506995.0633593373,0.0,0.0,533128.8295118804,2435667.005417022,83628.0516881381,459954.2842847595,20907.01292203453,0.0,0.0,0.0,1986166.22759328,2372945.966650919,167256.1033762762,31360.51938305179,36587.27261356042,167256.1033762762,0.0,99308.311379664
sample354,197395555.9235757,97373962.75812753,17075878.94014403,35923530.75387388,9500714.163643176,251083616.9609119,13906745.57380564,17844761.50792656,1932235.32251434,695337.2786902818,7053661.817483145,5937110.610355482,13752969.06024913,4031619.02932923,0.0,554932.6358778209,0.0,340982.7039731189,528188.8943897332,3149075.560222333,220635.867276724,922659.0813390276,0.0,0.0,106974.965952351,3363025.492127035,147090.5781844827,127032.7720684168,20057.80611606582,514817.0236456893,0.0,0.0,989518.4350592471,2126127.448302977,1210154.302335971,73545.28909224134,0.0,173834.3196725704,0.0,120346.8366963949
sample355,274846780.959715,141208122.2840216,31000863.62787142,27946518.66310731,20229502.15793037,196771624.8072746,15566830.61751753,36917734.79149657,5134840.810328059,2050985.266194254,24882336.83855331,10825464.1987855,6625125.068497985,8528557.43784373,0.0,1947698.238400298,0.0,555782.5781293781,378719.1019111691,8774478.932591243,565619.4379192786,1091891.436678955,0.0,0.0,1514876.407644677,4062623.093228905,201655.6256929602,290187.3638020647,59021.15873940298,1534550.127224478,0.0,0.0,2060822.125984154,309861.0833818656,2867444.628755995,0.0,0.0,486924.5596000745,14755.28968485074,408229.6812808706
